global_rank,video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round,normalized_narration_stage2,dataset_rows_covered_if_validated,high_priority_review,high_priority_reason,watchlist_hit,historical_bad_count,historical_checked_count,historical_bad_rate,annotation_id,annotator,created_at,updated_at,lead_time,verdict,task_id,project,inner_id,corrected_action,secondary_action
10091,374832bf-f977-4e8b-b0e0-2f2ea1e38b5d,838.9944009546634,#C C drops the white board on the table,Carpentry,Object Transfer,Refined via regex fallback,silver,4,r002,drops white board on table,3,no,,no,0,0,0.0,226,1,2026-03-03T01:31:12.404854Z,2026-03-03T01:31:12.404865Z,1.307,Gold,1226,2,226,,
8927,375ca7e7-1e3c-4159-9f7f-4691ef11f322,65.7494086,#C C holds the vegetables.,Cooking,Stationary,"Low body/hand motion, holding position.",silver,4,r002,holds vegetables,3,yes,watchlist_verb,yes,0,0,0.0,227,1,2026-03-03T01:31:14.562932Z,2026-03-03T01:31:14.562950Z,1.352,Gold,1227,2,227,,
11405,375ca7e7-1e3c-4159-9f7f-4691ef11f322,483.12996968890616,#C C picks snacks.,Cooking,Object Transfer,Logistics step involving picking up objects.,silver,4,r002,picks snacks,3,no,,no,0,0,0.0,228,1,2026-03-03T01:31:17.313788Z,2026-03-03T01:31:17.313804Z,1.848,Gold,1228,2,228,,
7913,375ca7e7-1e3c-4159-9f7f-4691ef11f322,516.2761796889062,#C C removes the cover.,Cooking,Object Transfer,"Removing an object, involves logistics.",silver,4,r002,removes cover,4,no,,no,0,0,0.0,229,1,2026-03-03T01:31:21.543622Z,2026-03-03T01:31:21.543631Z,2.841,Gold,1229,2,229,,
1147,375ca7e7-1e3c-4159-9f7f-4691ef11f322,564.3640129196615,#C C grates potato.,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,grates potato,11,no,,no,0,0,0.0,230,1,2026-03-03T01:33:32.452462Z,2026-03-03T01:33:32.452474Z,129.531,Gold,1230,2,230,,
10954,375ca7e7-1e3c-4159-9f7f-4691ef11f322,608.9757229196615,#O person Q stands in the kitchen.,Cooking,Stationary,"The action involves standing still, which indicates low energy and minimal movement.",silver,4,r002,person q stands in kitchen,3,no,,no,0,0,0.0,231,1,2026-03-03T01:33:35.330087Z,2026-03-03T01:33:35.330103Z,2.036,Gold,1231,2,231,,
11938,375ca7e7-1e3c-4159-9f7f-4691ef11f322,659.4810329196615,#C C pours vegetables in the cooking pot.,Cooking,Essential Operation,Core task involving hand activity and manipulation.,silver,4,r002,pours vegetables in cooking pot,3,no,,no,0,0,0.0,232,1,2026-03-03T01:33:37.921811Z,2026-03-03T01:33:37.921825Z,1.84,Gold,1232,2,232,,
3280,375ca7e7-1e3c-4159-9f7f-4691ef11f322,673.8987529196615,#C C touches the cooking pot.,Cooking,Stationary,"Low body/hand motion, likely inspecting the pot.",silver,4,r002,touches cooking pot,6,yes,watchlist_verb,yes,0,0,0.0,233,1,2026-03-03T01:33:43.787100Z,2026-03-03T01:33:43.787113Z,1.593,Gold,1233,2,233,,
2778,375ca7e7-1e3c-4159-9f7f-4691ef11f322,723.1301029196616,#C C picks the bottle top.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks bottle top,7,no,,no,0,0,0.0,234,1,2026-03-03T01:33:45.653227Z,2026-03-03T01:33:45.653242Z,0.948,Gold,1234,2,234,,
5671,375ca7e7-1e3c-4159-9f7f-4691ef11f322,723.4784229196615,#C C tightens the bottle.,Cooking,Essential Operation,"Core task involving manual manipulation, high hand activity.",silver,4,r002,tightens bottle,5,no,,no,0,0,0.0,235,1,2026-03-03T01:33:48.254285Z,2026-03-03T01:33:48.254297Z,1.287,Gold,1235,2,235,,
7564,375ca7e7-1e3c-4159-9f7f-4691ef11f322,839.9782137262323,#C C puts bottle on the slab.,Cooking,Object Transfer,Logistics step involving placing an object.,silver,4,r002,puts bottle on slab,4,no,,no,0,0,0.0,236,1,2026-03-03T01:33:51.076226Z,2026-03-03T01:33:51.076241Z,1.795,Gold,1236,2,236,,
5274,375ca7e7-1e3c-4159-9f7f-4691ef11f322,990.9914937262324,#C C puts cooking stick on the surface.,Cooking,Object Transfer,Logistics step involving placing an object.,silver,4,r002,puts cooking stick on surface,5,no,,no,0,0,0.0,237,1,2026-03-03T01:33:57.554365Z,2026-03-03T01:33:57.554392Z,5.417,Gold,1237,2,237,,
9427,375ca7e7-1e3c-4159-9f7f-4691ef11f322,996.6610937262324,#C C adds food stuff in the cooking pan.,Cooking,Object Transfer,"Action involves picking up and putting down an object, which is a logistics step.",silver,4,r002,adds food stuff in cooking pan,3,no,,no,0,0,0.0,238,1,2026-03-03T01:33:59.745930Z,2026-03-03T01:33:59.745942Z,1.286,Gold,1238,2,238,,
8072,375ca7e7-1e3c-4159-9f7f-4691ef11f322,1103.6650149850911,#C C shakes cooking pan.,Cooking,Essential Operation,Shaking the pan involves active hand movement and manipulation.,silver,4,r002,shakes cooking pan,4,no,,no,0,0,0.0,239,1,2026-03-03T01:36:05.221496Z,2026-03-03T01:36:13.317630Z,132.448,Bad,1239,2,239,Object Transfer,
9354,375ca7e7-1e3c-4159-9f7f-4691ef11f322,1143.887484985091,#C C touches hand towel.,Cooking,Stationary,"Low body/hand motion, likely wiping hands.",silver,4,r002,touches hand towel,3,yes,watchlist_verb,yes,0,0,0.0,240,1,2026-03-03T01:36:19.285451Z,2026-03-03T01:36:19.285466Z,5.199,Gold,1240,2,240,,
7693,39cfed05-9a45-4d70-9ee8-f6579380f6e3,58.4071286,#C C puts #unsure in the coffee maker,Cooking,Object Transfer,Logistics step involving placing an object.,silver,4,r002,puts in coffee maker,4,no,,no,0,0,0.0,241,1,2026-03-03T01:36:21.688147Z,2026-03-03T01:36:21.688165Z,1.465,Gold,1241,2,241,,
9917,3a9a814d-222f-4712-97b4-a71d9f8b5a4a,89.50407,#C C drops the drill,Carpentry,Object Transfer,"[CtxFixed] The action of dropping the drill is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",silver,4,r002,drops drill,3,no,,no,0,0,0.0,242,1,2026-03-03T01:36:23.485485Z,2026-03-03T01:36:23.485497Z,0.917,Gold,1242,2,242,,
10698,3a9a814d-222f-4712-97b4-a71d9f8b5a4a,264.5715,#O a man T puts a screw on the wall,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,man t puts screw on wall,3,no,,no,0,0,0.0,243,1,2026-03-03T01:36:33.353582Z,2026-03-03T01:36:33.353600Z,3.62,Gold,1243,2,243,,
7489,3b856ad7-6781-473a-b528-357dafb153ac,39.77614526666667,#C C presses the dough,Cooking,Essential Operation,Core task involving hands with high activity.,silver,4,r002,presses dough,4,no,,no,0,0,0.0,244,1,2026-03-03T01:36:41.899984Z,2026-03-03T01:36:41.900000Z,7.66,Gold,1244,2,244,,
3671,3b856ad7-6781-473a-b528-357dafb153ac,41.61732526666667,#C C picks the rolling stick,Cooking,Object Transfer,Logistics action of picking up an object.,silver,4,r002,picks rolling stick,6,no,,no,0,0,0.0,245,1,2026-03-03T01:36:47.108388Z,2026-03-03T01:36:47.108403Z,2.667,Gold,1245,2,245,,
9916,3b856ad7-6781-473a-b528-357dafb153ac,108.72674526666668,#C C drops the dough on the baking mat,Cooking,Object Transfer,"[CtxFixed] The action of dropping the dough onto the baking mat is a deliberate placement, indicating an intention to transfer the dough to a new location for further processing.",silver,4,r002,drops dough on baking mat,3,no,,no,0,0,0.0,246,1,2026-03-03T01:36:49.481373Z,2026-03-03T01:36:49.481389Z,1.248,Gold,1246,2,246,,
602,3b856ad7-6781-473a-b528-357dafb153ac,114.15556526666666,#O woman X flips the bread,Cooking,Locomotion,"The action involves a physical movement that could include a quick motion or flip, which is associated with body acceleration.",silver,4,r002,woman x flips bread,16,no,,no,0,0,0.0,247,1,2026-03-03T01:36:53.657174Z,2026-03-03T01:36:53.657187Z,3.121,Bad,1247,2,247,Object Transfer,
10381,3b856ad7-6781-473a-b528-357dafb153ac,130.31032526666667,#C C lifts the bread,Cooking,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,4,r002,lifts bread,3,no,,no,0,0,0.0,248,1,2026-03-03T01:36:56.043704Z,2026-03-03T01:36:56.043720Z,1.495,Gold,1248,2,248,,
7388,3b856ad7-6781-473a-b528-357dafb153ac,227.62390526666667,#C C places the rolling stick on the table,Cooking,Object Transfer,Logistics step involving placing an object.,silver,4,r002,places rolling stick on table,4,no,,no,0,0,0.0,249,1,2026-03-03T01:37:03.009907Z,2026-03-03T01:37:03.009916Z,2.981,Gold,1249,2,249,,
10989,3b856ad7-6781-473a-b528-357dafb153ac,296.90623526666667,#O A person X puts the spoon over the dough,Cooking,Object Transfer,Logistics step involving placing an object.,silver,4,r002,person x puts spoon over dough,3,no,,no,0,0,0.0,250,1,2026-03-03T01:37:06.594552Z,2026-03-03T01:37:06.594568Z,2.244,Gold,1250,2,250,,
2765,3b856ad7-6781-473a-b528-357dafb153ac,312.59106526666665,#O A person X turns the dough on the pan,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,person x turns dough on pan,7,no,,no,0,0,0.0,251,1,2026-03-03T01:37:20.408975Z,2026-03-03T01:37:20.408996Z,12.296,Bad,1251,2,251,Object Transfer,
3624,3b856ad7-6781-473a-b528-357dafb153ac,354.02610526666666,#C C picks the dough from table,Cooking,Object Transfer,Logistics step of picking up an object.,silver,4,r002,picks dough from table,6,no,,no,0,0,0.0,252,1,2026-03-03T01:37:37.862559Z,2026-03-03T01:37:37.862575Z,2.299,Gold,1252,2,252,,
2216,3b856ad7-6781-473a-b528-357dafb153ac,412.5469452666667,#C C picks the rolling pin,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks rolling pin,8,no,,no,0,0,0.0,253,1,2026-03-03T01:37:40.465105Z,2026-03-03T01:37:40.465118Z,1.664,Gold,1253,2,253,,
3809,3b856ad7-6781-473a-b528-357dafb153ac,646.1291952666667,#C C puts chopping board on kitchen counter,Cooking,Object Transfer,Logistics step involving placement of an object.,silver,4,r002,puts chopping board on kitchen counter,6,no,,no,0,0,0.0,254,1,2026-03-03T01:37:46.044791Z,2026-03-03T01:37:46.044807Z,2.025,Gold,1254,2,254,,
5816,3b856ad7-6781-473a-b528-357dafb153ac,711.5038052666667,#O A woman Y dips paratha in soup,Cooking,Essential Operation,"The action involves a core task related to cooking, specifically dipping the paratha in soup.",silver,4,r002,woman y dips paratha in soup,5,no,,no,0,0,0.0,255,1,2026-03-03T01:37:49.889406Z,2026-03-03T01:37:49.889419Z,2.86,Gold,1255,2,255,,
4610,3b856ad7-6781-473a-b528-357dafb153ac,733.6704252666667,#C C eats paratha,Cooking,Stationary,"Eating involves minimal movement, mostly hands to mouth.",silver,4,r002,eats paratha,5,no,,no,0,0,0.0,256,1,2026-03-03T01:38:14.060605Z,2026-03-03T01:38:14.060621Z,22.188,Gold,1256,2,256,,
2318,3b856ad7-6781-473a-b528-357dafb153ac,814.0608552666666,#C C puts spoon on a bowl,Cooking,Object Transfer,Logistics step involving placing an object.,silver,4,r002,puts spoon on bowl,8,no,,no,0,0,0.0,257,1,2026-03-03T01:38:22.297549Z,2026-03-03T01:38:22.297564Z,7.378,Gold,1257,2,257,,
1142,3b856ad7-6781-473a-b528-357dafb153ac,848.9235952666667,#C C eats with a spoon,Cooking,Stationary,"Low body/hand motion, eating is a relatively stationary activity.",silver,4,r002,eats with spoon,11,no,,no,0,0,0.0,258,1,2026-03-03T01:38:24.259417Z,2026-03-03T01:38:24.259430Z,1.182,Gold,1258,2,258,,
9799,3b856ad7-6781-473a-b528-357dafb153ac,850.2714152666667,#C C dips the spoon in the bowl,Cooking,Object Transfer,"Logistics step, short burst of hand activity.",silver,4,r002,dips spoon in bowl,3,no,,no,0,0,0.0,259,1,2026-03-03T01:38:35.269012Z,2026-03-03T01:38:35.269028Z,10.112,Bad,1259,2,259,Essential Operation,
1792,3b856ad7-6781-473a-b528-357dafb153ac,851.4139652666668,#C C picks roti,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks roti,9,no,,no,0,0,0.0,260,1,2026-03-03T04:19:26.857454Z,2026-03-03T04:19:26.857469Z,9648.37,Gold,1260,2,260,,
584,3b856ad7-6781-473a-b528-357dafb153ac,861.1086552666667,#C C scoops food from the bowl,Cooking,Object Transfer,Logistics step involving picking up and moving food from a bowl.,silver,4,r002,scoops food from bowl,16,no,,no,0,0,0.0,261,1,2026-03-03T04:19:44.164578Z,2026-03-03T04:19:44.164591Z,16.238,Gold,1261,2,261,,
6568,3b856ad7-6781-473a-b528-357dafb153ac,866.7363052666667,#C C eats with the spoon,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,eats with spoon,4,no,,no,0,0,0.0,262,1,2026-03-03T04:19:51.355955Z,2026-03-03T04:19:51.355967Z,5.071,Bad,1262,2,262,Stationary,
6710,3b856ad7-6781-473a-b528-357dafb153ac,1120.1969819333333,#O a lady X picks a piece of mango,Cooking,Object Transfer,"Picking up an object, involves short bursts of hand acceleration.",silver,4,r002,lady x picks piece of mango,4,no,,no,0,0,0.0,263,1,2026-03-03T04:19:54.095901Z,2026-03-03T04:19:54.095918Z,1.689,Gold,1263,2,263,,
2503,3b856ad7-6781-473a-b528-357dafb153ac,1138.4080519333334,#O a lady X holds the food,Cooking,Stationary,"Low body/hand motion, likely holding the food in place.",silver,4,r002,lady x holds food,7,yes,watchlist_verb,yes,0,0,0.0,264,1,2026-03-03T04:19:56.377541Z,2026-03-03T04:19:56.377559Z,1.387,Gold,1264,2,264,,
3487,3b856ad7-6781-473a-b528-357dafb153ac,1150.5457419333334,#O a lady X eats the mango,Cooking,Stationary,"Eating involves minimal movement, primarily involving the mouth and hands in a steady, controlled manner.",silver,4,r002,lady x eats mango,6,no,,no,0,0,0.0,265,1,2026-03-03T04:19:58.568003Z,2026-03-03T04:19:58.568022Z,1.31,Gold,1265,2,265,,
2193,3b856ad7-6781-473a-b528-357dafb153ac,1154.670131933333,#C C picks the chapati,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,4,r002,picks chapati,8,no,,no,0,0,0.0,266,1,2026-03-03T04:20:01.634058Z,2026-03-03T04:20:01.634074Z,2.233,Gold,1266,2,266,,
9731,3b856ad7-6781-473a-b528-357dafb153ac,1156.8995619333334,#C C cuts the chapati,Cooking,Essential Operation,"Core task, high hand activity.",silver,4,r002,cuts chapati,3,no,,no,0,0,0.0,267,1,2026-03-03T04:20:04.480298Z,2026-03-03T04:20:04.480310Z,1.994,Gold,1267,2,267,,
10347,3b856ad7-6781-473a-b528-357dafb153ac,1263.4590819333332,#O a lady X eats the food,Cooking,Stationary,"Eating involves minimal movement, primarily stationary hand and mouth activity.",silver,4,r002,lady x eats food,3,no,,no,0,0,0.0,268,1,2026-03-03T04:20:07.934427Z,2026-03-03T04:20:07.934443Z,2.423,Gold,1268,2,268,,
6711,3b856ad7-6781-473a-b528-357dafb153ac,1310.3118219333332,#O a lady X puts the bowl on the plate,Cooking,Object Transfer,Logistics step of placing an object.,silver,4,r002,lady x puts bowl on plate,4,no,,no,0,0,0.0,269,1,2026-03-03T04:20:10.666760Z,2026-03-03T04:20:10.666777Z,1.678,Gold,1269,2,269,,
6709,3b856ad7-6781-473a-b528-357dafb153ac,1352.9255419333333,#O a lady X drops #unsure in the other bowl,Cooking,Object Transfer,"[CtxFixed] The action involves moving an object (dropping something into another bowl), which fits the definition of Object Transfer as it involves the deliberate placement of an object.",silver,4,r002,lady x drops in other bowl,4,no,,no,0,0,0.0,270,1,2026-03-03T04:20:12.767882Z,2026-03-03T04:20:12.767901Z,1.25,Gold,1270,2,270,,
2906,3b856ad7-6781-473a-b528-357dafb153ac,1495.9719019333334,#C C puts the bowl in the plate.,Cooking,Object Transfer,"Logistics/Setup step, moving objects from one location to another.",silver,4,r002,puts bowl in plate,7,no,,no,0,0,0.0,271,1,2026-03-03T04:20:15.285179Z,2026-03-03T04:20:15.285201Z,1.572,Gold,1271,2,271,,
8573,3b856ad7-6781-473a-b528-357dafb153ac,1538.7232119333332,#C C adjusts a bowl in the plate.,Cooking,Object Transfer,Logistics step involving moving and adjusting an object.,silver,4,r002,adjusts bowl in plate,3,yes,watchlist_verb,yes,0,0,0.0,272,1,2026-03-03T04:20:18.094641Z,2026-03-03T04:20:21.281292Z,4.889,Bad,1272,2,272,Essential Operation,
11257,3b856ad7-6781-473a-b528-357dafb153ac,1622.1180519333332,#C C picks the mango peel.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks mango peel,3,no,,no,0,0,0.0,273,1,2026-03-03T04:20:23.326978Z,2026-03-03T04:20:23.326993Z,1.268,Gold,1273,2,273,,
2456,3b856ad7-6781-473a-b528-357dafb153ac,1649.4561819333333,#C C adjusts a mango peel.,Cooking,Essential Operation,Core task involving fine hand movements.,silver,4,r002,adjusts mango peel,7,yes,watchlist_verb,yes,0,0,0.0,274,1,2026-03-03T04:20:25.766739Z,2026-03-03T04:20:25.766757Z,1.585,Gold,1274,2,274,,
1330,3b856ad7-6781-473a-b528-357dafb153ac,1947.131571933333,#C C closes the water,Cooking,Essential Operation,"Closing an object, which involves a core manual task.",silver,4,r002,closes water,10,yes,watchlist_verb,yes,0,0,0.0,275,1,2026-03-03T04:20:31.614073Z,2026-03-03T04:20:41.453258Z,14.817,Gold,1275,2,275,,
2770,3c6ac251-4298-4421-be93-9262bcdbc320,129.17792859999997,#C C picks another cloth,Cleaning,Object Transfer,"Logistics/Setup step, picking up an object.",silver,4,r002,picks another cloth,7,no,,no,0,0,0.0,276,1,2026-03-03T04:20:46.553653Z,2026-03-03T04:20:46.553667Z,4.233,Gold,1276,2,276,,
10261,3c6ac251-4298-4421-be93-9262bcdbc320,142.02866859999995,#C C hangs the cloth in the hanger,Cleaning,Object Transfer,Logistics step involving picking up and placing the cloth.,silver,4,r002,hangs cloth in hanger,3,no,,no,0,0,0.0,277,1,2026-03-03T04:20:51.068061Z,2026-03-03T04:20:51.068097Z,1.912,Gold,1277,2,277,,
7607,3c6ac251-4298-4421-be93-9262bcdbc320,277.6043886,#C C puts the clothes in the bag,Cleaning,Object Transfer,Logistics step involving picking up and placing clothes.,silver,4,r002,puts clothes in bag,4,no,,no,0,0,0.0,278,1,2026-03-03T04:20:53.492733Z,2026-03-03T04:20:53.492796Z,1.558,Gold,1278,2,278,,
357,3c6ac251-4298-4421-be93-9262bcdbc320,284.2018334828125,#C C hangs the sock on the clothes rack,Cleaning,Object Transfer,Logistics step involving picking up and placing the sock.,silver,4,r002,hangs sock on clothes rack,20,no,,no,0,0,0.0,279,1,2026-03-03T04:21:04.344315Z,2026-03-03T04:21:04.344330Z,9.952,Gold,1279,2,279,,
2413,3c6ac251-4298-4421-be93-9262bcdbc320,286.2860534828125,#C C unfolds the sock,Cleaning,Object Transfer,Logistics step involving picking up and unfolding an object.,silver,4,r002,unfolds sock,8,no,,no,0,0,0.0,280,1,2026-03-03T04:21:06.873433Z,2026-03-03T04:21:12.273159Z,6.723,Bad,1280,2,280,Essential Operation,
10273,3c6ac251-4298-4421-be93-9262bcdbc320,349.2482834828125,#C C hangs the socks on the clothing line,Cleaning,Object Transfer,Logistics step involving picking up and placing the socks.,silver,4,r002,hangs socks on clothing line,3,no,,no,0,0,0.0,281,1,2026-03-03T04:21:15.005037Z,2026-03-03T04:21:15.005049Z,1.794,Gold,1281,2,281,,
4990,3d751dba-7897-4ad2-8baa-2569f32dbe6d,25.0523986,#C C picks the phone from the floor,Desk Work,Object Transfer,Logistics action of picking up an object.,silver,4,r002,picks phone from floor,5,no,,no,0,0,0.0,282,1,2026-03-03T04:21:17.170231Z,2026-03-03T04:21:17.170247Z,1.266,Gold,1282,2,282,,
6619,3d751dba-7897-4ad2-8baa-2569f32dbe6d,35.9457486,#C C gets up from the floor,Desk Work,Locomotion,Body moving through space (standing up).,silver,4,r002,gets up from floor,4,no,,no,0,0,0.0,283,1,2026-03-03T04:21:19.642434Z,2026-03-03T04:21:19.642451Z,1.611,Gold,1283,2,283,,
8154,3d751dba-7897-4ad2-8baa-2569f32dbe6d,149.7845586,#C C stares at the ceiling,Desk Work,Stationary,"Low body/hand motion, idle state.",silver,4,r002,stares at ceiling,4,no,,no,0,0,0.0,284,1,2026-03-03T04:21:27.105954Z,2026-03-03T04:21:27.105968Z,3.149,Bad,1284,2,284,Search,
10519,3d751dba-7897-4ad2-8baa-2569f32dbe6d,674.719577613672,#C C lowers dumbbell,Desk Work,Essential Operation,[CtxFixed] The action of lowering the dumbbell is a continuation of the essential operation of working out with the dumbbell.,silver,4,r002,lowers dumbbell,3,no,,no,0,0,0.0,285,1,2026-03-03T04:21:32.471008Z,2026-03-03T04:21:32.471025Z,4.665,Bad,1285,2,285,Object Transfer,
10413,3d751dba-7897-4ad2-8baa-2569f32dbe6d,845.3468699234348,#C C lifts roller wheel,Desk Work,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,lifts roller wheel,3,no,,no,0,0,0.0,286,1,2026-03-03T04:21:36.776471Z,2026-03-03T04:21:36.776485Z,2.733,Gold,1286,2,286,,
11362,3d751dba-7897-4ad2-8baa-2569f32dbe6d,1160.6448616989585,#C C picks a roller wheel,Desk Work,Object Transfer,Logistics step of picking up an object.,silver,4,r002,picks roller wheel,3,no,,no,0,0,0.0,287,1,2026-03-03T04:21:39.102237Z,2026-03-03T04:21:39.102253Z,1.44,Gold,1287,2,287,,
4089,3fb3f4e8-5620-4632-ab68-0b01f9f17577,0.0,#C C walks on the walkway alongside woman X & child Z,Playing Instrument,Locomotion,Body moving through space (walking).,silver,4,r002,walks on walkway alongside woman x child z,6,no,,no,0,0,0.0,288,1,2026-03-03T04:21:47.231939Z,2026-03-03T04:21:47.231956Z,7.131,Gold,1288,2,288,,
1146,3fb3f4e8-5620-4632-ab68-0b01f9f17577,28.55139,#C C gazes at the sky,Playing Instrument,Stationary,"Low body/hand motion, gazing indicates a stationary state.",silver,4,r002,gazes at sky,11,no,,no,1,1,1.0,289,1,2026-03-03T04:21:51.185847Z,2026-03-03T04:21:51.185869Z,2.946,Bad,1289,2,289,Search,
1698,3fb3f4e8-5620-4632-ab68-0b01f9f17577,32.97318,#C C gazes at woman X,Playing Instrument,Stationary,"Low body/hand motion, likely involves visual focus without physical activity.",silver,4,r002,gazes at woman x,9,no,,no,1,1,1.0,290,1,2026-03-03T04:21:55.478085Z,2026-03-03T04:21:55.478104Z,3.439,Bad,1290,2,290,Search,
390,3fb3f4e8-5620-4632-ab68-0b01f9f17577,170.28652,#C C gazes at woman X & child Z,Playing Instrument,Stationary,"Low body/hand motion, visual focus.",silver,4,r002,gazes at woman x child z,19,no,,no,1,1,1.0,291,1,2026-03-03T04:21:59.078881Z,2026-03-03T04:21:59.078898Z,2.717,Bad,1291,2,291,Search,
1145,3fb3f4e8-5620-4632-ab68-0b01f9f17577,502.44092,#C C gazes at child Z,Playing Instrument,Stationary,"Low body/hand motion, focused gaze.",silver,4,r002,gazes at child z,11,no,,no,0,0,0.0,292,1,2026-03-03T04:22:03.826973Z,2026-03-03T04:22:03.826987Z,3.633,Bad,1292,2,292,Search,
3095,3fb3f4e8-5620-4632-ab68-0b01f9f17577,594.96707,#C C walks on the sidewalk alongside woman X,Playing Instrument,Locomotion,Body moving through space (walking).,silver,4,r002,walks on sidewalk alongside woman x,7,no,,no,0,0,0.0,293,1,2026-03-03T04:22:07.091352Z,2026-03-03T04:22:07.091371Z,2.382,Gold,1293,2,293,,
8444,3fb3f4e8-5620-4632-ab68-0b01f9f17577,864.9795033333334,#C C walks with woman X on the sidewalk,Playing Instrument,Locomotion,Body moving through space (walking).,silver,4,r002,walks with woman x on sidewalk,4,no,,no,0,0,0.0,294,1,2026-03-03T04:22:09.543646Z,2026-03-03T04:22:09.543662Z,1.488,Gold,1294,2,294,,
4087,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1237.2396133333332,#C C walks on the land,Playing Instrument,Locomotion,Body moving through space (walking).,silver,4,r002,walks on land,6,no,,no,0,0,0.0,295,1,2026-03-03T04:22:12.359884Z,2026-03-03T04:22:12.359899Z,2.101,Gold,1295,2,295,,
485,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1310.5430933333332,#O woman J holds dogs leash,Playing Instrument,Object Transfer,"Logistics task (holding an object), short bursts of hand activity.",silver,4,r002,woman j holds dogs leash,17,yes,watchlist_verb,yes,1,2,0.5,296,1,2026-03-03T04:22:19.634895Z,2026-03-03T04:22:19.634914Z,6.1,Bad,1296,2,296,Stationary,
946,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1320.113023333333,#O child Z pets dog,Playing Instrument,Stationary,"The action involves a gentle interaction with a pet, indicating low body and hand motion.",silver,4,r002,child z pets dog,12,no,,no,1,1,1.0,297,1,2026-03-03T04:22:22.123011Z,2026-03-03T04:22:22.123028Z,1.604,Gold,1297,2,297,,
5811,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1325.4927533333334,#O woman X pets dog,Playing Instrument,Stationary,"The action involves a gentle interaction with the dog, indicating low body and hand motion.",silver,4,r002,woman x pets dog,5,no,,no,1,1,1.0,298,1,2026-03-03T04:22:24.907656Z,2026-03-03T04:22:24.907670Z,1.377,Gold,1298,2,298,,
209,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1333.0379633333332,#O woman X dialogues with woman J,Playing Instrument,Stationary,"Low body/hand motion, implies speaking or listening.",silver,4,r002,woman x dialogues with woman j,28,no,,no,1,1,1.0,299,1,2026-03-03T04:22:27.234375Z,2026-03-03T04:22:27.234391Z,1.427,Gold,1299,2,299,,
8536,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1435.4488026666666,#O woman X & child Z pet dog,Playing Instrument,Stationary,Description does not indicate any specific action or motion.,silver,4,r002,woman x child z pet dog,4,no,,no,0,0,0.0,300,1,2026-03-03T04:22:33.145020Z,2026-03-03T04:22:33.145037Z,1.785,Gold,1300,2,300,,
11024,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1552.5962026666666,#C C pets dog with child Z,Playing Instrument,Stationary,"The action involves gentle interaction with the dog, which does not involve significant body or hand acceleration.",silver,4,r002,pets dog with child z,3,no,,no,0,0,0.0,301,1,2026-03-03T04:23:03.252478Z,2026-03-03T04:23:03.252495Z,29.218,Gold,1301,2,301,,
940,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1650.7894666666666,#O woman J holds dog's leash,Playing Instrument,Stationary,"The action describes holding an object, which typically involves low body and hand motion.",silver,4,r002,woman j holds dog s leash,12,yes,watchlist_verb,yes,0,0,0.0,302,1,2026-03-03T04:23:05.757074Z,2026-03-03T04:23:05.757090Z,1.442,Gold,1302,2,302,,
8682,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1680.3599666666669,#O child holds leaves in front of dog,Playing Instrument,Stationary,The action described does not involve any movement that would generate significant IMU signatures. It is more of a static interaction.,silver,4,r002,child holds leaves in front of dog,3,yes,watchlist_verb,yes,0,0,0.0,303,1,2026-03-03T04:23:09.688853Z,2026-03-03T04:23:09.688869Z,2.172,Gold,1303,2,303,,
6294,4050e70f-913f-4d2f-9bdf-0efd02916978,2.7202396,#C C chisels a wood piece on the wood lathe.,Carpentry,Essential Operation,Core task involving high hand activity and focused manual operation.,silver,4,r002,chisels wood piece on wood lathe,4,no,,no,0,0,0.0,304,1,2026-03-03T04:23:17.421069Z,2026-03-03T04:23:17.421084Z,6.51,Gold,1304,2,304,,
7099,414f3e08-b515-4c9b-9d9f-eeccf586fb3a,177.6564186,#C C picks #unsure from the kitchen counter,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks from kitchen counter,4,no,,no,0,0,0.0,305,1,2026-03-03T04:23:22.179404Z,2026-03-03T04:23:22.179419Z,1.949,Gold,1305,2,305,,
