"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Task Operation",1394,"1",2,"","2026-03-03T16:46:56.676749Z",5,4748,"","no",0,0.0,0,1394,1.636,"#C C loosens a bolt on the scooter with the T bar in both gloved hands.","loosens bolt on scooter with t bar in both gloved hands","Core manual task involving high hand activity.","r002","Mechanical Repair","","silver",2734.925123333333,"2026-03-03T16:46:56.676762Z","Gold","3837916b-c0e8-4359-8a73-524d40660731","no"
"Object Transfer",1395,"1",2,"","2026-03-03T16:46:59.626318Z",3,11256,"","no",0,0.0,0,1395,1.509,"#C C picks a lubricant with his gloved right hand from the table.","picks lubricant with his gloved right hand from table","Logistics step involving picking up an object.","r002","Mechanical Repair","","silver",2846.8801433333333,"2026-03-03T16:46:59.626331Z","Gold","3837916b-c0e8-4359-8a73-524d40660731","no"
"Task Operation",1396,"1",2,"","2026-03-03T16:47:08.990122Z",4,5836,"watchlist_verb","yes",0,0.0,0,1396,17.03,"#C C adjusts the camera with his gloved right hand. #Unsure","adjusts camera with his gloved right hand","Core manual task involving precise hand movements.","r002","Mechanical Repair","","silver",2929.646693333333,"2026-03-03T16:47:18.660132Z","Gold","3837916b-c0e8-4359-8a73-524d40660731","yes"
"Stationary",1397,"1",2,"Task Operation","2026-03-03T16:47:39.534956Z",6,3572,"","no",0,0.0,1,1397,8.495,"#C C operates the mouse of the desktop with his right hand.","operates mouse of desktop with his right hand","Low body motion, focused hand activity does not imply significant movement.","r002","Desk Work","","silver",17.1184486,"2026-03-03T16:48:21.611832Z","Bad","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Task Operation",1398,"1",2,"","2026-03-03T16:47:44.027673Z",3,10842,"","no",0,0.0,0,1398,2.556,"#C C operates the desktop with both hands.","operates desktop with both hands","Core task involving high hand activity.","r002","Desk Work","","silver",490.80586860000005,"2026-03-03T16:47:44.027680Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Stationary",1399,"1",2,"","2026-03-03T16:47:48.308069Z",4,7926,"","no",0,0.0,0,1399,2.309,"#C C removes her left hand from the keyboard of the desktop.","removes her left hand from keyboard of desktop","Low body/hand motion, removal of hand from keyboard indicates a pause or transition.","r002","Desk Work","","silver",566.7878686,"2026-03-03T16:47:48.308081Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Task Operation",1400,"1",2,"","2026-03-03T16:47:53.274785Z",3,10846,"","no",0,0.0,0,1400,3.285,"#C C operates the keyboard of the desktop with her left hand.","operates keyboard of desktop with her left hand","Core manual task involving high hand activity.","r002","Desk Work","","silver",608.6541886000001,"2026-03-03T16:47:53.274796Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Task Operation",1401,"1",2,"","2026-03-03T16:48:08.599992Z",7,2745,"","no",0,0.0,0,1401,19.082,"#C C operates the mouse of the desktop with her right hand.","operates mouse of desktop with her right hand","Core task involving high hand activity.","r002","Desk Work","","silver",670.3138786000001,"2026-03-03T16:48:30.054410Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Task Operation",1402,"1",2,"","2026-03-03T16:48:37.574710Z",4,6937,"","no",0,0.0,0,1402,2.813,"#C C operates the laptop on her thighs with her right hand","operates laptop on her thighs with her right hand","Core task involving manual operation with high hand activity.","r002","Desk Work","","silver",897.7105186000001,"2026-03-03T16:48:37.574723Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Stationary",1403,"1",2,"","2026-03-03T16:48:50.409859Z",7,2589,"","no",0,0.0,15,1403,7.446,"#C C clicks on the USB mouse attached to the desktop computer with his right hand.","clicks on usb mouse attached to desktop computer with his right hand","Low body/hand motion, clicking a mouse.","r002","Desk Work","","silver",1706.0657186,"2026-03-03T16:48:50.409868Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Task Operation",1404,"1",2,"Stationary","2026-03-03T16:48:59.144195Z",5,5619,"","no",0,0.0,0,1404,7.01,"#C C swipes the screen of the phone on the desk with his right hand.","swipes screen of phone on desk with his right hand","Core task involving high hand activity.","r002","Desk Work","","silver",1906.9142986,"2026-03-03T16:48:59.144204Z","Bad","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Task Operation",1405,"1",2,"","2026-03-03T18:35:00.797860Z",6,4072,"","no",0,0.0,0,1405,6359.11,"#C C types on the keyboard attached to the desktop computer with his right hand.","types on keyboard attached to desktop computer with his right hand","Core manual task involving high hand activity.","r002","Desk Work","","silver",2241.6589186,"2026-03-03T18:35:00.797871Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Stationary",1406,"1",2,"","2026-03-03T18:35:06.029972Z",6,3498,"","no",0,0.0,0,1406,1.245,"#C C lifts his right hand from the keyboard.","lifts his right hand from keyboard","Minimal change in position, likely low body/hand motion.","r002","Desk Work","","silver",3847.5285086,"2026-03-03T18:35:06.029980Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Task Operation",1407,"1",2,"Stationary","2026-03-03T18:35:11.508824Z",7,2550,"watchlist_verb","yes",0,0.0,1,1407,3.695,"#C C touches the mouse with his right hand.","touches mouse with his right hand","Core task involving high hand activity.","r002","Desk Work","","silver",3848.0557686,"2026-03-03T18:35:11.508836Z","Bad","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","yes"
"Stationary",1408,"1",2,"","2026-03-03T18:35:14.774276Z",5,4713,"","no",0,0.0,0,1408,1.466,"#C C lifts his left hand from the keyboard.","lifts his left hand from keyboard","Minimal movement, likely idle or transitioning between tasks.","r002","Desk Work","","silver",3867.6482286,"2026-03-03T18:35:14.774285Z","Gold","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","no"
"Task Operation",1409,"1",2,"Stationary","2026-03-03T18:35:20.550095Z",6,3286,"watchlist_verb","yes",0,0.0,0,1409,3.518,"#C C touches the keyboard with his right hand.","touches keyboard with his right hand","Core manual task involving high hand activity.","r002","Desk Work","","silver",3892.7095086,"2026-03-03T18:35:20.550109Z","Bad","3b3547c9-c1c3-4656-b33a-6c7e091ef5cc","yes"
"Object Transfer",1410,"1",2,"","2026-03-03T18:35:24.217975Z",3,10383,"","no",0,0.0,0,1410,1.983,"#C C lifts the cooking pan","lifts cooking pan","The action involves picking up an object, which is a logistics step.","r002","Cooking","","silver",7.9861796,"2026-03-03T18:35:24.217987Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Task Operation",1411,"1",2,"","2026-03-03T18:35:43.095084Z",8,2351,"","no",0,0.0,0,1411,17.264,"#C C scoops the icing sugar","scoops icing sugar","Core task involving manual scooping, high hand activity.","r002","Cooking","","silver",40.856069600000005,"2026-03-03T18:35:43.095095Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1412,"1",2,"","2026-03-03T18:35:46.201013Z",3,11189,"","no",0,0.0,0,1412,1.413,"#C C picks the flavor bottle","picks flavor bottle","Logistics step of picking up an object.","r002","Cooking","","silver",82.5214396,"2026-03-03T18:35:46.201022Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Task Operation",1413,"1",2,"","2026-03-03T18:35:49.996202Z",4,8190,"","no",0,0.0,0,1413,2.264,"#C C stirs icing sugar on the cooking pan","stirs icing sugar on cooking pan","Core task involving high hand activity.","r002","Cooking","","silver",114.5041396,"2026-03-03T18:35:49.996216Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1414,"1",2,"","2026-03-03T18:35:53.089777Z",3,11652,"","no",0,0.0,0,1414,1.11,"#C C places the cooking pan on the countertop","places cooking pan on countertop","Logistics step involving the placement of an object.","r002","Cooking","","silver",623.7148909546634,"2026-03-03T18:35:53.089787Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1415,"1",2,"","2026-03-03T18:35:56.100437Z",4,7060,"","no",0,0.0,0,1415,1.501,"#C C picks the chopper bowl","picks chopper bowl","Logistics step involving picking up an object.","r002","Cooking","","silver",928.0299609546636,"2026-03-03T18:35:56.100447Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1416,"1",2,"","2026-03-03T18:35:58.976292Z",7,2773,"","no",0,0.0,0,1416,1.413,"#C C picks the blade","picks blade","Logistics step of picking an object.","r002","Cooking","","silver",948.0320609546634,"2026-03-03T18:35:58.976310Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1417,"1",2,"","2026-03-03T18:36:02.182809Z",3,11122,"","no",0,0.0,0,1417,1.448,"#C C picks the chopper adapter","picks chopper adapter","Logistics step, picking up an object.","r002","Cooking","","silver",949.1582409546634,"2026-03-03T18:36:02.182820Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1418,"1",2,"","2026-03-03T18:36:05.318993Z",3,11609,"","no",0,0.0,0,1418,1.636,"#C C places the blade on the countertop","places blade on countertop","Logistics step involving placing an object.","r002","Cooking","","silver",949.8971009546634,"2026-03-03T18:36:05.319005Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1419,"1",2,"","2026-03-03T18:36:08.191389Z",5,5147,"","no",0,0.0,0,1419,1.329,"#C C places the motor on the countertop","places motor on countertop","Logistics step involving placing an object.","r002","Cooking","","silver",954.1224809546634,"2026-03-03T18:36:08.191400Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1420,"1",2,"","2026-03-03T18:36:10.950233Z",4,6166,"watchlist_verb","yes",0,0.0,0,1420,1.211,"#C C opens the seal cover","opens seal cover","Logistics/Setup step, involves opening a seal cover.","r002","Cooking","","silver",995.2655509546634,"2026-03-03T18:36:10.950244Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","yes"
"Task Operation",1421,"1",2,"","2026-03-03T18:36:13.889316Z",3,9517,"","no",0,0.0,0,1421,1.558,"#C C blends the mixer","blends mixer","Core task involving high hand activity.","r002","Cooking","","silver",1130.0689609546632,"2026-03-03T18:36:13.889326Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Task Operation",1422,"1",2,"","2026-03-03T18:36:19.242813Z",4,6415,"","no",0,0.0,0,1422,3.664,"#C C disconnects the motor from the chopper bowl","disconnects motor from chopper bowl","Core manual task involving hand manipulation.","r002","Cooking","","silver",1182.4668609546634,"2026-03-03T18:36:19.242824Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Task Operation",1423,"1",2,"","2026-03-03T18:36:24.883331Z",4,7463,"","no",0,0.0,0,1423,4.091,"#C C pours the mixer in the bowl","pours mixer in bowl","Core task involving high hand activity.","r002","Cooking","","silver",1191.5275209546633,"2026-03-03T18:36:24.883343Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1424,"1",2,"","2026-03-03T18:36:30.134584Z",5,5225,"","no",0,0.0,0,1424,2.78,"#C C pulls the cream from the box","pulls cream from box","Logistics step, picking up an object.","r002","Cooking","","silver",1244.8376909546632,"2026-03-03T18:36:30.134595Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1425,"1",2,"","2026-03-03T18:36:35.797428Z",6,3715,"","no",0,0.0,0,1425,1.449,"#C C places the cream in the chopper bowl","places cream in chopper bowl","Logistics step involving placing an object.","r002","Cooking","","silver",1257.1019609546634,"2026-03-03T18:36:35.797440Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1426,"1",2,"","2026-03-03T18:36:38.593575Z",5,5175,"","no",0,0.0,0,1426,1.326,"#C C places the wrapper on the countertop","places wrapper on countertop","Logistics step involving placing an object.","r002","Cooking","","silver",1271.7836109546631,"2026-03-03T18:36:38.593585Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1427,"1",2,"","2026-03-03T18:36:41.617427Z",3,11833,"","no",0,0.0,0,1427,1.385,"#C C places the whisker on the countertop","places whisker on countertop","Logistics/Setup step, placing object down.","r002","Cooking","","silver",1487.7970209546634,"2026-03-03T18:36:41.617438Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1428,"1",2,"","2026-03-03T18:36:44.400088Z",4,7298,"","no",0,0.0,0,1428,1.286,"#C C picks the whisker","picks whisker","Logistics step, picking up an object.","r002","Cooking","","silver",1518.1400009546633,"2026-03-03T18:36:44.400103Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1429,"1",2,"","2026-03-03T18:36:47.273535Z",6,3745,"","no",0,0.0,0,1429,1.274,"#C C places the sponge on the rack","places sponge on rack","Logistics step involving placing an object.","r002","Cooking","","silver",1666.1599609546631,"2026-03-03T18:36:47.273545Z","Gold","3b989129-a310-4aa9-85f5-e5e9a90df99b","no"
"Object Transfer",1430,"1",2,"","2026-03-03T18:36:50.070072Z",10,1410,"","no",0,0.0,0,1430,1.34,"#O man B picks a card from the deck.","man b picks card from deck","The action involves picking up an object (card), which is a logistics step.","r002","Playing Instrument","","silver",59.2576696,"2026-03-03T18:36:50.070085Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1431,"1",2,"","2026-03-03T18:36:53.127770Z",4,6807,"","no",0,0.0,0,1431,1.559,"#O man E picks a card from the deck.","man e picks card from deck","The action involves picking up an object (card), which is a logistics step.","r002","Playing Instrument","","silver",116.2184696,"2026-03-03T18:36:53.127782Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1432,"1",2,"","2026-03-03T18:36:57.545360Z",6,3540,"","no",0,0.0,0,1432,1.497,"#O man A picks a card from the deck.","man picks card from deck","The action involves picking an object (card) from a source (deck).","r002","Playing Instrument","","silver",134.1857996,"2026-03-03T18:36:57.545373Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Stationary",1433,"1",2,"Task Operation","2026-03-03T18:37:03.723140Z",3,10691,"","no",0,0.0,0,1433,4.404,"#O man A shuffles the card.","man shuffles card","The action 'shuffles the card' involves minimal body movement and is likely performed while standing or sitting still.","r002","Playing Instrument","","silver",204.6034096,"2026-03-03T18:37:03.723150Z","Bad","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1434,"1",2,"","2026-03-03T18:37:07.337261Z",11,1158,"","no",0,0.0,0,1434,1.345,"#O man D drops cards on the table.","man d drops cards on table","Refined via regex fallback","r002","Playing Instrument","","silver",288.2555209546634,"2026-03-03T18:37:07.337271Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Stationary",1435,"1",2,"","2026-03-03T20:01:58.405682Z",8,2137,"","no",0,0.0,0,1435,53.673,"#O man D picks a card.","man d picks card","The action of picking a card is a low-energy movement.","r002","Playing Instrument","","silver",302.6076709546634,"2026-03-03T20:01:58.405690Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Stationary",1436,"1",2,"","2026-03-03T20:02:02.027480Z",3,10588,"","no",0,0.0,0,1436,1.616,"#O man E picks a card.","man e picks card","The action described does not indicate any significant body or hand movement, suggesting a low energy state such as picking a card.","r002","Playing Instrument","","silver",534.0877809546633,"2026-03-03T20:02:02.027490Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Stationary",1437,"1",2,"Object Transfer","2026-03-03T20:02:10.975907Z",5,4756,"","no",0,0.0,0,1437,6.201,"#O man B shares the card.","man b shares card","The action described seems to involve a stationary activity such as sharing or handing over an item, which typically involves low body and hand motion.","r002","Playing Instrument","","silver",921.73468762133,"2026-03-03T20:02:10.975916Z","Bad","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1438,"1",2,"","2026-03-03T20:02:13.524963Z",9,1724,"","no",0,0.0,0,1438,1.193,"#O man A drops a card.","man drops card","[CtxFixed] The action of dropping a card can be interpreted as a deliberate placement of the card onto a surface, which fits the definition of 'Object Transfer'.","r002","Playing Instrument","","silver",1120.21414762133,"2026-03-03T20:02:13.524978Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1439,"1",2,"","2026-03-03T20:02:16.038925Z",5,4763,"","no",0,0.0,0,1439,0.941,"#O man E drops a card.","man e drops card","[CtxFixed] The action of dropping a card can be interpreted as a deliberate placement of the card onto a surface, which fits the definition of 'Object Transfer'.","r002","Playing Instrument","","silver",1248.9334649546631,"2026-03-03T20:02:16.038946Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Stationary",1440,"1",2,"","2026-03-03T20:02:20.741849Z",3,10536,"","no",0,0.0,0,1440,3.31,"#O man B picks a game.","man b picks game","The action describes a selection or choice, which is typically a low-energy activity.","r002","Playing Instrument","","silver",1289.3925149546633,"2026-03-03T20:02:20.741863Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Stationary",1441,"1",2,"Object Transfer","2026-03-03T20:02:24.699970Z",3,10690,"","no",0,0.0,0,1441,2.311,"#O man A shares cards.","man shares cards","The action of sharing cards does not involve significant movement, suggesting a low-energy state.","r002","Playing Instrument","","silver",1420.2759409546634,"2026-03-03T20:02:24.699980Z","Bad","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1442,"1",2,"","2026-03-03T20:02:28.235949Z",3,10600,"","no",0,0.0,0,1442,1.944,"#O The man E takes a card from his right hand with his left hand.","man e takes card from his right hand with his left hand","The action involves picking up an object (card) with one hand, which falls under logistics and setup.","r002","Playing Instrument","","silver",1656.1597109546633,"2026-03-03T20:02:28.235957Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1443,"1",2,"","2026-03-03T20:02:37.231050Z",7,2710,"","no",0,0.0,0,1443,1.852,"#O The man B picks a card on the table with his right hand.","man b picks card on table with his right hand","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",1660.457340954663,"2026-03-03T20:02:37.231062Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1444,"1",2,"","2026-03-03T20:02:48.160235Z",4,6797,"","no",0,0.0,0,1444,2.283,"#O The man B throws a card on the table with his right hand.","man b throws card on table with his right hand","The action involves moving an object (throwing a card), which is a logistics step.","r002","Playing Instrument","","silver",1692.5970909546634,"2026-03-03T20:02:48.160247Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Stationary",1445,"1",2,"Task Operation","2026-03-03T20:02:54.586032Z",3,8946,"watchlist_verb","yes",0,0.0,0,1445,4.38,"#O The man B adjusts his camera with both hands.","man b adjusts his camera with both hands","The action involves adjusting an object with both hands, which is a relatively static activity with minimal body movement.","r002","Playing Instrument","","silver",1805.2721309546632,"2026-03-03T20:02:54.586043Z","Bad","3cbd049a-0d7d-410b-b9b0-761efb801c8a","yes"
"Object Transfer",1446,"1",2,"","2026-03-03T20:02:58.069709Z",3,10577,"","no",0,0.0,0,1446,2.11,"#O The man A drops some cards for man B with his right hand.","man drops cards for man b with his right hand","The action involves picking up and transferring objects (cards), which is a logistics step.","r002","Playing Instrument","","silver",1841.761280954664,"2026-03-03T20:02:58.069720Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Object Transfer",1447,"1",2,"","2026-03-03T20:03:01.919880Z",3,10578,"","no",0,0.0,0,1447,2.511,"#O The man A drops some cards for man D with his right hand.","man drops cards for man d with his right hand","The action involves transferring objects (cards), which is a logistical step.","r002","Playing Instrument","","silver",1843.2152709546635,"2026-03-03T20:03:01.919890Z","Gold","3cbd049a-0d7d-410b-b9b0-761efb801c8a","no"
"Stationary",1448,"1",2,"","2026-03-03T20:03:04.721637Z",9,1666,"","no",0,0.0,0,1448,1.411,"#C C dialogues with child X","dialogues with child x","Low body/hand motion, dialogue implies standing or sitting still.","r002","Walking Outdoors","","silver",9.4014086,"2026-03-03T20:03:04.721650Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Object Transfer",1449,"1",2,"","2026-03-03T20:03:09.773910Z",3,11268,"","no",0,0.0,0,1449,1.13,"#C C picks mug on table","picks mug on table","Logistics action of picking up an object.","r002","Walking Outdoors","","silver",12.1541886,"2026-03-03T20:03:09.773924Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1450,"1",2,"","2026-03-03T20:03:15.584020Z",9,1692,"","no",0,0.0,0,1450,4.342,"#C C eats #Unsure from mug","eats from mug","The action implies a pause in motion, with focus on eating rather than locomotion.","r002","Walking Outdoors","","silver",14.7429286,"2026-03-03T20:03:15.584033Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Object Transfer",1451,"1",2,"","2026-03-03T20:03:18.368664Z",6,3420,"","no",0,0.0,0,1451,1.12,"#C C drops mug on table","drops mug on table","Refined via regex fallback","r002","Walking Outdoors","","silver",92.9599786,"2026-03-03T20:03:18.368672Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Object Transfer",1452,"1",2,"","2026-03-03T20:03:21.081835Z",6,3347,"","no",0,0.0,0,1452,1.529,"#C C collects cards on table","collects cards on table","The action involves picking up and possibly putting down objects, which corresponds to logistics and transfer of items.","r002","Walking Outdoors","","silver",116.6209286,"2026-03-03T20:03:21.081844Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1453,"1",2,"","2026-03-03T20:03:32.700392Z",71,36,"","no",1,1.0,1,1453,5.577,"#C C plays card game","plays card game","Playing a card game involves low body and hand motion.","r002","Walking Outdoors","","silver",125.1889186,"2026-03-03T20:03:32.700407Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1454,"1",2,"","2026-03-03T20:03:38.101947Z",19,386,"","no",1,1.0,1,1454,2.192,"#O child X plays card game","child x plays card game","Playing a card game involves low body and hand motion.","r002","Walking Outdoors","","silver",127.3378086,"2026-03-03T20:03:38.101959Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1455,"1",2,"","2026-03-03T20:03:40.930212Z",58,50,"","no",1,1.0,1,1455,1.36,"#C C stares at cards","stares at cards","Low body/hand motion, focusing on cards.","r002","Walking Outdoors","","silver",128.3726586,"2026-03-03T20:03:40.930221Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1456,"1",2,"","2026-03-03T20:03:44.194192Z",16,551,"","no",1,1.0,1,1456,1.378,"#O child X stares at cards","child x stares at cards","The action describes a person staring at cards, which involves minimal body movement.","r002","Walking Outdoors","","silver",128.3726586,"2026-03-03T20:03:44.194201Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1457,"1",2,"","2026-03-03T20:03:46.992157Z",33,143,"","no",1,1.0,1,1457,1.532,"#O man X stares at cards","man x stares at cards","Low body/hand motion, focused on visual inspection.","r002","Walking Outdoors","","silver",558.3961976213301,"2026-03-03T20:03:46.992172Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1458,"1",2,"","2026-03-03T20:03:51.000189Z",45,85,"","no",1,1.0,1,1458,1.883,"#O man X plays card game","man x plays card game","Playing a card game involves minimal body movement.","r002","Walking Outdoors","","silver",567.8898976213301,"2026-03-03T20:03:51.000199Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1459,"1",2,"Task Operation","2026-03-03T20:04:22.937555Z",4,6659,"","no",0,0.0,0,1459,30.504,"#C C hits table","hits table","[CtxFixed] The action of hitting the table does not involve movement, transfer of objects, or searching. It is a stationary action that could be an expression of frustration or emphasis during the card game.","r002","Walking Outdoors","","silver",767.4220976213301,"2026-03-03T20:04:22.937563Z","Bad","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1460,"1",2,"Task Operation","2026-03-03T20:04:29.955109Z",146,3,"","no",0,0.0,0,1460,4.155,"#C C reshuffles cards","reshuffles cards","The action involves holding and reshuffling cards, which is a low-energy activity.","r002","Walking Outdoors","","silver",1061.13833762133,"2026-03-03T20:04:29.955121Z","Bad","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Search",1461,"1",2,"","2026-03-03T20:04:35.487676Z",6,3464,"","no",0,0.0,0,1461,3.522,"#C C gazes at cards","gazes at cards","Head movement (visual inspection), hands mostly still.","r002","Walking Outdoors","","silver",1107.00750762133,"2026-03-03T20:04:35.487685Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1462,"1",2,"","2026-03-03T20:04:38.220375Z",3,10745,"","no",0,0.0,0,1462,1.311,"#O man X raises hands","man x raises hands","The action of raising hands while walking outdoors does not fit into the other categories as it is more of a stationary gesture rather than locomotion or a core task.","r002","Walking Outdoors","","silver",1210.33705762133,"2026-03-03T20:04:38.220388Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1463,"1",2,"Task Operation","2026-03-03T20:05:09.990127Z",3,10737,"","no",0,0.0,0,1463,4.217,"#O man X plays with cat","man x plays with cat","The action described does not indicate movement but rather an interaction or play, which suggests low body/hand motion.","r002","Walking Outdoors","","silver",1556.38686762133,"2026-03-03T20:05:09.990137Z","Bad","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Locomotion",1464,"1",2,"Task Operation","2026-03-03T20:05:20.184035Z",19,408,"","no",0,0.0,0,1464,8.555,"#C C plays with the dog","plays with dog","Body moving through space while interacting with the dog.","r002","Walking Outdoors","","silver",1561.95336762133,"2026-03-03T20:05:20.184046Z","Bad","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Search",1465,"1",2,"","2026-03-03T20:05:23.134740Z",8,2132,"","no",0,0.0,0,1465,1.622,"#C C looks under the table","looks under table","Head movement (looking under the table), hands mostly still.","r002","Walking Outdoors","","silver",1606.66172562133,"2026-03-03T20:05:23.134757Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
"Stationary",1466,"1",2,"Object Transfer","2026-03-03T20:05:27.180198Z",3,9284,"watchlist_verb","yes",0,0.0,3,1466,2.548,"#C C opens water tap","opens water tap","The action of opening a water tap is typically performed while standing in one place, indicating low body and hand motion.","r002","Walking Outdoors","","silver",1624.80656562133,"2026-03-03T20:05:27.180211Z","Bad","3ef5b4d9-c030-4d52-8452-4261f34cbc97","yes"
"Object Transfer",1467,"1",2,"","2026-03-03T20:05:29.990194Z",3,9280,"watchlist_verb","yes",0,0.0,0,1467,1.317,"#C C opens utensils drawer","opens utensils drawer","Logistics/Setup step involving opening a drawer.","r002","Walking Outdoors","","silver",1629.32843562133,"2026-03-03T20:05:29.990207Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","yes"
"Stationary",1468,"1",2,"","2026-03-03T20:05:32.728310Z",4,8162,"","no",0,0.0,0,1468,1.154,"#C C stares at the living room","stares at living room","Low body/hand motion, focused attention.","r002","Walking Outdoors","","silver",1723.56832762133,"2026-03-03T20:05:32.728319Z","Gold","3ef5b4d9-c030-4d52-8452-4261f34cbc97","no"
