action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Stationary,,,2,,,1128492,,#C C hits pillow,"Low body/hand motion, possibly involves minimal movement.",r001,Cleaning,silver,,,2233.410689726302,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Essential Operation,,,2,,,1128493,,#C C moves hand along windowsill,Core task involving high hand activity for cleaning.,r001,Cleaning,silver,,,2251.941719726302,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Object Transfer,,,2,,,1128494,,#C C picks broom,Logistics step involving picking up an object.,r001,Cleaning,silver,,,2265.625209726302,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Stationary,,,2,,,1128495,,#C C holds mop with the other hand,"Low body/hand motion, holding an object.",r001,Cleaning,silver,,,2332.283809726302,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Stationary,,,2,,,1128496,,#C C holds window,"Low body/hand motion, holding position.",r001,Cleaning,silver,,,2368.788799726302,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Stationary,,,2,,,1128497,,#C C switches light on,"Low body/hand motion, likely involves pressing a button or switch.",r001,Cleaning,silver,,,2375.556029726302,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Object Transfer,,,2,,,1128498,,#C C puts phone away,"Logistics step, picking up and putting away an object.",r001,Cleaning,silver,,,2387.565819726302,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Object Transfer,,,2,,,1128499,,#C C picks both brush and dustpan,"Logistics of picking up objects, involves short bursts of hand acceleration.",r001,Cleaning,silver,,,2393.5048397263017,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Object Transfer,,,2,,,1128500,,#C C lifts bucket handle,"Logistics step, picking up an object.",r001,Cleaning,silver,,,2414.878609726302,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Essential Operation,,,2,,,1128501,,#C C pours water,Core task involving high hand activity.,r001,Cleaning,silver,,,2509.3460380368488,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Object Transfer,,,2,,,1128502,,#C C picks mop,"Logistics step, picking up the mop.",r001,Cleaning,silver,,,2523.9842380368486,,38f872c3-7300-4c7c-a2be-614ddb415ce7
Locomotion,,,2,,,1128503,,#C C moves around the field,"Body moving through space, indicative of walking or running.",r001,Playing Instrument,silver,,,345.92745335113955,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Locomotion,,,2,,,1128504,,#C C walks in the open area.,"Body moving through space, indicative of walking.",r001,Playing Instrument,silver,,,609.5159121677084,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Search,,,2,,,1128505,,#C C looks at the dog,"Head movement (visual observation), passive hands.",r001,Playing Instrument,silver,,,642.2658721677084,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Stationary,,,2,,,1128506,,#C C looks at the dog,"Low body/hand motion, visual observation.",r001,Playing Instrument,silver,,,820.5902518293625,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Object Transfer,,,2,,,1128507,,#C C picks the rope,"Action involves picking up an object, indicating a logistics step.",r001,Playing Instrument,silver,,,964.5548318293625,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Locomotion,,,2,,,1128508,,#C C moves backwards,"Body moving through space, specifically moving backwards.",r001,Playing Instrument,silver,,,1383.2921044775358,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Stationary,,,2,,,1128509,,#C C touches a dog,"The action described does not involve any significant movement, it is more about interaction in a stationary position.",r001,Playing Instrument,silver,,,1412.3459544775355,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Stationary,,,2,,,1128510,,#C C lowers hand,"Low body/hand motion, likely preparing to play or pausing.",r001,Playing Instrument,silver,,,1986.527154148273,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Object Transfer,,,2,,,1128511,,#C C throws a stick,[CtxFixed] The action of throwing a stick involves the transfer of an object (the stick) from one location to another.,r001,Playing Instrument,silver,,,2120.8267541482733,,41e19b91-3be6-4b90-b8dc-24d2551fcbd1
Locomotion,,,2,,,1128512,,#c c walks around the street,"Body moving through space, indicative of walking with high body acceleration.",r001,Walking Outdoors,silver,,,371.3552,,438d4a92-1965-4854-969d-cf84f0eff028
Stationary,,,2,,,1128513,,# C c picks phone,"The action implies a pause in locomotion to pick up a phone, indicating low body/hand motion.",r001,Walking Outdoors,silver,,,2991.383706666667,,438d4a92-1965-4854-969d-cf84f0eff028
Object Transfer,,,2,,,1128514,,#C C picks up a sand paper.,Logistics step of picking up an item.,r001,Mechanical Repair,silver,,,13.9553696,,4705aeac-ccbd-4463-8bb0-36120e5a382e
Essential Operation,,,2,,,1128515,,#C C smooths the wooden fence with the sand paper.,Core task involving high hand activity.,r001,Mechanical Repair,silver,,,69.7949996,,4705aeac-ccbd-4463-8bb0-36120e5a382e
Object Transfer,,,2,,,1128516,,#C C passes the sand paper to the other hand.,"Logistics step, transferring an object.",r001,Mechanical Repair,silver,,,171.6209996,,4705aeac-ccbd-4463-8bb0-36120e5a382e
Essential Operation,,,2,,,1128517,,#C C smooths the pole of the wooden fence with the sand paper.,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,,,208.2349996,,4705aeac-ccbd-4463-8bb0-36120e5a382e
Essential Operation,,,2,,,1128518,,#C C folds the sand paper by pressing it on the pole.,Core manual task involving hand manipulation.,r001,Mechanical Repair,silver,,,268.4141796,,4705aeac-ccbd-4463-8bb0-36120e5a382e
Essential Operation,,,2,,,1128519,,#C C smooths the pole of the fence with sand paper.,Core task involving manual operation with high hand activity.,r001,Mechanical Repair,silver,,,296.8329709546634,,4705aeac-ccbd-4463-8bb0-36120e5a382e
Essential Operation,,,2,,,1128520,,#C C loosens clamp,Core manual task involving hand manipulation.,r001,Carpentry,silver,,,24.0273386,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Object Transfer,,,2,,,1128521,,#C C puts another jack plane part on the work surface,Logistics step involving the placement of an object.,r001,Carpentry,silver,,,66.99948859999999,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128522,,#C C loosens screw on the jack plane with a screw driver,Core manual task involving high hand activity.,r001,Carpentry,silver,,,106.4655386,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Stationary,,,2,,,1128523,,#C C blows jack plane part,"Low body/hand motion, likely involves breathing or a minor action.",r001,Carpentry,silver,,,110.2935986,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Search,,,2,,,1128524,,#C C adjusts camera,"Head movement (adjusting camera), hands mostly still.",r001,Carpentry,silver,,,136.4988986,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128525,,#C C tightens screw on the jack plane parts,Core manual task involving high hand activity.,r001,Carpentry,silver,,,193.3492586,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Stationary,,,2,,,1128526,,#C C holds screw driver,"Low body/hand motion, holding screwdriver without movement.",r001,Carpentry,silver,,,225.1241586,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128527,,#C C adjusts jack plane,Core manual task involving precise hand movements.,r001,Carpentry,silver,,,258.4059486,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Stationary,,,2,,,1128528,,#C C rubs the piece of wood.,"Low body/hand motion, rubbing is a gentle action.",r001,Carpentry,silver,,,277.6854992852933,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128529,,#C C smoothens the piece of wood.,Core task involving high hand activity.,r001,Carpentry,silver,,,287.8466592852933,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128530,,#C C applies #Unsure on the plane.,"Core task involving manual application, high hand activity.",r001,Carpentry,silver,,,307.5412192852933,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Object Transfer,,,2,,,1128531,,#C C picks the measuring tool,Logistics step involving picking up an object.,r001,Carpentry,silver,,,365.4223592852933,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Search,,,2,,,1128532,,#C C looks at the plane.,"Head movement (visual inspection), hands mostly still.",r001,Carpentry,silver,,,387.1584392852933,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Search,,,2,,,1128533,,#C C measures the piece of wood.,"Visual search or monitoring (checking measurements), hands mostly still.",r001,Carpentry,silver,,,409.1813592852933,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128534,,#C C adjusts the plane.,Adjusting a tool is a core manual task involving fine hand movements.,r001,Carpentry,silver,,,445.8073592852933,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Stationary,,,2,,,1128535,,#C C holds the piece of wood.,"Low body/hand motion, holding an object without movement.",r001,Carpentry,silver,,,743.5013076136719,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Object Transfer,,,2,,,1128536,,#C C places the measuring tool and workshop knife on the table,"Logistics step, placing objects on a surface.",r001,Carpentry,silver,,,744.2889476136719,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128537,,#C C rubs the piece of wood.,Core task involving manual activity with hands.,r001,Carpentry,silver,,,751.762487613672,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Search,,,2,,,1128538,,#C C measures the wood with the ruler,"Visual search or monitoring, likely involves head movement while measuring.",r001,Carpentry,silver,,,855.8702182613358,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128539,,#C C marks the wood with the pencil,"Core task involving manual marking, high hand activity.",r001,Carpentry,silver,,,904.6326382613358,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Object Transfer,,,2,,,1128540,,#C C picks the drill hook,"Logistics/Setup step, picking up an object.",r001,Carpentry,silver,,,1043.0242682613357,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Object Transfer,,,2,,,1128541,,#C C picks the paper,Logistics action of picking up an object.,r001,Carpentry,silver,,,1285.3894571449218,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Search,,,2,,,1128542,,#C C measures the wood,Visual search or monitoring (measuring involves visual inspection).,r001,Carpentry,silver,,,1441.3604931038485,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128543,,#C C marks the wood,Core task involving high hand activity.,r001,Carpentry,silver,,,1469.4750731038482,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Search,,,2,,,1128544,,#C C Measures the timber with mortase gauge,"Visual monitoring or measurement, likely with minimal hand movement.",r001,Carpentry,silver,,,1706.940107144922,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Object Transfer,,,2,,,1128545,,#C C Pushes the timber aside with both hands,Moving an object (timber) from one place to another.,r001,Carpentry,silver,,,1775.058897144922,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Object Transfer,,,2,,,1128546,,#C C Picks screw drive from the table,Logistics action involving picking up an object.,r001,Carpentry,silver,,,1822.308627144922,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128547,,#C C Wipes the timber with left hand,Core manual task involving high hand activity.,r001,Carpentry,silver,,,1864.1252771449217,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Essential Operation,,,2,,,1128548,,#C C Cuts the timber from with hand saw,Core manual task involving high hand activity.,r001,Carpentry,silver,,,1866.0983271449213,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Object Transfer,,,2,,,1128549,,#C C Picks saw from the hanger,Logistics action of picking up an object.,r001,Carpentry,silver,,,1975.823704093164,,477feff8-a1ff-4f43-b726-273ca0fa47e9
Stationary,,,2,,,1128550,,#C C adjusts the pullover,"Adjusting clothing is a low-energy, stationary action.",r001,Cooking,silver,,,-0.012972010351563,,487d752c-6e22-43e3-9c08-627bc2a6c6d4
Object Transfer,,,2,,,1128551,,#C C places the slices on bread on the countertop,"Logistics step of placing items, short bursts of hand activity.",r001,Cooking,silver,,,11.442027989648436,,487d752c-6e22-43e3-9c08-627bc2a6c6d4
Essential Operation,,,2,,,1128552,,#C C removes garlic clove piece in the knife,"Core task involving manual manipulation, high hand activity.",r001,Cooking,silver,,,18.76740798964844,,487d752c-6e22-43e3-9c08-627bc2a6c6d4
Essential Operation,,,2,,,1128553,,#C C removes the garlic clove peel,Core manual task involving fine hand movements.,r001,Cooking,silver,,,23.80049798964844,,487d752c-6e22-43e3-9c08-627bc2a6c6d4
Object Transfer,,,2,,,1128554,,#C C places the garlic clove on the chopping board,"Logistics step, placing an object.",r001,Cooking,silver,,,31.46591798964844,,487d752c-6e22-43e3-9c08-627bc2a6c6d4
Essential Operation,,,2,,,1128555,,#C C folds the towel,Core manual task involving hand manipulation.,r001,Cleaning,silver,,,98.7755286,,4ab8fc08-2ae6-4b27-8c72-e9700e0161bb
Stationary,,,2,,,1128556,,#C C Stretches the fabric,"Low body/hand motion, stretching is a gentle action.",r001,Cleaning,silver,,,253.2642086,,4ab8fc08-2ae6-4b27-8c72-e9700e0161bb
Essential Operation,,,2,,,1128557,,#C C folds the fabric,Core manual task involving repetitive hand movements.,r001,Cleaning,silver,,,254.6158886,,4ab8fc08-2ae6-4b27-8c72-e9700e0161bb
Stationary,,,2,,,1128558,,#C C folds mask,"Low body/hand motion, fine motor skill activity.",r001,Cleaning,silver,,,308.2266766652337,,4ab8fc08-2ae6-4b27-8c72-e9700e0161bb
Essential Operation,,,2,,,1128559,,#C C folds cloth,Core task involving repetitive hand movements.,r001,Cleaning,silver,,,350.3268966652337,,4ab8fc08-2ae6-4b27-8c72-e9700e0161bb
Object Transfer,,,2,,,1128560,,#C C picks cloth from basket,Logistics step involving picking up an object.,r001,Cleaning,silver,,,570.2019824964844,,4ab8fc08-2ae6-4b27-8c72-e9700e0161bb
Object Transfer,,,2,,,1128561,,#C C puts folded cloth aside,Logistics step involving moving an object.,r001,Cleaning,silver,,,633.6762924964844,,4ab8fc08-2ae6-4b27-8c72-e9700e0161bb
Essential Operation,,,2,,,1128562,,#C C pulls the string with a right hand,Core manual task involving high hand activity.,r001,Desk Work,silver,,,3.330055266666667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Essential Operation,,,2,,,1128563,,#C C adjusts the tuner with his left hand,Core manual task involving fine motor skills.,r001,Desk Work,silver,,,88.28081526666666,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Essential Operation,,,2,,,1128564,,#C C plays the guitar with his right hand,Core manual task involving high hand activity.,r001,Desk Work,silver,,,178.02783526666667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Search,,,2,,,1128565,,#C C looks on the screen,"Visual search or monitoring, head movement involved.",r001,Desk Work,silver,,,279.3419752666667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128566,,#C C touches the mouse,"Low body/hand motion, typical of desk work.",r001,Desk Work,silver,,,589.3597052666668,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128567,,#C C plays guitar,"Playing guitar while desk working suggests a stationary activity with hands on the instrument, minimal body movement.",r001,Desk Work,silver,,,1016.8139852666668,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Essential Operation,,,2,,,1128568,,#C C pays a guitar,[CtxFixed] Playing a guitar is considered an essential operation as it involves a deliberate and focused action on a specific object.,r001,Desk Work,silver,,,1144.4000152666663,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Essential Operation,,,2,,,1128569,,#C C uses mouse,Core task involving high hand activity.,r001,Desk Work,silver,,,1425.9493452666666,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Essential Operation,,,2,,,1128570,,#C C plays guitar,"Core task involving hands, likely with repetitive motion.",r001,Desk Work,silver,,,1447.4486252666666,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128571,,#C C scrolls through the desk top using a mouse,"Low body/hand motion, primarily finger movement.",r001,Desk Work,silver,,,2467.226635266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128572,,#C C reads lyrics on computer,"Low body/hand motion, focused visual activity.",r001,Desk Work,silver,,,3073.6502152666667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128573,,#c c stops playing a guitar,"The action indicates a pause in motion, likely with minimal body or hand activity.",r001,Desk Work,silver,,,3402.371205266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128574,,#c c sings,"Low body/hand motion, singing does not involve significant physical movement.",r001,Desk Work,silver,,,3404.154975266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128575,,#c c resets his timer,"Low body/hand motion, likely involves pressing a button or making a small hand gesture.",r001,Desk Work,silver,,,3463.007275266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Essential Operation,,,2,,,1128576,,#c c press on the phone,"Core task involving pressing on a phone, high hand activity.",r001,Desk Work,silver,,,3647.205985266666,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128577,,#C is singing while playing guitar,"Low body/motion, hands engaged in playing guitar, no significant movement through space.",r001,Desk Work,silver,,,3835.964345266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Search,,,2,,,1128578,,#C is looking around,"Head movement (visual search), hands mostly still.",r001,Desk Work,silver,,,4041.275705266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128579,,# C C holds the phone with both hands,"Low body/hand motion, holding an object without movement.",r001,Desk Work,silver,,,4088.287115266666,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128580,,# C C taps the screen on the phone with the finger,"Short burst of hand activity, likely in a seated position.",r001,Desk Work,silver,,,4089.021245266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128581,,# C C scrolls the screen of the phone with the finger,"Low body motion, focused hand movement on a small area.",r001,Desk Work,silver,,,4100.404875266668,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128582,,# C C flaps the hand,"Flapping the hand without moving the body suggests a low-energy, stationary activity.",r001,Desk Work,silver,,,4112.788975266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128583,,# C C scrolls the screen of the phone,"Low body/hand motion, mostly finger movement.",r001,Desk Work,silver,,,4113.390925266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Stationary,,,2,,,1128584,,# C C changes the sitting position,Adjusting sitting position involves minimal movement and does not involve significant body acceleration.,r001,Desk Work,silver,,,4152.277955266667,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Essential Operation,,,2,,,1128585,,#C C operates a computer with a mouse,Core manual task involving high hand activity.,r001,Desk Work,silver,,,4387.667681933333,,52d7e473-06a6-4464-81f4-08199bf5cb6a
Locomotion,,,2,,,1128586,,#C C enters the living room,"Movement through space, likely involving walking or moving into a new area.",r001,Cooking,silver,,,51.6056796,,58baa94e-8a14-4608-907b-ddcda8cd7e21
Locomotion,4508.0,9.0,2,,2026-02-23T16:34:56.821833Z,1128587,8.385,#C C enters a dinning room,"Movement through space (entering a dining room), involves walking or moving.",r001,Cooking,silver,Gold,,109.2707796,2026-02-23T16:34:56.821847Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Locomotion,4509.0,9.0,2,,2026-02-23T16:35:05.457619Z,1128588,7.325,#C C towards the cooker stove,Movement through space towards the cooker stove.,r001,Cooking,silver,Gold,,270.76014960000003,2026-02-23T16:35:05.457637Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Search,4510.0,9.0,2,,2026-02-23T16:35:23.919938Z,1128589,16.843,#C C turns to the phone,"Head movement (turning to look at the phone), hands mostly still.",r001,Cooking,silver,Gold,,431.9624009546634,2026-02-23T16:35:23.919952Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Essential Operation,4511.0,9.0,2,,2026-02-23T16:36:02.603507Z,1128590,36.862,#C C grates butter,"Core task, high hand activity.",r001,Cooking,silver,Gold,,600.4534109546634,2026-02-23T16:36:02.603521Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Object Transfer,4512.0,9.0,2,,2026-02-23T16:36:11.874280Z,1128591,4.488,#C C picks up a bowl,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,834.6148209546634,2026-02-23T16:36:11.874296Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Object Transfer,4513.0,9.0,2,,2026-02-23T16:36:18.357659Z,1128592,5.066,#C C lifts up a grater,"Action involves picking up an object, which is a logistics step.",r001,Cooking,silver,Gold,,850.3213609546634,2026-02-23T16:36:18.357678Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Essential Operation,4514.0,9.0,2,,2026-02-23T16:36:28.721944Z,1128593,8.718,#C C mixes the ingredients in the bowl with hands,Core manual task involving high hand activity.,r001,Cooking,silver,Gold,,872.3238509546634,2026-02-23T16:36:28.721983Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Object Transfer,4515.0,9.0,2,,2026-02-23T16:36:35.616109Z,1128594,5.489,#C C lifts up the glass jar,"The action involves picking up an object, which falls under logistics.",r001,Cooking,silver,Gold,,969.7479909546636,2026-02-23T16:36:35.616141Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Stationary,4516.0,9.0,2,,2026-02-23T16:36:48.300397Z,1128595,11.179,#C C looks forward,"Low body/hand motion, indicates a stationary action.",r001,Cooking,silver,Gold,,1209.1569709546634,2026-02-23T16:36:48.300432Z,58baa94e-8a14-4608-907b-ddcda8cd7e21
Essential Operation,4517.0,9.0,2,Object Transfer,2026-02-23T16:37:18.826862Z,1128596,28.723,#C C lifts the cartoon,Lifting an object involves high hand activity.,r001,Walking Outdoors,silver,Gold,,474.89617526666666,2026-02-23T16:37:18.826876Z,5970d966-cbd4-4fc0-8590-bffc9935bf10
Stationary,4522.0,9.0,2,,2026-02-23T16:37:47.308439Z,1128597,6.182,#C C holds the cartoon,Holding an object typically involves low body and hand motion.,r001,Walking Outdoors,silver,Gold,,483.71759526666665,2026-02-23T16:37:47.308472Z,5970d966-cbd4-4fc0-8590-bffc9935bf10
Object Transfer,4524.0,9.0,2,,2026-02-23T16:37:55.175106Z,1128598,6.586,#C C picks the bag,Logistics step involving picking up an object.,r001,Walking Outdoors,silver,Gold,,500.8786752666667,2026-02-23T16:37:55.175119Z,5970d966-cbd4-4fc0-8590-bffc9935bf10
Search,4526.0,9.0,2,,2026-02-23T16:38:06.295008Z,1128599,6.347,#C C looks at the bike,"Head movement (visual inspection), hands mostly still.",r001,Walking Outdoors,silver,Gold,,582.9084852666667,2026-02-23T16:38:06.295050Z,5970d966-cbd4-4fc0-8590-bffc9935bf10
Locomotion,4528.0,9.0,2,,2026-02-23T16:38:12.858795Z,1128600,4.91,#C C walks outside the house,"Body moving through space, indicative of walking.",r001,Walking Outdoors,silver,Gold,,591.5635852666667,2026-02-23T16:38:12.858828Z,5970d966-cbd4-4fc0-8590-bffc9935bf10
Object Transfer,4532.0,9.0,2,,2026-02-23T16:38:20.662035Z,1128601,6.227,#C C picks a phone,Logistics step of picking up an object.,r001,Desk Work,silver,Gold,,187.9563396,2026-02-23T16:38:20.662050Z,5b2ffccb-a891-4d76-a271-abbcbf7e894b
Object Transfer,4535.0,9.0,2,,2026-02-23T16:38:28.522162Z,1128602,5.949,#C C picks a steamer basket,Logistics/Setup step.,r001,Cooking,silver,Gold,,41.3930986,2026-02-23T16:38:28.522196Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4538.0,9.0,2,,2026-02-23T16:38:34.441899Z,1128603,4.435,#C C puts down the bottle,Logistics step of placing an object down.,r001,Cooking,silver,Gold,,55.4785786,2026-02-23T16:38:34.441934Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4540.0,9.0,2,,2026-02-23T16:38:41.359741Z,1128604,5.488,#C C puts water in the cooking pot,Logistics step involving the transfer of water into the pot.,r001,Cooking,silver,Gold,,85.8252486,2026-02-23T16:38:41.359756Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4543.0,9.0,2,,2026-02-23T16:38:58.453791Z,1128605,13.858,#C C puts down the cooking pot,Logistics/Setup step involving placing an object down.,r001,Cooking,silver,Gold,,91.7774086,2026-02-23T16:38:58.453825Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Locomotion,4544.0,9.0,2,,2026-02-23T16:39:05.469141Z,1128606,5.187,#O woman X moves around,"Body moving through space, likely involves walking or moving around.",r001,Cooking,silver,Gold,,122.9411086,2026-02-23T16:39:05.469175Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4545.0,9.0,2,,2026-02-23T16:39:19.635990Z,1128607,8.515,#C C closes water tap,Logistics step involving a specific object (closing the water tap).,r001,Cooking,silver,Gold,,162.3859086,2026-02-23T16:39:19.636003Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Locomotion,4546.0,9.0,2,,2026-02-23T16:39:31.053698Z,1128608,9.477,#C C moves the cooking pan,"Movement of the body to move the cooking pan, involves high body acceleration.",r001,Cooking,silver,Gold,,274.47074860000004,2026-02-23T16:39:31.053732Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4547.0,9.0,2,,2026-02-23T16:39:38.288745Z,1128609,5.557,#C C picks cooking pot from the cabinet,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,296.3000386766179,2026-02-23T16:39:38.288759Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4548.0,9.0,2,,2026-02-23T16:39:57.332609Z,1128610,17.558,#C C closes cabinet with hand,"Closing a cabinet involves moving an object (the cabinet door), which is a logistics step.",r001,Cooking,silver,Gold,,303.3939186766179,2026-02-23T16:39:57.332624Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4549.0,9.0,2,,2026-02-23T16:40:06.655766Z,1128611,7.297,#C C picks spice from the pantry,"Logistics step, picking up an object.",r001,Cooking,silver,Gold,,434.8715686766179,2026-02-23T16:40:06.655782Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4551.0,9.0,2,,2026-02-23T16:40:13.760714Z,1128612,5.365,#C C opens spice lid,Logistics step involving opening a container.,r001,Cooking,silver,Gold,,436.6515486766179,2026-02-23T16:40:13.760752Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4553.0,9.0,2,,2026-02-23T16:40:20.809970Z,1128613,5.544,#C C picks spoon from the counter top,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,469.7366686766179,2026-02-23T16:40:20.810009Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4557.0,9.0,2,,2026-02-23T16:40:29.009850Z,1128614,6.623,#O female B takes glove from the cabinet,Logistics/Setup step involving picking up and putting down an object.,r001,Cooking,silver,Gold,,543.2959120099513,2026-02-23T16:40:29.009865Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Stationary,4561.0,9.0,2,,2026-02-23T16:40:47.796655Z,1128615,13.661,#CO female B converses with C,"Low body/hand motion, likely involves talking.",r001,Cooking,silver,Gold,,557.4484121677084,2026-02-23T16:40:47.796669Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,4563.0,9.0,2,,2026-02-23T16:40:54.585926Z,1128616,4.651,#C C places bowl on the counter top,"Logistics step, placing an object.",r001,Cooking,silver,Gold,,698.3464221677084,2026-02-23T16:40:54.585951Z,5baf4e1b-582a-4fbc-9391-3e794057c759
Object Transfer,,,2,,,1128617,,#C C places spatula on other hand,"Logistics step, transferring the spatula to the other hand.",r001,Cooking,silver,,,725.4802921677084,,5baf4e1b-582a-4fbc-9391-3e794057c759
Essential Operation,,,2,,,1128618,,#C C divides garlic.,Core task involving manual dexterity and fine motor skills.,r001,Cooking,silver,,,888.3318186458333,,5baf4e1b-582a-4fbc-9391-3e794057c759
