action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Object Transfer,9682.0,6.0,5,,2026-02-25T00:53:59.129319Z,1133081,1.476,#C C closes the storage cabinet,Logistics/Setup step involving closing an object.,r001,Cooking,silver,Gold,,524.8299698207031,2026-02-25T00:53:59.129333Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Locomotion,9683.0,6.0,5,,2026-02-25T00:54:01.147280Z,1133082,1.227,#O a woman X walks towards C,Body moving through space (walking action).,r001,Cooking,silver,Gold,,607.4330145734143,2026-02-25T00:54:01.147304Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9684.0,6.0,5,,2026-02-25T00:54:03.562373Z,1133083,1.52,#C C places the dish on the chopping board,"Logistics step, moving the dish to the chopping board.",r001,Cooking,silver,Gold,,650.8850145734143,2026-02-25T00:54:03.562394Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Stationary,9685.0,6.0,5,,2026-02-25T00:54:06.762801Z,1133084,1.658,#C C talks to a woman X,Low body/hand motion during conversation.,r001,Cooking,silver,Gold,,694.5234345734143,2026-02-25T00:54:06.762824Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Stationary,9686.0,6.0,5,,2026-02-25T00:54:08.630512Z,1133085,1.174,#O a woman X talks to C,"Low body/hand motion, likely involves speaking.",r001,Cooking,silver,Gold,,702.2379645734143,2026-02-25T00:54:08.630534Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9687.0,6.0,5,,2026-02-25T00:54:12.544119Z,1133086,2.969,#C C unloads the items in the cabinet,Logistics step involving picking up and putting down objects.,r001,Cooking,silver,Gold,,803.357681240081,2026-02-25T00:54:12.544142Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Search,9688.0,6.0,5,,2026-02-25T00:54:15.612832Z,1133087,1.473,#C C searches in the cabinet.,"Head movement (visual search), hands mostly still.",r001,Cooking,silver,Gold,,825.1906942803387,2026-02-25T00:54:15.612856Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9771.0,6.0,5,,2026-02-25T01:02:16.010368Z,1133088,8.226,#C C picks a garlic on the kitchen counter.,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,864.4992342803387,2026-02-25T01:02:16.010390Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9772.0,6.0,5,,2026-02-25T01:02:19.515548Z,1133089,2.608,#C C puts the olive oil bottle and the bottle lid on the kitchen counter.,Logistics step involving placing objects on a surface.,r001,Cooking,silver,Gold,,957.8242942803386,2026-02-25T01:02:19.515573Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9773.0,6.0,5,,2026-02-25T01:02:21.945511Z,1133090,1.131,#C C drops a garlic skin covers on the kitchen counter.,"[CtxFixed] The action of dropping the garlic skin covers onto the kitchen counter indicates a deliberate placement of the object, which fits the criteria for 'Object Transfer'.",r001,Cooking,silver,Gold,,1013.6041442803388,2026-02-25T01:02:21.945534Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9774.0,6.0,5,,2026-02-25T01:02:34.135520Z,1133091,11.35,#C C drops an onion skin cover piece on the kitchen counter.,"[CtxFixed] The action of dropping an onion skin cover piece onto the kitchen counter can be interpreted as a deliberate placement, which fits the 'Object Transfer' category.",r001,Cooking,silver,Gold,,1060.5346842803388,2026-02-25T01:02:34.135557Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9775.0,6.0,5,Object Transfer,2026-02-25T01:02:42.611786Z,1133092,4.348,#C C turns the onion,"Core task involving manipulation, high hand activity.",r001,Cooking,silver,Bad,,1091.404826252995,2026-02-25T01:02:42.611809Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9776.0,6.0,5,,2026-02-25T01:02:45.143573Z,1133093,1.579,#C C picks onions from the chopping board,Logistics step involving picking up objects.,r001,Cooking,silver,Gold,,1151.6991962529949,2026-02-25T01:02:45.143596Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9777.0,6.0,5,,2026-02-25T01:02:47.611579Z,1133094,1.531,#C C puts onion peel on the table,Logistics step involving moving an object.,r001,Cooking,silver,Gold,,1209.5376262529949,2026-02-25T01:02:47.611602Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9778.0,6.0,5,Object Transfer,2026-02-25T01:02:54.749639Z,1133095,6.226,#C C moves a carrot on the chopping board,"Core task involving manipulation of an object, high hand activity.",r001,Cooking,silver,Gold,,1377.3463619791669,2026-02-25T01:02:54.749662Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9779.0,6.0,5,Object Transfer,2026-02-25T01:02:57.313692Z,1133096,6.614999999999999,#C C throws the carrot in the tray,Core task involving active hand movement.,r001,Cooking,silver,Gold,,1390.3688919791666,2026-02-25T01:03:04.291244Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9780.0,6.0,5,,2026-02-25T01:03:06.752410Z,1133097,1.281,#C C peels the garlic skin with the hands,"Core task involving manual manipulation, high hand activity.",r001,Cooking,silver,Gold,,1440.1902419791666,2026-02-25T01:03:06.752433Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9781.0,6.0,5,Object Transfer,2026-02-25T01:03:11.137910Z,1133098,3.712,#C C moves the content in the tray,Core task involving active hand movement.,r001,Cooking,silver,Bad,,1467.3566919791665,2026-02-25T01:03:11.137934Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9782.0,6.0,5,,2026-02-25T01:03:13.381600Z,1133099,1.519,#C C puts the cooking stick in the cooking pot,Logistics step of placing an object into another.,r001,Cooking,silver,Gold,,1485.0043619791666,2026-02-25T01:03:13.381624Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9783.0,6.0,5,,2026-02-25T01:03:16.189059Z,1133100,1.723,#C C puts the food in the aluminum foil,Logistics step involving picking up and placing the food in foil.,r001,Cooking,silver,Gold,,1528.4017319791667,2026-02-25T01:03:16.189082Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9784.0,6.0,5,,2026-02-25T01:03:18.336517Z,1133101,1.528,#C C shapes the food in the hand,Core manual task involving high hand activity.,r001,Cooking,silver,Gold,,1591.3205219791666,2026-02-25T01:03:18.336532Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9785.0,6.0,5,,2026-02-25T01:03:21.537639Z,1133102,2.504,#C C scoops food with the hands,"The action involves picking up and transferring food, which is a logistics step.",r001,Cooking,silver,Gold,,1618.9631819791666,2026-02-25T01:03:21.537662Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Stationary,9786.0,6.0,5,Object Transfer,2026-02-25T01:03:27.232722Z,1133103,4.876,#C C places the cereal pieces together,"Low body/hand motion, likely involves holding the cereal pieces in place.",r001,Cooking,silver,Bad,,1682.1795338115885,2026-02-25T01:03:27.232746Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9787.0,6.0,5,,2026-02-25T01:03:29.752598Z,1133104,1.691,#C C cuts the cereal piece in half,"Core task, high hand activity.",r001,Cooking,silver,Gold,,1702.5355038115886,2026-02-25T01:03:29.752621Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9788.0,6.0,5,,2026-02-25T01:03:32.000973Z,1133105,1.489,#C C shapes the cereal piece,Core task involving hands in a precise manual operation.,r001,Cooking,silver,Gold,,1762.9855838115886,2026-02-25T01:03:32.000988Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9789.0,6.0,5,Object Transfer,2026-02-25T01:03:36.792522Z,1133106,3.494,#C C separates the cereal pieces,Core task involving fine hand movements.,r001,Cooking,silver,Gold,,1856.3542438115885,2026-02-25T01:03:36.792536Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9790.0,6.0,5,,2026-02-25T01:03:38.999296Z,1133107,1.446,#C C picks up the cereal piece,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,1895.8430938115885,2026-02-25T01:03:38.999320Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9791.0,6.0,5,,2026-02-25T01:03:41.308690Z,1133108,1.513,#C C drops the piece on the foil,"[CtxFixed] The action of dropping the piece on the foil appears to be a deliberate placement, consistent with the previous action of placing the piece on the foil.",r001,Cooking,silver,Gold,,1899.9577038115883,2026-02-25T01:03:41.308703Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9792.0,6.0,5,Stationary,2026-02-25T01:03:44.217853Z,1133109,7.205,#C C touches the moulded crisp rice mixture,Core task involving manual interaction with the food item.,r001,Cooking,silver,Bad,,1915.2155819791667,2026-02-25T01:03:50.814812Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9599.0,6.0,5,,2026-02-25T00:47:41.402043Z,1133110,3.132,#C C removes the crisp rice mixture on the wooden cooking stick with the hand,Core task involving manipulation with the hand.,r001,Cooking,silver,Gold,,1964.8211219791665,2026-02-25T00:47:41.402056Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9600.0,6.0,5,,2026-02-25T00:47:47.335430Z,1133111,1.765,#C C places the wooden cooking stick in the cooking pot,Logistics step involving the placement of an object.,r001,Cooking,silver,Gold,,1967.8932519791665,2026-02-25T00:47:47.335454Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9601.0,6.0,5,,2026-02-25T00:47:49.989226Z,1133112,1.782,#C C moulds the crisp rice mixture,Core manual task involving high hand activity.,r001,Cooking,silver,Gold,,1968.3805419791663,2026-02-25T00:47:49.989250Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9602.0,6.0,5,,2026-02-25T00:47:52.585687Z,1133113,1.767,#C C places the moulded crisp rice mixture on the paper,Logistics step involving placing an object.,r001,Cooking,silver,Gold,,1972.0602019791663,2026-02-25T00:47:52.585711Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9603.0,6.0,5,,2026-02-25T00:47:55.170346Z,1133114,1.835,#C C removes some crisp rice mixture with the wooden cooking stick,Logistics action involving picking up or moving an object.,r001,Cooking,silver,Gold,,2008.827801979167,2026-02-25T00:47:55.170368Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Locomotion,9604.0,6.0,5,,2026-02-25T00:47:58.365965Z,1133115,2.244,#C C walks across,Body moving through space (walking).,r001,Cooking,silver,Gold,,2223.3560219791666,2026-02-25T00:47:58.365981Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9605.0,6.0,5,,2026-02-25T00:48:00.870880Z,1133116,1.649,#C C opens package,Logistics step involving opening a package.,r001,Cooking,silver,Gold,,2254.6546219791667,2026-02-25T00:48:00.870904Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9606.0,6.0,5,,2026-02-25T00:48:04.751019Z,1133117,3.05,#C C puts #unsure on meat,Logistics step involving picking up or placing an item.,r001,Cooking,silver,Gold,,2291.4936619791665,2026-02-25T00:48:04.751034Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Stationary,9607.0,6.0,5,,2026-02-25T00:48:07.120302Z,1133118,1.633,#C C scratches herself,"Low body/hand motion, likely a minor, non-task related action.",r001,Cooking,silver,Gold,,2301.5841619791668,2026-02-25T00:48:07.120326Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9608.0,6.0,5,,2026-02-25T00:48:09.350933Z,1133119,1.426,#C C puts meat down,Logistics step involving the movement of an object.,r001,Cooking,silver,Gold,,2322.8600419791665,2026-02-25T00:48:09.350948Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9609.0,6.0,5,,2026-02-25T00:48:12.267591Z,1133120,1.827,#C C puts pot on stove,"Logistics step, moving the pot to the stove.",r001,Cooking,silver,Gold,,2414.219401979167,2026-02-25T00:48:12.267614Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9610.0,6.0,5,,2026-02-25T00:48:20.889384Z,1133121,7.84,#C C puts hand in pot,"Core task involving direct interaction with a cooking vessel, indicating high hand activity.",r001,Cooking,silver,,Skip,2425.902241979167,2026-02-25T00:48:20.889399Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9611.0,6.0,5,,2026-02-25T00:48:26.427815Z,1133122,3.831,#C C breaks #unsure,"[CtxFixed] The current action involves breaking an object, which is a deliberate and purposeful action that can be categorized as an essential operation.",r001,Cooking,silver,,Skip,2437.5609719791664,2026-02-25T00:48:26.427839Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9612.0,6.0,5,,2026-02-25T00:48:29.237349Z,1133123,2.063,#C C lifts butter with both hands,"The action involves picking up an object, which is a logistics step.",r001,Cooking,silver,Gold,,2473.6063513701824,2026-02-25T00:48:29.237373Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9613.0,6.0,5,,2026-02-25T00:48:31.935736Z,1133124,1.295,#C C removes pasta from the box,Logistics step involving picking up and putting down objects.,r001,Cooking,silver,Gold,,2493.087931370182,2026-02-25T00:48:31.935760Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9614.0,6.0,5,,2026-02-25T00:48:34.099142Z,1133125,1.251,#C C breaks pasta with hands,"Core task involving hands, high hand activity.",r001,Cooking,silver,Gold,,2496.0595913701823,2026-02-25T00:48:34.099157Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9615.0,6.0,5,,2026-02-25T00:48:36.502661Z,1133126,1.54,#C C places pasta on other hand,Logistics step involving the transfer of an object.,r001,Cooking,silver,Gold,,2504.7008613701823,2026-02-25T00:48:36.502684Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Stationary,9616.0,6.0,5,,2026-02-25T00:48:39.011191Z,1133127,1.447,#C C holds cooking pot with hand,"Low body/hand motion, holding an object without movement.",r001,Cooking,silver,Gold,,2510.640191370182,2026-02-25T00:48:39.011215Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9617.0,6.0,5,,2026-02-25T00:48:42.468749Z,1133128,1.724,#C C places pasta on the tray,Logistics step involving picking up and placing an object.,r001,Cooking,silver,Gold,,2523.3553513701822,2026-02-25T00:48:42.468772Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9618.0,6.0,5,,2026-02-25T00:48:45.786946Z,1133129,2.244,#C C lifts pasta box from the cooker,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,2541.7776513701824,2026-02-25T00:48:45.786970Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9619.0,6.0,5,,2026-02-25T00:48:49.178499Z,1133130,2.386,#C C picks pasta from the tray,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,2543.9198813701823,2026-02-25T00:48:49.178514Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9620.0,6.0,5,,2026-02-25T00:48:51.591823Z,1133131,1.633,#C C picks meat from the foil,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,2622.5837613701824,2026-02-25T00:48:51.591847Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9621.0,6.0,5,,2026-02-25T00:48:54.519014Z,1133132,2.02,#C C inserts pasta in the meat,Core manual task involving high hand activity.,r001,Cooking,silver,Gold,,2623.5303713701824,2026-02-25T00:48:54.519037Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9622.0,6.0,5,,2026-02-25T00:49:02.443638Z,1133133,2.038,#C C places meat on the foil,Logistics step involving picking up and placing an object.,r001,Cooking,silver,Gold,,2665.7413413701825,2026-02-25T00:49:02.443662Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Stationary,9623.0,6.0,5,,2026-02-25T00:49:06.736197Z,1133134,3.584,#C C touches meat with hand,"Low body/hand motion, likely involves fine motor skills with minimal acceleration.",r001,Cooking,silver,Gold,,2751.742851505121,2026-02-25T00:49:06.736222Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Stationary,9624.0,6.0,5,,2026-02-25T00:49:09.732096Z,1133135,2.044,#C C holds meat with both hands,"Low body/hand motion, holding an object.",r001,Cooking,silver,Gold,,2753.3153515051213,2026-02-25T00:49:09.732111Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9625.0,6.0,5,,2026-02-25T00:49:12.035838Z,1133136,1.543,#C C lifts meat from the tray,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,2804.373901505121,2026-02-25T00:49:12.035861Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9626.0,6.0,5,,2026-02-25T00:49:14.987337Z,1133137,1.6,#C C pours butter on the meat,Core task involving manual dexterity and hand activity.,r001,Cooking,silver,Gold,,2849.220921505121,2026-02-25T00:49:14.987370Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9627.0,6.0,5,,2026-02-25T00:49:17.719468Z,1133138,1.893,#C C wipes chopping board with cloth,Core task involving high hand activity.,r001,Cooking,silver,Gold,,2911.409844838455,2026-02-25T00:49:17.719491Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9628.0,6.0,5,,2026-02-25T00:49:20.068836Z,1133139,1.562,#C C picks marshmallow from the counter top,Logistics step involving picking up an object.,r001,Cooking,silver,Gold,,2926.1021348384547,2026-02-25T00:49:20.068859Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9689.0,6.0,5,,2026-02-25T00:54:19.830390Z,1133140,3.145,#C C moves products aside,Logistics action involving moving objects.,r001,Cooking,silver,Gold,,2938.7308448384547,2026-02-25T00:54:19.830413Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9690.0,6.0,5,,2026-02-25T00:54:24.047993Z,1133141,3.171,#C C pours marshmallow on the cooking pot,"Core task involving manipulation, high hand activity.",r001,Cooking,silver,Gold,,2980.9517648384544,2026-02-25T00:54:24.048016Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9691.0,6.0,5,,2026-02-25T00:54:26.282537Z,1133142,1.354,#C C places weighing cup on the counter top,Logistics step involving placing an object.,r001,Cooking,silver,Gold,,2982.2370948384546,2026-02-25T00:54:26.282561Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9692.0,6.0,5,,2026-02-25T00:54:28.724050Z,1133143,1.445,#C C moves marshmallow packet,"Moving an object (marshmallow packet), involves picking up and/or putting down.",r001,Cooking,silver,Gold,,3000.1574186000003,2026-02-25T00:54:28.724073Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Stationary,9693.0,6.0,5,,2026-02-25T00:54:31.867887Z,1133144,2.166,#C C touches marshmallow packet,"Low body/hand motion, likely a brief touch or inspection.",r001,Cooking,silver,Gold,,3114.7982186000004,2026-02-25T00:54:31.867909Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9694.0,6.0,5,,2026-02-25T00:54:33.968580Z,1133145,1.24,#C C stirs the marshmallow in the cooking pot,Core task involving high hand activity.,r001,Cooking,silver,Gold,,3142.1013886,2026-02-25T00:54:33.968605Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9695.0,6.0,5,,2026-02-25T00:54:42.595803Z,1133146,6.174,#C C picks vanilla packets,"Logistics step, picking up an object.",r001,Cooking,silver,Gold,,3327.0256886,2026-02-25T00:54:42.595825Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9696.0,6.0,5,,2026-02-25T00:54:44.998334Z,1133147,1.237,#C C mixes the mixture in the cooking pot,Core task involving high hand activity.,r001,Cooking,silver,Gold,,3342.2896486000004,2026-02-25T00:54:44.998358Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9697.0,6.0,5,Essential Operation,2026-02-25T00:54:48.024575Z,1133148,5.377,#C C puts the rice in the mixture,Logistics step involving the placement of an object.,r001,Cooking,silver,Gold,,3394.3801286000003,2026-02-25T00:54:53.896556Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Object Transfer,9698.0,6.0,5,,2026-02-25T00:54:57.463406Z,1133149,2.007,#C C open the packet,Logistics/Setup step involving opening an object.,r001,Cooking,silver,Gold,,3493.7466986000004,2026-02-25T00:54:57.463430Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9699.0,6.0,5,,2026-02-25T00:55:00.581324Z,1133150,1.217,#C C spreads the margarine,Core task involving high hand activity.,r001,Cooking,silver,Gold,,3559.0781519569337,2026-02-25T00:55:00.581349Z,59867cc2-3e1f-4dea-b4d7-dbaf55982e72
Essential Operation,9700.0,6.0,5,,2026-02-25T00:55:03.019883Z,1133151,1.283,#c c cuts cable with knife,Core manual task involving high hand activity.,r001,Carpentry,silver,Gold,,98.50586,2026-02-25T00:55:03.019908Z,599037f1-5825-4315-a75d-9a50d16959b5
Essential Operation,9701.0,6.0,5,,2026-02-25T00:55:05.585861Z,1133152,1.632,#c c cuts the cable around,Core task involving manual operation with high hand activity.,r001,Carpentry,silver,Gold,,142.82993,2026-02-25T00:55:05.585884Z,599037f1-5825-4315-a75d-9a50d16959b5
Stationary,9702.0,6.0,5,Essential Operation,2026-02-25T00:55:10.742303Z,1133153,4.298,#c c wipes the cable,"Low body/hand motion, wiping is a smooth motion that does not involve high acceleration.",r001,Carpentry,silver,Bad,,203.56568,2026-02-25T00:55:10.742316Z,599037f1-5825-4315-a75d-9a50d16959b5
Essential Operation,9703.0,6.0,5,,2026-02-25T00:55:13.535661Z,1133154,1.952,#C C adjusts the piece of wood with his left hand,Core manual task involving fine hand movements.,r001,Carpentry,silver,Gold,,184.5359596,2026-02-25T00:55:13.535685Z,5d511be2-5a9a-4776-ad5e-c0e3a00dfb07
Locomotion,9704.0,6.0,5,Object Transfer,2026-02-25T00:55:19.532389Z,1133155,5.149,#C C carries the wood away from the cutting machine,"Body moving through space with the wood, indicating movement.",r001,Carpentry,silver,Bad,,267.9393496,2026-02-25T00:55:19.532412Z,5d511be2-5a9a-4776-ad5e-c0e3a00dfb07
Essential Operation,9705.0,6.0,5,,2026-02-25T00:55:22.080570Z,1133156,1.71,#C C tightens the clamp to the wood planks,Core manual task involving high hand activity.,r001,Carpentry,silver,Gold,,292.2249809546634,2026-02-25T00:55:22.080593Z,5d511be2-5a9a-4776-ad5e-c0e3a00dfb07
Object Transfer,9706.0,6.0,5,,2026-02-25T00:55:25.398231Z,1133157,2.248,#C C picks the clamp from the wood planks,Logistics/Setup step involving picking up an object.,r001,Carpentry,silver,Gold,,300.0144909546634,2026-02-25T00:55:25.398257Z,5d511be2-5a9a-4776-ad5e-c0e3a00dfb07
Stationary,9707.0,6.0,5,,2026-02-25T00:55:27.763530Z,1133158,1.592,#O person S holds a blue paper.,Holding an object without movement.,r001,Cooking,silver,Gold,,30.084138600000003,2026-02-25T00:55:27.763544Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Object Transfer,9708.0,6.0,5,,2026-02-25T00:55:30.187385Z,1133159,1.582,#O person P touches the container.,Logistics/Setup step involving interaction with an object.,r001,Cooking,silver,Gold,,54.4487186,2026-02-25T00:55:30.187409Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Search,9709.0,6.0,5,Stationary,2026-02-25T00:55:41.591518Z,1133160,4.673,#O person B touches S's head.,"Implication of head contact and visual interaction, likely involves head movement.",r001,Cooking,silver,Bad,,65.7384086,2026-02-25T00:55:41.591533Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Object Transfer,9710.0,6.0,5,,2026-02-25T00:55:48.417259Z,1133161,1.304,#C C puts cake on the chopping board.,Logistics step involving picking up and placing an object.,r001,Cooking,silver,Gold,,98.5125486,2026-02-25T00:55:48.417284Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Object Transfer,9711.0,6.0,5,,2026-02-25T00:55:51.266568Z,1133162,5.447,#C C a box from the cabinet.,Logistics step involving moving an object.,r001,Cooking,silver,,Skip,175.2052286,2026-02-25T00:55:55.248839Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Stationary,9712.0,6.0,5,,2026-02-25T00:55:57.460554Z,1133163,1.457,#O person B scratches the head.,"Low body/hand motion, indicating a stationary action.",r001,Cooking,silver,Gold,,322.6446386,2026-02-25T00:55:57.460579Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Essential Operation,9713.0,6.0,5,,2026-02-25T00:56:00.543944Z,1133164,2.209,#C C clean the knife.,"Core task involving manual cleaning, high hand activity.",r001,Cooking,silver,Gold,,374.1779886000001,2026-02-25T00:56:00.543968Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Essential Operation,9714.0,6.0,5,,2026-02-25T00:56:02.979355Z,1133165,1.61,#C C cuts the cake.,"Core task, high hand activity.",r001,Cooking,silver,Gold,,385.2520086,2026-02-25T00:56:02.979378Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Stationary,9715.0,6.0,5,,2026-02-25T00:56:05.630768Z,1133166,1.56,#C C holds butter on the table.,"Low body/hand motion, holding an object without moving.",r001,Cooking,silver,Gold,,489.3824386,2026-02-25T00:56:05.630792Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Stationary,9716.0,6.0,5,,2026-02-25T00:56:07.915095Z,1133167,1.495,#O person R adjusts the hair.,Adjusting hair involves minimal movement and is generally a stationary activity.,r001,Cooking,silver,Gold,,504.4840786,2026-02-25T00:56:07.915119Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Object Transfer,9629.0,6.0,5,,2026-02-25T00:49:22.970495Z,1133168,1.631,#C C puts cake on the plate.,Logistics step involving picking up and placing the cake.,r001,Cooking,silver,Gold,,663.2728152666667,2026-02-25T00:49:22.970519Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Essential Operation,9630.0,6.0,5,,2026-02-25T00:49:25.688664Z,1133169,1.924,#C C spreads blue band on the cake.,Core task involving high hand activity.,r001,Cooking,silver,Gold,,670.7167252666667,2026-02-25T00:49:25.688688Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Essential Operation,9631.0,6.0,5,,2026-02-25T00:49:30.091022Z,1133170,3.407,#C C scoops blue band.,Core task involving high hand activity.,r001,Cooking,silver,Gold,,680.0990452666667,2026-02-25T00:49:30.091046Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Stationary,9632.0,6.0,5,,2026-02-25T00:49:34.501914Z,1133171,3.606,#O person R plays with P.,"Low body/hand motion, implies idle or playful interaction without significant movement.",r001,Cooking,silver,Gold,,683.0957452666667,2026-02-25T00:49:34.501937Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Object Transfer,9633.0,6.0,5,,2026-02-25T00:49:36.835807Z,1133172,1.585,#O person P takes the cake.,Logistics step involving picking up the cake.,r001,Cooking,silver,Gold,,689.6717552666667,2026-02-25T00:49:36.835830Z,5ed59c41-af9e-4368-a0ce-30d536d34895
Stationary,9634.0,6.0,5,Object Transfer,2026-02-25T00:49:43.099577Z,1133173,5.328,#O person S swings the chair.,Swinging a chair while stationary indicates low overall body motion.,r001,Cooking,silver,Bad,,738.1957652666667,2026-02-25T00:49:43.099601Z,5ed59c41-af9e-4368-a0ce-30d536d34895
