batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,60.8652,#C C moves a trolley around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, likely involves pushing a trolley which is a form of movement."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,64.4976,#C C turns right,Walking Outdoors,Locomotion,Turning right while moving through space involves body movement.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,66.01143,#C C moves a trolley around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, likely involves pushing a trolley which indicates movement."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,70.19514,#C C opens the door,Walking Outdoors,Object Transfer,"The action involves opening a door, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,74.84168,#C C moves a trolley around the building,Walking Outdoors,Locomotion,"Body moving through space (moving a trolley), high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,111.88892,#C C turns right,Walking Outdoors,Locomotion,Turning while moving indicates a change in direction during locomotion.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,114.33658,#C C moves a trolley around the building,Walking Outdoors,Locomotion,"Body moving through space (pushing a trolley), high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,136.10588,#C C turns left,Walking Outdoors,Locomotion,Turning while walking involves significant body movement.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,138.52922,#C C moves a trolley around the building,Walking Outdoors,Locomotion,"Body moving through space with a trolley, high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,147.75257,#C C presses a button,Walking Outdoors,Stationary,Pressing a button is a brief action with minimal body movement.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,148.63204,#C C looks around,Walking Outdoors,Search,"Head movement (visual search), hands mostly still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,154.89494,#C C walks around the building,Walking Outdoors,Locomotion,"Body moving through space, high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,162.79207,#C C moves a trolley into the lift,Walking Outdoors,Object Transfer,Logistics step involving moving an object (trolley).
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,167.28838,#C C presses a button,Walking Outdoors,Stationary,Pressing a button is a brief action with minimal body movement.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,173.52414,#C C looks around,Walking Outdoors,Search,"Head movement (visual search), hands mostly still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,189.11312,#C C pushes a trolley out of the lift,Walking Outdoors,Locomotion,"Body moving through space (walking), pushing an object."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,192.55298,#C C moves a trolley around the building,Walking Outdoors,Locomotion,"Body moving through space, likely involves walking or pushing the trolley which indicates movement through an environment."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,238.82858,#C C stops the trolley,Walking Outdoors,Stationary,"The action indicates a pause or halt, suggesting low energy and motion."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,243.40103,#C C looks around,Walking Outdoors,Search,"Head movement (looking around), hands mostly still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,248.84799,#C C walks around the building,Walking Outdoors,Locomotion,"Body moving through space, high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,250.09571,#C C opens the door,Walking Outdoors,Object Transfer,Opening a door is a logistics step involving a specific action with the hand.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,254.02849,#C C pulls a trolley,Walking Outdoors,Locomotion,"Body moving through space while pulling an object, involves high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,255.75205,#C C pushes a trolley,Walking Outdoors,Locomotion,Body moving through space while performing a locomotive action (pushing a trolley).
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,265.32877,#C C turns right,Walking Outdoors,Locomotion,Turning while moving through space indicates locomotion.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,280.29005,#C C moves a trolley around the building,Walking Outdoors,Locomotion,"Body moving through space, likely involves walking or moving the trolley which indicates high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,297.1521,#C C drops a trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping a trolley is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,299.68018,#C C operates his phone,Walking Outdoors,Stationary,"Low body/hand motion, likely involves holding and operating a device."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,304.75088,#C C looks around,Walking Outdoors,Search,"Head movement (visual search), hands mostly still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,310.39055,#C C holds a glove,Walking Outdoors,Object Transfer,Logistics step of holding an object.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,315.08513,#C C picks a bottle of #unsure,Walking Outdoors,Object Transfer,Logistics step involving picking up an object.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,316.43878,#C C sprays #unsure in her hands,Walking Outdoors,Essential Operation,"The action involves applying a substance, which is a core manual task with high hand activity."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,317.71874,#C C drops a bottle on the trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action involves deliberately placing the bottle onto the trolley, which fits the criteria for Object Transfer."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,318.59802,#C C rubs his hands,Walking Outdoors,Stationary,"Low body/hand motion, likely a pause in movement."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,320.54958,#C C picks a bottle,Walking Outdoors,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,321.55846,#C C hangs a bottle on the trolley,Walking Outdoors,Object Transfer,"The action involves picking up and placing an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,323.75061,#C C holds gloves,Walking Outdoors,Stationary,"Holding an object with hands while stationary, low body/hand motion."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,325.23083,#C C stretches' gloves,Walking Outdoors,Stationary,"The action of stretching gloves is a low-energy activity, likely performed while standing still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,330.74947,#C C wears gloves,Walking Outdoors,Stationary,The action of putting on gloves is a static activity with minimal body movement.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,335.98058000000003,#C C stretches gloves,Walking Outdoors,Stationary,The action of stretching gloves is a preparatory motion that does not involve significant movement through space.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,341.10054,#C C wears gloves,Walking Outdoors,Stationary,The action of putting on gloves is a preparatory motion that does not involve significant body movement.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,346.05267000000003,#C C opens a door,Walking Outdoors,Object Transfer,"Action involves opening a door, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,350.81198,#C C picks #unsure,Walking Outdoors,Locomotion,"Body moving through space, likely picking up pace or starting to walk."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,358.55581,#C C close the door,Walking Outdoors,Object Transfer,"The action involves closing a door, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,360.15524,#C C pulls a trolley,Walking Outdoors,Locomotion,"Body moving through space while pulling an object, indicating a form of locomotion."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,362.98799,#C C opens the door,Walking Outdoors,Object Transfer,"The action involves opening a door, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,368.49376,#C C picks seedlings,Walking Outdoors,Object Transfer,"Logistics action of picking up seedlings, involves short bursts of hand acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,370.91031,#C C carries seedlings,Walking Outdoors,Locomotion,"Body moving through space while carrying an object, high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,375.05337,#C C drops seedlings on the,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping the seedlings onto a surface appears to be a deliberate placement, which fits the 'Object Transfer' category."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,379.45324,#C C picks seedlings,Walking Outdoors,Object Transfer,Logistics step involving picking up seedlings.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,385.72628,#C C puts seedlings in a trolley,Walking Outdoors,Object Transfer,"The action involves picking up and placing seedlings, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,392.26969,#C C closes the door,Walking Outdoors,Stationary,Closing the door is a brief action followed by likely inactivity.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,394.25362,#C C pushes the trolley around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking or pushing an object while moving."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,438.83645,#C C pulls a trolley,Walking Outdoors,Locomotion,"Body moving through space while pulling an object, indicating movement and activity."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,441.0029,#C C pushes a trolley around the building,Walking Outdoors,Locomotion,"Body moving through space, likely involves walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,490.60056,#C C turns left,Walking Outdoors,Locomotion,"Turning while moving, indicative of body movement through space."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,493.53254,#C C presses a lift,Walking Outdoors,Object Transfer,"The action involves pressing a lift button, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,498.80457,#C C pushes a trolley in the lift,Walking Outdoors,Locomotion,"Movement through space, involving body motion and potential acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,528.20326,#C C pushes a trolley out of the lift,Walking Outdoors,Locomotion,Body moving through space (pushing a trolley while walking).
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,535.07468,#C C pushes a trolley around the building,Walking Outdoors,Locomotion,"Body moving through space while pushing an object, indicative of walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,413.41585,#C C turns right,Walking Outdoors,Locomotion,Turning while moving through space.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,417.36228,#C C pushes the trolley around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, likely involves walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,433.53213,#C C does #unsure,Walking Outdoors,Locomotion,"Body moving through space, likely walking or moving outdoors."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,428.3576,#C C leaves a trolley,Walking Outdoors,Locomotion,"The action indicates movement, likely starting to walk away from the trolley."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,436.14011,#C C holds on the door,Walking Outdoors,Locomotion,The action is part of the process of moving through space (opening a door to go out).
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,438.81977,#C C opens the door,Walking Outdoors,Object Transfer,Logistics action of opening a door.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,568.37694,#C C turns left,Walking Outdoors,Locomotion,Turning while moving through space.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,570.99268,#C C moves the trolley around the building,Walking Outdoors,Locomotion,"Body moving through space (moving the trolley), high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,582.89663,#C C turns right,Walking Outdoors,Locomotion,"Turning while moving through space, involves body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,584.19993,#C C moves the trolley around the building,Walking Outdoors,Locomotion,"Body moving through space (moving the trolley), high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,624.06603,#C C opens the door,Walking Outdoors,Object Transfer,"Action involves opening a door, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,626.29748,#C C holds #unsure,Walking Outdoors,Stationary,"The action 'C holds' does not indicate movement, suggesting a stationary state."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,628.01766,#C C moves the trolley around the building,Walking Outdoors,Locomotion,"Body moving through space, likely involves walking or pushing the trolley which results in high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,649.01599,#C C looks around,Walking Outdoors,Search,"Head movement (visual search), hands mostly still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,652.12738,#C C wears gloves,Walking Outdoors,Stationary,The action of putting on gloves is a preparatory step and does not involve significant body movement.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,656.61532,#C C cleans the countertop,Walking Outdoors,Essential Operation,"Core manual task, high hand activity."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,657.7106200000001,#C C drops a book on the box,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping a book onto a box can be interpreted as a deliberate placement of the object, which fits the definition of 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,659.6786500000001,#C C cleans the countertop,Walking Outdoors,Essential Operation,Core task involving high hand activity.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,667.76648,#C C walks around the room,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking which involves high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,673.23893,#C C cleans the surfaces,Walking Outdoors,Essential Operation,"Core task, high hand activity."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,679.0385,#C C drops a bottle won the countertop,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping a bottle onto the countertop can be interpreted as a deliberate placement of the object, even if it was dropped unintentionally. Therefore, it is classified as 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,680.93419,#C C walks around the building,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,685.05551,#C C holds seedlings,Walking Outdoors,Object Transfer,"Action involves picking up or holding an object, indicating logistics or setup."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,686.98718,#C C places seedlings on the countertop,Walking Outdoors,Object Transfer,"The action involves placing seedlings, which is a logistics step involving picking up and putting down objects."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,690.47383,#C C places seedlings on the countertop,Walking Outdoors,Object Transfer,Logistics step involving picking up and putting down objects.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,699.15903,#C C picks a bottle,Walking Outdoors,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,700.54242,#C C cleans the countertop,Walking Outdoors,Essential Operation,"Core task, high hand activity."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,702.7111600000001,#C C drops trash,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping trash can be considered a deliberate placement of an object onto a surface, which fits the definition of 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,704.32601,#C C walks around the building,Walking Outdoors,Locomotion,"Body moving through space, consistent with walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,711.5536099999999,#C C picks #unsure,Walking Outdoors,Locomotion,Picking up an item while moving through space suggests a locomotion action.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,713.57963,#C C walks around the building,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,719.46273,#C C picks a tin,Walking Outdoors,Object Transfer,Logistics action of picking an object.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,722.26116,#C C drops a tin on the countertop,Walking Outdoors,Object Transfer,Refined via regex fallback
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,725.1650999999999,#C C walks around the building,Walking Outdoors,Locomotion,"Body moving through space, characteristic of walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,730.9318000000001,#C C holds a touch,Walking Outdoors,Stationary,The action implies a pause or interaction which is likely to have low body/hand motion.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,738.0835,#C C holds a seedling tin,Walking Outdoors,Object Transfer,"The action involves holding an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,739.8751,#C C picks seedlings,Walking Outdoors,Object Transfer,Logistics step of picking up objects.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,742.99434,#C C puts seedlings on a trolley,Walking Outdoors,Object Transfer,"Logistics step of placing seedlings, short burst of hand activity."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,746.5188,#C C moves the trolley around the building,Walking Outdoors,Locomotion,"Body moving through space, likely involves walking or pushing the trolley which indicates movement."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,757.68633,#C C turns right,Walking Outdoors,Locomotion,"Turning while moving, involves body motion."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,760.42436,#C C moves the trolley around the building,Walking Outdoors,Locomotion,"Body moving through space (trolley movement), high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,766.74307,#C C opens the door,Walking Outdoors,Object Transfer,"Logistics action of opening a door, involves short bursts of hand activity."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,771.91299,#C C pulls the trolley in a room,Walking Outdoors,Locomotion,"Body moving through space while pulling an object, indicating movement."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,782.23748,#C C drops a touch on the counter top,Walking Outdoors,Object Transfer,Refined via regex fallback
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,785.92794,#C C picks seedlings,Walking Outdoors,Object Transfer,"The action involves picking up seedlings, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,788.17552,#C C turns seedlings,Walking Outdoors,Essential Operation,"Core task involving high hand activity, such as handling seedlings."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,790.57412,#C C picks seedlings,Walking Outdoors,Object Transfer,Logistics step involving picking up seedlings.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,792.02964,#C C drops seedlings on the trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping the seedlings onto the trolley indicates a deliberate placement of the object onto a surface, which fits the definition of Object Transfer."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,794.24801,#C C picks seedlings,Walking Outdoors,Object Transfer,"Logistics step of picking up objects, short bursts of hand acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,795.19825,#C C places seedlings on the trolley,Walking Outdoors,Object Transfer,"Logistics step, placing objects on a surface."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,798.06996,#C C picks seedlings,Walking Outdoors,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,799.80994,#C C places seedlings on the trolley,Walking Outdoors,Object Transfer,"Logistics step of placing items, short bursts of hand activity."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,801.0007,#C C picks seedlings,Walking Outdoors,Object Transfer,"The action involves picking up seedlings, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,803.34366,#C C drops seedlings on the trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping the seedlings onto the trolley appears to be a deliberate placement, which fits the definition of an Object Transfer."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,805.5911100000001,#C C picks seedlings,Walking Outdoors,Object Transfer,"The action involves picking up objects, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,808.703,#C C drops seedlings on the trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping the seedlings onto the trolley appears to be a deliberate placement, which fits the definition of 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,810.59078,#C C picks seedlings,Walking Outdoors,Object Transfer,Logistics step involving picking up seedlings.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,812.35852,#C C drops seedlings on the trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping the seedlings onto the trolley appears to be a deliberate placement, which fits the definition of 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,813.99891,#C C picks seedlings,Walking Outdoors,Object Transfer,"The action involves picking up seedlings, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,815.3070399999999,#C C drops seedlings on the trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action involves deliberately placing the seedlings onto the trolley, which fits the definition of Object Transfer."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,816.8301799999999,#C C picks seedlings,Walking Outdoors,Object Transfer,Logistics action of picking up seedlings.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,818.70949,#C C turns a flower vase,Walking Outdoors,Object Transfer,"The action involves picking up and turning an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,819.90291,#C C drops seedlings on the trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping the seedlings onto the trolley appears to be a deliberate placement, which fits the 'Object Transfer' category."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,822.0538300000001,#C C holds seedlings,Walking Outdoors,Object Transfer,"The action involves holding seedlings, which is a logistics step involving the pickup or transfer of an object."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,824.8050499999999,#C C picks a torch,Walking Outdoors,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,825.57713,#C C picks a torch,Walking Outdoors,Object Transfer,Logistics action of picking up an object.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,828.03195,#C C puts off the lights,Walking Outdoors,Stationary,"Low body/hand motion, action is momentary and not involving movement through space."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,830.9029,#C C walks around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,833.23827,#C C torches the seedlings,Walking Outdoors,Essential Operation,"[CtxFixed] The action of torching the seedlings is a deliberate and purposeful action, likely part of a gardening or scientific experiment, which falls under the category of Essential Operation."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,845.66245,#C C torches the seedlings,Walking Outdoors,Essential Operation,"[CtxFixed] The action of torching seedlings appears to be a deliberate and necessary task in the context of a laboratory, likely related to plant care or experimental procedures."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,890.52946,#C C walks around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,898.4080799999999,#C C drops a torch on the trolley,Walking Outdoors,Object Transfer,"[CtxFixed] The action involves deliberately placing the torch onto the trolley, which fits the criteria for Object Transfer."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,903.9523,#C C looks around,Walking Outdoors,Search,"Head movement (visual search), hands mostly still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,908.14377,#C C pulls the trolley outside the laboratory,Walking Outdoors,Locomotion,Body moving through space (pulling and moving the trolley).
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,913.46143,#C C pushes the trolley around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, likely involves walking or pushing an object while moving."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,940.40683,#C C turns right,Walking Outdoors,Locomotion,Turning while walking involves body movement through space.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,946.85256,#C C turns around,Walking Outdoors,Locomotion,Turning around while moving involves body rotation and movement through space.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,950.94878,#C C holds a trolley,Walking Outdoors,Locomotion,"The action involves movement while holding an object, suggesting the person is still in a locomotive state."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,952.80519,#C C walks around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,956.2287,#C C walks into a room,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,957.81529,#C C looks around,Walking Outdoors,Search,"Head movement (visual search), hands mostly still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,959.46335,#C C puts on the light,Walking Outdoors,Stationary,"Putting on a light is a low-energy action, likely done while standing still."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,961.46604,#C C walks around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,966.55439,#C C opens the door,Walking Outdoors,Object Transfer,"The action involves opening a door, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,969.8046,#C C picks a mortar,Walking Outdoors,Object Transfer,Logistics action of picking an object.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,972.62225,#C C picks a mortar,Walking Outdoors,Essential Operation,Picking a mortar is a core manual task involving high hand activity.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,970.42081,#C C passes a mortar to the right hand,Walking Outdoors,Object Transfer,"The action involves passing an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,974.48537,#C C drops a mortar,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping a mortar is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,975.55623,#C C picks a mortar,Walking Outdoors,Object Transfer,Logistics step of picking up an object.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,976.44443,#C C holds a mortar,Walking Outdoors,Stationary,Holding an object with hands while likely standing or in a stationary position.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,978.49918,#C C picks a mortar,Walking Outdoors,Object Transfer,"Logistics step, picking up an object."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,979.7217,#C C drops a mortar,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping a mortar is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,980.68213,#C C picks a mortar,Walking Outdoors,Object Transfer,Logistics action of picking up an object.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,985.46553,#C C picks a mortar,Walking Outdoors,Object Transfer,Logistics step of picking up an object.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,981.21248,#C C passes a mortar to the right hand,Walking Outdoors,Object Transfer,Transfer of an object from one hand to the other.
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,986.7458,#C C drops a mortar,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping a mortar is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,988.27394,#C C picks a mortar,Walking Outdoors,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,988.98642,#C C drops a mortar,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping the mortar is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,990.05858,#C C picks a mortar,Walking Outdoors,Object Transfer,"Picking up an object, involves short bursts of hand acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,992.18647,#C C walks around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking which involves high body acceleration."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,994.13795,#C C pushes a trolley around the laboratory,Walking Outdoors,Locomotion,"Body moving through space while pushing an object, indicative of walking or moving around."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,997.05743,#C C walks around the laboratory,Walking Outdoors,Locomotion,"Body moving through space, involves walking."
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,1007.13342,#C C drops a mortar on the countertop,Walking Outdoors,Object Transfer,Refined via regex fallback
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,1008.41319,#C C picks a mortar,Walking Outdoors,Object Transfer,Logistics/Setup step (picking up an object).
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,1009.17344,#C C drops a mortar on the countertop,Walking Outdoors,Object Transfer,Refined via regex fallback
0,7c420d19-88b4-4092-bef1-a9bb99bbe308,1010.15688,#C C picks a mortar,Walking Outdoors,Object Transfer,Logistics step of picking up an object.
