video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
4705aeac-ccbd-4463-8bb0-36120e5a382e,192.0099996,#C C passes the sand paper to the other hand.,Mechanical Repair,Object Transfer,"Passing an object, short bursts of hand acceleration.",silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,192.5613196,#C C smooths the pole of the wooden fence with the sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,206.8439996,#C C passes the sand paper to the other hand.,Mechanical Repair,Object Transfer,"Passing an object from one hand to the other, logistics step.",silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,208.2349996,#C C smooths the pole of the wooden fence with the sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,214.0625696,#C C adjusts the sand paper with the other hand.,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,215.0932896,#C C smooths the pole of the wooden fence with the sand paper.,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,230.4355196,#C C passes the sand paper to the other hand.,Mechanical Repair,Object Transfer,"Passing an object, involves short bursts of hand activity.",silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,231.2817596,#C C smooths the pole of the wooden fence with the sand paper.,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,234.7009996,#C C folds the sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,237.1491196,#C C smooths the pole of the wooden fence with the sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,249.5323096,#C C folds the sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,250.8947996,#C C smooths the pole of the wooden fence with the sand paper.,Mechanical Repair,Essential Operation,Core task involving manual operation with high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,268.4141796,#C C folds the sand paper by pressing it on the pole.,Mechanical Repair,Essential Operation,Core manual task involving hand manipulation.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,269.9823996,#C C smooths the pole of the wooden fence with the sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,286.1112009546634,#C C passes the sand paper to the other hand.,Mechanical Repair,Object Transfer,Logistics step involving the transfer of an object (sand paper).,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,287.6147309546634,#C C folds the sand paper by pressing it on the pole on the wooden fence.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,288.6691409546634,#C C smooths the pole of the fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,295.7800409546634,#C C passes the sand paper to the other hand.,Mechanical Repair,Object Transfer,Logistics step involving the transfer of an object (sand paper).,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,296.8329709546634,#C C smooths the pole of the fence with sand paper.,Mechanical Repair,Essential Operation,Core task involving manual operation with high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,298.0749709546634,#C C unfolds the sand paper with both hands.,Mechanical Repair,Object Transfer,"The action involves picking up and unfolding an object, which is a logistics step.",silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,304.2769709546634,#C C smooths the pole of the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,317.3599609546634,#C C folds the sand paper by pressing it on the pole on the fence.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,320.7193409546634,#C C smooths the pole of the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,337.4275409546634,#C C folds the sand paper with both hands.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,340.1265809546634,#C C smooths the pole of the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,351.3388609546634,#C C bends over the wooden fence.,Mechanical Repair,Locomotion,"Body movement, specifically a change in posture (bending over).",silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,351.9668109546634,#C C smooths the pole of the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,357.9302209546634,#C C smooths the pole of the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,364.7552309546634,#C C turns the sand paper with other hand.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,366.2555009546634,#C C smooths the pole of the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,376.38235095466337,#C C folds the sand paper with both hands.,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,380.6999709546634,#C C smooths the pole of the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,393.4509709546634,#C C smooths the pole of the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,404.4946009546634,#C C smooths the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core task involving manual activity with high hand acceleration.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,407.4664109546634,#C C stands upright.,Mechanical Repair,Stationary,"Low body/hand motion, indicating a pause or idle state.",silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,409.6945909546634,#C C folds the sand paper with both hands.,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,410.8058709546634,#C C smooths the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,421.5829709546634,#C C turns the sand paper with both hands.,Mechanical Repair,Essential Operation,"High hand activity, core task involving manual operation.",silver
4705aeac-ccbd-4463-8bb0-36120e5a382e,422.8036809546634,#C C smooths the wooden fence with sand paper.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,1.1392986,#C C picks books on a shelf,Mechanical Repair,Object Transfer,Logistics action involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,5.7800786,#C C puts books on a table,Mechanical Repair,Object Transfer,Logistics step of placing items.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,6.0472786,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,6.8820886,#C C wipes the books,Mechanical Repair,Essential Operation,Core task involving manual activity with hands.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,7.7032686,#C C straightens the books,Mechanical Repair,Stationary,The action of straightening books involves minimal movement and can be considered a low-energy activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,8.3552486,#C C wipes the books,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,9.4479386,#C C puts books on a table,Mechanical Repair,Object Transfer,Logistics step involving placing objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,10.5005486,#C C wipes the books,Mechanical Repair,Essential Operation,Core task involving manual activity with the hands.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,23.3869486,#C C puts a book on a pile of books,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,23.9748786,#C C picks books on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,25.4818086,#C C picks a maker on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,26.5624786,#C C puts books on a shelf,Mechanical Repair,Object Transfer,Logistics step involving placing objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,26.924698600000003,#C C puts a maker in a tin,Mechanical Repair,Object Transfer,Logistics/Setup step (placing an object).,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,27.7558986,#C C picks a paper sticker on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,29.6675386,#C C puts a paper sticker on a table,Mechanical Repair,Stationary,Putting a paper sticker involves minimal body or hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,30.5919386,#C C picks files on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,33.0888986,#C C puts files on a table,Mechanical Repair,Object Transfer,"Logistics/Setup step, putting objects in place.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,33.9174686,#C C picks books on a table,Mechanical Repair,Object Transfer,Logistics step of picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,34.9243886,#C C puts books on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up and placing objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,36.3027886,#C C picks files on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,38.3609886,#C C puts files on a table,Mechanical Repair,Object Transfer,"Logistics step of placing items, short bursts of hand activity.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,39.3251086,#C C picks files on a shelf,Mechanical Repair,Object Transfer,Logistics step of picking up items.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,42.6192886,#C C puts files on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up and placing objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,43.5890886,#C C picks books on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,46.3732486,#C C puts books on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up and placing books.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,47.8616386,#C C picks books on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,50.7254286,#C C puts books on a table,Mechanical Repair,Object Transfer,Logistics step of placing objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,52.2019886,#C C picks books on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,54.7433986,#C C puts books on a table,Mechanical Repair,Object Transfer,Logistics step of placing objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,55.9954586,#C C picks files on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,60.0716586,#C C puts files on a table,Mechanical Repair,Object Transfer,Logistics step involving the placement of items.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,61.0822286,#C C picks a book on a shelf,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,62.0210686,#C C puts a book on a table,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,63.6475086,#C C picks a towel on a table,Mechanical Repair,Object Transfer,"Logistics/Setup step, picking up an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,64.61982859999999,#C C wipes on a shelf,Mechanical Repair,Essential Operation,Core task involving manual activity with the hands.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,80.5269386,#C C picks a charger on a shelf,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,86.6716686,#C C puts a charger on a chair,Mechanical Repair,Object Transfer,Logistics step of placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,89.4410386,#C C wipes on a shelf,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,92.8547286,#C C moves a file on a shelf,Mechanical Repair,Object Transfer,Moving an object (file) from one location to another.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,93.3323186,#C C wipes on a shelf,Mechanical Repair,Essential Operation,Core task involving manual activity with hands.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,95.5750586,#C C arranges a file on a shelf,Mechanical Repair,Object Transfer,Logistics step involving moving an object to a specific location.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,97.1650886,#C C wipes on a shelf,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,98.3418986,#C C picks a file on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,99.7881386,#C C puts a file on a table,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,100.8461186,#C C wipes on a shelf,Mechanical Repair,Essential Operation,Core manual task involving hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,103.3370486,#C C picks a file on a shelf,Mechanical Repair,Object Transfer,"Logistics/Setup step, picking up an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,105.2450886,#C C puts a file on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up and putting down an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,106.3197186,#C C wipes on a shelf,Mechanical Repair,Essential Operation,Core manual task involving hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,110.1104986,#C C moves files on a shelf,Mechanical Repair,Object Transfer,"Logistics of moving items, short bursts of hand activity.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,111.7772586,#C C wipes on a shelf,Mechanical Repair,Essential Operation,Core manual task involving hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,120.3090586,#C C puts a stick on a table,Mechanical Repair,Object Transfer,"The action involves placing an object, which is a logistics step.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,122.2224386,#C C arranges files on a shelf,Mechanical Repair,Object Transfer,Logistics step involving moving objects to a specific location.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,126.1047186,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,126.9664786,#C C wipes on a file,Mechanical Repair,Essential Operation,Core task involving manual dexterity and focused hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,130.4781386,#C C turns a file,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,131.29739859999998,#C C wipes on a file,Mechanical Repair,Essential Operation,"Core task involving manual labor, high hand activity.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,132.7530986,#C C puts a towel on a table,Mechanical Repair,Object Transfer,"Logistics step, moving the towel to a specific location.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,133.0171686,#C C picks a file on a table,Mechanical Repair,Object Transfer,"Picking up an object from a surface, logistics step.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,134.5532586,#C C puts a file on a shelf,Mechanical Repair,Object Transfer,Logistics step involving the placement of an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,145.7490886,#C C arranges a file on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up and placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,152.00368859999998,#C C picks a file on a table,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,155.8542886,#C C puts a file on a shelf,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,163.58481859999998,#C C arranges a file on a shelf,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,167.90153859999998,#C C straightens a sweater,Mechanical Repair,Stationary,"Low body/hand motion, likely adjusting clothing while stationary.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,168.6878286,#C C picks a book on a table,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,169.43958859999998,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,170.39526859999998,#C C wipes on a file,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,174.43332859999998,#C C turns a file,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,175.2033086,#C C wipes on a file,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,177.2655486,#C C puts a file on a shelf,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,182.7956586,#C C wipes on a file,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,183.4654586,#C C puts a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up and placing the towel.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,183.7876986,#C C picks a file on a table,Mechanical Repair,Object Transfer,Picking up an object from a surface.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,185.2733286,#C C arranges papers in a file,Mechanical Repair,Stationary,"Low body/hand motion, arranging papers is a subtle action.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,187.4356886,#C C opens a file,Mechanical Repair,Stationary,"Opening a file is a low-energy action, likely involving minimal body movement.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,188.1708986,#C C arranges papers in a file,Mechanical Repair,Stationary,"Low body/hand motion, arranging papers is a low energy activity.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,194.2093086,#C C puts a file on a shelf,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,197.2070986,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,197.6969286,#C C wipes on a file,Mechanical Repair,Essential Operation,Core task involving manual dexterity and hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,198.7993386,#C C arranges papers in a file,Mechanical Repair,Stationary,"Low body/hand motion, arranging papers is a subtle action.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,203.2963186,#C C puts a file on a shelf,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,206.8625186,#C C picks a book on a table,Mechanical Repair,Object Transfer,Logistics action of picking up an item.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,207.5836686,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,208.0713786,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,209.6400286,#C C puts a book on a shelf,Mechanical Repair,Object Transfer,"Logistics/Setup step, short burst of hand activity.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,213.9901086,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,214.4676086,#C C wipes on a book,Mechanical Repair,Essential Operation,Core task involving manual activity with hands.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,215.4801686,#C C turns a book,Mechanical Repair,Search,"Head movement (turning a book), passive hands.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,216.0090186,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,216.8856886,#C C puts a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up and placing the towel.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,217.5939886,#C C puts a book on a shelf,Mechanical Repair,Object Transfer,Logistics step involving picking up and placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,219.4627586,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,220.0100586,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,220.9389086,#C C puts a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving placing an object on a surface.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,221.5298586,#C C removes a paper in a book,Mechanical Repair,Stationary,"The action involves a fine, potentially stationary manipulation with minimal body or hand motion.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,223.9689786,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,225.1164386,#C C puts a book on a shelf,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,227.1658786,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,227.9105886,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,229.5690886,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,231.1317486,#C C puts a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,232.4970586,#C C picks books on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,234.7896486,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,235.2018086,#C C wipes on a book,Mechanical Repair,Essential Operation,"Core task involving hand activity, likely with a cloth or tool.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,236.3747986,#C C puts a book on a shelf,Mechanical Repair,Object Transfer,Logistics action involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,240.1665386,#C C picks papers on a book,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,241.2210786,#C C puts papers on a book,Mechanical Repair,Object Transfer,Logistics step of placing papers on a book.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,241.7565486,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,242.2305386,#C C wipes on a book,Mechanical Repair,Essential Operation,"Core task involving hand activity, likely with a cloth or tool.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,243.3768086,#C C turns a book,Mechanical Repair,Stationary,"Low body/hand motion, turning a book is a minor action.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,243.9459486,#C C wipes on a book,Mechanical Repair,Essential Operation,Core task involving manual activity with hands.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,245.7746786,#C C puts a book on a shelf,Mechanical Repair,Object Transfer,Logistics/Setup step involving picking up and placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,249.9831086,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,250.5341886,#C C wipes on a book,Mechanical Repair,Essential Operation,"Core task involving manual activity, likely with a cloth or tool.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,251.6785386,#C C turns a book,Mechanical Repair,Stationary,Turning a book involves minimal motion and can be considered a stationary action.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,252.3158586,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,253.9602986,#C C puts a book on a shelf,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,257.3286986,#C C picks a towel on a table,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,257.9015086,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,259.6113386,#C C turns a book,Mechanical Repair,Stationary,"Low body/hand motion, turning a book is a minor action.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,260.4112786,#C C wipes on a book,Mechanical Repair,Stationary,Wiping on a book is a low-energy action with minimal movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,262.3559186,#C C opens on a book,Mechanical Repair,Stationary,Reading a book involves minimal body or hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,263.0693486,#C C picks papers in a book,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,265.0153086,#C C puts papers on a book,Mechanical Repair,Object Transfer,Logistics step of placing papers on a book.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,267.04450860000003,#C C puts a book on a shelf,Mechanical Repair,Object Transfer,Logistics action of placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,268.6911686,#C C arranges books on a shelf,Mechanical Repair,Object Transfer,"Logistics of placing items, short bursts of hand acceleration.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,269.7620086,#C C puts a book on a shelf,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,273.2948286,#C C picks a towel on a table,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,273.8146686,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,275.1807786,#C C turns a book,Mechanical Repair,Search,"Head movement (turning a book), passive hands.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,276.0426186,#C C wipes on a book,Mechanical Repair,Essential Operation,Core manual task involving hand movement.,silver
