video_uid,timestamp_sec,narration_text,scenario,action,reasoning,batch,round,status
045451d6-2916-4c07-8e47-7cfdaa579086,683.2959009546634,#O The boy A places a card in his right hand on the table.,Playing Instrument,Object Transfer,"The action involves placing an object, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,687.1430309546635,#O The girl B places cards in her left hand on the table.,Playing Instrument,Object Transfer,"The action involves picking up and placing objects, which corresponds to logistics and setup steps.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,710.7013156213301,#O The boy A touches cards on the table with his right finger.,Playing Instrument,Stationary,The action involves minimal movement and is likely performed while the boy is sitting or standing still.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,726.2137856213301,#O The girl B places the card in her left hand on the table.,Playing Instrument,Object Transfer,"Logistics step, placing the card on the table.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,732.5629056213301,#O The girl G picks up a card from the table with her right hand.,Playing Instrument,Object Transfer,Logistics step involving picking up an object.,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,737.7733156213301,#O The boy A picks up cards from the table with his left hand.,Playing Instrument,Object Transfer,"The action involves picking up objects, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,741.8745956213301,#O The boy A places a pebble in his right hand on a card.,Playing Instrument,Object Transfer,"The action involves picking up and placing an object, which is a logistical step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,742.82304562133,#O The boy E places a pebble in his right hand on the card.,Playing Instrument,Object Transfer,"The action involves picking up and placing a pebble, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,775.17917562133,#O The boy C moves a pebble around the table with his right hand.,Playing Instrument,Object Transfer,"The action involves moving an object (pebble) around, which corresponds to logistics or setup.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,785.69038562133,#O The boy A picks up a card from the deck of cards on the table with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,786.7975456213301,#O The boy E picks up a card from the deck of cards on the table with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,823.3501456213301,#O The boy E flips through cards in his left hand with his right hand.,Playing Instrument,Task Operation,Core manual task involving high hand activity.,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,829.0933876213301,#O A lady G places her left hand on the man E's cards.,Playing Instrument,Stationary,"The action involves placing a hand on an object, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,845.38428762133,#O The man B shares some cards on the table with his right hand.,Playing Instrument,Object Transfer,"The action involves logistics and setup, specifically sharing cards on the table.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,907.61953762133,#O The boy E picks another card from the table with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object (card), which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,918.62805762133,#O The man A picks another card from the table with his right hand.,Playing Instrument,Object Transfer,Logistics step of picking up an object.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,919.98996762133,#O The boy E interacts with the group of people.,Playing Instrument,Stationary,Interacting with people typically involves low body/hand motion.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,943.03357762133,#O The man A shuffles the cards in his left hand with his right hand.,Playing Instrument,Task Operation,Core manual task involving high hand activity.,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,958.50166762133,#O The man H plays another card on the table with his right hand.,Playing Instrument,Object Transfer,"The action involves placing an object (card) on the table, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,971.44616762133,#O The man F plays another card on the table with his right hand.,Playing Instrument,Task Operation,"The action involves a specific manual task (playing a card), which is a core operation with high hand activity.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,978.12927762133,#O The man H plays another card on the table with his right hand.,Playing Instrument,Stationary,"The action involves placing an object (card) on the table, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1005.79644762133,#O The boy E picks another sticker from the table with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1035.51700762133,#O The man A gathers the cards on the table with both hands.,Playing Instrument,Object Transfer,Logistics step involving picking up and organizing objects.,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1119.06850762133,#O The man A picks some cards from the table with his right hand.,Playing Instrument,Object Transfer,Logistics step involving picking up objects.,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1121.66208762133,#O The boy E interacts with man F.,Playing Instrument,Stationary,The action describes interaction but does not specify a motion or task that would indicate high energy or specific hand/body activity.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1189.08767762133,#O The lady G adjusts a paper on the table with both hands.,Playing Instrument,Stationary,Logistics step involving picking up and placing down an object.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1235.8764009546633,#O The boy E drops the sticker on the table with his left hand.,Playing Instrument,Object Transfer,"The action involves placing an object (dropping the sticker), which corresponds to logistics/setup.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1254.2198709546633,"#O The girl D places her right hand on the card on the table,.",Playing Instrument,Stationary,"The action involves placing her hand on an object, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1259.682930954663,#O The lady D places another sticker on the card with her right hand.,Playing Instrument,Essential Operation,Core task involving fine hand movements.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1358.269580954663,#O The girl D picks the card from the table with her left hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1377.887290954663,#O The boy D places a pebble in his right hand on the card.,Playing Instrument,Object Transfer,"The action involves picking up and placing an object, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1377.9375909546632,#C C places a pebble in her right hand on the card.,Playing Instrument,Object Transfer,"The action involves placing an object, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1396.9199509546631,#O The boy F touches the card in the right hand of the boy D with his right finger.,Playing Instrument,Stationary,"Core task involving manual dexterity, likely related to playing an instrument.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1402.527710954663,#O The boy D drops card in his right hand on the table.,Playing Instrument,Object Transfer,Refined via regex fallback,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1421.009390954663,#O The girl G places cards in her right hand on the table.,Playing Instrument,Object Transfer,"The action involves placing objects (cards) onto a surface, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1423.4121109546631,#O The boy A touches pebbles with his hands.,Playing Instrument,Stationary,The action describes a gentle touch without significant movement.,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1467.987020954663,#C C touches the card on the table with her right finger.,Playing Instrument,Stationary,"Low body/hand motion, brief touch action.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1471.1436509546631,#O The boy A moves pebbles around the table with his right hand.,Playing Instrument,Object Transfer,Logistics of moving objects (pebbles) around the table.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1485.1656909546632,#O The girl B picks up a card from the deck of cards on the table with her right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1488.633460954663,#O The girl G picks up a card from the deck of cards on the table with her right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1491.9649409546632,#O The boy A flips through cards in his left hand with his right hand.,Playing Instrument,Task Operation,Core manual task involving high hand activity.,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1492.6757009546632,#O The girl B flips through cards in her left hand with her right hand.,Playing Instrument,Task Operation,Core manual task involving high hand activity.,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1500.1637109546632,#O The girl B drops a card in her right hand on the table.,Playing Instrument,Object Transfer,"The action involves moving an object (dropping a card), which corresponds to logistics or setup steps.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1511.351620954663,#O The girl G drops a card in her right hand on the table.,Playing Instrument,Object Transfer,Refined via regex fallback,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1557.5823809546632,#O The boy F drops a pebble in his right hand on a card on the table.,Playing Instrument,Object Transfer,Refined via regex fallback,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1604.442030954663,#O The boy A touches pebbles on the table with his right hand.,Playing Instrument,Stationary,"The action describes a gentle touch with the hand, indicating low energy and minimal movement.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1629.022300954663,#O The boy F picks up a card from the deck of cards on the table with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1656.439790954663,#O The boy D places cards in his hands on the table.,Playing Instrument,Object Transfer,Logistics step involving placing cards on the table.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1677.3880409546632,#C C touches cards on the table with her right hand.,Playing Instrument,Stationary,The action involves minimal movement and is likely performed while seated or in a stationary position.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1679.5989009546631,#O The boy A touches a card on the table with his right hand.,Playing Instrument,Stationary,The action involves a minor touch and does not involve significant body or hand motion.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1689.1572109546632,#C C picks up a card from the table with her right hand.,Playing Instrument,Object Transfer,Logistics action of picking up an object.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1690.470680954663,#O The boy A moves cards on the table with his right hand.,Playing Instrument,Object Transfer,"Logistics of moving cards, short bursts of hand acceleration.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1694.195480954663,#O The boy D moves pebbles around the table with his right hand.,Playing Instrument,Object Transfer,"Core task involving manipulation, high hand activity.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1697.2884609546632,#O The girl B picks up a card from the table with her left hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1703.099830954663,#O The boy F places a pebble in his right hand on a card.,Playing Instrument,Object Transfer,"The action involves picking up and placing a pebble, which is a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1703.3344809546631,#O The girl B places a pebble in her right hand on a card.,Playing Instrument,Object Transfer,"Placing an object on a card, a logistics step.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1704.111990954663,#O The girl G places a pebble in her right hand on a card.,Playing Instrument,Object Transfer,Logistics step of placing an object on a card.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1770.537590954663,#O The girl G moves a card around the table with her right hand.,Playing Instrument,Object Transfer,Logistics action involving moving an object (card) around the table.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1809.0049209546632,#O The boy A drops a card in his right hand on the table.,Playing Instrument,Object Transfer,Refined via regex fallback,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1900.138262954664,#O The boy C drops a card in his right hand on the table.,Playing Instrument,Object Transfer,Refined via regex fallback,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,1964.786930954664,#O The boy A takes the card in the right hand of The girl G with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object (the card) with the hand, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2018.668850954664,#O The boy F touches a card on the table with his right hand.,Playing Instrument,Stationary,"The action involves a gentle touch with the hand, indicating low body and hand motion.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2042.2766009546635,#C C picks up a card from the deck of cards on the table with her right hand.,Playing Instrument,Object Transfer,Logistics step involving picking up an object.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2092.773530954664,#C C places the cards in her hands on the table.,Playing Instrument,Object Transfer,"Logistics step involving placing objects, short bursts of hand acceleration.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2147.0484909546635,#O The boy A places the cards in his left hand on the table.,Playing Instrument,Object Transfer,The action involves moving objects (cards) to a specific location (table).,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2255.172030954664,#O the man C touches a card on the table with his right hand,Playing Instrument,Stationary,"The action described involves a static interaction with an object, suggesting low body and hand motion.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2298.531600954663,#O the woman E picks up the card from the table with her right hand,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2309.816580954664,#O the man F drops a letter tile on the table with his right hand,Playing Instrument,Object Transfer,Refined via regex fallback,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2309.816580954664,#O the man C drops a letter tile on the table with his right hand,Playing Instrument,Object Transfer,Refined via regex fallback,10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2431.079320954663,#O the girl E touches the card on the table with her right hand,Playing Instrument,Stationary,"The action described involves a gentle touch with the hand, which is likely to have minimal movement and low energy expenditure.",10,r002,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2438.089470954664,#C C drops the letter tile on the table with his right hand,Playing Instrument,Object Transfer,Logistics action involving placing an object down.,8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2496.679970954663,#O The lady G plays another card on the table with her right hand.,Playing Instrument,Object Transfer,"The action involves picking up and placing down a card, which is a logistics step.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2513.556870954664,#O The man H plays another card on the table with his right hand.,Playing Instrument,Stationary,"The action involves a simple placement of an object, which is a low-energy activity.",8,r001,Gold
045451d6-2916-4c07-8e47-7cfdaa579086,2541.4247009546634,#C C picks another card from the table with his right hand.,Playing Instrument,Object Transfer,Logistics step of picking up an object.,8,r001,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,225.7399496,#C C fixes the blender,Cooking,Task Operation,"[CtxFixed] The current action involves fixing the blender, which is a necessary operation to ensure the blender functions correctly.",5,r002,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,236.0710796,#C C scoop the #unsure,Cooking,Object Transfer,"Logistics step, picking up an object.",5,r002,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,337.7214809546634,#C C closes tap,Cooking,Stationary,Closing a tap is a brief action with minimal body motion.,3,r001,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,613.1379709546634,#C C touches microwave,Cooking,Stationary,"Low body/hand motion, likely interacting with the microwave interface.",5,r002,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,1176.2305909546635,#C C looks around,Cooking,Search,Visual search or monitoring involves head movement and observation.,3,r001,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,2238.0679009546634,#C C breaks egg in the bowl,Cooking,Task Operation,Core task involving high hand activity.,5,r002,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,2257.6889009546635,#C C throws egg shells in to the dustbin,Cooking,Object Transfer,Logistics step involving picking up and disposing of egg shells.,3,r001,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,2923.473196954664,#C C picks a wiping cloth,Cooking,Object Transfer,Logistics action of picking up an object.,5,r002,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,3276.336740954664,#C C picks the date from the plate using the spoon,Cooking,Object Transfer,"Logistics step, picking up an object with the hand.",5,r002,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,3309.295960954664,#C C picks the bread from the plate using the spoon,Cooking,Object Transfer,Logistics step involving picking up an object.,5,r002,Gold
04ac4c40-22fd-42aa-a7f0-ee597ffb7058,3524.931480954664,#C C holds the phone,Cooking,Stationary,"Low body/hand motion, holding position.",3,r001,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,22.62115,#C C rides the motorcycle on the road.,Walking Outdoors,Locomotion,Body moving through space at a steady pace.,7,r001,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,1152.6007033333333,#O The man X comes down from his bike.,Walking Outdoors,Locomotion,"Body moving through space, transitioning from one mode of movement to another.",7,r001,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,1186.6582733333337,#C C rides his motorcycle on the road.,Walking Outdoors,Locomotion,"Body moving through space, high body acceleration.",7,r001,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,1269.7482433333334,#C C rides his motorcycle to the left.,Walking Outdoors,Locomotion,"Body moving through space, high body acceleration.",7,r001,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,1925.9038966666667,#C C drives to the left.,Walking Outdoors,Locomotion,"Body moving through space, indicative of movement or travel.",7,r001,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,1937.2157566666667,#C C drives to the right.,Walking Outdoors,Locomotion,Body moving through space (driving involves movement).,7,r002,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,2258.1474700000003,#O The man X covers the seat of the scooter with his right hand.,Walking Outdoors,Locomotion,"The action is part of a larger movement (walking outdoors), indicating high body acceleration.",7,r001,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,2577.1569400000003,#C C rides the motorcycle to the right.,Walking Outdoors,Locomotion,Body moving through space (riding a motorcycle).,7,r001,Gold
053ae0a6-937d-4bdc-8001-d3dfe7899811,2918.3413493333333,#C C parks the motorcycle. #unsure,Walking Outdoors,Locomotion,"The action involves the body moving through space to park a motorcycle, which is a form of locomotion.",7,r001,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,59.2484886,#C C puts plectrum on the drum,Playing Instrument,Object Transfer,"Logistics step, placing an object on the instrument.",3,r002,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,80.4698586,#C C picks shakers,Playing Instrument,Object Transfer,Logistics/Setup step (picking up an object).,1,r001,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,489.0412559242188,#C C plays #unsure,Playing Instrument,Essential Operation,Core manual task involving high hand activity.,1,r001,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,601.4012158696307,#C C steps on headrush pedalboard,Playing Instrument,Locomotion,"Body movement through space to activate a pedal, indicative of high body acceleration.",3,r002,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,625.2600958696307,#C C equalizes the sound,Playing Instrument,Stationary,Adjusting settings is a low-energy activity with minimal body or hand movement.,3,r002,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,891.419498365625,#C C puts the drum stick on the drum,Playing Instrument,Object Transfer,Logistics step involving placing an object.,3,r002,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,898.5204083656251,#C C shakes the maraca,Playing Instrument,Essential Operation,Core task involving high hand activity.,1,r001,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,918.843798365625,#C C puts the maraca on the stand,Playing Instrument,Object Transfer,"Logistics/Setup step, placing object on a surface.",1,r001,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,1420.2819756094857,#C C picks the plectrum from the drum,Playing Instrument,Object Transfer,"Logistics/Setup step, picking up an object.",3,r002,Gold
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,1846.9437651722656,#C C beats the drum,Playing Instrument,Essential Operation,Core task involving repetitive hand movements.,1,r001,Gold
055ba601-c243-4d4a-8a2c-694a5c88824c,57.17234,#C C untwists earphones,Walking Outdoors,Essential Operation,"The action involves manipulating an object in a relatively static position, with minimal body movement.",6,r001,Gold
055ba601-c243-4d4a-8a2c-694a5c88824c,209.26258,#C C takes out the phone,Walking Outdoors,Essential Operation,The action of taking out the phone is a quick motion and does not involve continuous movement or high body acceleration.,6,r001,Gold
055ba601-c243-4d4a-8a2c-694a5c88824c,356.45734,#C C takes photos with the phone,Walking Outdoors,Essential Operation,Taking photos is a relatively stationary activity with minimal body movement.,6,r001,Gold
055ba601-c243-4d4a-8a2c-694a5c88824c,1061.7600733333334,#C C rides with no hands on bike's handlebars,Walking Outdoors,Locomotion,Body moving through space during an outdoor activity (riding a bike).,6,r001,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,95.3858686,#C C picks the yellow pepper,Cooking,Object Transfer,Logistics step involving picking an object.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,96.9011986,#C C looks at the yellow pepper,Cooking,Search,"Head movement (visual inspection), hands mostly still.",12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,163.0312986,#C C removes pepper seeds,Cooking,Task Operation,"Core task involving manual manipulation, high hand activity.",12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,396.2258660916505,#C C moves around the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking or moving around.",3,r001,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,404.4605560916505,#C C puts the cleaning sponge down,Cooking,Object Transfer,Logistics step involving placing an object.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,407.1240760916505,#C C wipes the knife with a kitchen towel,Cooking,Task Operation,Core task involving high hand activity.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,441.17904609165055,#C C picks salt,Cooking,Object Transfer,Logistics step involving picking up an item.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,512.4828660916505,#C C eats bread,Cooking,Essential Operation,"Low body/hand motion, eating is a relatively stationary activity.",3,r001,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,562.4742776136719,#C C picks the soap dish,Cooking,Object Transfer,Logistics step involving picking up an object.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,588.1225976136719,#C C puts the bowl on the dishrack,Cooking,Object Transfer,Logistics step involving moving an object from one place to another.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,617.4381276136719,#C C cleans a spoon,Cooking,Essential Operation,Core manual task involving high hand activity.,3,r001,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,934.9568982223389,#C C waters a plant,Cooking,Task Operation,Core task involving manual operation with the hand.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,1139.756191275781,#C C stirs frying carrots,Cooking,Task Operation,Core task involving high hand activity.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,1239.811021275781,#C C picks a bowl of meat,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,1247.070951275781,#C C stirs the meat stew,Cooking,Task Operation,Core manual task involving high hand activity.,12,r002,Gold
055f3cf1-1133-4260-b5a0-31e7ca1726a1,1319.7035412757812,#C C closes the bin,Cooking,Object Transfer,Logistics action involving the closure of a bin.,3,r001,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,893.2863918293625,#C C jumps the fence,Walking Outdoors,Locomotion,Body moving through space with high body acceleration.,12,r001,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,1308.3425516989582,#C C uproots the plant,Walking Outdoors,Locomotion,"The action implies movement through space while performing an additional task, suggesting a locomotive context with some body acceleration.",7,r002,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,1543.9000818017544,#C C holds the plant,Walking Outdoors,Stationary,Holding an object with hands while possibly standing or moving minimally.,7,r002,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,2057.6347906086594,#C C picks the plastic bottle,Walking Outdoors,Object Transfer,"The action involves picking up an object, which is a logistics step.",7,r002,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,2155.099680608659,#C C uproots the plants,Walking Outdoors,Locomotion,"The action implies movement through space, likely involving walking or physical activity that involves body motion.",7,r002,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,2213.7839946091144,#C C looks at the grass,Walking Outdoors,Search,"Head movement (visual inspection), hands mostly still.",12,r001,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,2363.4200246091145,#C C uproots the plant,Walking Outdoors,Essential Operation,"The action involves moving through space, likely while walking.",12,r001,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,2737.549646816145,#C C uproots a weed,Walking Outdoors,Task Operation,Core manual task involving high hand activity.,7,r002,Gold
057bf03d-b337-475c-82a2-79f0b5b6637f,2743.906186816145,#C C twists the weed,Walking Outdoors,Essential Operation,Core manual task involving hand activity.,12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,152.57955,#C C touches on the seat,Walking Outdoors,Stationary,"The action indicates a brief, stationary interaction with an object.",12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,158.14817,#C C alights from the vehicle,Walking Outdoors,Locomotion,"The action describes a transition from a stationary position to movement, indicating the start of walking.",12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,619.0629066666667,#C C removes pizza sticker,Walking Outdoors,Essential Operation,"The action involves a small, localized task (removing a sticker) without significant body movement.",12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,637.0548666666666,#C C puts phone down,Walking Outdoors,Object Transfer,"Putting down an object indicates a pause in motion, suggesting a low-energy state.",12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,641.3012366666667,#C C takes pizza piece,Walking Outdoors,Object Transfer,Logistics action of picking up or taking an object.,9,r002,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,676.4593466666666,#C C touches on the phone,Walking Outdoors,Essential Operation,"Low body/hand motion, likely involves hand use but not significant motion.",12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,815.3004766666667,#C C eats the pizza,Walking Outdoors,Essential Operation,Core manual task involving hand activity.,12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,1058.2070566666666,#C C puts carrier bag on table,Walking Outdoors,Object Transfer,Logistics step involving placing an object on a surface.,12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,1083.6632213333332,#C C takes pizza box,Walking Outdoors,Object Transfer,Logistics step of picking up the pizza box.,12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,1096.2797133333331,#C C puts the white paper bag in the bin,Walking Outdoors,Object Transfer,Logistics step involving placing an object in a bin.,12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,1158.5577733333334,#C C gets on the bus,Walking Outdoors,Locomotion,"Action involves movement onto the bus, indicating a change in location.",9,r002,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,1183.702363333333,#O Driver A stops,Walking Outdoors,Stationary,"The action indicates a halt in movement, suggesting low energy and no locomotion.",9,r002,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,1274.9174333333333,#C C gets off the bus,Walking Outdoors,Locomotion,"The action involves moving the body from a stationary position (getting off the bus), which is characterized by high body acceleration.",12,r001,Gold
05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,1324.8567833333334,#C C pulls the trolley,Walking Outdoors,Locomotion,"Body moving through space while pulling an object, indicating movement.",12,r001,Gold
