video_uid,scenarios,duration_sec
29790a18-69cb-4952-8fbf-644a91c4b747,['Carpenter'],1013.63
2991a3c3-ce12-4fdf-806c-a4c5608c4624,['Cooking'],708.03
29a90a49-4137-4f81-b24d-2d923ab8fb55,['Cooking'],542.89
29e00040-6e0f-4f0e-816d-1ac97c1e5485,['Cooking'],2977.71
29e45749-f8d5-42c7-af09-7fbb3d6697e9,"['Cleaning / laundry', 'Cooking']",1800.13
29e76c5a-af89-49b5-8f6c-d83ea70c9951,['Cooking'],576.67
2a2ff7db-5460-4296-a8a7-946ba628226d,['Cooking'],3273.89
2a6b3d10-8da9-4f0e-a681-59ba48a55dbf,['Cooking'],1667.39
2a854c4f-0d6f-4a88-9623-48e055fdd938,['Cooking'],708.01
2a97736a-4fff-4753-84de-e6586a5603cc,"['Bike', 'Going to the park']",4163.2
2ac38738-903b-45b8-821e-e0de604caaa1,['Carpenter'],261.83
2b2ded63-7dc5-4730-b601-2db8fe3683ea,['Cooking'],5016.35
2b7d3454-447e-415f-a22f-2a32445bebf9,['Cooking'],715.37
2b8a34f9-10ac-4961-86e1-b09de51a15cd,"['Cooking', 'Eating']",1800.13
2b8f76b9-e542-4413-9fbd-0f7710a39dfb,"['Cleaning / laundry', 'Gardening', 'Playing with pets', 'Walking the dog / pet']",1561.4
2ba0becb-58c2-43a1-97bb-7e153a34eb47,['Cooking'],563.66
2ba8901c-f5c1-4d62-b830-bcdee9b0f5f4,['Carpenter'],641.02
2bb944ab-e0bf-4f69-909b-3aa550c6cd39,['Cooking'],52.76
2bccee1b-0ade-47ad-8e15-ad6c00861540,['Cooking'],708.03
2bd1593c-ae88-417e-827f-3997201da229,"['Cooking', 'Watching tv']",2128.27
2be0151d-8ee7-4e7a-adf5-6b2b3d5afdb0,['Cooking'],708.03
2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,['Cooking'],2157.2
2c27b5f1-4af6-49ad-a43c-3efb0c150868,['Cooking'],1430.45
2c365418-7598-48e2-a2c7-6c1885a351f4,"['Carpenter', 'Fixing something in the home']",1800.13
2c5617fc-dd05-4acf-b8db-f7fb40438daa,['Gardening'],38.37
2c66293f-b808-4494-bb6d-ea439888a920,['Cooking'],708.01
2c78909f-ff5c-4a70-b5ae-2d74e11fbe93,['Cooking'],2669.86
2c7f1ac0-25cc-49ac-8924-548ef35c98a0,['Cooking'],984.56
2c8fe342-f08b-474f-ae35-843cf583a19a,['Cooking'],2425.87
2cb383c0-4c33-4eed-9279-91521ff19cbc,['Carpenter'],248.11
2cc06457-5c98-4514-8400-0872602a858b,['Cooking'],48.15
2cd9a214-b950-49b6-aa04-0cfd0f85fe5f,['Bike'],865.63
2cfb2eec-ec7d-469f-bdc2-78e4d61ef209,['Cooking'],1483.53
2d032316-ff99-44e5-90cc-c98b7d2e0017,['Carpenter'],84.65
2d0c81c8-d7ff-4240-9ee7-4c71c152fb0a,['Carpenter'],108.54
2d29b45a-169b-453f-8050-98ec147b0ccf,['Carpenter'],2148.8
2d454d42-87e8-450d-bb1f-caa54ba18ad8,['Carpenter'],334.29
2d5b5f4e-8854-4d60-afb6-ccaf9814d4fb,['Cooking'],1395.91
2d7737a2-2e9e-47ec-927f-61f6e5ac065d,['Cooking'],708.01
2d82d7a6-0924-4f14-8e35-410ad18c631d,['Bike'],3527.57
2d8e9dad-9b5a-4d0a-b749-591121c8f84b,['Carpenter'],945.15
2da5c1ee-bd40-406d-83a7-2f3d93293949,['Cooking'],1063.1
2ddc2090-bc0f-4f3f-89bc-f85aa062bb08,['Cooking'],648.97
2de8a449-e04c-49bc-9ab2-c3c6f105cd04,['Carpenter'],725.89
2deae04b-c991-425b-b00e-5fd6c0e7f117,['Cooking'],708.03
2dff68c2-6310-4763-8d39-05a1dbe40fda,['Cooking'],1686.33
2e1f40e1-169e-488c-bd9b-9c47cfee31ab,['Carpenter'],479.74
2e23d2d7-a24d-4d0f-b502-af039975352a,"['Carpenter', 'Crafting/knitting/sewing/drawing/painting']",73.07
2e509e19-90ec-40f0-904e-2f5d0057ed6a,"['Cleaning / laundry', 'Cooking', 'Eating', 'Making coffee']",1677.9
2ea4e012-4664-4701-917f-7efffedaab7f,['Cooking'],5350.9
2ef6b123-c8aa-4620-a39c-89505731e866,['Cooking'],708.01
2f129237-e40c-4080-8508-1ddaf21e6f4c,['Cooking'],878.93
2f12d87a-6a2d-4d58-9c5e-a6db297c637a,['Cooking'],489.39
2f23b607-f2e6-4f58-85d3-004c840bead2,['Cooking'],2116.14
2f46d1e6-2a85-4d46-b955-10c2eded661c,"['Cooking', 'Playing with pets', 'Talking with family members']",899.43
2f4f353e-0cdd-4ce5-85fa-c734f7e83645,"['Cooking', 'Eating']",990.73
2f6b853c-69b0-4262-be29-6615d765ce6e,['Carpenter'],2499.37
2f6da5f6-e26c-4ac3-8f71-12386f7588e2,['Cooking'],2314.03
2ff3fee9-1073-4201-b0c5-2cb0292e4d00,['Cooking'],708.03
302904f9-3694-4e7b-a39c-ef97120bac68,['Gardening'],920.9
3042fd2e-3029-4725-9279-85e095537aa9,['Cooking'],74.77
304735ba-6bf5-4d39-bcb5-0dabddb11d68,['Cooking'],708.03
30571486-5e15-4a42-9459-cde2e9312f8d,['Cooking'],95.6
30dc1906-ebca-42f5-ae15-b371d7dbf658,['Cooking'],194.22
31326fb3-1861-4149-9175-7f743231927e,['Cooking'],526.57
318ad257-bf3f-4436-9dac-9de4bda710c3,['Cooking'],708.03
31a7128f-d22b-4332-b18c-0843b3784429,"['Cooking', 'Talking with family members']",18.43
31cbf7bb-d464-4ec3-bddd-c387766f8572,['Cooking'],871.2
31d6fe77-da70-42da-8f47-66bb79b9285b,['Cooking'],287.3
31f09a1d-41ea-4b68-a25c-62e876cc9a3f,['Cooking'],708.03
320e73ce-08e0-40bf-945c-f4515d03621f,['Cooking'],328.26
3211e658-8467-4539-a67d-c7226767c989,['Cooking'],708.03
324ec8a1-3bd1-46b6-9abb-a824e53c0879,['Cooking'],3328.94
327843a1-83d0-409f-8a07-1453e30d49a8,"['Cleaning / laundry', 'Cooking']",771.47
329b1b27-3101-4177-b052-03b726a2a963,['Cooking'],143.83
329d3eff-f940-437d-9ce4-0126f48b74ce,['Cooking'],708.03
32b4bde9-7d56-4e58-a3e0-b97abc05303d,['Carpenter'],1115.7
32ccccb7-547d-4bd3-9669-d6bb71466fe4,['Cooking'],2892.41
331f59af-8122-498c-91e6-7cb01aa80d40,['Carpenter'],802.3
33398391-5740-4077-9e02-d635e6ca4267,['Cooking'],126.14
33943819-f567-4dca-b0ac-ebee2f5e6862,['Bike'],535.27
339442c2-7d71-4c1e-821c-b955bdd31f44,['Carpenter'],2952.57
33990a56-b86a-4cac-b6d9-f08d07582765,['Cooking'],708.03
33aaab02-4fcb-4e73-9c72-628f59827bad,['Carpenter'],119.17
33b87859-7487-423d-b899-36c84abffd02,['Cooking'],708.03
33c3499a-8846-4cae-b61d-c15d09b28ae9,['Cooking'],3174.22
33fced0b-4bf6-4989-9174-cda7bb51ecef,"['Cleaning / laundry', 'Cooking', 'Gardening']",2082.43
34075e2a-e987-4af1-ad04-f2f4d3ae97ab,['Carpenter'],291.73
341cbcce-0f0f-4941-972d-e3f6e0a4aa73,['Cooking'],1829.26
34240230-b681-4f0e-b3d8-b486aeb1104d,['Carpenter'],816.85
342c7d2a-509b-4a35-83d3-0dd14c58a4da,['Cooking'],708.03
342cb558-ab3e-4b04-8169-a68bbf06a448,"['Cleaning / laundry', 'Cooking', 'Talking with family members']",1800.13
343ff902-f0c0-4931-bca6-872ff9066fec,"['Cleaning / laundry', 'Gardening']",2472.76
344098b8-3b27-4a98-a11d-f18fa5c25a5c,['Cooking'],708.03
34af64b6-2135-43dc-9a33-2899d92a0c8e,['Carpenter'],1018.2
34b5b205-f969-4196-b036-8b3adf75d71b,"['Cooking', 'Eating', 'Household management - caring for kids', 'On a screen (phone/laptop)', 'Talking with family members', 'Working at desk']",1888.67
3549e738-4cce-492f-a530-e473777e3220,['Cooking'],708.03
354f611f-6f26-49cb-b55b-3881ee15a123,['Bike'],238.53
357cba34-7724-42e8-b1ae-afd6bc93bd49,['Carpenter'],408.1
3588502f-e1c1-426c-81d6-6fac28e6c81a,['Cooking'],551.08
35ab724d-5dba-4094-927b-e7bc5ad8cf41,"['Cooking', 'Dancing', 'Playing with pets', 'Talking with family members']",1452.43
35e004f4-ad64-4835-9358-38a58b431252,"['Cleaning / laundry', 'Cooking', 'Eating']",2631.4
35e0e637-ea14-40a6-b930-a0d063aef5d4,['Cooking'],298.56
35e554fb-0add-443a-909d-9625e7a6cbf3,['Cooking'],489.07
35fa3da9-4e1a-4d02-b4e2-98ff0db7ce05,['Cooking'],178.58
36061570-8403-4cc1-8ea0-1de39853d47b,['Cooking'],708.03
36248b1e-9ba7-4789-bbf5-b9e33e3ab408,['Cooking'],412.13
362f3e42-3f18-4ed9-af92-069bc555685e,['Cooking'],78.61
365239c4-d5e8-4616-a3ee-b529d542f230,"['Bike', 'Working at desk']",1354.43
3668b860-3151-4eda-a005-c730398f7c0a,['Cooking'],291.8
36911f7d-320a-4372-8f8e-5bfb7c1961a9,['Cooking'],708.03
36ab35f0-7882-4f35-86f2-43ae8e613aac,['Cooking'],266.69
36adbd69-8507-48fa-be24-41127a014d85,['Cooking'],708.03
36c093d9-dbff-4fdd-bbc4-5302ae13415a,['Cooking'],319.38
37165028-c952-4e43-a8ff-692ec9cf5332,['Gardening'],1704.77
371c854c-6c02-4d59-90ff-f07b3cb5d3f4,['Cooking'],170.9
3728f856-0d47-4614-824f-37b6dda8e357,"['Cooking', 'Playing with pets', 'Talking with family members']",1322.73
374832bf-f977-4e8b-b0e0-2f2ea1e38b5d,['Carpenter'],1505.64
375ca7e7-1e3c-4159-9f7f-4691ef11f322,['Cooking'],1303.94
37af7bbe-2267-4987-9ee8-26bdda093916,"['Cleaning / laundry', 'Cooking']",691.67
37d183ce-ba64-4ad2-8a54-ae2fb791fd38,['Cooking'],1058.09
37e18a34-1494-46bb-b5f4-239aa31ee2ea,['Cooking'],266.48
387f7124-1a0a-43d3-b42d-59d2f5cee438,"['Bike', 'Fixing something in the home', 'Working at desk']",1436.75
38847787-e598-456d-a246-f7159fcbbf93,['Carpenter'],426.71
388a57b1-698c-443a-a8c4-6cef0ca15066,['Carpenter'],287.74
389eea41-7ac5-4bcb-86c7-5a70f064c44f,"['Cleaning / laundry', 'Cooking']",1800.13
38d73af2-908c-4113-acca-61c746bde6d1,['Carpenter'],395.44
3906d25a-d0a4-4a7c-8906-a87cea106c66,['Gardening'],2421.93
390715f4-94ea-4447-82da-69d10ab25086,['Cooking'],537.26
39c41ffa-7298-48e6-949f-cb10ca922e4f,['Carpenter'],427.78
39cfed05-9a45-4d70-9ee8-f6579380f6e3,['Cooking'],362.31
39d0559a-d1e8-4fca-b7f4-db87bbbbde7e,['Cooking'],3676.98
39d087b0-afc2-47d8-ba91-b70dd8fab90e,['Cooking'],3225.57
3a143e19-db15-4583-9dbe-f8d6ca2a347f,['Carpenter'],521.43
3a158275-c4c2-4bde-a186-788341e43ed4,"['Cooking', 'Talking with family members']",1473.7
3a481a46-928f-46fd-87e3-7725c5bcbbc9,"['Cooking', 'Eating', 'Street art', 'Watching tv', 'Yoga practice']",734.53
3a580dc3-93c0-44ef-9328-be6f65214def,['Cooking'],215.87
3a8774b9-ea4d-439e-a862-b29b29df999d,"['Cooking', 'Play with cellphone', 'Talking on the phone']",4386.27
3a9464f8-5025-4a79-ac94-9e3d51f1ef49,['Cooking'],1861.26
3ae7ab6b-793e-4a77-9749-010c94b1b0ee,['Carpenter'],100.97
3b856ad7-6781-473a-b528-357dafb153ac,"['Cleaning / laundry', 'Cooking', 'Eating']",1961.04
3b989129-a310-4aa9-85f5-e5e9a90df99b,"['Cleaning / laundry', 'Cooking']",1813.87
3ba731dd-156e-419b-80de-c19d4f88aa7d,['Cooking'],708.03
3bbf723b-6893-42fc-bd59-3c59f3eb9745,['Carpenter'],908.73
3bd5bf35-d6ac-43b2-ab75-1558a37c8550,['Cooking'],3738.85
3c0a04d4-ae07-4150-94ee-e4b4e4ac742f,['Cooking'],219.87
3c0dffd0-e38e-4643-bc48-d513943dc20b,['Cooking'],644.77
3c0fc986-4112-4cbc-af52-ee7d6105269e,['Cooking'],278.87
3c2172aa-da7a-4ed2-859a-6e151a74a47f,['Cooking'],612.29
3c35b545-ec1b-4b0c-b5aa-27e94916b931,"['Cleaning / laundry', 'Cooking']",183.93
3c3f2a57-c5c5-4d63-9d7a-fdb7faf48170,['Cooking'],173.65
3c503e88-f70f-4b36-b863-f0b96f5836fb,['Carpenter'],1637.57
3c756eea-cb0a-4372-a75a-9e1c31c2edd2,['Cooking'],548.1
3ce37765-7d70-4dd6-991c-a83286ba05b2,['Carpenter'],2723.7
3ce6fdde-277b-4055-b309-2af639b57545,['Carpenter'],510.12
3d01f5cf-ed49-4e06-bdb1-efcfed397e4c,['Cooking'],708.01
3d025323-991c-467e-bd07-d61a51aaccd9,['Gardening'],1501.0
3d06684b-1cfb-45f0-8321-57c1635e590a,"['Cooking', 'Preparing hopot', 'Talking with friends/housemates']",1476.09
3d3cddf9-7c61-43af-8b1a-46aa78983a5a,"['Cleaning / laundry', 'Cooking', 'Gardener', 'Listening to music', 'Reading books']",4345.03
3d4d38ac-83d0-43ac-9a1c-dc8d98277c79,"['Bike', 'Cleaning / laundry', 'Talking on the phone', 'Watching tv']",2694.8
3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,"['Cleaning / laundry', 'Cooking', 'Eating', 'Indoor Navigation (walking)']",2163.9
3d7ccb44-b05d-4b67-baae-4e0f55d8307b,['Cooking'],708.03
3da54593-b568-431f-976c-0681a7965719,['Bike'],445.43
3dc2e9fc-16b0-44ad-b50b-3bb5bb099d60,['Carpenter'],224.93
3de33b96-42ce-410b-ad17-231c9da3d4f9,['Cooking'],625.37
3e057cdc-bf48-4090-81d6-b66bb18542e7,['Cooking'],17690.3
3e428db1-f916-4c18-b103-991e8bfa43b2,['Cooking'],347.44
3e77a666-8455-4cff-adfb-245f251ab962,['Carpenter'],713.64
3eb0829f-6f33-46b6-b491-c6c53200de4b,['Cooking'],703.19
3ec3eab7-842d-409d-8866-42ddcbd24cd9,['Cooking'],1334.5
3ee7070a-fe81-49a9-97a2-902268af9985,['Cooking'],708.03
3f0286ca-92d7-4366-b510-d3146251d825,['Cooking'],708.03
3f0bd238-228d-4796-a3e4-820308fb04b0,['Cooking'],532.03
3f699595-db40-4dca-9908-33f2b06841fc,['Cooking'],65.17
3f7ca133-cc34-47a3-aed5-0d312a9ba5a5,['Carpenter'],73.97
3fa64efd-45e8-412e-a665-914d0cfda32e,['Cooking'],523.44
3fafab49-f9a6-4781-912c-c60a91dec5cf,['Cooking'],563.33
3fe80cfa-8dba-4fb6-9c27-b835de536130,['Cooking'],708.01
3feecf60-787b-4472-ab8d-a5b49c51d1f4,['Cooking'],153.0
3ffb9247-a141-4056-a644-dd3fbab708a4,['Carpenter'],371.47
40066fad-8feb-4853-b7f3-63e17053b75c,['Cooking'],708.03
401c588f-907f-4559-b6f7-8180ae6969ec,['Cooking'],708.03
404cc1c1-f7a0-4e16-9a39-b8e2d5d9ae59,['Cooking'],640.15
4050e70f-913f-4d2f-9bdf-0efd02916978,['Carpenter'],106.73
406c7c13-4390-4c19-99c6-68861245da0d,"['Cooking', 'Talking with friends/housemates']",483.0
407216c9-b0f1-4fe1-af09-9405a7657953,['Carpenter'],3025.57
407438da-1518-4c4f-879e-c4c308911f32,['Cooking'],305.8
407f8e81-9a21-4d21-ac02-dff9058fe61d,['Carpenter'],636.33
408acdc8-c286-482b-91ba-3fcda24fedc3,['Cooking'],3277.27
408cd48d-2156-4d5c-b8fd-8beccf301066,"['Cleaning / laundry', 'Cooking', 'Indoor Navigation (walking)', 'Walking on street']",1770.13
40a4de2a-a6e6-46eb-a7cf-cd79fae7c5f8,['Cooking'],1786.07
40b33c95-3689-4ec8-8765-7e926f623b75,['Cooking'],1829.54
40d6688c-fc38-4b92-ab7a-62ebfb4d310e,['Cooking'],708.03
41086f70-0ac2-4093-bd9d-e6269a671ab0,['Cooking'],681.3
411b5e9c-09f5-4944-b05f-4314d2a48db2,['Cooking'],263.32
41309ada-0a81-47b2-bdd1-453a178db18a,"['Bike', 'Swimming in a pool/ocean', 'Working at desk']",1219.4
413fe086-1745-4573-b75b-e7d26ff72df9,['Cooking'],605.12
41416e77-3b9a-4685-bd1b-ba26b5ba19b2,['Carpenter'],516.65
414f3e08-b515-4c9b-9d9f-eeccf586fb3a,['Cooking'],1845.37
415c9b83-b4a1-49ba-832b-f77c2e6f996c,['Cooking'],708.03
4164ea72-e2bb-45a3-95b2-53c7e28d4bd7,['Carpenter'],297.47
419db6d8-b67b-4783-8756-b2d25e0dbcc0,['Cooking'],372.78
41c32675-1cc9-47f2-82e5-5ef1eacb720b,"['Car - commuting, road trip', 'Cooking']",463.17
42159efd-19ef-439a-90fe-bf9bcd8169f0,['Cooking'],198.96
4231baf5-d7d9-4e59-9e65-48b63626ec3b,['Carpenter'],1800.13
42476ba0-f357-4bc2-ae65-8d2d92fd3faa,"['Camp setup/pack-up/chores', 'Cooking', 'Eating', 'Listening to music', 'Playing with pets']",897.6
425b747d-71ae-48a0-98de-3d82f9d334d3,['Gardening'],50.7
42686a5b-10d2-499f-b9a8-8043f528efdd,['Cooking'],382.96
426eb9d9-d4cf-4acc-9efb-979f61a5be91,['Bike'],1058.09
42d548dc-bb10-427f-a1fe-468f31bc0de5,['Cooking'],2106.17
42f9bcb8-92ba-4d34-aa5d-83b500ea8672,['Carpenter'],479.13
433fb84b-4f39-4d31-9975-3185d8a9bac1,['Cooking'],2006.68
439a78ee-4776-4b70-9ac2-896f9f22f44c,['Cooking'],708.01
43c60c21-4ebb-45c3-9ac5-7f3a6c9cd8d5,['Cooking'],590.81
43d83207-9c41-46aa-90c9-e30a6194be11,"['Cooking', 'On a screen (phone/laptop)']",1541.87
4469a684-b4f9-4b50-a26f-2943f477a420,"['Bike', 'Indoor Navigation (walking)', 'Street art']",5355.5
4474c9c2-9d20-46fd-8fec-7d64942738e7,['Cooking'],786.51
4480f4ee-d218-41bd-8cdf-a7cbe13b61a0,['Cooking'],708.01
44e3114f-8654-48ee-97c5-9506311ba188,['Cooking'],1228.33
44f4d3f3-728f-4013-9371-8e7d8b9408a1,['Carpenter'],1392.3
455e9e8e-20b4-492c-897b-0ed851423bfb,['Carpenter'],453.8
4560e062-ed97-4b52-8719-907cce2ce3b8,['Cooking'],708.03
4572b198-2c1c-4920-bcf0-95fcebe12261,"['Cleaning / laundry', 'Cooking', 'Gardening']",3003.26
457ddf5b-8154-4099-aadf-df0c08fe15a4,"['Cleaning / laundry', 'Cooking']",898.97
4594bf17-4251-49c0-b5a7-9cbd86e532c4,['Cooking'],48.96
45c1a870-fc97-450d-b5c8-c37e8e1a2837,['Cooking'],154.35
45dc74e1-c8dd-443a-a7a6-ca4215144e97,['Cooking'],486.57
45e463b2-bdd5-407a-ab5c-8a5c5534e078,['Cooking'],226.75
461968b1-9300-42ce-9059-db5e37e34460,"['Bike', 'Cycling / jogging']",2957.8
461f3dd7-9283-4829-9710-888b8323656e,['Cooking'],61.59
465282ac-5fea-4571-8328-665a693b97cd,['Carpenter'],417.15
466c9201-dba2-44e9-93c4-82788ac6282b,['Cooking'],1252.71
46766cb1-52b9-4ce3-a413-abb4c9950136,['Cooking'],2145.27
46937f34-8c29-4daf-93ef-966b78e161cb,"['Bike', 'Grocery shopping indoors']",1450.63
46e07357-6946-4ff0-ba36-ae11840bdc39,"['Cooking', 'Talking with family members']",542.63
46f5a400-654f-4aa3-8185-da5ea97bc1a6,['Gardening'],280.63
47078bd8-6b58-458c-8c34-8d905e21079a,"['Cooking', 'On a screen (phone/laptop)', 'Talking with friends/housemates']",878.17
47305621-3729-44cc-8f1f-814faf214c40,['Cooking'],708.03
477feff8-a1ff-4f43-b726-273ca0fa47e9,['Carpenter'],2031.27
478d7fa4-b174-4266-b0ff-bd180ba0b806,['Cooking'],4939.49
47bb1fd4-d41f-42b4-8d0c-29c4e9fdff9f,['Cooking'],151.57
47ecb48a-98ca-42d8-98c0-030c3166afec,['Carpenter'],2435.4
48475a9f-e11e-46f7-bdb6-398b44af344e,['Cooking'],2341.07
48509cf2-9c7b-401a-99f9-fca9f1403149,['Cooking'],441.9
487d752c-6e22-43e3-9c08-627bc2a6c6d4,['Cooking'],56.64
487f5966-3469-4753-9b44-7899a311d73d,['Cooking'],708.03
4884c61e-a61b-4ba6-8071-4314c6c217b6,"['Bike', 'Football', 'Talking to colleagues']",3799.5
48d07017-2af5-41c3-83a7-814721012f94,"['Cleaning / laundry', 'Cooking', 'Gardening', 'Indoor Navigation (walking)', 'Listening to music', 'Working at desk']",2304.33
490a50c0-988d-4091-9503-79c66e7d298a,['Cooking'],22.57
490db405-c25f-44cb-b7c5-614ba424f7c4,"['Cleaning / laundry', 'Cooking', 'Talking on the phone']",1314.2
4930cced-9b84-464e-88ce-3990188efed6,['Cooking'],1800.13
493185d1-62d9-427c-b9d6-3f5af7a5686e,"['Gardening', 'Walking on street']",82.37
494723eb-9670-4d7a-bb23-ecc66fd6e258,['Cooking'],5270.41
49bcf278-4879-4a6d-827e-252e824be525,['Cooking'],812.27
4a36b555-865b-43ad-ba27-cf022521bb6d,['Cooking'],276.31
4a3d2db2-1b82-40b7-8a6e-52b6a2fe2b2c,['Carpenter'],724.61
4a3fe6c1-bfdc-4bbb-a430-3cc19fbd484b,['Cooking'],291.52
4a867792-9dbc-4563-a7ec-7d423235e4e2,['Carpenter'],387.93
4a969457-e470-4533-9b1b-72904f5d7ff8,['Cooking'],1476.9
4aad040a-2125-4bbc-8bae-241ef23824d9,['Carpenter'],128.51
4adf81a9-0e72-4fed-b0d2-bb84246cb7b6,['Cooking'],294.83
4afc7a4d-9874-43ad-84cb-7209530292b9,"['Cleaning / laundry', 'Cooking', 'Eating', 'Talking with family members']",1608.4
4b3153ab-c0dd-4792-ad9a-96abe1311da4,['Cooking'],1202.43
4bc033f3-9bfe-4b00-8595-09148707bb02,['Cooking'],2467.07
4bddae9e-8ffb-4a03-9421-adf6268d91b6,['Cooking'],427.8
4be8a8b6-6199-40ad-9758-835b62e6547f,['Cooking'],372.63
4bf4de54-4d9d-4067-a531-c387e22036a4,['Carpenter'],300.2
4c270344-1a5c-4a86-bf76-e7d98c8c5ebb,['Cooking'],623.57
4c2a4f60-3196-44f8-93cb-846dd37bd452,['Carpenter'],265.47
4c625958-58bc-4745-8e63-3e6d2be2fdf2,['Cooking'],708.03
4c6c4e0f-9bca-4ff6-a20e-7786c1640eb0,['Cooking'],88.9
4c6f009a-f0ca-4557-8723-4111761e0a9a,"['Bike', 'Indoor Navigation (walking)', 'Talking to colleagues', 'Walking on street', 'Working at desk']",1062.13
4c7e1e67-a4ad-46d1-af91-caa8afe3e1c8,['Cooking'],3782.54
4c90446e-a940-4d2c-8dad-c8c30875cca7,['Cooking'],417.28
4ce119de-0f42-4bd1-b387-9e19643fdddc,['Cooking'],708.03
4d1b0564-08a5-4abc-88a5-2cf98f71e039,"['Cleaning / laundry', 'Cooking']",1488.13
4d1b11b2-e53a-40a5-a3a5-2b2441c60e17,"['Cooking', 'Preparing hopot', 'Talking with friends/housemates']",1765.27
4d620f82-6792-49eb-8bd4-e831a252c70b,"['Cooking', 'Talking with family members']",968.03
4d770048-cfde-411f-ad53-e4d57a7dd0d1,['Cooking'],461.83
4d89d233-dbcf-4ea2-a90f-9a2c3b42d1d5,['Carpenter'],1887.03
4d980c7b-3e02-47ff-8a11-af55d04a8c4d,['Cooking'],231.67
4dc1caff-6353-4a05-9382-92031b25f783,"['Bike', 'Cleaning / laundry', 'Doing yardwork / shoveling snow', 'Going to the park', 'Talking with family members', 'Walking on street']",3643.36
4dcf1151-b0dd-49e8-8e76-3d0075d4c3f7,['Cooking'],129.7
4e0f3560-0a0b-4952-b5d7-1e98c3734f0b,['Cooking'],852.17
4e3fd705-5ab8-4672-817d-37627660880a,['Carpenter'],639.6
4e45e98f-c09a-4bb2-bd4f-5fb0f1d504f1,"['Bike', 'Talking with family members', 'Walking on street']",3981.4
4e5663cd-24ba-4461-8d6f-665a45c97dfb,['Cooking'],623.51
4e71b2dd-3b4a-4845-9398-38ba9205880a,['Cooking'],583.08
4f035fa4-f388-4645-add7-89c4a0170099,['Cooking'],708.01
4f2d8f79-e0c1-4fa1-96fe-1de9653189a2,['Carpenter'],353.92
4f7fb690-4ee7-4555-87bd-0fe6171b4239,['Cooking'],5863.97
4f8112b1-0d67-44e3-aa48-117a13ffbc60,['Carpenter'],3763.53
5009ae25-4bc5-47c2-b4be-5a94d53539f3,['Cooking'],708.03
500cbdc9-e5f6-4be2-bb47-f31c17b0893d,['Cooking'],2995.88
501d1e55-968d-4c10-9d29-e0f4bee907a0,['Gardening'],977.67
5037539c-b8fc-411b-8617-b541d0f3c1a9,['Carpenter'],635.73
504315c0-17fd-4259-9d2c-fd2b25fdcbea,['Gardening'],1276.48
5063d3be-60e0-4970-9948-ed529a8c5eed,"['Bike', 'Indoor Navigation (walking)', 'Walking on street', 'Working out outside']",2137.8
50839db0-89c0-43ee-b558-376783e20591,['Carpenter'],278.93
508739db-b78f-405c-a0db-e8703466229a,['Carpenter'],127.15
509abfee-b1aa-41a6-8c80-6dc7ce2afd94,['Cooking'],708.03
50a92d74-2f5e-4d55-b500-506d159d17a9,"['Carpenter', 'Cleaning / laundry', 'Cooking', 'Fixing something in the home']",1800.13
50b2fa2f-9d39-4b9c-8e3c-4a4ef0669956,['Cooking'],708.03
50c1df1c-e016-472a-b0ac-d297b0c82e87,['Carpenter'],3567.44
51224e32-3d6c-4148-9eea-7b73da751f25,['Cooking'],531.27
5122adb8-0559-4f92-8077-4a99463ca09d,['Cooking'],1950.22
51258348-c45a-4af9-b6dc-24451305c2f3,['Carpenter'],289.84
51364391-163c-484c-8de5-122abb5898de,['Cooking'],1800.13
516ba1f4-5cfd-4dd7-b4b6-a4c0605d1281,['Cooking'],1923.8
51cb7800-2c5a-473c-86d3-e87f4bc5e65d,['Cooking'],149.16
51eb2565-5911-45c0-9472-23c5b3400840,"['Cleaning / laundry', 'Cooking']",3271.83
51fc62f8-00f4-44e3-af9c-7ebb63da6c3d,['Cooking'],708.03
51fc7393-cb83-4178-9ade-6c7853a001e0,['Cooking'],2747.37
52473323-1ba4-4c7f-8018-49bfc8d8c0f8,"['Cleaning / laundry', 'Cooking', 'Ironing', 'On a screen (phone/laptop)', 'Watching tv', 'Working at desk']",4213.93
5251b41e-91b1-4b87-9a18-c631b1d17e2e,['Cooking'],708.03
526675a3-acea-4d5b-b5c9-ccb1b89f6e58,['Carpenter'],1268.47
526a15e9-39a2-49a0-ba0b-83da2e276b09,['Cooking'],708.03
5296b74a-8b8e-4014-bb43-67d8f8c752d0,['Cooking'],351.45
52aea797-af36-4f42-a620-f0e97a3368ed,['Cooking'],708.01
52bae57c-0f27-45ff-892f-bdc87ee27ea9,['Cooking'],47.21
530dd2a8-462c-450b-9f38-1dfff28f139e,['Cooking'],708.03
53730322-9826-4773-8242-f4916d3c3acc,['Cooking'],708.01
53838a8b-0a70-4e13-929a-eb431ed10071,"['Cooking', 'Talking with family members']",371.93
538b30e9-7a58-4e2f-9d3a-8c42319df4c4,['Cooking'],44.82
538c2f0a-f89e-47b5-b012-047a1b98de27,['Cooking'],3361.3
53d9589b-c4c2-487b-824b-c59bcb7b1b05,['Cooking'],221.61
5400df89-4d96-48db-a472-530ed2ed9b7a,"['Cooking', 'Daily hygiene', 'Indoor Navigation (walking)']",886.8
543e4c99-5d9f-407d-be75-c397d633fe56,"['Cleaning / laundry', 'Cooking']",505.43
