"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Locomotion",863,"4",3,"","2026-02-22T00:24:21.320396Z",1102227,1.212,"#C C walks around","Body moving through space, high body acceleration.","r001","Walking Outdoors","Gold","",2289.8183095863283,"2026-02-22T00:24:21.320429Z","3fc60e72-91ad-4320-bd07-1cf753f4a5f1"
"Search",864,"4",3,"","2026-02-22T00:24:23.148378Z",1102228,0.962,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Walking Outdoors","Gold","",2430.4409495863283,"2026-02-22T00:24:23.148403Z","3fc60e72-91ad-4320-bd07-1cf753f4a5f1"
"Locomotion",867,"4",3,"Essential Operation","2026-02-22T00:24:29.199753Z",1102229,5.251,"#O man Z stretches the carpet on the floor","Body movement through space (stretching the carpet on the floor).","r001","Carpentry","Bad","",9.01962,"2026-02-22T00:24:29.199770Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",871,"4",3,"Essential Operation","2026-02-22T00:24:43.097940Z",1102230,12.739,"#C C lifts the roller brush","Body moving through space to lift the roller brush, indicating a change in position.","r001","Carpentry","Bad","",91.44803,"2026-02-22T00:24:43.097976Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",872,"4",3,"","2026-02-22T00:24:46.271871Z",1102231,2.053,"#C C lifts the paint brush","Core manual task involving high hand activity.","r001","Carpentry","Gold","",131.68699,"2026-02-22T00:24:46.271900Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",873,"4",3,"","2026-02-22T00:24:49.776051Z",1102232,16.67,"#C C looks at the wall","Head movement (visual inspection), hands mostly still.","r001","Carpentry","","Skip",214.88196,"2026-02-22T00:25:13.601631Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",874,"4",3,"","2026-02-22T00:26:45.542572Z",1102233,24.483,"#C C looks at the wall","Head movement (visual inspection), hands mostly still.","r001","Carpentry","Gold","",216.7895,"2026-02-22T00:26:45.542586Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",875,"4",3,"","2026-02-22T00:26:47.758323Z",1102234,1.413,"#C C walks around","Body moving through space, indicative of walking.","r001","Carpentry","Gold","",220.00561,"2026-02-22T00:26:47.758369Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",876,"4",3,"","2026-02-22T00:26:49.798580Z",1102235,1.256,"#C C moves the roller brush","Core task involving high hand activity.","r001","Carpentry","Gold","",224.42546,"2026-02-22T00:26:49.798594Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",877,"4",3,"","2026-02-22T00:26:51.686893Z",1102236,0.829,"#C C dips the paint brush on the bucket with paint","Core task involving high hand activity.","r001","Carpentry","Gold","",225.91211,"2026-02-22T00:26:51.686917Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",878,"4",3,"","2026-02-22T00:26:53.207020Z",1102237,0.776,"#C C paints the wood with a paint brush","Core task involving manual activity with the hand.","r001","Carpentry","Gold","",228.44651,"2026-02-22T00:26:53.207034Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",879,"4",3,"","2026-02-22T00:26:54.661883Z",1102238,0.753,"#C C moves the paint brush","Core task involving high hand activity.","r001","Carpentry","Gold","",263.13868,"2026-02-22T00:26:54.661927Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",880,"4",3,"","2026-02-22T00:26:55.900295Z",1102239,0.65,"#C C moves the paint brush","Core task involving repetitive hand movement with a tool.","r001","Carpentry","Gold","",274.9293,"2026-02-22T00:26:55.900309Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",881,"4",3,"","2026-02-22T00:26:58.526505Z",1102240,1.946,"# C C looks around","Indicates visual search or monitoring.","r001","Carpentry","Gold","",296.68656,"2026-02-22T00:26:58.526529Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",882,"4",3,"","2026-02-22T00:27:02.199761Z",1102241,1.091,"#C C paints the wood with a paint brush","Core task involving repetitive hand movements.","r001","Carpentry","Gold","",305.77673,"2026-02-22T00:27:02.199785Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",883,"4",3,"","2026-02-22T00:27:03.791957Z",1102242,0.753,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Carpentry","Gold","",311.77554,"2026-02-22T00:27:03.791979Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",884,"4",3,"","2026-02-22T00:27:05.278695Z",1102243,0.7,"#C C dips the paint brush on the bucket of pain","Core task involving high hand activity.","r001","Carpentry","Gold","",339.41222,"2026-02-22T00:27:05.278720Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",885,"4",3,"","2026-02-22T00:27:08.759424Z",1102244,5.121,"#C C moves the paint brush","Core task involving high hand activity with a tool.","r001","Carpentry","Gold","",386.98457,"2026-02-22T00:27:12.020533Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",886,"4",3,"","2026-02-22T00:27:16.287523Z",1102245,3.317,"#C C paints the wall with a paint brush","Core manual task involving high hand activity.","r001","Carpentry","Gold","",389.21221,"2026-02-22T00:27:16.287548Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",887,"4",3,"","2026-02-22T00:27:17.842352Z",1102246,0.854,"#C C moves the paint brush","Core task involving manual activity with the hand.","r001","Carpentry","Gold","",420.80596,"2026-02-22T00:27:17.842370Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",888,"4",3,"","2026-02-22T00:27:21.004853Z",1102247,2.036,"#C C moves the left hand","Low body/hand motion, implies a pause or preparation.","r001","Carpentry","Gold","",426.54727,"2026-02-22T00:27:21.004867Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",889,"4",3,"","2026-02-22T00:27:22.703038Z",1102248,0.78,"#C C dips the paint brush on the bucket of paint","Core task involving high hand activity.","r001","Carpentry","Gold","",437.81421,"2026-02-22T00:27:22.703063Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",890,"4",3,"","2026-02-22T00:27:24.792180Z",1102249,1.161,"#C C paints the wall with a roller brush","Core task involving high hand activity.","r001","Carpentry","Gold","",517.51359,"2026-02-22T00:27:24.792214Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",891,"4",3,"","2026-02-22T00:27:26.536802Z",1102250,0.692,"#C C paints the wall with a roller brush","Core manual task, high hand activity.","r001","Carpentry","Gold","",536.9494146666667,"2026-02-22T00:27:26.536827Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",892,"4",3,"","2026-02-22T00:27:28.414108Z",1102251,0.576,"#C C moves the roller brush","Core task involving manual application, high hand activity.","r001","Carpentry","Gold","",548.4577546666667,"2026-02-22T00:27:28.414141Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",893,"4",3,"","2026-02-22T00:27:29.917054Z",1102252,0.632,"#C C paints the wall","Core manual task involving high hand activity.","r001","Carpentry","Gold","",560.1637066666667,"2026-02-22T00:27:29.917078Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Object Transfer",894,"4",3,"","2026-02-22T00:27:32.626000Z",1102253,1.714,"#C C takes the paint","Logistics/Setup step.","r001","Carpentry","Gold","",572.4352166666666,"2026-02-22T00:27:32.626025Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",895,"4",3,"Object Transfer","2026-02-22T00:27:47.753042Z",1102254,14.317,"#C C carries the ladder","Body moving through space with the ladder.","r001","Carpentry","Bad","",604.8459566666667,"2026-02-22T00:27:47.753077Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",896,"4",3,"","2026-02-22T00:27:51.501767Z",1102255,2.683,"#C C paints the wall","Core task involving manual activity with the hand.","r001","Carpentry","Gold","",634.9127366666667,"2026-02-22T00:27:51.501781Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Object Transfer",897,"4",3,"","2026-02-22T00:27:54.508656Z",1102256,7.996,"#C C takes the paint","Logistics step, picking up an object.","r001","Carpentry","Gold","",751.3862366666667,"2026-02-22T00:28:01.113167Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",898,"4",3,"","2026-02-22T00:28:05.681824Z",1102257,3.501,"#C C scrubs the board","Core manual task involving high hand activity.","r001","Carpentry","Gold","",781.4056866666667,"2026-02-22T00:28:05.681839Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",899,"4",3,"Stationary","2026-02-22T00:28:12.350967Z",1102258,5.811,"#C C moves both hands","Core task, high hand activity.","r001","Carpentry","Bad","",830.1249266666666,"2026-02-22T00:28:12.350999Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",900,"4",3,"Essential Operation","2026-02-22T00:28:46.007819Z",1102259,32.595,"#C C lifts the the roller brush","Movement of the body to lift an object, involves high body acceleration.","r001","Carpentry","Bad","",831.3518766666666,"2026-02-22T00:28:46.007835Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",901,"4",3,"","2026-02-22T00:28:51.724355Z",1102260,4.729,"#O man Z paints the wall with a paint brush","Core manual task involving hand activity with a tool.","r001","Carpentry","Gold","",833.3490966666667,"2026-02-22T00:28:51.724371Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",902,"4",3,"","2026-02-22T00:29:19.995704Z",1102261,6.981,"#O man Z paints the wall with a paint brush","Core task involving repetitive hand movements.","r001","Carpentry","Gold","",859.3234766666667,"2026-02-22T00:29:19.995719Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",903,"4",3,"","2026-02-22T00:29:23.730660Z",1102262,2.95,"#C C dips the roller brush on the bucket of paint","Core manual task involving high hand activity.","r001","Carpentry","Gold","",884.2187666666666,"2026-02-22T00:29:23.730685Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",1018,"4",3,"","2026-02-22T00:38:12.122999Z",1102263,4.694,"#C C looks at the wall","Head movement (visual inspection), hands mostly still.","r001","Carpentry","Gold","",910.0067166666666,"2026-02-22T00:47:22.686340Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",1028,"4",3,"","2026-02-22T00:38:39.100830Z",1102264,26.046,"#C C touches the camera","Low body/hand motion, likely involves minimal movement.","r001","Carpentry","Gold","",935.4375166666666,"2026-02-22T00:38:39.100844Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",1030,"4",3,"","2026-02-22T00:38:41.162758Z",1102265,1.139,"#C C moves the left hand","Low body/hand motion, only one hand mentioned.","r001","Carpentry","Gold","",936.9502166666666,"2026-02-22T00:38:41.162773Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",1033,"4",3,"","2026-02-22T00:38:48.541008Z",1102266,6.388,"#C C looks around","Low body/hand motion, visual observation.","r001","Carpentry","Gold","",960.8917566666668,"2026-02-22T00:38:48.541042Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1034,"4",3,"","2026-02-22T00:38:50.605622Z",1102267,1.02,"#C C moves the paint brush","Core task involving high hand activity.","r001","Carpentry","Gold","",978.0821266666668,"2026-02-22T00:38:50.605645Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1035,"4",3,"","2026-02-22T00:38:52.523464Z",1102268,1.073,"#C C paints the wood with a paint brush","Core manual task involving repetitive hand movements.","r001","Carpentry","Gold","",979.5878166666666,"2026-02-22T00:38:52.523488Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1036,"4",3,"","2026-02-22T00:38:55.988692Z",1102269,2.492,"#C C lifts the paint brush","Core task involving high hand activity, such as handling a tool.","r001","Carpentry","Gold","",1006.1522666666668,"2026-02-22T00:38:55.988714Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",1041,"4",3,"Stationary","2026-02-22T00:39:24.833407Z",1102270,27.871,"#C C looks at the wall","Head movement (visual inspection), hands mostly still.","r001","Carpentry","Bad","",1020.2558566666668,"2026-02-22T00:39:24.833440Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1042,"4",3,"","2026-02-22T00:39:26.851955Z",1102271,1.0,"#C C paints the wall with a paint brush","Core manual task involving repetitive hand movements.","r001","Carpentry","Gold","",1061.459566666667,"2026-02-22T00:39:26.851979Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1043,"4",3,"","2026-02-22T00:39:28.555329Z",1102272,0.785,"#C C paints the wall with a roller brush","Core task involving repetitive hand movement.","r001","Carpentry","Gold","",1088.1962013333334,"2026-02-22T00:39:28.555353Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",1044,"4",3,"","2026-02-22T00:39:30.913986Z",1102273,1.498,"#C C lifts the left hand","The action of lifting one hand does not involve significant body or hand motion that would classify it under other categories.","r001","Carpentry","Gold","",1091.5121713333333,"2026-02-22T00:39:30.914000Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Object Transfer",1045,"4",3,"Essential Operation","2026-02-22T00:39:39.686327Z",1102274,11.234,"#C C lifts the paint brush","The action involves picking up an object, which is a logistics step.","r001","Carpentry","Bad","",1112.1691633333332,"2026-02-22T00:40:10.534040Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Object Transfer",1046,"4",3,"Essential Operation","2026-02-22T00:39:44.713454Z",1102275,4.843999999999999,"#C C lifts the paint brush","The action involves picking up an object, which is a logistics step.","r001","Carpentry","Bad","",1132.4147933333334,"2026-02-22T00:40:13.736012Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1047,"4",3,"","2026-02-22T00:39:46.424778Z",1102276,17.221000000000004,"# C C lifts the paint brush","Core task involving manual manipulation with the hand.","r001","Carpentry","Gold","",1142.7877033333334,"2026-02-22T00:40:20.870189Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",1048,"4",3,"Search","2026-02-22T00:40:23.409312Z",1102277,6.914,"#C C looks around","Low body/hand motion, visual observation.","r001","Carpentry","Bad","",1150.8923533333334,"2026-02-22T00:40:51.120582Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1049,"4",3,"","2026-02-22T00:40:25.694407Z",1102278,1.286,"#C C dips the paint brush on the bucket of paint","Core task involving high hand activity.","r001","Carpentry","Gold","",1152.8199933333333,"2026-02-22T00:40:25.694421Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",1050,"4",3,"","2026-02-22T00:40:30.345292Z",1102279,13.384,"#C C looks at the air regulator","Head movement (visual inspection), passive hands.","r001","Carpentry","Gold","",1153.7625733333334,"2026-02-22T00:41:08.902361Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",1051,"4",3,"","2026-02-22T00:41:03.780008Z",1102280,2.574,"#C C looks at the wall","Head movement (visual inspection), passive hands.","r001","Carpentry","Gold","",1160.2676033333332,"2026-02-22T00:41:03.780021Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1052,"4",3,"","2026-02-22T00:41:29.878684Z",1102281,1.239,"#C C paints the wall with a paint brush","Core manual task involving repetitive hand movements.","r001","Carpentry","Gold","",1165.7062633333333,"2026-02-22T00:41:29.878698Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",1053,"4",3,"","2026-02-22T00:41:31.914591Z",1102282,1.176,"#C C lifts both hands","The action of lifting both hands does not involve continuous movement or task execution, suggesting a pause or preparation phase.","r001","Carpentry","Gold","",1184.2086433333334,"2026-02-22T00:41:31.914633Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",1056,"4",3,"","2026-02-22T00:41:44.987736Z",1102283,12.178,"#C C Climbs down the ladder","Body moving through space (climbing down). High body acceleration.","r001","Carpentry","Gold","",1222.7471133333331,"2026-02-22T00:41:44.987760Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",1057,"4",3,"","2026-02-22T00:41:50.219945Z",1102284,4.281,"#C C looks at the wall","Head movement (visual inspection), hands mostly still.","r001","Carpentry","Gold","",1229.4376533333334,"2026-02-22T00:41:50.219960Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1061,"4",3,"","2026-02-22T00:43:01.858698Z",1102285,70.772,"#C C moves the roller brush","Core task involving manual activity with hands.","r001","Carpentry","Gold","",1236.5282733333331,"2026-02-22T00:43:01.858719Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1062,"4",3,"","2026-02-22T00:43:03.394484Z",1102286,0.761,"#C C dips the roller brush on the bucket with paint","Core task involving manual dexterity with the hand.","r001","Carpentry","Gold","",1247.8544933333333,"2026-02-22T00:43:03.394498Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",1063,"4",3,"Essential Operation","2026-02-22T00:43:04.817904Z",1102287,5.529,"#C C moves the roller brush","Movement through space, likely involves body motion.","r001","Carpentry","Bad","",1255.2779333333333,"2026-02-22T00:43:09.957715Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",1064,"4",3,"","2026-02-22T00:43:12.181708Z",1102288,1.383,"#C C moves the left hand","Low body/hand motion, single hand movement does not indicate a specific action.","r001","Carpentry","Gold","",1263.2337833333331,"2026-02-22T00:43:12.181722Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1065,"4",3,"","2026-02-22T00:43:14.179154Z",1102289,1.238,"#O man Z paints the wall with a roller brush","Core manual task involving high hand activity.","r001","Carpentry","Gold","",1265.7602633333331,"2026-02-22T00:43:14.179168Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",1066,"4",3,"Essential Operation","2026-02-22T00:43:26.713196Z",1102290,11.583,"#C C pushes the ladder","Movement of the body through space, likely involving pushing a heavy object (ladder).","r001","Carpentry","Bad","",1303.7701433333334,"2026-02-22T00:43:26.713228Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",904,"4",3,"","2026-02-22T00:29:26.511994Z",1102291,1.741,"#C C paints the wood with a paint brush","Core task involving manual activity with the hand.","r001","Carpentry","Gold","",1321.9320733333334,"2026-02-22T00:29:26.512018Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",905,"4",3,"","2026-02-22T00:29:30.924935Z",1102292,1.411,"#C C dips the paint brush on the bucket with paint","Core task involving high hand activity.","r001","Carpentry","Gold","",1333.0845033333335,"2026-02-22T00:29:30.924967Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Object Transfer",906,"4",3,"","2026-02-22T00:29:35.654738Z",1102293,2.466,"#C C lifts the paint brush","Action involves picking up an object (lifting the paint brush).","r001","Carpentry","Gold","",1334.0715533333332,"2026-02-22T00:29:35.654763Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",907,"4",3,"","2026-02-22T00:29:37.798196Z",1102294,1.01,"#C C dips the paint brush on the bucket with paint","Core task involving manual activity with hands.","r001","Carpentry","Gold","",1339.4074033333334,"2026-02-22T00:29:37.798212Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",909,"4",3,"","2026-02-22T00:29:50.508925Z",1102295,11.541,"#C C moves the paint brush","Core task involving high hand activity with the paint brush.","r001","Carpentry","Gold","",1349.993333333333,"2026-02-22T00:29:50.508959Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",910,"4",3,"","2026-02-22T00:29:52.655185Z",1102296,1.147,"#C C moves the paint brush","Core task involving high hand activity.","r001","Carpentry","Gold","",1353.5671133333333,"2026-02-22T00:29:52.655219Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",911,"4",3,"","2026-02-22T00:29:54.388977Z",1102297,0.843,"#C C moves the paint brush","Core task involving high hand activity with a tool.","r001","Carpentry","Gold","",1359.0271233333333,"2026-02-22T00:29:54.388992Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",912,"4",3,"","2026-02-22T00:30:00.351480Z",1102298,5.118,"#C C dips the paint brush on the bucket with paint","Core manual task involving the hand, high hand activity.","r001","Carpentry","Gold","",1374.8648333333333,"2026-02-22T00:30:00.351513Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",913,"4",3,"","2026-02-22T00:30:02.201523Z",1102299,0.898,"#C C paints the wood with a paint brush","Core task involving repetitive hand movements.","r001","Carpentry","Gold","",1379.4546333333333,"2026-02-22T00:30:02.201537Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",914,"4",3,"","2026-02-22T00:30:05.446511Z",1102300,2.408,"#C C paints the wood with a paint brush","Core manual task involving repetitive hand movements.","r001","Carpentry","Gold","",1413.5132633333333,"2026-02-22T00:30:05.446526Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",915,"4",3,"","2026-02-22T00:30:08.870633Z",1102301,2.171,"#C C pulls the dry paint from the wall","Core task involving manual effort, likely with high hand acceleration.","r001","Carpentry","Gold","",1425.7984633333333,"2026-02-22T00:30:08.870659Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",916,"4",3,"","2026-02-22T00:30:29.428519Z",1102302,25.045,"#C C looks around","Low body/hand motion, likely visual observation.","r001","Carpentry","Gold","",1428.2334533333333,"2026-02-22T00:30:44.448566Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Object Transfer",918,"4",3,"","2026-02-22T00:31:04.496747Z",1102303,18.936,"#C C drops the dry paint","[CtxFixed] The action of dropping the dry paint onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'.","r001","Carpentry","Gold","",1432.5941433333332,"2026-02-22T00:31:04.496762Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",919,"4",3,"","2026-02-22T00:31:10.364507Z",1102304,3.2249999999999996,"#C C looks around","Low body/hand motion, likely visual inspection.","r001","Carpentry","Gold","",1436.8849733333334,"2026-02-22T00:31:10.364520Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",920,"4",3,"","2026-02-22T00:31:12.416449Z",1102305,1.024,"#C C moves the paint brush","Core task involving high hand activity with the paint brush.","r001","Carpentry","Gold","",1461.998563333333,"2026-02-22T00:31:12.416466Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",921,"4",3,"","2026-02-22T00:31:15.309439Z",1102306,1.258,"#C C paints the wood with a paint brush","Core task involving manual application, high hand activity.","r001","Carpentry","Gold","",1462.765943333333,"2026-02-22T00:31:15.309463Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",923,"4",3,"","2026-02-22T00:32:22.556603Z",1102307,66.166,"#C C looks around","Low body/hand motion, indicating a pause or observation.","r001","Carpentry","Gold","",1466.4280833333332,"2026-02-22T00:32:22.556617Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",924,"4",3,"","2026-02-22T00:32:29.792860Z",1102308,3.503,"#C C scraps the floor with a scrapper","Core manual task involving high hand activity.","r001","Carpentry","Gold","",1481.5834933333333,"2026-02-22T00:32:29.792883Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",925,"4",3,"","2026-02-22T00:32:31.990917Z",1102309,1.305,"#C C scraps the floor with a scraper","Core manual task involving high hand activity.","r001","Carpentry","Gold","",1526.9217233333334,"2026-02-22T00:32:31.990932Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",927,"4",3,"","2026-02-22T00:32:35.373681Z",1102310,2.337,"#C C walks around","Body moving through space, high body acceleration.","r001","Carpentry","Gold","",1562.4848233333332,"2026-02-22T00:32:35.373697Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",928,"4",3,"","2026-02-22T00:32:37.326690Z",1102311,1.158,"#C C move the right hand","The action 'move the right hand' without a specific task or movement description suggests a low-energy, possibly idle or preparatory state.","r001","Carpentry","Gold","",1569.2713733333337,"2026-02-22T00:32:37.326709Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",929,"4",3,"","2026-02-22T00:32:40.905874Z",1102312,15.927,"#C C looks at the cupboard","Head movement (visual inspection), hands mostly still.","r001","Carpentry","Gold","",1571.7987633333332,"2026-02-22T00:33:22.153906Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Locomotion",934,"4",3,"","2026-02-22T00:33:10.185761Z",1102313,5.796,"#C C walks around","Body moving through space.","r001","Carpentry","Gold","",1602.1405679999998,"2026-02-22T00:33:10.185776Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Search",937,"4",3,"","2026-02-22T00:33:25.571986Z",1102314,1.528,"#C C looks at the cupboard","Head movement (visual inspection), hands mostly still.","r001","Carpentry","Gold","",1608.906528,"2026-02-22T00:33:25.572001Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",939,"4",3,"Locomotion","2026-02-22T00:33:51.023634Z",1102315,24.285,"#C C makes a step","Core manual task involving high hand activity.","r001","Carpentry","Bad","",1625.201318,"2026-02-22T00:33:51.023656Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",940,"4",3,"","2026-02-22T00:33:53.592450Z",1102316,1.564,"#C C rubs the wall with a scraper","Core task involving high hand activity.","r001","Carpentry","Gold","",1637.34676,"2026-02-22T00:33:53.592495Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Stationary",949,"4",3,"","2026-02-22T00:35:27.319606Z",1102317,92.92,"#C C looks atman Z","Low body/hand motion, likely involves visual engagement without physical movement.","r001","Carpentry","","Skip",1651.5642,"2026-02-22T00:35:27.319639Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",951,"4",3,"","2026-02-22T00:35:30.373098Z",1102318,1.923,"#C C pulls the carpet","[CtxFixed] Pulling the carpet is an essential operation as it involves manipulating an object for a specific purpose, such as moving or cleaning.","r001","Carpentry","Gold","",1660.34991,"2026-02-22T00:35:30.373118Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",952,"4",3,"","2026-02-22T00:35:32.580611Z",1102319,1.275,"#C C scratches the wood with a scraper","Core manual task involving high hand activity.","r001","Carpentry","Gold","",1688.70659,"2026-02-22T00:35:32.580636Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",954,"4",3,"","2026-02-22T00:35:34.504096Z",1102320,0.774,"#C C scratches the floor with a scraper","Core manual task involving high hand activity.","r001","Carpentry","Gold","",1700.42375,"2026-02-22T00:35:34.504129Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
"Essential Operation",1067,"4",3,"","2026-02-22T00:43:30.224205Z",1102321,1.656,"#C C scratches the wood with a scraper","Core manual task involving high hand activity.","r001","Carpentry","Gold","",1701.17834,"2026-02-22T00:43:30.224230Z","40eeac41-9ec3-4960-b0b3-77074a6ad5b3"
