"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Object Transfer",96,"5",3,"","2026-02-21T18:59:11.546572Z",1101811,1.865,"#C C picks plastic glove","Logistics step involving picking up an object.","r001","Cooking","Gold","",639.7324376136719,"2026-02-21T18:59:11.546589Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Essential Operation",97,"5",3,"Object Transfer","2026-02-21T18:59:36.609911Z",1101812,26.856,"#C C closes the tap","Core task involving manual operation with the hands.","r001","Cooking","Bad","",734.9743576136719,"2026-02-21T18:59:42.989667Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",98,"5",3,"","2026-02-21T18:59:45.616598Z",1101813,1.988,"#C C puts the cup in the cabinet","Logistics/Setup step, placing an object.","r001","Cooking","Gold","",741.1235876136719,"2026-02-21T18:59:45.616614Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",99,"5",3,"","2026-02-21T18:59:57.556609Z",1101814,11.044,"#C C picks paprika","Logistics step, picking up an object.","r001","Cooking","Gold","",871.3311282223387,"2026-02-21T18:59:57.556625Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",101,"5",3,"","2026-02-21T19:00:00.601432Z",1101815,2.252,"#C C puts paprika on the counter","Logistics/Setup step, short burst of hand activity.","r001","Cooking","Gold","",874.5994682223387,"2026-02-21T19:00:00.601449Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",102,"5",3,"","2026-02-21T19:00:15.440649Z",1101816,14.115,"#C C uncovers the pot of meat","The action involves uncovering a pot, which is a logistics step.","r001","Cooking","Gold","",895.5526382223387,"2026-02-21T19:00:15.440666Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",103,"5",3,"","2026-02-21T19:00:18.235055Z",1101817,1.944,"#C C puts the cup of nuts on counter","Logistics step involving picking up and placing an object.","r001","Cooking","Gold","",962.2382182223388,"2026-02-21T19:00:18.235070Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",104,"5",3,"","2026-02-21T19:00:20.909619Z",1101818,1.815,"#C C opens the tap","Opening the tap is a logistics step involving the manipulation of an object.","r001","Cooking","Gold","",964.8375582223388,"2026-02-21T19:00:20.909654Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",105,"5",3,"","2026-02-21T19:00:23.237732Z",1101819,1.473,"#C C picks a cleaning sponge","Logistics/Setup step (pick up object).","r001","Cooking","Gold","",966.5874182223388,"2026-02-21T19:00:23.237746Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Essential Operation",107,"5",3,"","2026-02-21T19:00:29.063347Z",1101820,3.552,"#C C stirs the meat","Core task involving high hand activity.","r001","Cooking","Gold","",1009.4263982223388,"2026-02-21T19:00:29.063362Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",108,"5",3,"","2026-02-21T19:00:32.142272Z",1101821,2.326,"#C C picks a cooking spoon","Logistics action of picking up an object.","r001","Cooking","Gold","",1067.2796082223383,"2026-02-21T19:00:32.142287Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Stationary",110,"5",3,"Object Transfer","2026-02-21T19:00:50.196659Z",1101822,27.285000000000004,"#C C covers the food","Low body/hand motion, likely involves a simple cover action.","r001","Cooking","","",1098.5863012757811,"2026-02-21T20:30:51.723556Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Stationary",300,"4",3,"Essential Operation","2026-02-21T20:31:21.734368Z",1101823,13.602,"#C C drinks water","Drinking is a low-energy activity with minimal body motion.","r001","Cooking","Bad","",1116.019081275781,"2026-02-21T20:31:21.734383Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",301,"4",3,"","2026-02-21T20:31:34.246075Z",1101824,11.375,"#C C picks fallen meat from the counter","Logistics step involving picking up an object.","r001","Cooking","Gold","",1251.4370512757812,"2026-02-21T20:31:34.246100Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Object Transfer",302,"4",3,"","2026-02-21T20:31:42.341048Z",1101825,2.558,"#C C closes the bin","Logistics action involving the closure of a bin.","r001","Cooking","Gold","",1319.7035412757812,"2026-02-21T20:31:42.341072Z","055f3cf1-1133-4260-b5a0-31e7ca1726a1"
"Locomotion",303,"4",3,"","2026-02-21T20:31:47.749004Z",1101826,4.551,"#C C walks down the stairs","Body moving through space, involves walking.","r001","Cleaning","Gold","",81.9830486,"2026-02-21T20:31:47.749027Z","067037a6-71a9-4850-ac51-59183eeb6359"
"Stationary",304,"4",3,"","2026-02-21T20:31:53.705729Z",1101827,5.062,"#C C talks to man X","Low body/hand motion.","r001","Cleaning","Gold","",92.6833486,"2026-02-21T20:31:53.705762Z","067037a6-71a9-4850-ac51-59183eeb6359"
"Locomotion",305,"4",3,"","2026-02-21T20:31:56.834861Z",1101828,2.364,"#C C walks up the stairs","Body moving through space, specifically walking.","r001","Cleaning","Gold","",139.8485586,"2026-02-21T20:31:56.834876Z","067037a6-71a9-4850-ac51-59183eeb6359"
"Locomotion",306,"4",3,"","2026-02-21T20:31:59.405680Z",1101829,1.915,"#C C walks up the stairs","Body moving through space, involves walking.","r001","Cleaning","Gold","",96.9016686,"2026-02-21T20:31:59.405705Z","071e9b05-7f92-48bd-9962-e8634d0f619f"
"Locomotion",307,"4",3,"","2026-02-21T20:32:03.223054Z",1101830,3.08,"#C C rides a bike","Body moving through space (riding a bike), high body acceleration.","r001","Mechanical Repair","Gold","",310.80041,"2026-02-21T20:32:03.223069Z","0afbf08b-09a5-4c15-a85a-5ebf88866443"
"Locomotion",308,"4",3,"","2026-02-21T20:32:06.063291Z",1101831,2.135,"#C C rides a bike","Body moving through space, high body acceleration.","r001","Mechanical Repair","Gold","",406.01219,"2026-02-21T20:32:06.063316Z","0afbf08b-09a5-4c15-a85a-5ebf88866443"
"Stationary",309,"4",3,"","2026-02-21T20:32:09.418791Z",1101832,2.725,"#C C holds a bike sterling","Holding an object with minimal body movement.","r001","Mechanical Repair","Gold","",468.57152,"2026-02-21T20:32:09.418806Z","0afbf08b-09a5-4c15-a85a-5ebf88866443"
"Object Transfer",310,"4",3,"","2026-02-21T20:32:12.928498Z",1101833,2.925,"#C C puts the phone on the table","Logistics of placing an object (phone) on a surface (table).","r001","Cleaning","Gold","",3.2266686000000004,"2026-02-21T20:32:12.928522Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Essential Operation",311,"4",3,"","2026-02-21T20:32:18.242837Z",1101834,4.724,"#C C irons the cloth","Core task involving repetitive hand movements.","r001","Cleaning","Gold","",109.6205886,"2026-02-21T20:32:18.242852Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Stationary",312,"4",3,"","2026-02-21T20:32:25.450053Z",1101835,6.291,"#C C adjusts cloth on the iron board","Low body/hand motion, slight adjustment.","r001","Cleaning","Gold","",151.29319859999998,"2026-02-21T20:32:25.450079Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Stationary",313,"4",3,"Essential Operation","2026-02-21T20:33:02.461536Z",1101836,36.272,"#C C adjusts the electric iron.","Adjusting an object typically involves minimal body movement and can be considered a stationary action.","r001","Cleaning","Bad","",401.99214276910857,"2026-02-21T20:33:02.461569Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Essential Operation",314,"4",3,"","2026-02-21T20:34:22.672771Z",1101837,58.146,"#C C irons the shirt.","Core task involving repetitive hand movements.","r001","Cleaning","Gold","",472.9556027691086,"2026-02-21T20:34:22.672785Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Essential Operation",315,"4",3,"","2026-02-21T20:34:25.783822Z",1101838,5.021,"#C C irons the shirt.","Core manual task involving high hand activity.","r001","Cleaning","Gold","",609.5755924964844,"2026-02-21T20:34:29.128826Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Object Transfer",316,"4",3,"","2026-02-21T20:34:33.586452Z",1101839,3.112,"#C C picks the electric iron.","Logistics step involving picking up an object.","r001","Cleaning","Gold","",636.7942424964845,"2026-02-21T20:34:33.586487Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Locomotion",317,"4",3,"","2026-02-21T20:34:37.921505Z",1101840,3.198,"#C C walks around in the house.","Body moving through space, associated with high body acceleration.","r001","Cleaning","Gold","",664.6022724964844,"2026-02-21T20:34:37.921520Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Stationary",318,"4",3,"Essential Operation","2026-02-21T20:34:47.573757Z",1101841,8.352,"#C C operates the phone.","Low body/hand motion, likely involves minor hand movements.","r001","Cleaning","Bad","",667.3799424964844,"2026-02-21T20:34:47.573790Z","0e529f0a-6432-4f2c-bbd1-e495c019f600"
"Locomotion",319,"4",3,"","2026-02-21T20:34:52.334335Z",1101842,2.637,"#C C walks in the house","Body moving through space, indicative of walking.","r001","Cleaning","Gold","",8.1308986,"2026-02-21T20:34:52.334358Z","0ecba8a8-b84b-4020-9487-600f67f4ef5f"
"Locomotion",320,"4",3,"","2026-02-21T20:34:57.990108Z",1101843,1.538,"#C C climbs the stairs","Body moving through space, specifically climbing which involves high body acceleration.","r001","Cleaning","Gold","",9.9484186,"2026-02-21T20:34:57.990126Z","0ecba8a8-b84b-4020-9487-600f67f4ef5f"
"Object Transfer",321,"4",3,"","2026-02-21T20:35:02.405918Z",1101844,3.356,"#C C picks towel from the room","Logistics step involving picking up an object.","r001","Cleaning","Gold","",19.778028600000003,"2026-02-21T20:35:02.405945Z","0ecba8a8-b84b-4020-9487-600f67f4ef5f"
"Locomotion",322,"4",3,"","2026-02-21T20:35:06.896787Z",1101845,3.545,"#C C walks in the house with cloth and towel in hand","Body moving through space (walking).","r001","Cleaning","Gold","",32.7525986,"2026-02-21T20:35:06.896804Z","0ecba8a8-b84b-4020-9487-600f67f4ef5f"
"Essential Operation",323,"4",3,"","2026-02-21T20:35:20.600778Z",1101846,12.835,"#C C pushes the slider on the sliding table saw with his hands","Core manual task involving high hand activity.","r001","Carpentry","Gold","",24.9222496,"2026-02-21T20:35:20.600792Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",324,"4",3,"","2026-02-21T20:35:24.610830Z",1101847,2.945,"#C C picks up a bucket from the ground","Logistics action involving picking up an object.","r001","Carpentry","Gold","",134.5405396,"2026-02-21T20:35:24.610853Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",325,"4",3,"","2026-02-21T20:35:28.430211Z",1101848,2.835,"#C C throws the nylon on a pile of wood","[CtxFixed] The action of throwing the nylon onto a pile of wood can be considered a form of deliberate placement, as it involves moving the object to a specific location.","r001","Carpentry","Gold","",136.75470959999998,"2026-02-21T20:35:28.430248Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",326,"4",3,"","2026-02-21T20:35:41.943301Z",1101849,12.452,"#C C turns the bucket upside down","Logistics step involving the bucket.","r001","Carpentry","Gold","",138.2807096,"2026-02-21T20:35:41.943316Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Locomotion",327,"4",3,"","2026-02-21T20:35:45.765917Z",1101850,2.541,"#C C walks towards the sliding saw table","Body moving through space, indicative of walking.","r001","Carpentry","Gold","",183.8494096,"2026-02-21T20:35:45.765932Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Stationary",328,"4",3,"","2026-02-21T20:35:54.171649Z",1101851,7.417,"#C C adjusts the wood on the slider","Adjusting the wood on the slider likely involves fine adjustments and not much movement.","r001","Carpentry","Gold","",210.4433796,"2026-02-21T20:35:54.171665Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",329,"4",3,"","2026-02-21T20:35:58.762635Z",1101852,3.147,"#C C cuts off a piece of the wood with the saw","Core task involving high hand activity.","r001","Carpentry","Gold","",211.5312996,"2026-02-21T20:35:58.762650Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",330,"4",3,"","2026-02-21T20:37:18.478748Z",1101853,13.89,"#C C adjusts the wood on the slider","Logistics step involving the placement or adjustment of an object.","r001","Carpentry","Gold","",230.2547096,"2026-02-21T20:37:18.478764Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",331,"4",3,"","2026-02-21T20:37:21.755342Z",1101854,1.993,"#C C adjusts the wood on the slider","Logistics of moving the wood on the slider.","r001","Carpentry","Gold","",234.7558396,"2026-02-21T20:37:21.755369Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Stationary",332,"4",3,"Object Transfer","2026-02-21T20:37:30.587340Z",1101855,7.093,"#C C adjusts the wood on the slider","Adjusting the position of the wood likely involves minimal body movement and could be done with small hand adjustments.","r001","Carpentry","Bad","",236.7743196,"2026-02-21T20:37:30.587376Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",333,"4",3,"","2026-02-21T20:37:42.093538Z",1101856,10.185,"#C C cuts off a piece of the wood with the saw","Core task involving high hand activity and focused manual operation.","r001","Carpentry","Gold","",241.2297396,"2026-02-21T20:37:42.093553Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Stationary",334,"4",3,"Object Transfer","2026-02-21T20:40:10.129948Z",1101857,146.869,"#C C adjusts the wood on the slider","The action involves fine adjustment and likely minimal movement.","r001","Carpentry","Bad","",242.2200696,"2026-02-21T20:40:10.129962Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Stationary",335,"4",3,"Object Transfer","2026-02-21T20:40:22.474977Z",1101858,11.166,"#C C adjusts the wood on the slider","Adjusting involves fine-tuning and alignment which is typically a low-energy, precise movement.","r001","Carpentry","Bad","",244.8433496,"2026-02-21T20:40:22.474995Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Stationary",336,"4",3,"Object Transfer","2026-02-21T20:40:30.996458Z",1101859,7.444,"#C C adjusts the wood on the slider","Adjusting the wood on the slider involves fine-tuning and does not involve significant body or hand acceleration.","r001","Carpentry","Bad","",315.8765709546634,"2026-02-21T20:40:30.996485Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",337,"4",3,"","2026-02-21T20:40:36.190904Z",1101860,3.836,"#C C cuts a piece of the wood with the saw","Core task involving high hand activity and focused motion.","r001","Carpentry","Gold","",335.9636109546634,"2026-02-21T20:40:36.190928Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",223,"5",3,"","2026-02-21T19:10:47.126544Z",1101861,3.525,"#C C picks up the wood from the slider","Logistics step involving picking up an object.","r001","Carpentry","Gold","",346.2601009546634,"2026-02-21T19:10:47.126567Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",225,"5",3,"","2026-02-21T19:10:51.118835Z",1101862,3.165,"#C C cuts a piece of the wood with the saw","Core task involving high hand activity.","r001","Carpentry","Gold","",357.7623909546634,"2026-02-21T19:10:51.118877Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",226,"5",3,"","2026-02-21T19:10:53.911777Z",1101863,1.898,"#C C cuts a piece of the wood with the saw","Core task involving high hand activity and focused manual operation.","r001","Carpentry","Gold","",381.5980909546634,"2026-02-21T19:10:53.911792Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",228,"5",3,"","2026-02-21T19:10:58.287104Z",1101864,3.204,"#C C drops the pieces of wood in the bucket","[CtxFixed] The action of dropping the pieces of wood into the bucket appears to be a deliberate placement, which fits the definition of 'Object Transfer'.","r001","Carpentry","Gold","",414.5592509546634,"2026-02-21T19:10:58.287118Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",229,"5",3,"","2026-02-21T19:11:00.493085Z",1101865,1.639,"#C C picks up pieces of wood from the sliding table saw","Logistics step involving picking up objects.","r001","Carpentry","Gold","",416.62812095466336,"2026-02-21T19:11:00.493109Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",230,"5",3,"","2026-02-21T19:11:06.896184Z",1101866,5.497,"#C C cuts a piece of the wood with the saw","Core task involving high hand activity.","r001","Carpentry","Gold","",443.9127709546634,"2026-02-21T19:11:06.896213Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",231,"5",3,"Essential Operation","2026-02-21T19:11:12.306968Z",1101867,4.621,"#C C adjusts the wood on the slider","Logistics action involving moving the wood on the slider.","r001","Carpentry","Bad","",444.8689609546634,"2026-02-21T19:11:12.306985Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Stationary",232,"5",3,"Essential Operation","2026-02-21T19:11:16.769851Z",1101868,3.489,"#C C adjusts the wood on the slider","Adjusting the wood on the slider likely involves fine-tuning and minimal movement.","r001","Carpentry","Bad","",449.1153009546634,"2026-02-21T19:11:16.769869Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",233,"5",3,"","2026-02-21T19:11:20.361147Z",1101869,1.979,"#C C adjusts the wood on the slider","Adjusting the wood on the slider involves precise manual task, high hand activity.","r001","Carpentry","Gold","",462.5154009546634,"2026-02-21T19:11:20.361177Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Stationary",234,"5",3,"Essential Operation","2026-02-21T19:11:24.545658Z",1101870,2.85,"#C C adjusts the wood on the slider","The action involves adjusting the position of the wood, which likely involves minimal body movement and could be done with small hand adjustments.","r001","Carpentry","Bad","",471.4567609546634,"2026-02-21T19:11:24.545675Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",235,"5",3,"Essential Operation","2026-02-21T19:11:28.190630Z",1101871,2.879,"#C C adjusts the wood on the slider","Logistics step involving the positioning or adjustment of an object.","r001","Carpentry","Bad","",490.2362909546634,"2026-02-21T19:11:28.190663Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",236,"5",3,"","2026-02-21T19:11:31.987583Z",1101872,2.979,"#C C drops the stick in the bucket #unsure","[CtxFixed] The action of dropping the stick into the bucket is a deliberate placement, which fits the criteria for 'Object Transfer'.","r001","Carpentry","Gold","",538.9151609546634,"2026-02-21T19:11:31.987608Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Locomotion",237,"5",3,"Essential Operation","2026-02-21T19:11:38.643988Z",1101873,5.826,"#C C turns the wood on the slider","The action involves moving the wood on a slider, which is a form of body movement through space.","r001","Carpentry","Bad","",587.6600209546634,"2026-02-21T19:11:38.644024Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",238,"5",3,"","2026-02-21T19:11:50.574513Z",1101874,11.194,"#C C loosens the knob with his left hand","Core manual task involving high hand activity.","r001","Carpentry","Gold","",624.4347109546634,"2026-02-21T19:11:50.574527Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",239,"5",3,"","2026-02-21T19:11:55.020658Z",1101875,3.61,"#C C pulls out the wood from the part of the workbench with his right hand","The action involves picking up an object (wood) from a specific location, which is a logistical step.","r001","Carpentry","Gold","",652.1250009546634,"2026-02-21T19:11:55.020693Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Object Transfer",338,"4",3,"","2026-02-21T20:41:23.444770Z",1101876,22.373,"#C C moves the other wood on the wooden base with his right hand #unsure","Moving objects, logistics step.","r001","Carpentry","Gold","",665.8554509546634,"2026-02-21T20:41:23.444805Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Locomotion",339,"4",3,"","2026-02-21T20:41:28.094144Z",1101877,1.964,"#C C walks towards the sliding table saw","Body moving through space, indicative of walking.","r001","Carpentry","Gold","",761.2048509546634,"2026-02-21T20:41:28.094160Z","119cd9ee-665e-477c-a271-80c06e78e3d4"
"Essential Operation",340,"4",3,"","2026-02-21T20:41:34.212462Z",1101878,4.598,"#C C sprays the car dashboard with the car wash spray","Core task involving high hand activity.","r001","Cleaning","Gold","",38.1776496,"2026-02-21T20:41:34.212487Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Essential Operation",341,"4",3,"","2026-02-21T20:41:37.536549Z",1101879,2.307,"#C C cleans the car window with a piece of cloth.","Core manual task involving high hand activity.","r001","Cleaning","Gold","",64.2687296,"2026-02-21T20:41:37.536583Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Essential Operation",342,"4",3,"","2026-02-21T20:41:40.031061Z",1101880,1.329,"#C C sprays the cloth.","Core task involving a manual action with high hand activity.","r001","Cleaning","Gold","",127.0172696,"2026-02-21T20:41:40.031086Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Essential Operation",343,"4",3,"","2026-02-21T20:41:42.623388Z",1101881,1.343,"#C C sprays the door.","Core manual task involving active hand movement.","r001","Cleaning","Gold","",176.1648196,"2026-02-21T20:41:42.623416Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Object Transfer",344,"4",3,"","2026-02-21T20:42:12.516821Z",1101882,28.795,"#C C opens the back door.","Action involves opening a door, which is a logistics step.","r001","Cleaning","Gold","",189.8113996,"2026-02-21T20:42:12.516836Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Essential Operation",345,"4",3,"","2026-02-21T20:42:20.082608Z",1101883,6.513,"#C C cleans the car door with a piece of cloth.","Core manual task involving high hand activity.","r001","Cleaning","Gold","",202.9870796,"2026-02-21T20:42:20.082623Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Essential Operation",346,"4",3,"","2026-02-21T20:42:22.472977Z",1101884,1.459,"#C C sprays the piece of cloth.","Core task involving high hand activity.","r001","Cleaning","Gold","",306.4869909546634,"2026-02-21T20:42:22.472993Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Locomotion",347,"4",3,"","2026-02-21T20:42:25.580214Z",1101885,1.777,"#C C walks to the other rear car door","Body moving through space (walking).","r001","Cleaning","Gold","",377.0550609546634,"2026-02-21T20:42:25.580247Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Locomotion",348,"4",3,"","2026-02-21T20:42:28.237077Z",1101886,1.963,"#C C walks to the other rear car door.","Body moving through space, involves walking.","r001","Cleaning","Gold","",391.1396709546634,"2026-02-21T20:42:28.237101Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Object Transfer",349,"4",3,"","2026-02-21T20:42:31.332097Z",1101887,1.697,"#C C closes the car door.","Action involves closing a door, which is a logistics step.","r001","Cleaning","Gold","",406.2783709546634,"2026-02-21T20:42:31.332125Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Essential Operation",350,"4",3,"","2026-02-21T20:42:33.751835Z",1101888,1.367,"#C C cleans the car mirror","Core task involving cleaning, which typically involves high hand activity.","r001","Cleaning","Gold","",409.3708509546634,"2026-02-21T20:42:33.751858Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Essential Operation",351,"4",3,"","2026-02-21T20:42:36.337975Z",1101889,1.237,"#C C sprays the car body.","Core manual task involving high hand activity.","r001","Cleaning","Gold","",428.5656009546634,"2026-02-21T20:42:36.338015Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Essential Operation",352,"4",3,"","2026-02-21T20:42:39.215034Z",1101890,1.302,"#C C cleans the car body with the piece of cloth.","Core manual task involving high hand activity.","r001","Cleaning","Gold","",452.8316209546634,"2026-02-21T20:42:39.215059Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Locomotion",353,"4",3,"","2026-02-21T20:42:42.105001Z",1101891,1.558,"#C C walks to the other side of the car.","Body moving through space, indicative of walking.","r001","Cleaning","Gold","",466.9374909546634,"2026-02-21T20:42:42.105016Z","1321d3aa-dc41-4bee-94a7-559536885b88"
"Object Transfer",354,"4",3,"","2026-02-21T20:42:44.777574Z",1101892,1.609,"#C C opens opens a dry cleaner","Opening an object, a logistics step.","r001","Cleaning","Gold","",0.0070286,"2026-02-21T20:42:44.777598Z","141b24d2-2fc1-4f9d-89ef-8dc3055213f7"
"Object Transfer",355,"4",3,"","2026-02-21T20:42:47.411098Z",1101893,1.552,"#C C puts a mat into a dry cleaner","Logistics step involving moving an object.","r001","Cleaning","Gold","",6.0499186,"2026-02-21T20:42:47.411122Z","141b24d2-2fc1-4f9d-89ef-8dc3055213f7"
"Object Transfer",356,"4",3,"","2026-02-21T20:42:49.694245Z",1101894,1.094,"#C C puts a mat down","Logistics step involving placing an object.","r001","Cleaning","Gold","",29.4433486,"2026-02-21T20:42:49.694269Z","141b24d2-2fc1-4f9d-89ef-8dc3055213f7"
"Object Transfer",357,"4",3,"","2026-02-21T20:42:52.227385Z",1101895,1.521,"#C C picks a cloth from a bucket","Logistics step involving picking up an object.","r001","Cleaning","Gold","",48.7250986,"2026-02-21T20:42:52.227409Z","141b24d2-2fc1-4f9d-89ef-8dc3055213f7"
"Object Transfer",358,"4",3,"","2026-02-21T20:42:55.308861Z",1101896,1.476,"#C C puts a blanket into a washing machine","Logistics step involving picking up and placing the blanket.","r001","Cleaning","Gold","",78.6020486,"2026-02-21T20:42:55.308894Z","141b24d2-2fc1-4f9d-89ef-8dc3055213f7"
"Locomotion",359,"4",3,"","2026-02-21T20:42:57.363900Z",1101897,1.084,"#C C walks around the house","Body moving through space, indicative of walking.","r001","Cleaning","Gold","",114.0505386,"2026-02-21T20:42:57.363923Z","141b24d2-2fc1-4f9d-89ef-8dc3055213f7"
"Object Transfer",360,"4",3,"","2026-02-21T20:43:00.454060Z",1101898,2.006,"#C C places the detergent jerrycan on the cabinet","Logistics step involving picking up and placing an object.","r001","Cleaning","Gold","",146.30265859999997,"2026-02-21T20:43:00.454094Z","141b24d2-2fc1-4f9d-89ef-8dc3055213f7"
"Object Transfer",361,"4",3,"","2026-02-21T20:43:02.759859Z",1101899,1.293,"#C C fetches the detergent","Fetching the detergent involves picking up and moving an object.","r001","Cleaning","Gold","",147.26355859999998,"2026-02-21T20:43:02.759873Z","141b24d2-2fc1-4f9d-89ef-8dc3055213f7"
"Object Transfer",362,"4",3,"","2026-02-21T20:43:04.663809Z",1101900,0.939,"#C C puts the piece of wood on the gadget","Logistics step involving picking up and placing an object.","r001","Mechanical Repair","Gold","",17.8097686,"2026-02-21T20:43:04.663877Z","150c104e-f9bd-4a81-b885-0e8b9968cada"
"Object Transfer",363,"4",3,"","2026-02-21T20:43:06.851097Z",1101901,1.191,"#C C takes the knife","Logistics/Setup step.","r001","Mechanical Repair","Gold","",27.619148600000003,"2026-02-21T20:43:06.851123Z","150c104e-f9bd-4a81-b885-0e8b9968cada"
"Object Transfer",364,"4",3,"","2026-02-21T20:43:09.338117Z",1101902,1.44,"#C C puts down the glass of drink","The action involves placing down an object, which is a logistics step.","r001","Mechanical Repair","Gold","",543.6779459140951,"2026-02-21T20:43:09.338132Z","150c104e-f9bd-4a81-b885-0e8b9968cada"
"Essential Operation",365,"4",3,"","2026-02-21T20:43:23.565957Z",1101903,10.776,"#C C wipes the knife with his hands","Core manual task involving high hand activity.","r001","Mechanical Repair","Gold","",546.384105914095,"2026-02-21T20:43:23.565993Z","150c104e-f9bd-4a81-b885-0e8b9968cada"
"Essential Operation",366,"4",3,"","2026-02-21T20:43:32.210217Z",1101904,4.95,"#C C sharpens the knife with the wood file","Core manual task involving high hand activity.","r001","Mechanical Repair","Gold","",549.4472659140949,"2026-02-21T20:43:32.210253Z","150c104e-f9bd-4a81-b885-0e8b9968cada"
"Object Transfer",367,"4",3,"","2026-02-21T20:43:42.329091Z",1101905,8.716,"#C C lifts the knife","The action involves picking up an object, which is a logistics step.","r001","Mechanical Repair","Gold","",615.8346492685552,"2026-02-21T20:43:42.329125Z","150c104e-f9bd-4a81-b885-0e8b9968cada"
"Essential Operation",368,"4",3,"","2026-02-21T20:43:53.071812Z",1101906,9.589,"#C C wipes the hand","Core manual task involving hand activity.","r001","Mechanical Repair","Gold","",649.7158792685552,"2026-02-21T20:43:53.071844Z","150c104e-f9bd-4a81-b885-0e8b9968cada"
