video_uid,timestamp_sec,narration_text,scenario,action,reasoning,batch,round,normalized_narration_stage2,dataset_rows_covered_if_validated,high_priority_review,high_priority_reason,watchlist_hit,historical_bad_count,historical_checked_count,historical_bad_rate,Status,inner_id,secondary_action
f3a0487b-70f6-4446-99a0-16dc78019ee7,892.5361333333333,#C C puts the vegetables on the board,Cooking,Object Transfer,"Logistics step of placing objects, involves picking up and putting down.",1,r002,puts vegetables on board,4,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,961.3020533333332,#C C drops the pea into the sieve with his left hand.,Cooking,Object Transfer,Logistics step involving the transfer of an object.,1,r002,drops pea into sieve with his left hand,5,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,962.0826633333334,#C C picks another pea from the sieve with his left hand.,Cooking,Object Transfer,Logistics step of picking an object.,1,r002,picks another pea from sieve with his left hand,9,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,965.6757733333334,#C C sorts the peas in the sieve with his left hand.,Cooking,Task Operation,"Core task involving manual sorting, high hand activity.",1,r002,sorts peas in sieve with his left hand,5,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,977.0085733333332,#C C chops the pea on the chopping board with the knife with both hands.,Cooking,Task Operation,Core manual task involving high hand activity.,1,r002,chops pea on chopping board with knife with both hands,6,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,988.7362433333332,#C C drops the pea into the sieve with both hands.,Cooking,Object Transfer,Logistics step involving picking up and placing the pea.,1,r002,drops pea into sieve with both hands,3,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,1733.0932433333332,#C C walks to the kitchen table.,Cooking,Locomotion,Body moving through space (walking).,1,r002,walks to kitchen table,4,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,1915.292683333333,#C C drops the bowl in a sink with her left hand.,Cooking,Object Transfer,Refined via regex fallback,1,r002,drops bowl in sink with her left hand,3,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,1917.911113333333,#C C presses the grains down with the fork in her right hand. #Unsure,Cooking,Task Operation,Core task involving high hand activity.,1,r002,presses grains down with fork in her right hand,8,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,1920.3281033333333,#C C holds a paper in the plate with her left hand.,Cooking,Stationary,"Low body/hand motion, holding an object in place.",1,r002,holds paper in plate with her left hand,6,yes,watchlist_verb,yes,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2185.30821,#C C puts her right hand into the polythene bag.,Cooking,Object Transfer,"Logistics action, involves picking up or manipulating an object.",1,r002,puts her right hand into polythene bag,4,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2301.7801199999994,#C C picks the pepper with her left hand.,Cooking,Object Transfer,"Logistics step, picking up an object.",1,r002,picks pepper with her left hand,3,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2340.336,#C C dices the pepper with the knife.,Cooking,Task Operation,Core task involving high hand activity.,1,r002,dices pepper with knife,4,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2453.1898799999994,#C C holds the carrot with their right hand.,Cooking,Stationary,"Low body/hand motion, holding an object.",1,r002,holds carrot with their right hand,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2468.0184899999995,#C C picks the knife with their right hand.,Cooking,Object Transfer,Logistics step involving picking up an object.,1,r002,picks knife with their right hand,4,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2560.3045,#C C drops the knife on the kitchen counter.,Cooking,Object Transfer,"[CtxFixed] The action involves deliberately placing the knife onto the kitchen counter, which fits the criteria for Object Transfer.",1,r002,drops knife on kitchen counter,3,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2607.7469999999994,#C C chops the broccoli piece.,Cooking,Task Operation,Core task involving repetitive hand movements.,1,r002,chops broccoli piece,8,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2610.5389199999995,#C C picks the chopped broccoli pieces with both hands.,Cooking,Object Transfer,Logistics step involving picking up objects.,1,r002,picks chopped broccoli pieces with both hands,7,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2633.30517,#C C picks a broccoli piece with their left hand.,Cooking,Object Transfer,Logistics step involving picking up an object.,1,r002,picks broccoli piece with their left hand,8,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,2890.1291033333328,#C C picks the knife on the chopping board with his right hand.,Cooking,Object Transfer,Logistics action of picking up an object.,1,r002,picks knife on chopping board with his right hand,3,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,3310.088536666666,#C C drops the blue napkin in his left hand on the countertop.,Cooking,Object Transfer,Refined via regex fallback,1,r002,drops blue napkin in his left hand on countertop,3,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,3347.603666666667,#C C lifts the wooden spatula in the frying pan on the cooker with his right hand.,Cooking,Object Transfer,"Action involves picking up an object, which is a logistics step.",1,r002,lifts wooden spatula in frying pan on cooker with his right hand,3,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,3814.6354,#C C places a knife on the kitchen basement with her right hand.,Cooking,Object Transfer,"Logistics step, placing an object.",1,r002,places knife on kitchen basement with her right hand,4,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,3946.46753,#C C sprinkles the thyme on a tofu in the blender with her right hand. #Unsure,Cooking,Task Operation,Core task involving fine hand movements.,1,r002,sprinkles thyme on tofu in blender with her right hand,4,no,,no,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,4107.99485,#C C holds the sauce with both hands. #Unsure,Cooking,Stationary,"Low body/hand motion, holding an object.",1,r002,holds sauce with both hands,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
f3a0487b-70f6-4446-99a0-16dc78019ee7,4109.41672,#C C opens the sauce with his right hand. #Unsure,Cooking,Object Transfer,"Opening an object, which involves picking up and manipulating the item.",1,r002,opens sauce with his right hand,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,Task Operation
f40e0f92-2250-46c9-98a0-8ccf23d164e0,37.8685796,#C C drops pot on cooker,Cooking,Object Transfer,"[CtxFixed] The action of dropping the pot onto the cooker can be considered a deliberate placement, as it is part of the process of transferring the pot from one location to another (the cooker).",1,r002,drops pot on cooker,4,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,47.3126096,#C C adjusts pot on cooker,Cooking,Object Transfer,Logistics step involving the adjustment of an object's position.,1,r002,adjusts pot on cooker,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,89.25759959999999,#C C picks knife on countertop,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,1,r002,picks knife on countertop,6,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,150.0560596,#C C drops pack on countertop,Cooking,Object Transfer,"Action involves placing an object, indicative of short bursts of hand acceleration.",1,r002,drops pack on countertop,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,153.7557896,#C C drops lid back on pot,Cooking,Object Transfer,Refined via regex fallback,1,r002,drops lid back on pot,6,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,225.0762096,#C C stirs milk in pot with spatula,Cooking,Task Operation,Core manual task involving high hand activity.,1,r002,stirs milk in pot with spatula,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,228.6751496,#C C drops spatula in pot,Cooking,Object Transfer,Refined via regex fallback,1,r002,drops spatula in pot,6,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,242.8452396,#C C picks ingredient bottle on countertop,Cooking,Object Transfer,Logistics step involving picking up an object.,1,r002,picks ingredient bottle on countertop,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,285.4371809546634,#C C opens pot lid on cooker,Cooking,Object Transfer,Logistics step involving opening a lid.,1,r002,opens pot lid on cooker,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,350.0796509546634,#C C picks spatula in pot,Cooking,Object Transfer,Logistics step involving picking up an object.,1,r002,picks spatula in pot,3,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,573.9433909546634,#C C drops pair of tongs on countertop,Cooking,Object Transfer,Refined via regex fallback,1,r002,drops pair of tongs on countertop,3,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,613.8722609546634,#C C positions bowl on countertop,Cooking,Object Transfer,Logistics step involving placing the bowl on the countertop.,1,r002,positions bowl on countertop,3,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,618.4729609546634,#C C drops spatula in skillet,Cooking,Object Transfer,"[CtxFixed] The action of dropping the spatula into the skillet can be considered a deliberate placement of the object onto a surface, which fits the definition of 'Object Transfer'.",1,r002,drops spatula in skillet,6,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,693.5500509546634,#C C drops piece in pot,Cooking,Object Transfer,Refined via regex fallback,1,r002,drops piece in pot,4,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,758.0260809546634,#C C spreads cream on food in serving bowl with spoon,Cooking,Task Operation,Core task involving high hand activity.,1,r002,spreads cream on food in serving bowl with spoon,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,826.1356709546634,#C C spreads milk in serving bowl with spoon,Cooking,Task Operation,Core manual task involving high hand activity.,1,r002,spreads milk in serving bowl with spoon,4,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,832.3853909546634,#C C scoops milk from pot with spoon,Cooking,Task Operation,Core task involving high hand activity.,1,r002,scoops milk from pot with spoon,6,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,860.5336709546634,#C C spreads food in serving bowl with spatula,Cooking,Task Operation,Core task involving high hand activity.,1,r002,spreads food in serving bowl with spatula,6,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,978.3763409546634,#C C positions pasta piece in serving bowl,Cooking,Object Transfer,Logistics step involving the placement of an object.,1,r002,positions pasta piece in serving bowl,3,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,1032.530910954663,#C C scoops milk with spoon,Cooking,Task Operation,Core manual task involving high hand activity.,1,r002,scoops milk with spoon,4,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,1125.2381009546632,#C C scoops food from skillet with spatula,Cooking,Task Operation,Core task involving high hand activity.,1,r002,scoops food from skillet with spatula,6,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,1728.8596009546632,#C C pours ingredient in bowl,Cooking,Task Operation,Core task involving active hand movement.,1,r002,pours ingredient in bowl,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,1739.118450954663,#C C spreads noodles on food in serving bowl,Cooking,Task Operation,Core task involving high hand activity.,1,r002,spreads noodles on food in serving bowl,6,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,1980.9020109546632,#C C closes the box with both hands,Cooking,Object Transfer,Logistics step involving the closure of an object.,1,r002,closes box with both hands,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2036.7157909546631,#C C picks the pot lid with the right hand,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,1,r002,picks pot lid with right hand,4,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2085.662140954664,#C C washes the pot lid using a sponge,Cooking,Task Operation,Core task involving repetitive hand movements and contact with an object.,1,r002,washes pot lid using sponge,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2086.988320954664,#C C puts the sponge in the soap dish,Cooking,Object Transfer,Logistics step involving the placement of an object.,1,r002,puts sponge in soap dish,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2170.3206509546635,#C C drops the sponge on the soap dish,Cooking,Object Transfer,"[CtxFixed] The action of dropping the sponge onto the soap dish indicates a deliberate placement of the object onto a surface, which fits the definition of Object Transfer.",1,r002,drops sponge on soap dish,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2196.5583409546634,#C C picks the liquid soap bottle with the right hand,Cooking,Object Transfer,Logistics step involving picking up an object.,1,r002,picks liquid soap bottle with right hand,7,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2251.197950954664,#C C picks the knife with the left hand,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,1,r002,picks knife with left hand,3,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2265.625690954664,#C C drops the knife on the cabinet,Cooking,Object Transfer,"[CtxFixed] The action of dropping the knife onto the cabinet is a deliberate placement of the object, which fits the criteria for 'Object Transfer'.",1,r002,drops knife on cabinet,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2309.044180954664,#C C puts the sponge on the soap dish,Cooking,Object Transfer,Logistics step involving placing an object.,1,r002,puts sponge on soap dish,7,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2485.9265909546634,#C C drops the cooking pot on the cabinet,Cooking,Object Transfer,"[CtxFixed] The action of dropping the cooking pot onto the cabinet is a deliberate placement, which fits the criteria for 'Object Transfer'.",1,r002,drops cooking pot on cabinet,3,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2493.837280954664,#C C wipes on top of the cabinet using a wash cloth,Cooking,Task Operation,Core task involving manual effort and high hand activity.,1,r002,wipes on top of cabinet using wash cloth,4,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2512.534410954664,#C C rinses the wash cloth,Cooking,Task Operation,Core task involving manual activity with the hands.,1,r002,rinses wash cloth,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2554.057770954664,#C C carries the cooking pot with both hands,Cooking,Object Transfer,"Logistics of moving the pot, short bursts of hand activity.",1,r002,carries cooking pot with both hands,5,no,,no,1,1,1.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2563.173770954664,#C C rinses the sauce pan,Cooking,Task Operation,Core task involving high hand activity.,1,r002,rinses sauce pan,5,no,,no,0,0,0.0,Gold,,
f40e0f92-2250-46c9-98a0-8ccf23d164e0,2828.201710954664,#C C drops the bottle on the floor,Cooking,Object Transfer,Refined via regex fallback,1,r002,drops bottle on floor,4,no,,no,0,0,0.0,Gold,,
fa832aed-1016-467a-93ef-bacf176178f1,176.1612486,#C C picks a card in the hand,Playing Instrument,Object Transfer,"Action involves picking up an object, which is a logistics step.",1,r002,picks card in hand,31,no,,no,1,2,0.5,Gold,,Stationary
fa832aed-1016-467a-93ef-bacf176178f1,246.2729186,#C C touches the phone button,Playing Instrument,Stationary,"Low body/hand motion, likely involves minimal physical activity.",1,r002,touches phone button,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
fa832aed-1016-467a-93ef-bacf176178f1,864.252278118781,#C C holds the cards in the hands,Playing Instrument,Stationary,"Holding cards without movement, low energy activity.",1,r002,holds cards in hands,5,yes,watchlist_verb,yes,0,0,0.0,Gold,,
fa832aed-1016-467a-93ef-bacf176178f1,1028.320158118781,#C C looks at the card in the hand,Playing Instrument,Stationary,"Low body/hand motion, focus on visual inspection.",1,r002,looks at card in hand,3,no,,no,1,2,0.5,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,289.64705095466337,#C C chops butter piece,Playing Instrument,Task Operation,Core task involving high hand activity.,1,r002,chops butter piece,6,no,,no,0,0,0.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,639.1431809546634,#C C cuts onion into small pieces,Playing Instrument,Task Operation,"Core task, high hand activity.",1,r002,cuts onion into small pieces,4,no,,no,0,0,0.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,663.7582509546634,#C C turns cooker knob,Playing Instrument,Object Transfer,Turning a knob is a logistics/setting step.,1,r002,turns cooker knob,4,no,,no,0,1,0.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,766.4193709546635,#C C picks tongs,Playing Instrument,Object Transfer,"Logistics step, picking up an object.",1,r002,picks tongs,5,no,,no,0,0,0.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,770.5383409546635,#C C washes tongs,Playing Instrument,Task Operation,Core manual task involving high hand activity.,1,r002,washes tongs,4,no,,no,0,0,0.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,893.3275209546634,#C C touches on the phone,Playing Instrument,Stationary,"Low body/hand motion, likely involves minimal movement.",1,r002,touches on phone,5,yes,watchlist_verb,yes,1,1,1.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,894.1573609546633,#C C takes a rag,Playing Instrument,Object Transfer,"Logistics/Setup step, picking up an object.",1,r002,takes rag,4,no,,no,0,0,0.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,936.6406209546634,#C C opens detergent drawer,Playing Instrument,Object Transfer,Logistics/Setup step.,1,r002,opens detergent drawer,5,yes,watchlist_verb,yes,0,0,0.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,1385.435450954663,#C C touches on tablet screen,Playing Instrument,Stationary,"Low body/hand motion, likely focused on the screen.",1,r002,touches on tablet screen,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
fb7cc35d-3272-44a4-b8f2-15cd24fa345b,1483.7573609546632,#C C scrolls on the tablet,Playing Instrument,Stationary,"Low body/hand motion, likely focused on visual interaction.",1,r002,scrolls on tablet,11,no,,no,0,0,0.0,Gold,,
fc8cd995-ae0f-43a8-96e1-9d3e1d7c29ce,166.49988,#C C bites a snack,Desk Work,Stationary,"Minimal body motion, likely seated and idle.",1,r002,bites snack,8,no,,no,0,0,0.0,Gold,,
fcc1b592-f210-4e4a-a2e4-2dd811ae9b2b,438.090775926709,#C C drops the vacuum cleaner,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the vacuum cleaner is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'.",1,r002,drops vacuum cleaner,4,no,,no,0,0,0.0,Gold,,
fcc1b592-f210-4e4a-a2e4-2dd811ae9b2b,560.8813565842612,#C C picks up the suction set,Cleaning,Object Transfer,Logistics step involving picking up an object.,1,r002,picks up suction set,3,no,,no,0,0,0.0,Gold,,
fcc1b592-f210-4e4a-a2e4-2dd811ae9b2b,592.1402165842612,#C C picks up the carpet,Cleaning,Object Transfer,Logistics step involving picking up an object.,1,r002,picks up carpet,3,no,,no,0,0,0.0,Gold,,
fcc1b592-f210-4e4a-a2e4-2dd811ae9b2b,610.7686665842612,#C C scratches his face with his hand,Cleaning,Stationary,"Low body/hand motion, except for the hand used for scratching.",1,r002,scratches his face with his hand,5,no,,no,0,0,0.0,Gold,,
fcc1b592-f210-4e4a-a2e4-2dd811ae9b2b,691.8374765842611,#C C walks towards the socket,Cleaning,Locomotion,Body moving through space (walking).,1,r002,walks towards socket,4,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,7.036005266666667,#C C looks down,Cooking,Stationary,"Low body/hand motion, likely in a fixed position.",2,r002,looks down,80,no,,no,0,1,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,183.42813526666663,#C C cycles on a pavement,Cooking,Locomotion,"Body moving through space, likely involves high body acceleration.",2,r002,cycles on pavement,5,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,216.90807526666663,#C C holds a wall,Cooking,Stationary,"Low body/hand motion, holding a position.",2,r002,holds wall,5,yes,watchlist_verb,yes,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,229.51186526666663,#C C opens a backpack,Cooking,Object Transfer,Opening a backpack is a logistics step involving picking up and opening an object.,2,r002,opens backpack,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,343.52269526666663,#C C puts the paper down,Cooking,Object Transfer,"Logistics step, placing an object down.",2,r002,puts paper down,12,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,400.8646952666667,#C C picks up the wrapped #unsure,Cooking,Object Transfer,"Logistics step, picking up an object.",2,r002,picks up wrapped,3,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,429.68769526666665,#C C puts the sugar in the cup,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,2,r002,puts sugar in cup,4,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,447.5176952666666,#C C moves the water bottle,Cooking,Object Transfer,Moving an object from one place to another.,2,r002,moves water bottle,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,598.7690252666666,#C C picks a remote control.,Cooking,Object Transfer,Logistics/Setup step.,2,r002,picks remote control,5,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,669.0295252666666,#C C picks a pizza.,Cooking,Object Transfer,"Logistics step, picking up an object.",2,r002,picks pizza,5,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,689.1689752666666,#C C eats the pizza.,Cooking,Stationary,"Eating involves minimal movement, mostly hand to mouth.",2,r002,eats pizza,6,no,,no,0,1,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,851.6477852666666,#C C holds the snack in the hand,Cooking,Stationary,"Low body/hand motion, holding an object.",2,r002,holds snack in hand,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,913.7103152666666,#C C holds the water bottle in the hand,Cooking,Stationary,The action involves holding an object without any significant movement.,2,r002,holds water bottle in hand,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,936.8585052666666,#C C pours water in the water bottle,Cooking,Task Operation,Core task involving high hand activity.,2,r002,pours water in water bottle,4,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,947.4491652666666,#C C puts the water bottle on the floor,Cooking,Object Transfer,Logistics/Setup step involving placing an object.,2,r002,puts water bottle on floor,4,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,1179.0147119333333,#C C picks up the remote,Cooking,Object Transfer,Logistics/Setup step.,2,r002,picks up remote,10,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,1926.1430386,#C C drinks the content in the cup,Cooking,Stationary,Drinking is a relatively stationary activity with minimal body motion.,2,r002,drinks content in cup,3,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,2114.1137286000003,#C C picks bottles,Cooking,Object Transfer,Logistics step involving picking up objects.,2,r002,picks bottles,11,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,2134.4037286,#C C puts a spoon in the sink,Cooking,Object Transfer,Logistics step involving picking up and placing the spoon.,2,r002,puts spoon in sink,28,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,2141.5424886,#C C touches a can,Cooking,Stationary,"Low body/hand motion, likely a brief touch without significant movement.",2,r002,touches can,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,2174.1774186,#C C throws the paper in the dustbin,Cooking,Object Transfer,"[CtxFixed] The action of throwing the paper into the dustbin is a deliberate placement of the object, which fits the definition of 'Object Transfer'.",2,r002,throws paper in dustbin,11,no,,no,0,0,0.0,Gold,,
0f39b336-3e41-4305-9325-bb9cd74b8146,2240.0474286000003,#C C picks an apple.,Cooking,Object Transfer,Logistics step involving picking up an object.,2,r002,picks apple,10,no,,no,0,0,0.0,Gold,,
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,10.21551,#C C picks a washer with his gloved left hand,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,2,r002,picks washer with his gloved left hand,3,no,,no,0,0,0.0,Gold,,
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,42.00411,#C C holds the washer with gloved hands,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",2,r002,holds washer with gloved hands,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,323.94029,#C C drops the grease container on the workbench with his gloved left hand.,Mechanical Repair,Object Transfer,"[CtxFixed] The action involves deliberately placing the grease container onto the workbench, which fits the criteria for Object Transfer.",2,r002,drops grease container on workbench with his gloved left hand,3,no,,no,0,0,0.0,Gold,,
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,565.4253946666666,#C C holds the front fender with his gloved left hand.,Mechanical Repair,Stationary,Holding an object with one hand implies minimal movement.,2,r002,holds front fender with his gloved left hand,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,677.2144466666666,#C C adjusts the front fender with his gloved right hand,Mechanical Repair,Task Operation,Core task involving precise manual adjustment.,2,r002,adjusts front fender with his gloved right hand,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
11f51f72-c0bd-4631-aabb-6ecbe17d95c9,699.3217166666667,#C C adjusts the front fender with his gloved left hand,Mechanical Repair,Task Operation,"Core manual task, high hand activity.",2,r002,adjusts front fender with his gloved left hand,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
1321d3aa-dc41-4bee-94a7-559536885b88,128.2343096,#C C cleans the car roof with a piece of cloth.,Cleaning,Task Operation,"Core task involving manual cleaning with a cloth, high hand activity.",2,r002,cleans car roof with piece of cloth,3,no,,no,0,0,0.0,Gold,,
1321d3aa-dc41-4bee-94a7-559536885b88,351.9962509546634,#C C sprays the car trunk interior,Cleaning,Task Operation,Core task involving high hand activity.,2,r002,sprays car trunk interior,4,no,,no,0,0,0.0,Gold,,
1321d3aa-dc41-4bee-94a7-559536885b88,352.6326809546634,#C C cleans the car trunk interior with the piece of cloth.,Cleaning,Task Operation,"Core manual task involving cleaning, high hand activity.",2,r002,cleans car trunk interior with piece of cloth,4,no,,no,0,0,0.0,Gold,,
