video_uid,scenario,split
3b856ad7-6781-473a-b528-357dafb153ac,Cooking,train
3b8a77f0-153c-4e93-82f9-ae2aa84596ed,Carpentry,multi
3b989129-a310-4aa9-85f5-e5e9a90df99b,Cooking,val
3bba24a5-f80c-4798-96a8-96687b4aba60,Carpentry,train
3c0dffd0-e38e-4643-bc48-d513943dc20b,Cooking,train
3c630fe7-c982-4789-a633-99d296763141,Walking Outdoors,train
3c6ac251-4298-4421-be93-9262bcdbc320,Cleaning,val
3c826d8a-22b9-4083-a315-2aeee7bde095,Playing Instrument,train
3c97245a-a598-445c-be00-61ff71313528,Cleaning,test
3cbd049a-0d7d-410b-b9b0-761efb801c8a,Playing Instrument,train
3ce27068-44ba-4593-aa26-444ce0616150,Cleaning,train
3d3d831b-34de-4d87-8155-f97a8b84b686,Cleaning,train
3d3f58f6-5055-4d70-aaf9-15cc853d7c5d,Cleaning,train
3d751dba-7897-4ad2-8baa-2569f32dbe6d,Desk Work,val
3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,Cooking,train
3d8f5230-0c22-4018-86b0-e6d851b74b11,Mechanical Repair,multi
3de8336c-a505-46eb-bd9c-01d9fb9ce168,Mechanical Repair,train
3dedfa92-4e30-47ed-9611-aa4f79a32a13,Mechanical Repair,train
3e287c36-44a8-4871-b090-dbd352392181,Desk Work,train
3e7e162a-1cb3-4bdc-b6c2-e14845298360,Mechanical Repair,train
3ea50df8-ddfb-4553-85cb-ee37676c4550,Playing Instrument,train
3ebd870a-d4bd-488d-bd5c-5a606747ad84,Gardening,train
3ef5b4d9-c030-4d52-8452-4261f34cbc97,Walking Outdoors,val
3ef7fcd2-ae08-4cb6-9e04-8dc09c94a289,Playing Instrument,train
3efbad19-b258-443a-8f71-d4f7e4f8aef1,Desk Work,train
3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,Cleaning,multi
3f4bc54e-cddd-4255-973a-e9717de113dd,Cleaning,train
3f6e7d56-6bf0-43d6-81cf-2bd11827455e,Mechanical Repair,val
3f7ca133-cc34-47a3-aed5-0d312a9ba5a5,Carpentry,train
3f84646a-f40f-45af-a406-eb3353161c5a,Cleaning,test
3f8dbb4f-ad5e-4d54-bf95-3ddbe968a85d,Walking Outdoors,train
3fa54ca6-3988-4a7f-9295-41236f4ee925,Mechanical Repair,train
3fb3f4e8-5620-4632-ab68-0b01f9f17577,Playing Instrument,train
3fb410d6-e5aa-49d3-b184-75ec9651550f,Walking Outdoors,train
3fc288bb-1082-4ec5-96a7-75bb61144b11,Mechanical Repair,train
3fc60e72-91ad-4320-bd07-1cf753f4a5f1,Walking Outdoors,val
3fe7b8aa-51ea-4f9f-b7e5-94f752a85690,Cleaning,train
4050e70f-913f-4d2f-9bdf-0efd02916978,Carpentry,train
406dd4ef-ac1e-48cc-be05-40dab5979549,Cleaning,multi
407deb0a-6dad-4c1c-8a81-1079f0b9823d,Walking Outdoors,train
407f8e81-9a21-4d21-ac02-dff9058fe61d,Carpentry,train
408cd48d-2156-4d5c-b8fd-8beccf301066,Cooking,train
40a4de2a-a6e6-46eb-a7cf-cd79fae7c5f8,Cooking,train
40a83cc4-0e1e-4de4-8a7b-d028ecd0c214,Carpentry,train
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,Carpentry,multi
411879b5-9776-4ffd-9af5-66897a078bed,Playing Instrument,train
41309ada-0a81-47b2-bdd1-453a178db18a,Desk Work,val
414d6a22-44f1-438d-9561-4a111d94110b,Playing Instrument,train
414f3e08-b515-4c9b-9d9f-eeccf586fb3a,Cooking,train
4164ea72-e2bb-45a3-95b2-53c7e28d4bd7,Carpentry,train
41d1921d-273e-4a88-b05c-042d6592a5f2,Cleaning,train
41e19b91-3be6-4b90-b8dc-24d2551fcbd1,Playing Instrument,train
42263a6a-e984-4dd9-82db-a43d6e879c8f,Walking Outdoors,train
424869c2-1d97-4754-9b06-82898ca0e888,Carpentry,train
4267a3f1-0903-4272-9085-3ef9364c288b,Carpentry,train
427e5454-59ad-41fe-88b3-9d77252132c4,Desk Work,test
429f6fd5-d841-44b3-a433-347421c06a5b,Mechanical Repair,train
42ab8b4d-f8ad-43cd-9e34-7d1f4472d64f,Cleaning,test
432cb803-6be5-47bc-8443-6bb5b9051667,Cleaning,test
43383e0d-02c8-4da4-8365-ccb3e6d55eac,Cleaning,train
434a5651-9901-4b32-b782-d9a2bb52e805,Walking Outdoors,train
437480b7-a1df-41e1-8dde-61c9955e8b9d,Mechanical Repair,train
438d4a92-1965-4854-969d-cf84f0eff028,Walking Outdoors,train
44271ca2-afea-4ae1-8f09-52236b16f151,Walking Outdoors,train
445fc552-20bf-49fe-adad-a5c5882f5c73,Walking Outdoors,train
4469a684-b4f9-4b50-a26f-2943f477a420,Walking Outdoors,train
4474c9c2-9d20-46fd-8fec-7d64942738e7,Cooking,train
449763d0-a924-40a4-8830-01e7028f9428,Mechanical Repair,train
44a65997-a52f-4e79-b4bf-cc1d74e39bc2,Desk Work,train
44f4d3f3-728f-4013-9371-8e7d8b9408a1,Carpentry,train
45219b12-3546-49ff-915a-e802739190c0,Mechanical Repair,test
453dc4a1-57b2-4803-9156-cf30016c3a79,Walking Outdoors,multi
4572b198-2c1c-4920-bcf0-95fcebe12261,Cooking,train
457ddf5b-8154-4099-aadf-df0c08fe15a4,Cooking,train
45bf438d-0cbb-40b8-be95-58204bb3c6fe,Mechanical Repair,train
460e3501-ff8e-4dcf-b47b-c298b9c46006,Mechanical Repair,val
461968b1-9300-42ce-9059-db5e37e34460,Mechanical Repair,train
461ed176-b687-404b-bac7-2a371c57daf0,Walking Outdoors,train
465282ac-5fea-4571-8328-665a693b97cd,Carpentry,train
466019aa-4c4c-415a-b8b6-a87c0a61fe8f,Mechanical Repair,train
46937f34-8c29-4daf-93ef-966b78e161cb,Mechanical Repair,val
46f5a400-654f-4aa3-8185-da5ea97bc1a6,Gardening,val
4705aeac-ccbd-4463-8bb0-36120e5a382e,Mechanical Repair,train
471d6c21-5f4f-46e6-ab9d-e332c9542e49,Playing Instrument,train
47249b6c-5d9c-44dd-9ab9-a68fa59ccb3f,Walking Outdoors,test
477feff8-a1ff-4f43-b726-273ca0fa47e9,Carpentry,multi
478ba7c0-bd0f-4d0c-987b-0d595e07855f,Walking Outdoors,train
47bb1fd4-d41f-42b4-8d0c-29c4e9fdff9f,Cooking,train
47bc4f2e-c374-4585-aafc-d919fdd5d484,Walking Outdoors,train
47c9a6a5-b6e4-4d09-8916-da61344e94cf,Carpentry,val
484249cf-8898-4d7a-bb1f-18bcbcf4dce9,Mechanical Repair,test
487d752c-6e22-43e3-9c08-627bc2a6c6d4,Cooking,train
4884c61e-a61b-4ba6-8071-4314c6c217b6,Mechanical Repair,train
48b5f66a-1746-4763-aff0-8156725a17d9,Walking Outdoors,train
48d07017-2af5-41c3-83a7-814721012f94,Cooking,train
48f787d7-6d1d-49c5-a587-99879724707b,Playing Instrument,train
493185d1-62d9-427c-b9d6-3f5af7a5686e,Gardening,train
495172da-f1f8-459e-bffa-e8cec7dfc52e,Cleaning,test
49888696-0791-4b97-8e11-9b712d73b03e,Desk Work,train
49adedbb-e104-42c9-81d2-07d6541353cd,Walking Outdoors,train
49bcf278-4879-4a6d-827e-252e824be525,Cooking,train
49d911e6-b9c7-4709-ace1-f3ee7c05d5fa,Carpentry,train
49fef38f-ae86-498e-b63e-a89d97e809b5,Walking Outdoors,train
4a091f2f-d14d-474f-b8a2-f7e2493d5cd4,Desk Work,train
4a3d2db2-1b82-40b7-8a6e-52b6a2fe2b2c,Carpentry,test
4a3fe6c1-bfdc-4bbb-a430-3cc19fbd484b,Cooking,train
4a758e36-ab98-4bbf-aefb-c84df5f1e25e,Mechanical Repair,train
4aad040a-2125-4bbc-8bae-241ef23824d9,Carpentry,train
4ab8fc08-2ae6-4b27-8c72-e9700e0161bb,Cleaning,train
4ace159b-7af8-492b-9910-e14a5cb72d1a,Mechanical Repair,multi
4aeb7f3c-855a-4c66-b3d9-02b0eb963883,Mechanical Repair,multi
4afc7a4d-9874-43ad-84cb-7209530292b9,Cooking,test
4b0025fd-2d90-44ca-850b-e0d2131f6af1,Walking Outdoors,train
4b519bec-23da-494a-921f-ce926f78c6ac,Desk Work,train
4b5de875-cc82-494e-b768-8ac0ae3bb279,Playing Instrument,val
4b97cf1d-4989-41d8-8b9e-f6b3d648d9d0,Cleaning,train
4bc033f3-9bfe-4b00-8595-09148707bb02,Cooking,train
4bd37cff-a43b-4843-b0ff-06ecfe00017e,Walking Outdoors,train
4bdc80b2-bf82-4a33-a712-fce1775e610a,Gardening,train
4c18629a-ac33-4939-badf-6e8477b2aee7,Cleaning,train
4c1a9fec-4ff8-4ca8-a70f-58bcdf305a90,Desk Work,train
4c53aaac-76f0-4874-ab1c-738286b9698e,Desk Work,multi
4c6f009a-f0ca-4557-8723-4111761e0a9a,Walking Outdoors,train
4c9777fc-1997-4dc8-a2d2-ea59c50b32f4,Walking Outdoors,train
4d1b11b2-e53a-40a5-a3a5-2b2441c60e17,Cooking,train
4d8a0a06-ac77-4c0f-a699-520566300df5,Cleaning,test
4d95da89-5c7c-4c47-8772-e783db6d7c0c,Cleaning,train
4dc1caff-6353-4a05-9382-92031b25f783,Walking Outdoors,train
4dc58b9f-75f4-4f27-aa19-2b8ebd1daad6,Carpentry,val
4e3fc1e9-424f-4921-9068-d468c135f347,Cleaning,train
4e3fd705-5ab8-4672-817d-37627660880a,Carpentry,train
4e45e98f-c09a-4bb2-bd4f-5fb0f1d504f1,Walking Outdoors,test
4e554e70-de52-4f24-b5f0-78012b57c5c2,Playing Instrument,train
4e880bf0-145f-4ab6-b015-476dd6b73dca,Playing Instrument,train
4ed53432-e1f5-4e3f-a614-ffcaff444aca,Desk Work,train
4ee4d53c-82d6-4900-b3e9-91ddf911bc5f,Desk Work,train
4f2b15a4-9802-4ed7-8911-4b8c352ff10a,Desk Work,train
4f71337b-ddf2-4458-8eff-078521dc169b,Playing Instrument,train
4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb,Playing Instrument,train
501d1e55-968d-4c10-9d29-e0f4bee907a0,Gardening,val
504315c0-17fd-4259-9d2c-fd2b25fdcbea,Gardening,multi
50444259-3a59-4f0a-b846-ac0c1b32b5ca,Cleaning,train
5059d234-992a-48e6-a9e5-c5777943ecfa,Cleaning,train
5063d3be-60e0-4970-9948-ed529a8c5eed,Walking Outdoors,train
50a395ca-e434-46f3-a2f8-67fc4ca3874b,Mechanical Repair,multi
50b64e18-500d-49f7-8ef1-17c78ebcc2db,Mechanical Repair,train
50e55c8f-b939-4b5c-86b5-e0b53d199d27,Walking Outdoors,train
50f31d76-6f29-4f80-b654-9437a0113bf5,Walking Outdoors,train
50f60d14-4b1f-4f7f-971b-f887aa3e0320,Desk Work,train
51211aef-2c3e-4e63-9f29-45fe1794797a,Cleaning,test
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,Cleaning,val
518167e7-59ef-4c60-a2aa-d450236bfecd,Playing Instrument,train
51eb2565-5911-45c0-9472-23c5b3400840,Cooking,train
51fc7393-cb83-4178-9ade-6c7853a001e0,Cooking,train
5219d958-3e18-468f-b789-baa6d2f72e9b,Cleaning,train
522a57d5-5b89-4daf-8bcb-36ed2ec80fcf,Playing Instrument,train
52473323-1ba4-4c7f-8018-49bfc8d8c0f8,Cooking,test
52778079-3106-4b2c-a694-e4961e5721bd,Carpentry,train
52b42c33-ac42-435a-aef0-2b00d43516ec,Cleaning,train
52b99e0c-0f75-43fd-abbb-84ae2389c9c4,Cleaning,val
52d248bf-0d93-4418-a767-c4dd3cc2d668,Mechanical Repair,multi
52d7e473-06a6-4464-81f4-08199bf5cb6a,Desk Work,train
530277fb-916e-4d99-b3df-19fb06403a93,Desk Work,train
5330b145-fe2b-4741-90ee-4e9da735fa60,Walking Outdoors,train
53443703-0ad4-44b9-9be6-041e01b26e4e,Playing Instrument,train
538c2f0a-f89e-47b5-b012-047a1b98de27,Cooking,train
542bd8e2-37a1-49be-8f4c-0fedeb1cc9f1,Mechanical Repair,train
54389f9b-eff9-49e1-9da9-f2ad86254515,Cleaning,train
54676f57-9218-4c14-8b4e-116e61797de8,Cooking,train
546e4806-a7f5-46bd-bf65-7737db2c5594,Walking Outdoors,train
5474eff5-4722-4d8d-8f04-ff32ab411a2e,Cleaning,val
54843f87-c3c1-40a3-910e-5e72540995d5,Cleaning,train
55301af6-c76b-45ae-a7b0-0135f9b5c06e,Carpentry,test
554b7620-a064-44cb-9ccf-931301f195f9,Carpentry,test
55510a84-858b-4857-bb9f-6a923b5f7882,Cooking,val
555f5092-cead-4637-b921-db0f0e50b416,Playing Instrument,train
555ff1a5-c30b-434c-a251-b5105cdc1fb9,Cooking,train
55ced083-da04-4853-acc4-53ae68c5d283,Playing Instrument,train
55cf338b-c86b-4f6e-85fd-dc4b722d1967,Cooking,val
5607d99f-d48e-484a-8d35-50f3be65fde4,Walking Outdoors,train
5613f20a-991f-43c1-9a7d-87632ef6795c,Cleaning,val
56723ca2-d092-4a6d-aa2a-25669f6644f7,Cooking,test
569173d2-f5c0-4ccd-a04e-0b79f824aa2f,Mechanical Repair,train
56a3b49c-6979-4253-9ff5-2733c3e2f229,Cleaning,train
56ac9772-88bc-4b59-bf59-47e09b4d1273,Walking Outdoors,train
56bfc9ac-00f4-41ae-8112-3851c538d9b9,Cooking,val
56d0a3e8-58c0-4d4d-b1a8-097b8cabcc95,Desk Work,train
56e92c65-c82e-413b-aaf9-26a0dd5fbbe2,Cleaning,val
57433609-a139-4d16-9202-c138939b143a,Carpentry,train
575dbff3-44c8-4fda-92f7-fbf3070f8789,Cleaning,train
57de9622-1f5b-48e4-89b0-9f364fb1bf3c,Walking Outdoors,train
57ee481e-2386-4a28-8d4c-ed8c9bdf08d8,Desk Work,val
58365f2a-f88a-46f8-9572-3fdbfd693c82,Cleaning,train
584f625d-15b0-49e8-bfa6-718b9cf010e0,Walking Outdoors,val
584fd34c-9bd5-44fd-8266-9d3161d8c790,Mechanical Repair,train
586cb628-4f39-468b-b561-7e3e3e8e2125,Carpentry,train
589fd5f5-bccb-4820-b248-87054fcade25,Cleaning,train
58aff1ab-21a8-4ba3-a006-8d3bb12b2ccc,Cooking,test
58b068dd-758f-43c7-8cd5-d17cc1aafb5a,Carpentry,train
58b2a4a4-b721-4753-bfc3-478cdb5bd1a8,Cooking,train
58baa94e-8a14-4608-907b-ddcda8cd7e21,Cooking,train
58e39e0e-9bbb-4e7f-98b4-14b2fa325fa3,Cleaning,train
58f1ec2f-7156-45f0-8d29-6dda9675b467,Carpentry,train
590ec18e-a6c7-4457-bef6-75b034a4938c,Cleaning,train
5919134e-8fe9-4043-9fcc-5ff02da8e890,Walking Outdoors,train
592a72c3-57e2-44b4-b8bf-b219fbb0aa1b,Walking Outdoors,train
5970d966-cbd4-4fc0-8590-bffc9935bf10,Walking Outdoors,train
597b1ca1-e2ea-4a0e-8be0-31b713151ba2,Cooking,train
597c6e1f-4a54-4688-a24d-52bf8f458730,Carpentry,train
59815805-de31-4993-8f5e-f12b1537bcfc,Mechanical Repair,multi
59867cc2-3e1f-4dea-b4d7-dbaf55982e72,Cooking,train
599037f1-5825-4315-a75d-9a50d16959b5,Carpentry,train
5aaecada-5733-44e2-8e1d-0b95f51af0ee,Playing Instrument,train
5afe1e42-d44f-4c1d-bfd1-84de861b4492,Cleaning,train
5b0b0b85-4238-4b95-aaa6-dce4011eab86,Walking Outdoors,val
5b2ffccb-a891-4d76-a271-abbcbf7e894b,Desk Work,train
5b97f47f-f015-46f3-8879-3fcc2a61a728,Carpentry,multi
5ba787ab-4634-451a-b988-c467f4a7fccb,Mechanical Repair,train
5baf4e1b-582a-4fbc-9391-3e794057c759,Cooking,train
5c0cd8bd-21ae-4e5b-91ed-b3142af3c50f,Playing Instrument,val
5c1479d7-626d-446d-b75b-ca1ea046c1b1,Carpentry,test
5c16c4b4-8065-410a-8160-8da3b2d0e57e,Cleaning,test
5cae3bb3-1e1e-4b9f-82e8-87dbaad8f73d,Cooking,test
5cd2b2de-cda1-4a06-94ed-1b1d74d75d0c,Carpentry,train
5d1dc663-3550-47bb-97a3-6fe8b56ec715,Mechanical Repair,train
5d2043c0-6982-4259-88bd-b4d0fc5d789a,Cleaning,val
5d331f41-ebc7-4eaa-8676-501a94a004d4,Mechanical Repair,val
5d511be2-5a9a-4776-ad5e-c0e3a00dfb07,Carpentry,val
5d8ebbea-6371-4be5-b611-751fb49ec294,Cleaning,multi
5dc1c853-352d-49ae-886a-b72f6d6e70a4,Desk Work,train
5dcbcc43-6220-457a-8e79-36ef9997eb90,Carpentry,test
5e64c89d-34ce-49a3-949a-dc90385cdbcc,Cleaning,val
5e97e33c-b3ca-48b2-9e7e-069fe39199fb,Mechanical Repair,train
5e9e692b-dd68-4618-bfa3-012a7934abc2,Cooking,train
5ed33a0e-3786-471b-9642-0a386c6fd8f3,Cleaning,train
5ed59c41-af9e-4368-a0ce-30d536d34895,Cooking,train
5eed1db0-2136-4c61-8122-06cfbba28c96,Playing Instrument,train
5efa966b-01b6-4bbb-a4b6-702ef89c3a10,Cleaning,multi
5f2be256-1298-4876-a310-cc9c7e80774a,Mechanical Repair,val
5f2fe227-e8fc-4635-8b3e-2f56e9be61b5,Mechanical Repair,train
5f6f87ea-e1c3-4868-bb60-22c9e874d056,Playing Instrument,train
5f7c489b-bfa0-4aa7-b707-45d12b2b114a,Mechanical Repair,train
5fa671a8-c6c9-40bc-9d3d-f97d94133965,Mechanical Repair,multi
5fee12e8-d65f-41f8-992d-5501a4c0aa2a,Mechanical Repair,train
5ffe23d7-77a8-4e8d-bacb-d6bc022f0eef,Walking Outdoors,val
603a427f-9191-4ca4-a1b0-dd3c5e7fda70,Cleaning,train
60807cca-d8a3-4e5a-b1ad-3eef0f87e73e,Desk Work,test
6099730e-7a7c-41ce-8266-83a9f00cacec,Walking Outdoors,train
60bfacbb-063f-4e3f-bc74-fe993c7a521a,Cleaning,train
60c0f9fc-0a5b-4a1e-87b2-5ae17ec289a3,Carpentry,train
60c1aa5a-9682-4576-826d-25a1e1075982,Playing Instrument,multi
60c3c7e8-9795-4ef3-9717-25acabd688fb,Desk Work,train
612f93fe-6a51-4c5f-abcd-430d9eb7d69a,Playing Instrument,val
615c5cd1-1dab-4667-94ce-30bfe52e7cd4,Cooking,val
615edb9e-bfc7-4080-afb3-d29e98ce2216,Walking Outdoors,train
618ea0d8-4d8a-43d1-92b3-b55a6f85328c,Carpentry,train
61a437a7-f30e-427f-a5a9-b6d41a7ad499,Playing Instrument,train
62117f20-5e86-480d-b0c5-277f9ebc3615,Mechanical Repair,train
6235b5be-d347-4031-8d14-4b70a571c215,Walking Outdoors,train
6269fa52-58af-46d3-9a4b-7aca66c3b622,Mechanical Repair,multi
62ecb68c-4aea-4b07-8e84-696d65cc3672,Cleaning,train
63961b5a-3d09-439a-abff-1bd3456b25e0,Mechanical Repair,train
63f0f27d-645c-4efc-9162-6f0cb0353bc8,Cleaning,train
64049385-6855-4eed-8b3c-ce3e8d704008,Walking Outdoors,train
6432d156-5b39-4df9-b261-6695b707c63a,Playing Instrument,train
6442d14c-c02a-4b90-bd52-8b3c187b851b,Mechanical Repair,train
64937c98-8ea8-4020-abcb-2415f13faa0f,Playing Instrument,train
64b355f3-ef49-4990-8622-9e9eef68b495,Cooking,train
64d62404-4689-462a-a573-e49aff0b350a,Cooking,test
652816fb-2779-4e17-9972-fd0ad0e36229,Walking Outdoors,train
652f0590-aab5-4de1-b578-238adb54fa0e,Mechanical Repair,train
6542887a-5ea3-41b4-b281-3f2b30ebb766,Walking Outdoors,train
655e0641-f92b-4db0-acb3-223525247c90,Mechanical Repair,train
657e538b-af27-4236-9dfa-a1d6674f2e8c,Cleaning,train
65899145-454e-4fc4-b72f-cc7e4504c9c7,Playing Instrument,train
65932cf3-b9d3-4488-b83b-c77dc5e5d2fd,Desk Work,train
65adec13-7836-4784-9015-0e5879e2f40b,Walking Outdoors,train
65afadae-9410-43e5-a61d-ae75ae711e56,Cooking,train
65f15401-3714-445d-9792-4710c2967f25,Gardening,train
661952ef-7067-48c7-a6ee-fd93f7e6e450,Mechanical Repair,train
662a5fbd-6865-43e6-a2e5-06ffd30c8fc6,Walking Outdoors,train
6639f53c-701d-4fe7-adcd-55d040ce8afe,Cooking,train
66600529-b776-4b03-9e58-53d4950bbf0b,Cleaning,train
6667265c-5d06-4072-b761-649eeab04fc9,Mechanical Repair,multi
666beb29-be82-4f5f-8556-644ed5af8d90,Mechanical Repair,train
669b3fbf-3658-4943-9f28-54b2251a7e61,Cleaning,train
66a88780-84f9-4515-8ca4-3b84ba9ad615,Cleaning,train
66f93990-3f9e-44a9-a3b2-753319dc4e2b,Cleaning,train
66fc3efa-aa5a-4bf4-b2ad-dd3860818cc4,Mechanical Repair,test
670af94f-647f-448e-b219-1e424cc0d0f1,Mechanical Repair,train
670df362-2578-4f2a-8940-188f06ca6126,Playing Instrument,train
671a4c5a-1ab5-4ea1-8940-c2983e2edb25,Mechanical Repair,train
672c902a-7871-4e8f-bae5-6e12e2a4e342,Cooking,train
674ff45c-1a6b-40c1-a915-df844132144d,Playing Instrument,train
6767f3a8-9a7e-4978-8939-5a988bd44c7e,Mechanical Repair,train
676c3bb3-2b7f-437b-ae1a-41f589ae188a,Cooking,val
67ae160b-f173-4340-b048-6aebf4027a9d,Cooking,test
67b78a5b-ab72-4483-95c4-33e837013e93,Cleaning,train
67c8aca7-5073-4ccc-bdf1-10a8de2f437c,Cleaning,test
67dca1fe-bfbf-4bd2-ba24-427e35722cb0,Cleaning,train
67f9b6ac-0137-4787-8dba-b30aad329898,Walking Outdoors,test
680e61d7-86e0-47cd-a6e1-83868aaaf3f0,Cooking,test
68143ed4-36a0-4194-b409-d28be53f8252,Desk Work,val
6815d77e-72e5-465f-a82f-81cb9aabfce2,Playing Instrument,multi
68205f0f-9b30-4d81-986d-f8816e70bddd,Cooking,test
6822e3f2-4862-4f02-ab6b-7a16587eeade,Walking Outdoors,train
686b4d50-3820-4157-bcf4-80d6feaebc7e,Desk Work,train
68c73d6c-8102-42ae-8d07-c5529bb933fa,Desk Work,train
68cf4100-b9b6-4e9b-8d3a-d7569fc4d474,Walking Outdoors,train
69ed5dc3-ed83-47fb-aac0-71d997904494,Mechanical Repair,test
6a1bdcdb-0def-4cbb-87ab-0da83b63552c,Desk Work,train
6a2fa96b-86b5-43e6-9aae-5b144ab15927,Desk Work,train
6a513338-0c76-418f-b842-e89547decacf,Mechanical Repair,train
6ab72273-4324-4cec-aad4-1a644b57356b,Cleaning,train
6abc010d-be71-498d-af0b-15c5845d315f,Mechanical Repair,val
6ac1d2ed-1f6b-4828-a1ab-f81c40bd5e80,Cooking,test
6ae63a5f-09ea-47d2-9ac8-97c04927da86,Walking Outdoors,val
6af04762-9ccf-41aa-bbfb-48a443c7cec3,Cooking,train
6b0e9740-14ac-45aa-993c-574bc25a4585,Playing Instrument,train
6b6825dc-7094-4bdb-aca8-c02305910ce6,Playing Instrument,train
6b6d73b9-e92c-4698-86df-bbe687a9e95e,Cleaning,multi
6b889d80-1c10-413c-9532-fbd629305a43,Playing Instrument,multi
6b8963b9-0645-4eb4-93d0-32644cfcd99f,Carpentry,train
6b89ed88-54d3-427f-835f-6a5345206955,Cooking,test
6b91041f-bd60-4738-8305-46b144ce725d,Carpentry,val
6bc039a1-69f5-417b-824c-377225094c48,Gardening,train
6bc12612-2c12-4938-a394-c65de370a159,Desk Work,multi
6bd3302b-3269-41dd-a32f-79bff3af1a81,Playing Instrument,train
6be77236-230f-4d9b-98d5-1cbf3be34023,Desk Work,multi
6c03be74-4692-4e3e-8eab-01f9f8e0d3ba,Cleaning,multi
6c0a8bc3-1a83-4f90-bb7f-6baf959b2364,Cleaning,train
6c716b7b-80a3-4f66-a341-7b86a1e921fa,Mechanical Repair,train
6c7abb81-3545-4798-bc17-67eac6deadb3,Carpentry,test
6caf467a-a949-4b5c-b88b-b2ac6cbd9f36,Gardening,train
6cc68770-4f61-4c1c-a890-833b2e097eb7,Carpentry,train
6cd747b9-9f90-4642-b848-e16a353e28f4,Cooking,train
6cee9dc4-b9c8-49ad-89c8-07e9f506799f,Walking Outdoors,test
6d073200-e091-46f8-ae82-47d51f06e533,Carpentry,test
6d9d3b31-334f-4710-8f66-8d9befde4665,Cleaning,test
6e0a6558-c212-4cab-b374-007671edb59c,Cleaning,train
6e5fd566-1bbe-49cc-ad61-2cafc11a2036,Cleaning,test
6e7c717c-0f0a-4449-bec4-db05603d88d7,Cleaning,train
6e988330-6694-403c-9011-5e5e1ff1d7f6,Mechanical Repair,train
6eb083c4-a7dc-454b-84bc-2f0d8a69dffe,Cooking,train
6ef7f9c0-30eb-4280-acc1-55f22f6e2924,Desk Work,train
6f140645-1904-4493-862d-06929ec947db,Mechanical Repair,test
6f19928b-79d6-43ef-9567-b34b70de4042,Cooking,train
6f4b36d7-457b-4bac-a4fd-009f6d6d886d,Carpentry,val
6f83579e-75fa-4409-b4a5-7b73463eb217,Mechanical Repair,test
6f9e9c96-dfac-4862-aa36-f7a2f10d4552,Mechanical Repair,train
6fab4528-101a-4a4b-bb90-a2a155a0bddb,Desk Work,train
6fbe37c5-7321-4223-a26b-78fef89a9c46,Cleaning,train
6fc99eb3-6c88-41a9-ad4f-e9414203999f,Walking Outdoors,train
6fd90f8d-7a4d-425d-a812-3268db0b0342,Cooking,train
6fe206a1-2a72-4fc2-8f7b-f54c942e0c30,Mechanical Repair,train
70b1eb5c-49a6-4249-88bb-53606589a6ea,Mechanical Repair,train
70c31020-9fed-4e76-b127-2c10487317ff,Mechanical Repair,train
70c7d2e0-5671-4891-a0a0-d8247c360f81,Mechanical Repair,train
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935,Mechanical Repair,val
70e81c43-3bf3-4a3c-81df-16f5108a6918,Desk Work,train
70f2a750-f403-41b8-aabb-480eb3ab4ed4,Cooking,train
711a74cf-33f2-426f-89aa-1837864e54f9,Carpentry,train
712ef11e-dc19-4fe1-ae66-0d9ec934196e,Carpentry,multi
713602ca-86fa-40d1-bdab-371115b37fc9,Carpentry,val
7156f0b1-8a17-4dd2-860f-9de4aceb4646,Walking Outdoors,train
71805e46-ca99-4b12-abb4-b1c1af470ae7,Mechanical Repair,train
719bf9c4-a216-4166-963b-80ece9f87a48,Playing Instrument,train
71d1e89d-69ed-4a45-a4c6-61510f6d2dd2,Desk Work,train
721455cc-1e09-44a3-a579-d9e90db85227,Walking Outdoors,train
72273bc9-f73a-42a3-b390-6cb5899c6668,Carpentry,train
722811b1-93f9-4790-b3ae-b9ae8142a718,Mechanical Repair,multi
72295d26-19f7-4c6a-874e-85ba8654861e,Carpentry,train
725afa52-ac60-4a17-b416-9a830fa8fc7b,Playing Instrument,train
72784479-55db-45aa-a7ca-9d87b1a4afb9,Walking Outdoors,train
72792612-73d1-482e-8717-1997466968b4,Mechanical Repair,train
7285237a-0729-4300-aac1-64fb06512370,Playing Instrument,train
729c3692-812c-43a5-9dd7-cc0bd3fbd5a6,Walking Outdoors,train
72b53897-cfca-42cb-b60d-1f928f313a1c,Mechanical Repair,train
72cb4dd3-c8cf-4bda-9efe-26b66ed6829e,Cleaning,train
72d6a00b-0554-41cd-a00d-0c1e64e400df,Walking Outdoors,train
72f48fb2-90ff-4add-bd1b-7fe57fe4dc4e,Carpentry,val
73005180-4af4-48a3-8c9a-f4afe2b99c58,Cleaning,val
7303d3a9-90fd-433d-987c-8c90ce49c821,Cooking,test
73139ac7-aa0a-4119-bf90-81a94a3f8c55,Cleaning,train
73fdfb68-e6f4-43bb-be27-d4ef06872070,Desk Work,train
747ca62c-333e-472a-94d8-7d436c56cb45,Mechanical Repair,train
