action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Object Transfer,2,,6,3435,,no,0,0.0,0,#C C drops the spanner on the workshop lift table with his gloved right hand.,drops spanner on workshop lift table with his gloved right hand,"[CtxFixed] The action involves deliberately placing the spanner onto the workshop lift table, which fits the criteria for 'Object Transfer'.",r002,Mechanical Repair,,2423.708946666666,Gold,3837916b-c0e8-4359-8a73-524d40660731,no
Task Operation,2,,8,2133,,no,0,0.0,0,#C C loosens a bolt in the scooter with the spinner in both hands.,loosens bolt in scooter with spinner in both hands,Core manual task involving high hand activity.,r002,Mechanical Repair,,2481.6957766666665,Gold,3837916b-c0e8-4359-8a73-524d40660731,no
Locomotion,2,,4,6129,watchlist_verb,yes,0,0.0,0,#C C moves to a table in the workshop.,moves to table in workshop,Body moving through space to reach a destination.,r002,Mechanical Repair,,2559.9649566666667,Gold,3837916b-c0e8-4359-8a73-524d40660731,yes
Task Operation,2,,4,7900,,no,0,0.0,0,#C C removes the bolt on the scooter with his gloved left hand.,removes bolt on scooter with his gloved left hand,Core task involving manual operation with high hand activity.,r002,Mechanical Repair,,2732.994443333333,Gold,3837916b-c0e8-4359-8a73-524d40660731,no
Task Operation,2,,5,4748,,no,0,0.0,0,#C C loosens a bolt on the scooter with the T bar in both gloved hands.,loosens bolt on scooter with t bar in both gloved hands,Core manual task involving high hand activity.,r002,Mechanical Repair,,2734.925123333333,Gold,3837916b-c0e8-4359-8a73-524d40660731,no
Object Transfer,2,,3,11256,,no,0,0.0,0,#C C picks a lubricant with his gloved right hand from the table.,picks lubricant with his gloved right hand from table,Logistics step involving picking up an object.,r002,Mechanical Repair,,2846.8801433333333,Gold,3837916b-c0e8-4359-8a73-524d40660731,no
Task Operation,2,,4,5836,watchlist_verb,yes,0,0.0,0,#C C adjusts the camera with his gloved right hand. #Unsure,adjusts camera with his gloved right hand,Core manual task involving precise hand movements.,r002,Mechanical Repair,,2929.646693333333,Gold,3837916b-c0e8-4359-8a73-524d40660731,yes
Stationary,2,Task Operation,6,3572,,no,0,0.0,1,#C C operates the mouse of the desktop with his right hand.,operates mouse of desktop with his right hand,"Low body motion, focused hand activity does not imply significant movement.",r002,Desk Work,,17.1184486,Bad,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Task Operation,2,,3,10842,,no,0,0.0,0,#C C operates the desktop with both hands.,operates desktop with both hands,Core task involving high hand activity.,r002,Desk Work,,490.80586860000005,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Stationary,2,,4,7926,,no,0,0.0,0,#C C removes her left hand from the keyboard of the desktop.,removes her left hand from keyboard of desktop,"Low body/hand motion, removal of hand from keyboard indicates a pause or transition.",r002,Desk Work,,566.7878686,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Task Operation,2,,3,10846,,no,0,0.0,0,#C C operates the keyboard of the desktop with her left hand.,operates keyboard of desktop with her left hand,Core manual task involving high hand activity.,r002,Desk Work,,608.6541886000001,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Task Operation,2,,7,2745,,no,0,0.0,0,#C C operates the mouse of the desktop with her right hand.,operates mouse of desktop with her right hand,Core task involving high hand activity.,r002,Desk Work,,670.3138786000001,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Task Operation,2,,4,6937,,no,0,0.0,0,#C C operates the laptop on her thighs with her right hand,operates laptop on her thighs with her right hand,Core task involving manual operation with high hand activity.,r002,Desk Work,,897.7105186000001,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Stationary,2,,7,2589,,no,0,0.0,15,#C C clicks on the USB mouse attached to the desktop computer with his right hand.,clicks on usb mouse attached to desktop computer with his right hand,"Low body/hand motion, clicking a mouse.",r002,Desk Work,,1706.0657186,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Task Operation,2,Stationary,5,5619,,no,0,0.0,0,#C C swipes the screen of the phone on the desk with his right hand.,swipes screen of phone on desk with his right hand,Core task involving high hand activity.,r002,Desk Work,,1906.9142986,Bad,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Task Operation,2,,6,4072,,no,0,0.0,0,#C C types on the keyboard attached to the desktop computer with his right hand.,types on keyboard attached to desktop computer with his right hand,Core manual task involving high hand activity.,r002,Desk Work,,2241.6589186,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Stationary,2,,6,3498,,no,0,0.0,0,#C C lifts his right hand from the keyboard.,lifts his right hand from keyboard,"Minimal change in position, likely low body/hand motion.",r002,Desk Work,,3847.5285086,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Task Operation,2,Stationary,7,2550,watchlist_verb,yes,0,0.0,1,#C C touches the mouse with his right hand.,touches mouse with his right hand,Core task involving high hand activity.,r002,Desk Work,,3848.0557686,Bad,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,yes
Stationary,2,,5,4713,,no,0,0.0,0,#C C lifts his left hand from the keyboard.,lifts his left hand from keyboard,"Minimal movement, likely idle or transitioning between tasks.",r002,Desk Work,,3867.6482286,Gold,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,no
Task Operation,2,Stationary,6,3286,watchlist_verb,yes,0,0.0,0,#C C touches the keyboard with his right hand.,touches keyboard with his right hand,Core manual task involving high hand activity.,r002,Desk Work,,3892.7095086,Bad,3b3547c9-c1c3-4656-b33a-6c7e091ef5cc,yes
Object Transfer,2,,3,10383,,no,0,0.0,0,#C C lifts the cooking pan,lifts cooking pan,"The action involves picking up an object, which is a logistics step.",r002,Cooking,,7.9861796,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Task Operation,2,,8,2351,,no,0,0.0,0,#C C scoops the icing sugar,scoops icing sugar,"Core task involving manual scooping, high hand activity.",r002,Cooking,,40.856069600000005,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,3,11189,,no,0,0.0,0,#C C picks the flavor bottle,picks flavor bottle,Logistics step of picking up an object.,r002,Cooking,,82.5214396,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Task Operation,2,,4,8190,,no,0,0.0,0,#C C stirs icing sugar on the cooking pan,stirs icing sugar on cooking pan,Core task involving high hand activity.,r002,Cooking,,114.5041396,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,3,11652,,no,0,0.0,0,#C C places the cooking pan on the countertop,places cooking pan on countertop,Logistics step involving the placement of an object.,r002,Cooking,,623.7148909546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,4,7060,,no,0,0.0,0,#C C picks the chopper bowl,picks chopper bowl,Logistics step involving picking up an object.,r002,Cooking,,928.0299609546636,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,7,2773,,no,0,0.0,0,#C C picks the blade,picks blade,Logistics step of picking an object.,r002,Cooking,,948.0320609546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,3,11122,,no,0,0.0,0,#C C picks the chopper adapter,picks chopper adapter,"Logistics step, picking up an object.",r002,Cooking,,949.1582409546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,3,11609,,no,0,0.0,0,#C C places the blade on the countertop,places blade on countertop,Logistics step involving placing an object.,r002,Cooking,,949.8971009546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,5,5147,,no,0,0.0,0,#C C places the motor on the countertop,places motor on countertop,Logistics step involving placing an object.,r002,Cooking,,954.1224809546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,4,6166,watchlist_verb,yes,0,0.0,0,#C C opens the seal cover,opens seal cover,"Logistics/Setup step, involves opening a seal cover.",r002,Cooking,,995.2655509546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,yes
Task Operation,2,,3,9517,,no,0,0.0,0,#C C blends the mixer,blends mixer,Core task involving high hand activity.,r002,Cooking,,1130.0689609546632,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Task Operation,2,,4,6415,,no,0,0.0,0,#C C disconnects the motor from the chopper bowl,disconnects motor from chopper bowl,Core manual task involving hand manipulation.,r002,Cooking,,1182.4668609546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Task Operation,2,,4,7463,,no,0,0.0,0,#C C pours the mixer in the bowl,pours mixer in bowl,Core task involving high hand activity.,r002,Cooking,,1191.5275209546633,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,5,5225,,no,0,0.0,0,#C C pulls the cream from the box,pulls cream from box,"Logistics step, picking up an object.",r002,Cooking,,1244.8376909546632,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,6,3715,,no,0,0.0,0,#C C places the cream in the chopper bowl,places cream in chopper bowl,Logistics step involving placing an object.,r002,Cooking,,1257.1019609546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,5,5175,,no,0,0.0,0,#C C places the wrapper on the countertop,places wrapper on countertop,Logistics step involving placing an object.,r002,Cooking,,1271.7836109546631,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,3,11833,,no,0,0.0,0,#C C places the whisker on the countertop,places whisker on countertop,"Logistics/Setup step, placing object down.",r002,Cooking,,1487.7970209546634,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,4,7298,,no,0,0.0,0,#C C picks the whisker,picks whisker,"Logistics step, picking up an object.",r002,Cooking,,1518.1400009546633,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,6,3745,,no,0,0.0,0,#C C places the sponge on the rack,places sponge on rack,Logistics step involving placing an object.,r002,Cooking,,1666.1599609546631,Gold,3b989129-a310-4aa9-85f5-e5e9a90df99b,no
Object Transfer,2,,10,1410,,no,0,0.0,0,#O man B picks a card from the deck.,man b picks card from deck,"The action involves picking up an object (card), which is a logistics step.",r002,Playing Instrument,,59.2576696,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,4,6807,,no,0,0.0,0,#O man E picks a card from the deck.,man e picks card from deck,"The action involves picking up an object (card), which is a logistics step.",r002,Playing Instrument,,116.2184696,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,6,3540,,no,0,0.0,0,#O man A picks a card from the deck.,man picks card from deck,The action involves picking an object (card) from a source (deck).,r002,Playing Instrument,,134.1857996,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Stationary,2,Task Operation,3,10691,,no,0,0.0,0,#O man A shuffles the card.,man shuffles card,The action 'shuffles the card' involves minimal body movement and is likely performed while standing or sitting still.,r002,Playing Instrument,,204.6034096,Bad,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,11,1158,,no,0,0.0,0,#O man D drops cards on the table.,man d drops cards on table,Refined via regex fallback,r002,Playing Instrument,,288.2555209546634,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Stationary,2,,8,2137,,no,0,0.0,0,#O man D picks a card.,man d picks card,The action of picking a card is a low-energy movement.,r002,Playing Instrument,,302.6076709546634,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Stationary,2,,3,10588,,no,0,0.0,0,#O man E picks a card.,man e picks card,"The action described does not indicate any significant body or hand movement, suggesting a low energy state such as picking a card.",r002,Playing Instrument,,534.0877809546633,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Stationary,2,Object Transfer,5,4756,,no,0,0.0,0,#O man B shares the card.,man b shares card,"The action described seems to involve a stationary activity such as sharing or handing over an item, which typically involves low body and hand motion.",r002,Playing Instrument,,921.73468762133,Bad,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,9,1724,,no,0,0.0,0,#O man A drops a card.,man drops card,"[CtxFixed] The action of dropping a card can be interpreted as a deliberate placement of the card onto a surface, which fits the definition of 'Object Transfer'.",r002,Playing Instrument,,1120.21414762133,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,5,4763,,no,0,0.0,0,#O man E drops a card.,man e drops card,"[CtxFixed] The action of dropping a card can be interpreted as a deliberate placement of the card onto a surface, which fits the definition of 'Object Transfer'.",r002,Playing Instrument,,1248.9334649546631,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Stationary,2,,3,10536,,no,0,0.0,0,#O man B picks a game.,man b picks game,"The action describes a selection or choice, which is typically a low-energy activity.",r002,Playing Instrument,,1289.3925149546633,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Stationary,2,Object Transfer,3,10690,,no,0,0.0,0,#O man A shares cards.,man shares cards,"The action of sharing cards does not involve significant movement, suggesting a low-energy state.",r002,Playing Instrument,,1420.2759409546634,Bad,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,3,10600,,no,0,0.0,0,#O The man E takes a card from his right hand with his left hand.,man e takes card from his right hand with his left hand,"The action involves picking up an object (card) with one hand, which falls under logistics and setup.",r002,Playing Instrument,,1656.1597109546633,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,7,2710,,no,0,0.0,0,#O The man B picks a card on the table with his right hand.,man b picks card on table with his right hand,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,1660.457340954663,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,4,6797,,no,0,0.0,0,#O The man B throws a card on the table with his right hand.,man b throws card on table with his right hand,"The action involves moving an object (throwing a card), which is a logistics step.",r002,Playing Instrument,,1692.5970909546634,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Stationary,2,Task Operation,3,8946,watchlist_verb,yes,0,0.0,0,#O The man B adjusts his camera with both hands.,man b adjusts his camera with both hands,"The action involves adjusting an object with both hands, which is a relatively static activity with minimal body movement.",r002,Playing Instrument,,1805.2721309546632,Bad,3cbd049a-0d7d-410b-b9b0-761efb801c8a,yes
Object Transfer,2,,3,10577,,no,0,0.0,0,#O The man A drops some cards for man B with his right hand.,man drops cards for man b with his right hand,"The action involves picking up and transferring objects (cards), which is a logistics step.",r002,Playing Instrument,,1841.761280954664,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Object Transfer,2,,3,10578,,no,0,0.0,0,#O The man A drops some cards for man D with his right hand.,man drops cards for man d with his right hand,"The action involves transferring objects (cards), which is a logistical step.",r002,Playing Instrument,,1843.2152709546635,Gold,3cbd049a-0d7d-410b-b9b0-761efb801c8a,no
Stationary,2,,9,1666,,no,0,0.0,0,#C C dialogues with child X,dialogues with child x,"Low body/hand motion, dialogue implies standing or sitting still.",r002,Walking Outdoors,,9.4014086,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Object Transfer,2,,3,11268,,no,0,0.0,0,#C C picks mug on table,picks mug on table,Logistics action of picking up an object.,r002,Walking Outdoors,,12.1541886,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,9,1692,,no,0,0.0,0,#C C eats #Unsure from mug,eats from mug,"The action implies a pause in motion, with focus on eating rather than locomotion.",r002,Walking Outdoors,,14.7429286,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Object Transfer,2,,6,3420,,no,0,0.0,0,#C C drops mug on table,drops mug on table,Refined via regex fallback,r002,Walking Outdoors,,92.9599786,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Object Transfer,2,,6,3347,,no,0,0.0,0,#C C collects cards on table,collects cards on table,"The action involves picking up and possibly putting down objects, which corresponds to logistics and transfer of items.",r002,Walking Outdoors,,116.6209286,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,71,36,,no,1,1.0,1,#C C plays card game,plays card game,Playing a card game involves low body and hand motion.,r002,Walking Outdoors,,125.1889186,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,19,386,,no,1,1.0,1,#O child X plays card game,child x plays card game,Playing a card game involves low body and hand motion.,r002,Walking Outdoors,,127.3378086,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,58,50,,no,1,1.0,1,#C C stares at cards,stares at cards,"Low body/hand motion, focusing on cards.",r002,Walking Outdoors,,128.3726586,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,16,551,,no,1,1.0,1,#O child X stares at cards,child x stares at cards,"The action describes a person staring at cards, which involves minimal body movement.",r002,Walking Outdoors,,128.3726586,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,33,143,,no,1,1.0,1,#O man X stares at cards,man x stares at cards,"Low body/hand motion, focused on visual inspection.",r002,Walking Outdoors,,558.3961976213301,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,45,85,,no,1,1.0,1,#O man X plays card game,man x plays card game,Playing a card game involves minimal body movement.,r002,Walking Outdoors,,567.8898976213301,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,Task Operation,4,6659,,no,0,0.0,0,#C C hits table,hits table,"[CtxFixed] The action of hitting the table does not involve movement, transfer of objects, or searching. It is a stationary action that could be an expression of frustration or emphasis during the card game.",r002,Walking Outdoors,,767.4220976213301,Bad,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,Task Operation,146,3,,no,0,0.0,0,#C C reshuffles cards,reshuffles cards,"The action involves holding and reshuffling cards, which is a low-energy activity.",r002,Walking Outdoors,,1061.13833762133,Bad,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Search,2,,6,3464,,no,0,0.0,0,#C C gazes at cards,gazes at cards,"Head movement (visual inspection), hands mostly still.",r002,Walking Outdoors,,1107.00750762133,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,3,10745,,no,0,0.0,0,#O man X raises hands,man x raises hands,The action of raising hands while walking outdoors does not fit into the other categories as it is more of a stationary gesture rather than locomotion or a core task.,r002,Walking Outdoors,,1210.33705762133,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,Task Operation,3,10737,,no,0,0.0,0,#O man X plays with cat,man x plays with cat,"The action described does not indicate movement but rather an interaction or play, which suggests low body/hand motion.",r002,Walking Outdoors,,1556.38686762133,Bad,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Locomotion,2,Task Operation,19,408,,no,0,0.0,0,#C C plays with the dog,plays with dog,Body moving through space while interacting with the dog.,r002,Walking Outdoors,,1561.95336762133,Bad,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Search,2,,8,2132,,no,0,0.0,0,#C C looks under the table,looks under table,"Head movement (looking under the table), hands mostly still.",r002,Walking Outdoors,,1606.66172562133,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,Object Transfer,3,9284,watchlist_verb,yes,0,0.0,3,#C C opens water tap,opens water tap,"The action of opening a water tap is typically performed while standing in one place, indicating low body and hand motion.",r002,Walking Outdoors,,1624.80656562133,Bad,3ef5b4d9-c030-4d52-8452-4261f34cbc97,yes
Object Transfer,2,,3,9280,watchlist_verb,yes,0,0.0,0,#C C opens utensils drawer,opens utensils drawer,Logistics/Setup step involving opening a drawer.,r002,Walking Outdoors,,1629.32843562133,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,yes
Stationary,2,,4,8162,,no,0,0.0,0,#C C stares at the living room,stares at living room,"Low body/hand motion, focused attention.",r002,Walking Outdoors,,1723.56832762133,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,6,3378,,no,0,0.0,0,#C C dialogues with child Y,dialogues with child y,"Low body/hand motion, likely involves speaking.",r002,Walking Outdoors,,1774.16812762133,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,Object Transfer,8,2049,,no,0,0.0,0,#C C arranges table,arranges table,"The action involves arranging a table, which is a setup task and not a movement through space.",r002,Walking Outdoors,,1791.23142762133,Bad,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Object Transfer,2,,5,5009,,no,0,0.0,0,#C C picks remote on table,picks remote on table,Logistics step involving picking up an object.,r002,Walking Outdoors,,1803.01878762133,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Object Transfer,2,,9,1770,,no,0,0.0,0,#C C picks cream from can,picks cream from can,Logistics step involving picking up an object.,r002,Walking Outdoors,,2060.4621976213302,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Task Operation,2,,9,1634,,no,0,0.0,0,#C C applies cream to the dog,applies cream to dog,"Core task involving manual application, high hand activity.",r002,Walking Outdoors,,2063.80441762133,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,Task Operation,5,4897,,no,1,1.0,1,#C C pets dog,pets dog,"The action involves interacting with a dog, which typically involves low body and hand motion.",r002,Walking Outdoors,,2178.26026762133,Bad,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,4,8019,,no,0,0.0,0,#C C rubs finger in cream,rubs finger in cream,"Low body/hand motion, likely a small action like applying cream.",r002,Walking Outdoors,,2203.4591176213303,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Task Operation,2,,3,9449,,no,0,0.0,0,#C C applies cream on dogs paw,applies cream on dogs paw,"Core manual task involving hands, likely with high hand acceleration.",r002,Walking Outdoors,,2206.4290876213304,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Search,2,Stationary,5,4650,,no,0,0.0,0,#C C gazes at dog,gazes at dog,"Head movement (visual search), hands mostly still.",r002,Walking Outdoors,,2242.20755762133,Bad,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Stationary,2,,16,555,,no,1,1.0,1,#C C dialogues with woman X,dialogues with woman x,"Low body/hand motion, indicative of dialogue.",r002,Walking Outdoors,,2347.3886376213304,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Locomotion,2,,11,1306,,no,0,0.0,0,#C C walks towards stairs,walks towards stairs,Body moving through space (walking).,r002,Walking Outdoors,,2436.6447576213304,Gold,3ef5b4d9-c030-4d52-8452-4261f34cbc97,no
Object Transfer,2,,6,3690,,no,0,0.0,0,#C C picks up a cup from the table with his right hand,picks up cup from table with his right hand,"Logistics/Setup step, picking up an object.",r002,Playing Instrument,,16.033379600000004,Gold,3ef7fcd2-ae08-4cb6-9e04-8dc09c94a289,no
Task Operation,2,,9,1958,,no,0,0.0,0,#C C washes wall,washes wall,Core manual task involving high hand activity.,r002,Cleaning,,139.21731859999997,Gold,406dd4ef-ac1e-48cc-be05-40dab5979549,no
Task Operation,2,,6,4098,,no,0,0.0,0,#C C washes bath tab,washes bath tab,Core manual task involving high hand activity.,r002,Cleaning,,218.7826886,Gold,406dd4ef-ac1e-48cc-be05-40dab5979549,no
Object Transfer,2,,3,10062,,no,0,0.0,0,#C C drops spout,drops spout,"[CtxFixed] The action of dropping the spout is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'.",r002,Cleaning,,303.9929892853613,Gold,406dd4ef-ac1e-48cc-be05-40dab5979549,no
Stationary,2,,3,11734,,no,0,0.0,0,#C C places left hand on the wall,places left hand on wall,"Low body/hand motion, likely maintaining balance or posture.",r002,Cleaning,,469.5230392853613,Gold,406dd4ef-ac1e-48cc-be05-40dab5979549,no
Task Operation,2,,9,1962,,no,0,0.0,0,#C C wipes bath tub with a sponge,wipes bath tub with sponge,Core manual task involving high hand activity.,r002,Cleaning,,921.3275382340756,Gold,406dd4ef-ac1e-48cc-be05-40dab5979549,no
Task Operation,2,,5,5597,,no,0,0.0,0,#C C stirs the stew with the fork,stirs stew with fork,Core task involving high hand activity.,r002,Playing Instrument,,31.0309996,Gold,411879b5-9776-4ffd-9af5-66897a078bed,no
Task Operation,2,,30,173,,no,0,0.0,0,#C C dips the flatbread in the stew,dips flatbread in stew,"Core task involving manual manipulation, high hand activity.",r002,Playing Instrument,,39.412169600000006,Gold,411879b5-9776-4ffd-9af5-66897a078bed,no
Search,2,Stationary,5,5575,,no,0,0.0,0,#C C stares at the top most part of the drawers,stares at top most part of drawers,"Indicates head movement towards a specific point (visual search), hands are likely still.",r002,Playing Instrument,,40.7915296,Bad,411879b5-9776-4ffd-9af5-66897a078bed,no
Stationary,2,,25,249,,no,0,0.0,0,#C C eats the flatbread,eats flatbread,Eating involves minimal body movement and is generally a stationary activity.,r002,Playing Instrument,,50.681999600000005,Gold,411879b5-9776-4ffd-9af5-66897a078bed,no
Object Transfer,2,,5,5078,,no,0,0.0,0,#C C picks up the serviette,picks up serviette,"Logistics step, picking up an item.",r002,Playing Instrument,,250.9465096,Gold,411879b5-9776-4ffd-9af5-66897a078bed,no
Object Transfer,2,,3,11795,,no,0,0.0,0,#C C places the serviette on the table,places serviette on table,Logistics step of placing an object.,r002,Playing Instrument,,257.67132960000004,Gold,411879b5-9776-4ffd-9af5-66897a078bed,no
Object Transfer,2,,3,11513,,no,0,0.0,0,#C C picks up the glass of water,picks up glass of water,Logistics step involving picking up an object.,r002,Playing Instrument,,258.59470960000004,Gold,411879b5-9776-4ffd-9af5-66897a078bed,no
Object Transfer,2,,3,9131,watchlist_verb,yes,0,0.0,0,#C C moves the piece from the stew to the foil,moves piece from stew to foil,"Logistics step, moving an object from one place to another.",r002,Playing Instrument,,486.4671009546634,Gold,411879b5-9776-4ffd-9af5-66897a078bed,yes
Stationary,2,Object Transfer,4,6094,watchlist_verb,yes,0,0.0,0,#C C moves the fork,moves fork,"The action described seems out of context for playing an instrument and does not indicate significant movement or activity, suggesting a low-energy, possibly idle state.",r002,Playing Instrument,,503.8899709546634,Bad,411879b5-9776-4ffd-9af5-66897a078bed,yes
Object Transfer,2,,3,11697,,no,0,0.0,0,#C C places the glass on the drawers,places glass on drawers,"Logistics/Setup step, placing an object.",r002,Playing Instrument,,565.4213042879968,Gold,411879b5-9776-4ffd-9af5-66897a078bed,no
Stationary,2,Object Transfer,4,7739,,no,0,0.0,0,#c c puts on cap,puts on cap,Putting on a cap is a brief action that does not involve significant movement through space.,r002,Walking Outdoors,,4.5733696,Bad,434a5651-9901-4b32-b782-d9a2bb52e805,no
Stationary,2,Object Transfer,5,5330,,no,0,0.0,0,#c c puts on socks,puts on socks,The action of putting on socks is a static activity with minimal body movement.,r002,Walking Outdoors,,230.6799696,Bad,434a5651-9901-4b32-b782-d9a2bb52e805,no
Stationary,2,Object Transfer,5,5328,,no,0,0.0,0,#c c puts on shoe,puts on shoe,Putting on a shoe is a static activity with minimal body movement.,r002,Walking Outdoors,,235.1680196,Bad,434a5651-9901-4b32-b782-d9a2bb52e805,no
Stationary,2,Object Transfer,4,8261,,no,0,0.0,0,#c c takes lotion,takes lotion,"The action of applying lotion is typically performed while standing or sitting still, with minimal body movement.",r002,Walking Outdoors,,356.6827609546634,Bad,434a5651-9901-4b32-b782-d9a2bb52e805,no
Object Transfer,2,,7,2535,watchlist_verb,yes,1,1.0,1,#c c opens golf bag,opens golf bag,"Logistics action of opening a golf bag, involves short bursts of hand acceleration.",r002,Walking Outdoors,,1168.0443352666666,Gold,434a5651-9901-4b32-b782-d9a2bb52e805,yes
