action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Task Operation,12,,5,5494,,no,0,0.0,0,#C C scoops pepper,scoops pepper,"Core task involving manual scooping, high hand activity.",r002,Cooking,,1079.909377613672,Gold,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Task Operation,12,,3,11966,,no,0,0.0,0,#C C presses a garlic,presses garlic,"Core task involving manual dexterity, high hand activity.",r002,Cooking,,1179.869957613672,Gold,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Object Transfer,12,,3,11046,,no,0,0.0,0,#C C picks another tin,picks another tin,Logistics step involving picking up an object.,r002,Cooking,,1258.0219976136718,Gold,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Task Operation,12,,3,11909,,no,0,0.0,0,#C C pours #unsure into the sink,pours into sink,"Core task involving manual pouring action, high hand activity.",r002,Cooking,,1398.049693383943,Gold,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Object Transfer,12,,5,5626,,no,0,0.0,0,#C C takes another tin,takes another tin,Logistics step of picking up another object.,r002,Cooking,,1452.5949833839425,Gold,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Object Transfer,12,,4,7852,,no,0,0.0,0,#C C puts the tin on surface,puts tin on surface,Logistics step involving picking up and placing an object.,r002,Cooking,,1458.9401033839424,Gold,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Stationary,12,Task Operation,6,3912,,no,0,0.0,0,#C C regulates the stove,regulates stove,Adjusting the stove typically involves minimal body movement and could involve fine hand movements without significant acceleration.,r002,Cooking,,1648.5730734828126,Bad,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Object Transfer,12,,4,7534,,no,0,0.0,0,#C C pushes jug,pushes jug,Moving an object from one place to another.,r002,Cooking,,1814.1051534828125,Gold,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Object Transfer,12,Task Operation,5,5514,,no,0,0.0,0,#C C serves food on plate,serves food on plate,"Logistics step, moving the food to the plate.",r002,Cooking,,2077.6426317763976,Bad,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1,no
Stationary,12,Search,6,3908,,no,0,0.0,0,#C C reads from the computer,reads from computer,"Low body/hand motion, primarily visual task.",r002,Desk Work,,1399.7855552666665,Bad,2cc2710e-aae0-41eb-9a70-deb9217bb7ea,no
Stationary,12,Search,5,5407,,no,0,0.0,0,#C C reads an article on the computer.,reads article on computer,"Low body/hand motion, primarily cognitive activity.",r002,Desk Work,,1667.074581933333,Bad,2cc2710e-aae0-41eb-9a70-deb9217bb7ea,no
Stationary,12,Search,9,1712,,no,0,0.0,0,#C C looks at the computer on the table,looks at computer on table,"Low body/hand motion, focused visual activity.",r002,Desk Work,,3794.2872886,Bad,2cc2710e-aae0-41eb-9a70-deb9217bb7ea,no
Stationary,12,Search,8,2128,,no,0,0.0,0,#C C looks at person O,looks at person o,"Low body/hand motion, primarily visual interaction.",r002,Desk Work,,3795.6945286,Bad,2cc2710e-aae0-41eb-9a70-deb9217bb7ea,no
Search,12,,3,10454,,no,0,0.0,0,#C C looks at the document in the computer monitor,looks at document in computer monitor,"Head movement (visual search), hands mostly still.",r002,Desk Work,,3862.2328986,Gold,2cc2710e-aae0-41eb-9a70-deb9217bb7ea,no
Task Operation,12,,3,8626,watchlist_verb,yes,0,0.0,0,#C C adjusts the paint brush with her left hand,adjusts paint brush with her left hand,Core manual task involving precise hand movements.,r002,Mechanical Repair,,63.7480796,Gold,2d84b078-6f77-4964-a74a-b916153f83b7,yes
Stationary,12,,4,7930,,no,0,0.0,0,#C C removes her left hand from the wooden balcony rail,removes her left hand from wooden balcony rail,"The action involves removing a hand from a railing, which is likely a minor movement without significant body or hand acceleration.",r002,Mechanical Repair,,123.0568896,Gold,2d84b078-6f77-4964-a74a-b916153f83b7,no
Stationary,12,,7,2510,watchlist_verb,yes,0,0.0,0,#C C moves her left hand on the wooden balcony rail,moves her left hand on wooden balcony rail,"The action describes holding onto a rail, which indicates a low energy, stationary state.",r002,Mechanical Repair,,136.37871959999998,Gold,2d84b078-6f77-4964-a74a-b916153f83b7,yes
Task Operation,12,,5,4428,,no,0,0.0,0,#C C brushes the pole beside the wooden balcony rail with the brush in her right hand,brushes pole beside wooden balcony rail with brush in her right hand,Core task involving high hand activity with a tool.,r002,Mechanical Repair,,295.7555509546634,Gold,2d84b078-6f77-4964-a74a-b916153f83b7,no
Task Operation,12,,6,3321,,no,0,0.0,0,#C C brushes the wooden balcony rail with the brush in her right hand,brushes wooden balcony rail with brush in her right hand,Core manual task involving high hand activity.,r002,Mechanical Repair,,340.1867409546634,Gold,2d84b078-6f77-4964-a74a-b916153f83b7,no
Task Operation,12,,3,9555,,no,0,0.0,0,#C C brushes the upper part of the wood with the brush in her right hand.,brushes upper part of wood with brush in her right hand,Core manual task involving high hand activity.,r002,Mechanical Repair,,465.40014095466336,Gold,2d84b078-6f77-4964-a74a-b916153f83b7,no
Stationary,12,Locomotion,3,10127,,no,0,0.0,0,#C C enters inside the room,enters inside room,"Transition from one location to another, likely involves minimal movement.",r002,Walking Outdoors,,236.31362,Bad,368e4468-1f75-4cdb-a9d0-9b8982a3cbef,no
Stationary,12,,4,6891,,no,0,0.0,0,#O A man Y claps hands,man y claps hands,Clapping hands without movement suggests a stationary action.,r002,Playing Instrument,,2.7451886000000005,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,3,10789,,no,0,0.0,0,#O A man Y puts pieces of catan board on the table,man y puts pieces of catan board on table,"The action involves placing items on a table, which is a logistics step.",r002,Playing Instrument,,23.1028586,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,6,3553,,no,0,0.0,0,#O A man Y picks #unsure,man y picks,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,26.100288600000003,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Task Operation,12,Stationary,24,266,watchlist_verb,yes,0,0.0,0,#O A man Y moves hand,man y moves hand,"Core task involving high hand activity, likely playing the instrument.",r002,Playing Instrument,,64.0917886,Bad,37f4000f-e934-4799-957d-e89dc504fd07,yes
Stationary,12,,6,3228,watchlist_verb,yes,0,0.0,0,#O A man Y holds pieces of catan board on the table,man y holds pieces of catan board on table,"The action describes holding items, which involves minimal movement.",r002,Playing Instrument,,64.4324386,Gold,37f4000f-e934-4799-957d-e89dc504fd07,yes
Object Transfer,12,Task Operation,9,1740,,no,0,0.0,0,#O A man Y fixes pieces of catan board on the table,man y fixes pieces of catan board on table,"Logistics/Setup step, placing items on the table.",r002,Playing Instrument,,78.4532086,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,8,2305,,no,0,0.0,0,#C C puts piece of catan board on the table,puts piece of catan board on table,Logistics step involving picking up and placing an object.,r002,Playing Instrument,,130.75135859999995,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,18,452,,no,0,0.0,0,#C C picks piece of catan board,picks piece of catan board,"Logistics/Setup step, picking up an object.",r002,Playing Instrument,,131.08714859999998,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,Task Operation,6,3453,,no,0,0.0,0,#C C fixes pieces of catan board on the table,fixes pieces of catan board on table,"Logistics step, placing objects on the table.",r002,Playing Instrument,,177.25680859999997,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Task Operation,12,Object Transfer,3,10780,,no,0,0.0,0,#O A man Y picks #unsure on the board,man y picks on board,"Core task involving hands, likely playing the instrument.",r002,Playing Instrument,,227.8471186,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,13,838,,no,0,0.0,0,#O A man Y puts #unsure on the board,man y puts on board,Refined via regex fallback,r002,Playing Instrument,,263.1938086,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,7,2812,,no,0,0.0,0,#C C picks #unsure on the board,picks on board,Logistics step of picking up an item.,r002,Playing Instrument,,272.1605786,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Task Operation,12,,4,6903,,no,0,0.0,0,#O A man Y shakes dices,man y shakes dices,"[CtxFixed] Shaking dices is an essential step in the process of using them, likely for a game or randomization purpose.",r002,Playing Instrument,,288.5321134162207,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,,9,1743,,no,0,0.0,0,#O A man Y puts hand on the table,man y puts hand on table,The action describes a static gesture with no significant movement.,r002,Playing Instrument,,291.30000341622065,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,Task Operation,4,8074,,no,0,0.0,1,#C C shakes dices,shakes dices,"[CtxFixed] Shaking dices involves manipulating and moving the dices, which fits the category of Object Transfer.",r002,Playing Instrument,,292.9392834162207,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,12,924,watchlist_verb,yes,0,0.0,0,#O A man Y moves dices on the table,man y moves dices on table,"Moving objects (dices) on the table, short bursts of hand activity.",r002,Playing Instrument,,296.06616341622066,Gold,37f4000f-e934-4799-957d-e89dc504fd07,yes
Object Transfer,12,,12,1031,,no,0,0.0,0,#C C puts #unsure in a zipper bag,puts in zipper bag,Logistics step involving picking up and putting down an object.,r002,Playing Instrument,,368.0847634162207,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,6,3229,watchlist_verb,yes,1,1.0,1,#O A man Y moves cards,man y moves cards,"The action described does not involve significant body or hand movement, suggesting a low-energy state.",r002,Playing Instrument,,427.3015434162207,Bad,37f4000f-e934-4799-957d-e89dc504fd07,yes
Stationary,12,Task Operation,42,94,,no,0,0.0,1,#C C shakes dices,shakes dices,"The action of shaking dice is typically done while holding the instrument, indicating low body/hand motion.",r002,Playing Instrument,,455.0467034162207,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,Task Operation,7,2734,,no,0,0.0,0,#O A man Y shakes dices,man y shakes dices,"[CtxFixed] The current action involves manipulating dices, which were previously picked up from the table. Shaking dices can be considered part of the process of transferring or preparing to transfer the object, making it fall under the 'Object Transfer' category.",r002,Playing Instrument,,510.5132034162207,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,17,499,,no,0,0.0,0,#O A man Y picks cards,man y picks cards,"The action described does not involve significant body or hand movement, indicating a low-energy state.",r002,Playing Instrument,,527.0396334162207,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,78,30,,no,0,0.0,0,#O A man Y picks a card,man y picks card,"The action described does not involve any significant movement, indicating a low-energy state.",r002,Playing Instrument,,556.747267613672,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,10,1481,,no,0,0.0,0,#C C puts dice on the table,puts dice on table,"Logistics step, moving an object (putting dice on the table).",r002,Playing Instrument,,567.389517613672,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,8,2010,watchlist_verb,yes,0,0.0,0,#O A man Y moves dices on the table,man y moves dices on table,"The action described does not involve significant movement, suggesting a low-energy, possibly stationary activity.",r002,Playing Instrument,,593.448767613672,Bad,37f4000f-e934-4799-957d-e89dc504fd07,yes
Object Transfer,12,,3,11157,,no,0,0.0,0,#C C picks dice from man Y,picks dice from man y,Logistics action of picking up an object.,r002,Playing Instrument,,617.5457476136719,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,6,3552,,no,0,0.0,0,#O A man Y gives C a card,man y gives card,"The action described does not involve any significant movement, suggesting a low-energy, stationary interaction.",r002,Playing Instrument,,626.1502876136719,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,,3,8990,watchlist_verb,yes,0,0.0,0,#O A man Y holds a card,man y holds card,The action described indicates a static position with minimal movement.,r002,Playing Instrument,,632.1380976136719,Gold,37f4000f-e934-4799-957d-e89dc504fd07,yes
Object Transfer,12,,7,2732,,no,0,0.0,0,#O A man Y picks a card from C,man y picks card from,"The action involves picking up an object (card), which is a logistics step.",r002,Playing Instrument,,659.548957613672,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,3,10779,,no,0,0.0,0,#O A man Y picks #unsure on the board,man y picks on board,"The action description is unclear, but it seems like an initial setup or idle moment before actual playing, indicating low energy activity.",r002,Playing Instrument,,731.785357613672,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,12,995,,no,0,0.0,0,#C C picks dices,picks dices,Logistics/Setup step (picking up an object).,r002,Playing Instrument,,770.6509676136719,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,10,1340,watchlist_verb,yes,0,0.0,0,#C C moves dices on the table,moves dices on table,Logistics of moving objects (dices) on the table.,r002,Playing Instrument,,775.2842576136719,Gold,37f4000f-e934-4799-957d-e89dc504fd07,yes
Stationary,12,,3,8991,watchlist_verb,yes,0,0.0,0,#O A man Y holds cards on the table,man y holds cards on table,"The action described involves holding cards on the table, which is a low-energy, stationary activity.",r002,Playing Instrument,,825.6574850406223,Gold,37f4000f-e934-4799-957d-e89dc504fd07,yes
Object Transfer,12,,17,503,,no,0,0.0,0,#C C picks dices from man Y,picks dices from man y,Logistics/Setup step involving picking up objects.,r002,Playing Instrument,,833.6293650406224,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Locomotion,12,Object Transfer,3,9115,watchlist_verb,yes,0,0.0,1,#C C moves #unsure on the board,moves on board,"[CtxFixed] The current action describes C moving on the board, which indicates a change in position and thus falls under the category of Locomotion.",r002,Playing Instrument,,872.5679250406224,Bad,37f4000f-e934-4799-957d-e89dc504fd07,yes
Object Transfer,12,,5,4819,,no,0,0.0,0,#O A man Y gives dices to C,man y gives dices to,"Logistics/Transfer step, likely involves passing or giving an object.",r002,Playing Instrument,,949.5836250406225,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,,4,7440,,no,0,0.0,0,#C C points on the board,points on board,"Pointing on the board is a low-energy, stationary action.",r002,Playing Instrument,,1041.9657850406224,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,,3,10773,,no,0,0.0,0,#O A man Y leans hand on the table,man y leans hand on table,The action describes a static position with minimal movement.,r002,Playing Instrument,,1123.1327216989582,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,24,267,watchlist_verb,yes,0,0.0,0,#C C moves card,moves card,The action 'moves card' does not imply significant body or hand motion that would classify it under the other categories.,r002,Playing Instrument,,1149.0936816989583,Bad,37f4000f-e934-4799-957d-e89dc504fd07,yes
Object Transfer,12,,3,10238,,no,0,0.0,0,#C C gives man Y a card,gives man y card,"Logistics action (giving a card), short burst of hand activity.",r002,Playing Instrument,,1168.3225416989585,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,6,3609,,no,0,0.0,0,#C C picks card from man Y,picks card from man y,Logistics step involving picking up an object.,r002,Playing Instrument,,1168.4777116989585,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,Task Operation,9,1941,,no,0,0.0,0,#C C turns cards on the table,turns cards on table,"The action involves picking up and putting down cards, which is a logistics step.",r002,Playing Instrument,,1206.2755116989583,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Task Operation,12,Object Transfer,3,10775,,no,0,0.0,0,#O A man Y picks a cards,man y picks cards,"[CtxFixed] The action of picking cards is a repetitive and deliberate movement, which is an essential part of the activity the person is engaged in, such as playing a card game.",r002,Playing Instrument,,1364.879127905176,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Search,12,,111,10,,no,0,0.0,0,#C C looks at the card,looks at card,"Head movement (visual search), hands mostly still.",r002,Playing Instrument,,1568.586687905176,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,4,6340,,no,0,0.0,0,#C C collects the dices.,collects dices,Logistics/Setup step (picking up or putting down objects).,r002,Playing Instrument,,1648.4757242803385,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,5,5634,,no,0,0.0,0,#C C takes a card from person X.,takes card from person x,Logistics/Setup step involving picking up an object.,r002,Playing Instrument,,1654.1473942803386,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,5,4540,,no,0,0.0,0,#C C drops another card.,drops another card,"[CtxFixed] The action of dropping a card onto a surface is considered a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Playing Instrument,,1696.4341642803386,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,13,842,,no,0,0.0,0,#O person X collects dices.,person x collects dices,Logistics/Setup step (collecting dices).,r002,Playing Instrument,,1715.2433442803383,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,8,2168,,no,0,0.0,0,#O person X drops dices on the table.,person x drops dices on table,Refined via regex fallback,r002,Playing Instrument,,1716.9766142803385,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,22,311,,no,1,1.0,1,#O person X picks a card.,person x picks card,Picking a card is a low-energy action.,r002,Playing Instrument,,1742.4946242803385,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,3,9688,,no,0,0.0,0,#C C collects dices from person X.,collects dices from person x,"Logistics/Setup step, picking up and transferring objects.",r002,Playing Instrument,,1793.6490142803386,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,5,4903,,no,0,0.0,0,#C C picks another card.,picks another card,The action describes a selection process which likely involves minimal movement.,r002,Playing Instrument,,1804.5238942803385,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,3,10133,,no,0,0.0,0,#C C exchanges cards with person X.,exchanges cards with person x,Logistics step involving the exchange of physical objects (cards).,r002,Playing Instrument,,1816.8191842803385,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,3,10983,,no,0,0.0,0,#O person X puts dices on the table.,person x puts dices on table,"Logistics step of placing objects, short burst of hand activity.",r002,Playing Instrument,,1821.6001642803385,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,3,10967,,no,0,0.0,0,#O person X drops cards on the table.,person x drops cards on table,Refined via regex fallback,r002,Playing Instrument,,1856.7762242803385,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,,3,10991,,no,0,0.0,0,#O person X shakes dices.,person x shakes dices,"Shaking dices is a low-energy, stationary action.",r002,Playing Instrument,,1895.9543842803384,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,6,4028,,no,0,0.0,0,#C C takes a pellet.,takes pellet,Logistics/Setup step (taking an object).,r002,Playing Instrument,,1925.7858849098563,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,3,11005,,no,0,0.0,0,#O person X takes dices.,person x takes dices,Logistics/Setup step (taking an object).,r002,Playing Instrument,,1934.5697149098564,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,3,10976,,no,0,0.0,0,#O person X picks up dices.,person x picks up dices,Logistics step involving picking up objects.,r002,Playing Instrument,,1948.9843349098564,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,4,7763,,no,0,0.0,0,#C C puts the pellet on the table.,puts pellet on table,Logistics step of placing an object.,r002,Playing Instrument,,1981.0922049098565,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Object Transfer,12,,3,10966,,no,0,0.0,0,#O person X drops the cards.,person x drops cards,"[CtxFixed] The action involves a deliberate placement of the cards onto a surface, which fits the criteria for Object Transfer.",r002,Playing Instrument,,1986.4415849098564,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,,8,2175,,no,1,1.0,1,#O person X shuffles cards.,person x shuffles cards,"Shuffling cards, while playing an instrument, does not involve significant body or hand motion beyond the immediate hand activity.",r002,Playing Instrument,,2064.4324449098563,Gold,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,Object Transfer,3,10970,,no,0,0.0,0,#O person X picks another card.,person x picks another card,"The action described does not involve any significant body or hand movement, indicating a low-energy state.",r002,Playing Instrument,,2163.740404909857,Bad,37f4000f-e934-4799-957d-e89dc504fd07,no
Stationary,12,,5,4205,watchlist_verb,yes,0,0.0,0,#C C holds her cards.,holds her cards,"Holding cards without moving, low body/hand motion.",r002,Playing Instrument,,2287.716523811589,Gold,37f4000f-e934-4799-957d-e89dc504fd07,yes
Stationary,12,Task Operation,9,1945,,no,0,0.0,0,#C C turns on the switch.,turns on switch,"Low body/hand motion, possibly indicating an action with minimal physical movement.",r002,Mechanical Repair,,225.6796996,Bad,38473fe0-8311-44f0-a976-46a1eef5c6d6,no
Stationary,12,,31,166,,no,0,0.0,0,#C C talks to person B via the phone,talks to person b via phone,"Low body/hand motion, primarily verbal interaction.",r002,Cleaning,,13.517675266666666,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Object Transfer,12,Task Operation,8,2100,,no,1,1.0,1,#C C fixes the porch bag,fixes porch bag,"[CtxFixed] The action of fixing the porch bag involves a deliberate manipulation and placement of the object, which aligns with the definition of Object Transfer.",r002,Cleaning,,186.15092526666663,Bad,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Stationary,12,,4,8531,,no,0,0.0,0,#O woman J speaks to #C through the video call,woman j speaks to through video call,"Low body/hand motion, primarily speaking.",r002,Cleaning,,350.58464526666666,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Task Operation,12,,15,665,,no,0,0.0,0,#C C sews #Unsure,sews,Core manual task involving hand activity.,r002,Cleaning,,396.4073352666667,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Stationary,12,,12,1056,,no,0,0.0,0,#C C speaks to woman J in the video call,speaks to woman j in video call,Low body/hand motion during speaking.,r002,Cleaning,,399.2416552666666,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Stationary,12,,3,9402,watchlist_verb,yes,0,0.0,0,#C C touches #Unsure with both hands,touches with both hands,"Low body/hand motion, possibly inspecting or waiting.",r002,Cleaning,,451.1429052666667,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,yes
Task Operation,12,,3,10260,,no,0,0.0,0,#C C hand sews the bag,hand sews bag,Core manual task involving high hand activity.,r002,Cleaning,,876.0631052666668,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Object Transfer,12,,3,11272,,no,0,0.0,0,#C C picks the needle from the table,picks needle from table,Logistics step involving picking up an object.,r002,Cleaning,,1141.1628552666666,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Object Transfer,12,,3,10028,,no,0,0.0,0,#C C drops the scissor,drops scissor,"[CtxFixed] The action of dropping the scissor is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",r002,Cleaning,,1246.5298252666666,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Task Operation,12,,5,5520,,no,0,0.0,0,#C C sews with the needle,sews with needle,Core manual task involving fine hand movements.,r002,Cleaning,,1370.8313152666667,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Task Operation,12,,4,8069,,no,0,0.0,0,#C C sews the cloth,sews cloth,Core manual task involving fine hand movements.,r002,Cleaning,,1401.1621552666666,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Stationary,12,Search,4,6286,,no,0,0.0,0,#C C checks the cloth,checks cloth,"Low body/hand motion, likely visual inspection.",r002,Cleaning,,1524.9278952666666,Bad,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Stationary,12,,16,545,watchlist_verb,yes,0,0.0,0,#C C holds clothe,holds clothe,"Low body/hand motion, holding an object without active movement.",r002,Cleaning,,1678.4268119333333,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,yes
Object Transfer,12,,7,2915,,no,0,0.0,0,#C C puts clothe down,puts clothe down,Logistics step of placing an object down.,r002,Cleaning,,1683.6529519333333,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Task Operation,12,,5,4682,,no,0,0.0,0,#C C inserts pin on cloth,inserts pin on cloth,"Core manual task, high hand activity.",r002,Cleaning,,1948.8485019333327,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Task Operation,12,,7,3017,,no,0,0.0,0,#C C sews the clothe.,sews clothe,"Core manual task, high hand activity.",r002,Cleaning,,2190.4378419333334,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Task Operation,12,,3,9766,,no,0,0.0,0,#C C cuts the sewing thread with scissor.,cuts sewing thread with scissor,"Core task, high hand activity.",r002,Cleaning,,2221.7526519333337,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Stationary,12,,3,11645,,no,0,0.0,0,#C C places the clothe on her thigh.,places clothe on her thigh,"The action involves a static interaction with an object, indicating low energy and motion.",r002,Cleaning,,2261.3784919333334,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Stationary,12,,4,5937,watchlist_verb,yes,0,0.0,0,#C C holds the fabric with a pin,holds fabric with pin,"Holding an object with hands, minimal body motion.",r002,Cleaning,,2573.8964819333337,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,yes
Stationary,12,,11,1223,,no,0,0.0,0,#C Plays game on the phone,plays game on phone,"Low body/hand motion, engaged in a stationary activity.",r002,Cleaning,,3016.3556086000003,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Task Operation,12,,5,5547,,no,0,0.0,0,#C C sprays the cloth on the table,sprays cloth on table,Core manual task involving high hand activity.,r002,Cleaning,,3727.28486762133,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Object Transfer,12,,6,3896,,no,0,0.0,0,#C C puts the spray bottle on the table,puts spray bottle on table,Logistics step involving placing an object.,r002,Cleaning,,3730.8784276213305,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Object Transfer,12,,5,4967,,no,0,0.0,0,#C C picks the iron on the table,picks iron on table,Logistics step involving picking up an object.,r002,Cleaning,,3731.70285762133,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Task Operation,12,,6,3479,,no,0,0.0,0,#C C irons the cloth on the table,irons cloth on table,Core manual task involving repetitive hand movements.,r002,Cleaning,,3732.1077776213306,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Stationary,12,,10,1333,watchlist_verb,yes,0,0.0,0,#C C holds the cloth with her hands,holds cloth with her hands,"Low body/hand motion, holding an object without moving.",r002,Cleaning,,3745.9316476213294,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,yes
Object Transfer,12,,4,7038,,no,0,0.0,0,#C C picks a book on the table,picks book on table,Logistics step involving picking up an object.,r002,Cleaning,,4070.0978676213294,Gold,39011e23-5fe4-41cd-b146-f3f9e3f3941a,no
Locomotion,12,,3,9064,watchlist_verb,yes,0,0.0,0,#C C moves downstairs,moves downstairs,"Body moving through space, indicative of walking or moving.",r002,Cooking,,43.73401526666667,Gold,3a8774b9-ea4d-439e-a862-b29b29df999d,yes
Object Transfer,12,,4,7728,,no,0,0.0,0,#C C puts the meat in the plate,puts meat in plate,"Logistics step, moving the meat to the plate.",r002,Cooking,,492.01667526666665,Gold,3a8774b9-ea4d-439e-a862-b29b29df999d,no
Object Transfer,12,,5,5280,,no,0,0.0,0,#C C puts detergent on the sponge,puts detergent on sponge,"Logistics step, putting detergent on the sponge.",r002,Cooking,,524.5847552666668,Gold,3a8774b9-ea4d-439e-a862-b29b29df999d,no
