global_rank,video_uid,timestamp_sec,narration_text,scenario,action,reasoning,batch,round,normalized_narration_stage2,dataset_rows_covered_if_validated,high_priority_review,high_priority_reason,watchlist_hit,historical_bad_count,historical_checked_count,historical_bad_rate,verdict,task_id,project,inner_id,corrected_action,secondary_action
4610,3b856ad7-6781-473a-b528-357dafb153ac,733.6704252666667,#C C eats paratha,Cooking,Stationary,"Eating involves minimal movement, mostly hands to mouth.",4,r002,eats paratha,5,no,,no,0,0,0.0,Gold,1256,2,256,,
2318,3b856ad7-6781-473a-b528-357dafb153ac,814.0608552666666,#C C puts spoon on a bowl,Cooking,Object Transfer,Logistics step involving placing an object.,4,r002,puts spoon on bowl,8,no,,no,0,0,0.0,Gold,1257,2,257,,
1142,3b856ad7-6781-473a-b528-357dafb153ac,848.9235952666667,#C C eats with a spoon,Cooking,Stationary,"Low body/hand motion, eating is a relatively stationary activity.",4,r002,eats with spoon,11,no,,no,0,0,0.0,Gold,1258,2,258,,
9799,3b856ad7-6781-473a-b528-357dafb153ac,850.2714152666667,#C C dips the spoon in the bowl,Cooking,Object Transfer,"Logistics step, short burst of hand activity.",4,r002,dips spoon in bowl,3,no,,no,0,0,0.0,Bad,1259,2,259,Task Operation,
1792,3b856ad7-6781-473a-b528-357dafb153ac,851.4139652666668,#C C picks roti,Cooking,Object Transfer,Logistics step involving picking up an object.,4,r002,picks roti,9,no,,no,0,0,0.0,Gold,1260,2,260,,
584,3b856ad7-6781-473a-b528-357dafb153ac,861.1086552666667,#C C scoops food from the bowl,Cooking,Object Transfer,Logistics step involving picking up and moving food from a bowl.,4,r002,scoops food from bowl,16,no,,no,0,0,0.0,Gold,1261,2,261,,
6568,3b856ad7-6781-473a-b528-357dafb153ac,866.7363052666667,#C C eats with the spoon,Cooking,Task Operation,Core task involving high hand activity.,4,r002,eats with spoon,4,no,,no,0,0,0.0,Bad,1262,2,262,Stationary,
6710,3b856ad7-6781-473a-b528-357dafb153ac,1120.1969819333333,#O a lady X picks a piece of mango,Cooking,Object Transfer,"Picking up an object, involves short bursts of hand acceleration.",4,r002,lady x picks piece of mango,4,no,,no,0,0,0.0,Gold,1263,2,263,,
2503,3b856ad7-6781-473a-b528-357dafb153ac,1138.4080519333334,#O a lady X holds the food,Cooking,Stationary,"Low body/hand motion, likely holding the food in place.",4,r002,lady x holds food,7,yes,watchlist_verb,yes,0,0,0.0,Gold,1264,2,264,,
3487,3b856ad7-6781-473a-b528-357dafb153ac,1150.5457419333334,#O a lady X eats the mango,Cooking,Stationary,"Eating involves minimal movement, primarily involving the mouth and hands in a steady, controlled manner.",4,r002,lady x eats mango,6,no,,no,0,0,0.0,Gold,1265,2,265,,
2193,3b856ad7-6781-473a-b528-357dafb153ac,1154.670131933333,#C C picks the chapati,Cooking,Object Transfer,"Logistics step, picking up an object.",4,r002,picks chapati,8,no,,no,0,0,0.0,Gold,1266,2,266,,
9731,3b856ad7-6781-473a-b528-357dafb153ac,1156.8995619333334,#C C cuts the chapati,Cooking,Task Operation,"Core task, high hand activity.",4,r002,cuts chapati,3,no,,no,0,0,0.0,Gold,1267,2,267,,
10347,3b856ad7-6781-473a-b528-357dafb153ac,1263.4590819333332,#O a lady X eats the food,Cooking,Stationary,"Eating involves minimal movement, primarily stationary hand and mouth activity.",4,r002,lady x eats food,3,no,,no,0,0,0.0,Gold,1268,2,268,,
6711,3b856ad7-6781-473a-b528-357dafb153ac,1310.3118219333332,#O a lady X puts the bowl on the plate,Cooking,Object Transfer,Logistics step of placing an object.,4,r002,lady x puts bowl on plate,4,no,,no,0,0,0.0,Gold,1269,2,269,,
6709,3b856ad7-6781-473a-b528-357dafb153ac,1352.9255419333333,#O a lady X drops #unsure in the other bowl,Cooking,Object Transfer,"[CtxFixed] The action involves moving an object (dropping something into another bowl), which fits the definition of Object Transfer as it involves the deliberate placement of an object.",4,r002,lady x drops in other bowl,4,no,,no,0,0,0.0,Gold,1270,2,270,,
2906,3b856ad7-6781-473a-b528-357dafb153ac,1495.9719019333334,#C C puts the bowl in the plate.,Cooking,Object Transfer,"Logistics/Setup step, moving objects from one location to another.",4,r002,puts bowl in plate,7,no,,no,0,0,0.0,Gold,1271,2,271,,
8573,3b856ad7-6781-473a-b528-357dafb153ac,1538.7232119333332,#C C adjusts a bowl in the plate.,Cooking,Object Transfer,Logistics step involving moving and adjusting an object.,4,r002,adjusts bowl in plate,3,yes,watchlist_verb,yes,0,0,0.0,Bad,1272,2,272,Task Operation,
11257,3b856ad7-6781-473a-b528-357dafb153ac,1622.1180519333332,#C C picks the mango peel.,Cooking,Object Transfer,Logistics step involving picking up an object.,4,r002,picks mango peel,3,no,,no,0,0,0.0,Gold,1273,2,273,,
2456,3b856ad7-6781-473a-b528-357dafb153ac,1649.4561819333333,#C C adjusts a mango peel.,Cooking,Task Operation,Core task involving fine hand movements.,4,r002,adjusts mango peel,7,yes,watchlist_verb,yes,0,0,0.0,Gold,1274,2,274,,
1330,3b856ad7-6781-473a-b528-357dafb153ac,1947.131571933333,#C C closes the water,Cooking,Task Operation,"Closing an object, which involves a core manual task.",4,r002,closes water,10,yes,watchlist_verb,yes,0,0,0.0,Gold,1275,2,275,,
2770,3c6ac251-4298-4421-be93-9262bcdbc320,129.17792859999997,#C C picks another cloth,Cleaning,Object Transfer,"Logistics/Setup step, picking up an object.",4,r002,picks another cloth,7,no,,no,0,0,0.0,Gold,1276,2,276,,
10261,3c6ac251-4298-4421-be93-9262bcdbc320,142.02866859999995,#C C hangs the cloth in the hanger,Cleaning,Object Transfer,Logistics step involving picking up and placing the cloth.,4,r002,hangs cloth in hanger,3,no,,no,0,0,0.0,Gold,1277,2,277,,
7607,3c6ac251-4298-4421-be93-9262bcdbc320,277.6043886,#C C puts the clothes in the bag,Cleaning,Object Transfer,Logistics step involving picking up and placing clothes.,4,r002,puts clothes in bag,4,no,,no,0,0,0.0,Gold,1278,2,278,,
357,3c6ac251-4298-4421-be93-9262bcdbc320,284.2018334828125,#C C hangs the sock on the clothes rack,Cleaning,Object Transfer,Logistics step involving picking up and placing the sock.,4,r002,hangs sock on clothes rack,20,no,,no,0,0,0.0,Gold,1279,2,279,,
2413,3c6ac251-4298-4421-be93-9262bcdbc320,286.2860534828125,#C C unfolds the sock,Cleaning,Object Transfer,Logistics step involving picking up and unfolding an object.,4,r002,unfolds sock,8,no,,no,0,0,0.0,Bad,1280,2,280,Task Operation,
10273,3c6ac251-4298-4421-be93-9262bcdbc320,349.2482834828125,#C C hangs the socks on the clothing line,Cleaning,Object Transfer,Logistics step involving picking up and placing the socks.,4,r002,hangs socks on clothing line,3,no,,no,0,0,0.0,Gold,1281,2,281,,
4990,3d751dba-7897-4ad2-8baa-2569f32dbe6d,25.0523986,#C C picks the phone from the floor,Desk Work,Object Transfer,Logistics action of picking up an object.,4,r002,picks phone from floor,5,no,,no,0,0,0.0,Gold,1282,2,282,,
6619,3d751dba-7897-4ad2-8baa-2569f32dbe6d,35.9457486,#C C gets up from the floor,Desk Work,Locomotion,Body moving through space (standing up).,4,r002,gets up from floor,4,no,,no,0,0,0.0,Gold,1283,2,283,,
8154,3d751dba-7897-4ad2-8baa-2569f32dbe6d,149.7845586,#C C stares at the ceiling,Desk Work,Stationary,"Low body/hand motion, idle state.",4,r002,stares at ceiling,4,no,,no,0,0,0.0,Bad,1284,2,284,Search,
10519,3d751dba-7897-4ad2-8baa-2569f32dbe6d,674.719577613672,#C C lowers dumbbell,Desk Work,Task Operation,[CtxFixed] The action of lowering the dumbbell is a continuation of the essential operation of working out with the dumbbell.,4,r002,lowers dumbbell,3,no,,no,0,0,0.0,Bad,1285,2,285,Object Transfer,
10413,3d751dba-7897-4ad2-8baa-2569f32dbe6d,845.3468699234348,#C C lifts roller wheel,Desk Work,Object Transfer,Logistics step involving picking up an object.,4,r002,lifts roller wheel,3,no,,no,0,0,0.0,Gold,1286,2,286,,
11362,3d751dba-7897-4ad2-8baa-2569f32dbe6d,1160.6448616989585,#C C picks a roller wheel,Desk Work,Object Transfer,Logistics step of picking up an object.,4,r002,picks roller wheel,3,no,,no,0,0,0.0,Gold,1287,2,287,,
4089,3fb3f4e8-5620-4632-ab68-0b01f9f17577,0.0,#C C walks on the walkway alongside woman X & child Z,Playing Instrument,Locomotion,Body moving through space (walking).,4,r002,walks on walkway alongside woman x child z,6,no,,no,0,0,0.0,Gold,1288,2,288,,
1146,3fb3f4e8-5620-4632-ab68-0b01f9f17577,28.55139,#C C gazes at the sky,Playing Instrument,Stationary,"Low body/hand motion, gazing indicates a stationary state.",4,r002,gazes at sky,11,no,,no,1,1,1.0,Bad,1289,2,289,Search,
1698,3fb3f4e8-5620-4632-ab68-0b01f9f17577,32.97318,#C C gazes at woman X,Playing Instrument,Stationary,"Low body/hand motion, likely involves visual focus without physical activity.",4,r002,gazes at woman x,9,no,,no,1,1,1.0,Bad,1290,2,290,Search,
390,3fb3f4e8-5620-4632-ab68-0b01f9f17577,170.28652,#C C gazes at woman X & child Z,Playing Instrument,Stationary,"Low body/hand motion, visual focus.",4,r002,gazes at woman x child z,19,no,,no,1,1,1.0,Bad,1291,2,291,Search,
1145,3fb3f4e8-5620-4632-ab68-0b01f9f17577,502.44092,#C C gazes at child Z,Playing Instrument,Stationary,"Low body/hand motion, focused gaze.",4,r002,gazes at child z,11,no,,no,0,0,0.0,Bad,1292,2,292,Search,
3095,3fb3f4e8-5620-4632-ab68-0b01f9f17577,594.96707,#C C walks on the sidewalk alongside woman X,Playing Instrument,Locomotion,Body moving through space (walking).,4,r002,walks on sidewalk alongside woman x,7,no,,no,0,0,0.0,Gold,1293,2,293,,
8444,3fb3f4e8-5620-4632-ab68-0b01f9f17577,864.9795033333334,#C C walks with woman X on the sidewalk,Playing Instrument,Locomotion,Body moving through space (walking).,4,r002,walks with woman x on sidewalk,4,no,,no,0,0,0.0,Gold,1294,2,294,,
4087,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1237.2396133333332,#C C walks on the land,Playing Instrument,Locomotion,Body moving through space (walking).,4,r002,walks on land,6,no,,no,0,0,0.0,Gold,1295,2,295,,
485,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1310.5430933333332,#O woman J holds dogs leash,Playing Instrument,Object Transfer,"Logistics task (holding an object), short bursts of hand activity.",4,r002,woman j holds dogs leash,17,yes,watchlist_verb,yes,1,2,0.5,Bad,1296,2,296,Stationary,
946,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1320.113023333333,#O child Z pets dog,Playing Instrument,Stationary,"The action involves a gentle interaction with a pet, indicating low body and hand motion.",4,r002,child z pets dog,12,no,,no,1,1,1.0,Gold,1297,2,297,,
5811,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1325.4927533333334,#O woman X pets dog,Playing Instrument,Stationary,"The action involves a gentle interaction with the dog, indicating low body and hand motion.",4,r002,woman x pets dog,5,no,,no,1,1,1.0,Gold,1298,2,298,,
209,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1333.0379633333332,#O woman X dialogues with woman J,Playing Instrument,Stationary,"Low body/hand motion, implies speaking or listening.",4,r002,woman x dialogues with woman j,28,no,,no,1,1,1.0,Gold,1299,2,299,,
8536,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1435.4488026666666,#O woman X & child Z pet dog,Playing Instrument,Stationary,Description does not indicate any specific action or motion.,4,r002,woman x child z pet dog,4,no,,no,0,0,0.0,Gold,1300,2,300,,
11024,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1552.5962026666666,#C C pets dog with child Z,Playing Instrument,Stationary,"The action involves gentle interaction with the dog, which does not involve significant body or hand acceleration.",4,r002,pets dog with child z,3,no,,no,0,0,0.0,Gold,1301,2,301,,
940,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1650.7894666666666,#O woman J holds dog's leash,Playing Instrument,Stationary,"The action describes holding an object, which typically involves low body and hand motion.",4,r002,woman j holds dog s leash,12,yes,watchlist_verb,yes,0,0,0.0,Gold,1302,2,302,,
8682,3fb3f4e8-5620-4632-ab68-0b01f9f17577,1680.3599666666669,#O child holds leaves in front of dog,Playing Instrument,Stationary,The action described does not involve any movement that would generate significant IMU signatures. It is more of a static interaction.,4,r002,child holds leaves in front of dog,3,yes,watchlist_verb,yes,0,0,0.0,Gold,1303,2,303,,
6294,4050e70f-913f-4d2f-9bdf-0efd02916978,2.7202396,#C C chisels a wood piece on the wood lathe.,Carpentry,Task Operation,Core task involving high hand activity and focused manual operation.,4,r002,chisels wood piece on wood lathe,4,no,,no,0,0,0.0,Gold,1304,2,304,,
7099,414f3e08-b515-4c9b-9d9f-eeccf586fb3a,177.6564186,#C C picks #unsure from the kitchen counter,Cooking,Object Transfer,Logistics step involving picking up an object.,4,r002,picks from kitchen counter,4,no,,no,0,0,0.0,Gold,1305,2,305,,
7662,414f3e08-b515-4c9b-9d9f-eeccf586fb3a,197.0440886,#C C puts the egg on #unsure,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,4,r002,puts egg on,4,no,,no,0,0,0.0,Gold,1306,2,306,,
5592,414f3e08-b515-4c9b-9d9f-eeccf586fb3a,579.9943221677083,#C C stirs the nodules in a pan with the fork,Cooking,Task Operation,Core manual task involving high hand activity.,4,r002,stirs nodules in pan with fork,5,no,,no,0,0,0.0,Gold,1307,2,307,,
4074,414f3e08-b515-4c9b-9d9f-eeccf586fb3a,1014.9110127878944,#C C uncovers the eggs,Cooking,Object Transfer,Logistics step involving the removal of a cover from the eggs.,4,r002,uncovers eggs,6,no,,no,0,0,0.0,Gold,1308,2,308,,
3719,414f3e08-b515-4c9b-9d9f-eeccf586fb3a,1024.8352127878943,#C C places the egg shell in the dustbin,Cooking,Object Transfer,Logistics step involving picking up and disposing of the egg shell.,4,r002,places egg shell in dustbin,6,no,,no,0,0,0.0,Gold,1309,2,309,,
5377,414f3e08-b515-4c9b-9d9f-eeccf586fb3a,1093.5084552666667,#C C puts spice in the water in the cooking pot,Cooking,Task Operation,Core task involving manual operation with the hand.,4,r002,puts spice in water in cooking pot,5,no,,no,0,0,0.0,Bad,1310,2,310,Object Transfer,
11934,414f3e08-b515-4c9b-9d9f-eeccf586fb3a,1731.66377438154,#C C pours soy source in the bowl,Cooking,Task Operation,"Core task involving manipulation of ingredients, high hand activity.",4,r002,pours soy source in bowl,3,no,,no,0,0,0.0,Gold,1311,2,311,,
3507,4aeb7f3c-855a-4c66-b3d9-02b0eb963883,14.841789599999998,#C C lifts up the paint brush from the paint bucket.,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",4,r002,lifts up paint brush from paint bucket,6,no,,no,0,0,0.0,Gold,1312,2,312,,
4378,4aeb7f3c-855a-4c66-b3d9-02b0eb963883,17.5537896,#C C touches the patio with her left hand,Mechanical Repair,Stationary,"Low body/hand motion, likely inspecting or waiting.",4,r002,touches patio with her left hand,5,yes,watchlist_verb,yes,0,0,0.0,Gold,1313,2,313,,
4750,4aeb7f3c-855a-4c66-b3d9-02b0eb963883,46.6788796,#C C lowers the paint brush.,Mechanical Repair,Object Transfer,The action involves the logistics of lowering an object (the paint brush).,4,r002,lowers paint brush,5,no,,no,0,0,0.0,Gold,1314,2,314,,
6656,4aeb7f3c-855a-4c66-b3d9-02b0eb963883,336.64921095466343,#C C hits the paint brush against the mouth of the paint bucket.,Mechanical Repair,Task Operation,Core task involving high hand activity to remove excess paint.,4,r002,hits paint brush against mouth of paint bucket,4,no,,no,0,0,0.0,Gold,1315,2,315,,
7307,52b42c33-ac42-435a-aef0-2b00d43516ec,88.3036986,#C C Picks zucchini,Cleaning,Object Transfer,Logistics step of picking up an object.,4,r002,picks zucchini,4,no,,no,0,0,0.0,Gold,1316,2,316,,
7097,52b42c33-ac42-435a-aef0-2b00d43516ec,302.97907860000004,#C C picks the fridge shelf,Cleaning,Object Transfer,Logistics step involving picking an object.,4,r002,picks fridge shelf,4,no,,no,0,0,0.0,Gold,1317,2,317,,
3840,52b42c33-ac42-435a-aef0-2b00d43516ec,310.3103886,#C C puts the hand towel aside,Cleaning,Object Transfer,Logistics step involving moving an object.,4,r002,puts hand towel aside,6,no,,no,0,0,0.0,Gold,1318,2,318,,
7871,52b42c33-ac42-435a-aef0-2b00d43516ec,331.1646286,#C C puts the vegetable box aside,Cleaning,Object Transfer,Logistics step involving moving an object.,4,r002,puts vegetable box aside,4,no,,no,0,0,0.0,Gold,1319,2,319,,
11578,52b42c33-ac42-435a-aef0-2b00d43516ec,365.6130286,#C C picks a vegetable box,Cleaning,Object Transfer,Logistics action involving picking up an object.,4,r002,picks vegetable box,3,no,,no,0,0,0.0,Gold,1320,2,320,,
7857,52b42c33-ac42-435a-aef0-2b00d43516ec,394.98201860000006,#C C puts the towel aside,Cleaning,Object Transfer,Logistics step involving picking up and putting down objects.,4,r002,puts towel aside,4,no,,no,0,0,0.0,Gold,1321,2,321,,
6312,52b42c33-ac42-435a-aef0-2b00d43516ec,485.0803486,#C C cleans the fridge,Cleaning,Task Operation,Core task involving manual cleaning activity.,4,r002,cleans fridge,4,no,,no,0,0,0.0,Gold,1322,2,322,,
1803,52b42c33-ac42-435a-aef0-2b00d43516ec,1202.357877613672,#C C picks up the packet,Cleaning,Object Transfer,Logistics step involving picking up an object.,4,r002,picks up packet,9,no,,no,0,0,0.0,Gold,1323,2,323,,
11500,52b42c33-ac42-435a-aef0-2b00d43516ec,1288.387847613672,#C C picks up the containers,Cleaning,Object Transfer,Logistics step involving picking up objects.,4,r002,picks up containers,3,no,,no,0,0,0.0,Gold,1324,2,324,,
6644,57433609-a139-4d16-9202-c138939b143a,81.27394,#C C hammers a steel plug on a hole,Carpentry,Task Operation,Core manual task involving high hand activity.,4,r002,hammers steel plug on hole,4,no,,no,0,0,0.0,Gold,1325,2,325,,
4628,57433609-a139-4d16-9202-c138939b143a,101.07151,#C C fixes a bolt in a #unsure in the hole,Carpentry,Task Operation,Core manual task involving high hand activity.,4,r002,fixes bolt in in hole,5,no,,no,0,0,0.0,Gold,1326,2,326,,
7738,57433609-a139-4d16-9202-c138939b143a,132.50717,#C C puts #unsure on a bolt,Carpentry,Object Transfer,"Logistics step, moving an object (bolt).",4,r002,puts on bolt,4,no,,no,0,0,0.0,Gold,1327,2,327,,
8323,57433609-a139-4d16-9202-c138939b143a,154.97007,#C C tightens the bolt with a bolt hammer,Carpentry,Task Operation,Core manual task involving high hand activity.,4,r002,tightens bolt with bolt hammer,4,no,,no,0,0,0.0,Gold,1328,2,328,,
5674,58b068dd-758f-43c7-8cd5-d17cc1aafb5a,70.5481696,#C C tightens a nut in the plug terminal with the screwdriver,Carpentry,Task Operation,Core manual task involving high hand activity.,4,r002,tightens nut in plug terminal with screwdriver,5,no,,no,0,0,0.0,Gold,1329,2,329,,
2425,58e39e0e-9bbb-4e7f-98b4-14b2fa325fa3,120.7654886,#C C washes the plastic,Cleaning,Task Operation,Core task involving high hand activity.,4,r002,washes plastic,8,no,,no,0,0,0.0,Gold,1330,2,330,,
6729,58e39e0e-9bbb-4e7f-98b4-14b2fa325fa3,312.8446879896485,#C C lifts the hand mixer,Cleaning,Task Operation,"Core task, high hand activity.",4,r002,lifts hand mixer,4,no,,no,0,0,0.0,Bad,1331,2,331,Object Transfer,
9762,5d511be2-5a9a-4776-ad5e-c0e3a00dfb07,1.0453296,#C C cuts a piece of wood with a jig jag saw,Carpentry,Task Operation,Core task involving high hand activity.,4,r002,cuts piece of wood with jig jag saw,3,no,,no,0,0,0.0,Gold,1332,2,332,,
6446,5d8ebbea-6371-4be5-b611-751fb49ec294,15.0688486,#C C drops the car mat with his right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the car mat is a deliberate placement, which fits the criteria for 'Object Transfer'.",4,r002,drops car mat with his right hand,4,no,,no,0,0,0.0,Gold,1333,2,333,,
3179,5d8ebbea-6371-4be5-b611-751fb49ec294,383.0058186,#C C holds the foot mat with both hands.,Cleaning,Stationary,"Low body/hand motion, holding an object without movement.",4,r002,holds foot mat with both hands,6,yes,watchlist_verb,yes,0,0,0.0,Gold,1334,2,334,,
6473,5d8ebbea-6371-4be5-b611-751fb49ec294,383.6611786,#C C drops the foot mat in both hands on the floor.,Cleaning,Object Transfer,Refined via regex fallback,4,r002,drops foot mat in both hands on floor,4,no,,no,0,0,0.0,Gold,1335,2,335,,
11197,5d8ebbea-6371-4be5-b611-751fb49ec294,385.7228786,#C C picks a foot mat from the ground with right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,4,r002,picks foot mat from ground with right hand,3,no,,no,0,0,0.0,Gold,1336,2,336,,
4849,5d8ebbea-6371-4be5-b611-751fb49ec294,540.59262762133,#C C operates a vacuum cleaner with both hands.,Cleaning,Task Operation,Core task involving high hand activity.,4,r002,operates vacuum cleaner with both hands,5,no,,no,0,0,0.0,Gold,1337,2,337,,
10431,5d8ebbea-6371-4be5-b611-751fb49ec294,547.85893762133,#C C lifts the vacuum cleaner engine sac with his left hand.,Cleaning,Task Operation,"High hand activity, lifting an object for a core task.",4,r002,lifts vacuum cleaner engine sac with his left hand,3,no,,no,0,0,0.0,Bad,1338,2,338,Object Transfer,
4862,5d8ebbea-6371-4be5-b611-751fb49ec294,611.8312276213301,#C C passes the vacuum cleaner nozzle to his left hand.,Cleaning,Object Transfer,Logistics action involving passing an object.,4,r002,passes vacuum cleaner nozzle to his left hand,5,no,,no,0,0,0.0,Gold,1339,2,339,,
10432,5d8ebbea-6371-4be5-b611-751fb49ec294,1639.2781109546634,#C C lifts the vacuum cleaner engine sac with his right hand.,Cleaning,Task Operation,Core manual task involving high hand activity.,4,r002,lifts vacuum cleaner engine sac with his right hand,3,no,,no,0,0,0.0,Bad,1340,2,340,Object Transfer,
10214,652f0590-aab5-4de1-b578-238adb54fa0e,39.4662,#C C gets inside the car.,Mechanical Repair,Locomotion,Body moving through space to enter the car.,4,r002,gets inside car,3,no,,no,0,0,0.0,Gold,1341,2,341,,
9318,652f0590-aab5-4de1-b578-238adb54fa0e,42.77937,#C C touches #unsure,Mechanical Repair,Object Transfer,"[CtxFixed] The action of touching an object (in this case, #unsure) can be interpreted as a form of interaction where the object is being manipulated or engaged with, similar to holding and letting go of the car seat.",4,r002,touches,3,yes,watchlist_verb,yes,0,6,0.0,Bad,1342,2,342,Stationary,
8979,652f0590-aab5-4de1-b578-238adb54fa0e,58.76676,#O man V moves his hand.,Mechanical Repair,Stationary,"Low body/hand motion, could imply a pause or inspection.",4,r002,man v moves his hand,3,yes,watchlist_verb,yes,0,0,0.0,Gold,1343,2,343,,
1884,652f0590-aab5-4de1-b578-238adb54fa0e,94.72501,#C C raises his hands.,Mechanical Repair,Stationary,Raising hands is a preparatory or idle action with minimal motion.,4,r002,raises his hands,9,no,,no,0,0,0.0,Gold,1344,2,344,,
6857,652f0590-aab5-4de1-b578-238adb54fa0e,181.97633,#O man V claps.,Mechanical Repair,Stationary,Clapping is a brief action and does not indicate continuous motion or activity.,4,r002,man v claps,4,no,,no,0,0,0.0,Gold,1345,2,345,,
10705,652f0590-aab5-4de1-b578-238adb54fa0e,183.49697,#O man V dances on the seat.,Mechanical Repair,Locomotion,"Body moving through space in an irregular manner, likely involving significant body acceleration.",4,r002,man v dances on seat,3,no,,no,0,0,0.0,Gold,1346,2,346,,
4757,652f0590-aab5-4de1-b578-238adb54fa0e,446.56254,#O man B walks around,Mechanical Repair,Locomotion,Body moving through space.,4,r002,man b walks around,5,no,,no,0,0,0.0,Gold,1347,2,347,,
1731,652f0590-aab5-4de1-b578-238adb54fa0e,565.2704133333333,#O man R walks around,Mechanical Repair,Locomotion,Body moving through space.,4,r002,man r walks around,9,no,,no,0,0,0.0,Gold,1348,2,348,,
10460,652f0590-aab5-4de1-b578-238adb54fa0e,704.8923133333333,#C C looks at his friends playing basket ball,Mechanical Repair,Stationary,"Low body/hand motion, likely observing.",4,r002,looks at his friends playing basket ball,3,no,,no,0,0,0.0,Bad,1349,2,349,Search,
3387,652f0590-aab5-4de1-b578-238adb54fa0e,924.4416933333332,#C C does exercise,Mechanical Repair,Stationary,"The action 'does exercise' in a mechanical repair context doesn't clearly indicate any specific motion type from the given taxonomy. Since exercise can vary widely, without more context, it is interpreted as a low-energy, stationary action.",4,r002,does exercise,6,no,,no,0,0,0.0,Bad,1350,2,350,Task Operation,
6848,652f0590-aab5-4de1-b578-238adb54fa0e,1991.9324,#O man R picks the ball,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",4,r002,man r picks ball,4,no,,no,0,0,0.0,Gold,1351,2,351,,
3517,652f0590-aab5-4de1-b578-238adb54fa0e,3198.4626160000003,#C C looks at the sky,Mechanical Repair,Stationary,Looking at the sky involves minimal body movement and is a state of observation.,4,r002,looks at sky,6,no,,no,0,0,0.0,Bad,1352,2,352,Search,
6870,652f0590-aab5-4de1-b578-238adb54fa0e,3290.1537600000006,#O man X jumps,Mechanical Repair,Locomotion,Jumping involves sudden body movement through space.,4,r002,man x jumps,4,no,,no,0,0,0.0,Gold,1353,2,353,,
10756,652f0590-aab5-4de1-b578-238adb54fa0e,3326.2589100000005,#O man X stands,Mechanical Repair,Stationary,"Low body/hand motion, indicating a standing still position.",4,r002,man x stands,3,no,,no,0,0,0.0,Bad,1354,2,354,Locomotion,
103,652f0590-aab5-4de1-b578-238adb54fa0e,3350.2933100000005,#C C moves the legs,Mechanical Repair,Locomotion,"Body movement through space, likely involves walking or moving limbs.",4,r002,moves legs,39,yes,watchlist_verb,yes,0,0,0.0,Gold,1355,2,355,,
9,652f0590-aab5-4de1-b578-238adb54fa0e,3353.0268900000005,#C C exercises,Mechanical Repair,Stationary,"Exercising as described is not clear but if it means stretching or similar activities without movement through space or handling objects, it would be low energy.",4,r002,exercises,112,no,,no,0,1,0.0,Bad,1356,2,356,Task Operation,
182,652f0590-aab5-4de1-b578-238adb54fa0e,3357.1932900000006,#C C watches the basketball game,Mechanical Repair,Stationary,"Low body/hand motion, likely seated or standing still while watching.",4,r002,watches basketball game,30,no,,no,0,0,0.0,Bad,1357,2,357,Search,
1359,652f0590-aab5-4de1-b578-238adb54fa0e,3557.7469800000003,#C C touches the floor,Mechanical Repair,Stationary,"Low body/hand motion, likely inspecting or pausing.",4,r002,touches floor,10,yes,watchlist_verb,yes,0,0,0.0,Gold,1358,2,358,,
6574,652f0590-aab5-4de1-b578-238adb54fa0e,3687.279540000001,#C C exercises on the field,Mechanical Repair,Locomotion,"Body moving through space, likely involves high body acceleration.",4,r002,exercises on field,4,no,,no,0,0,0.0,Bad,1359,2,359,Task Operation,
102,652f0590-aab5-4de1-b578-238adb54fa0e,3797.153943333334,#C C stares at man X,Mechanical Repair,Stationary,"Low body/hand motion, focused attention.",4,r002,stares at man x,40,no,,no,1,1,1.0,Bad,1360,2,360,Search,
3997,652f0590-aab5-4de1-b578-238adb54fa0e,3816.155153333334,#C C stares at man Y,Mechanical Repair,Stationary,"Low body/hand motion, visual focus.",4,r002,stares at man y,6,no,,no,0,0,0.0,Bad,1361,2,361,Search,
6401,652f0590-aab5-4de1-b578-238adb54fa0e,3868.456523333334,#C C dialogues with man Z,Mechanical Repair,Stationary,"Low body/hand motion, likely involves speaking.",4,r002,dialogues with man z,4,no,,no,0,0,0.0,Gold,1362,2,362,,
10752,652f0590-aab5-4de1-b578-238adb54fa0e,4044.329193333334,#O man X scratches head,Mechanical Repair,Stationary,"Low body/hand motion, indicative of thinking or pausing.",4,r002,man x scratches head,3,no,,no,0,0,0.0,Gold,1363,2,363,,
6784,652f0590-aab5-4de1-b578-238adb54fa0e,4073.758073333334,#O man B gesture converses,Mechanical Repair,Stationary,"Low body/hand motion, indicative of conversation.",4,r002,man b gesture converses,4,no,,no,0,0,0.0,Gold,1364,2,364,,
