action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Search,3,,3,10466,,no,0,0.0,0,#C C looks at the jack plane,looks at jack plane,"Head movement (visual inspection), hands mostly still.",r002,Carpentry,,857.9161061585938,Gold,34af64b6-2135-43dc-9a33-2899d92a0c8e,no
Object Transfer,3,,6,4032,,no,0,0.0,0,#C C takes the play cards,takes play cards,"Logistics/Setup step, taking an object.",r002,Playing Instrument,,556.0027386458333,Gold,34de7377-879e-4f37-bd0a-9aab8593210f,no
Search,3,,4,6755,,no,0,0.0,0,#C C looks at the play cards,looks at play cards,"Head movement (visual search), hands mostly still.",r002,Playing Instrument,,561.6762986458333,Gold,34de7377-879e-4f37-bd0a-9aab8593210f,no
Stationary,3,,3,9383,watchlist_verb,yes,0,0.0,0,#C C touches the play card,touches play card,The action 'touches the play card' is likely a brief interaction with an object and does not involve significant movement.,r002,Playing Instrument,,655.8138286458334,Gold,34de7377-879e-4f37-bd0a-9aab8593210f,yes
Object Transfer,3,,4,6884,,no,0,0.0,0,#O A man X takes the play card,man x takes play card,Taking the play card is a logistics step.,r002,Playing Instrument,,671.2675786458333,Gold,34de7377-879e-4f37-bd0a-9aab8593210f,no
Stationary,3,,4,8295,,no,0,0.0,0,#C C taps the play card,taps play card,"Low body/hand motion, likely involves minimal movement.",r002,Playing Instrument,,686.9920186458334,Gold,34de7377-879e-4f37-bd0a-9aab8593210f,no
Locomotion,3,,4,8094,,no,0,0.0,0,#C C skips with a skipping rope in both hands.,skips with skipping rope in both hands,"Body moving through space with a skipping rope, high body acceleration.",r002,Desk Work,,0.0210286,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,11,1283,,no,0,0.0,0,#C C stops skipping.,stops skipping,"The action indicates a cessation of movement, resulting in a stationary state.",r002,Desk Work,Task Operation,55.1504986,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,9,1625,watchlist_verb,yes,0,0.0,0,#C C touches the head camera with both hands. #Unsure,touches head camera with both hands,"Low body/hand motion, likely involves fine hand movements that do not generate significant IMU signatures.",r002,Desk Work,,278.1738586,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,yes
Stationary,3,,3,8814,watchlist_verb,yes,0,0.0,0,#C C holds his waist with both hands.,holds his waist with both hands,"Low body/hand motion, indicates a pause or idle state.",r002,Desk Work,,289.5922186,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,yes
Stationary,3,,4,6006,watchlist_verb,yes,0,0.0,0,#C C holds the skipping rope with both hands.,holds skipping rope with both hands,"Holding an object without moving, low energy activity.",r002,Desk Work,,429.7835286,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,yes
Stationary,3,,9,1679,,no,0,0.0,0,#C C drops his right hand to his side.,drops his right hand to his side,"Low body/hand motion, indicating a resting or idle state.",r002,Desk Work,,445.9027886,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,3,11713,,no,0,0.0,0,#C C places his left hand on his right shoulder.,places his left hand on his right shoulder,The action involves minimal movement and is more of a static pose.,r002,Desk Work,,472.1123286,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Task Operation,3,,5,5237,,no,0,0.0,0,#C C pulls the stretch cord with his left hand.,pulls stretch cord with his left hand,Core manual task involving high hand activity.,r002,Desk Work,,589.4904386000001,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,3,8904,watchlist_verb,yes,0,0.0,0,#C C holds the stretch cord with his right hand.,holds stretch cord with his right hand,"Low body/hand motion, holding an object indicates a static position.",r002,Desk Work,,631.1047086,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,yes
Stationary,3,,3,10380,,no,0,0.0,0,#C C lifts both hands towards his head. #Unsure,lifts both hands towards his head,"Low body/hand motion, likely adjusting glasses or hair.",r002,Desk Work,Task Operation,961.9833786,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,4,8021,,no,0,0.0,0,#C C rubs his chest with his left hand.,rubs his chest with his left hand,"Low body/hand motion, likely seated and idle.",r002,Desk Work,Task Operation,1206.0264086,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,3,11613,,no,0,0.0,0,#C C places both of his hand on his waist.,places both of his hand on his waist,"Low body/hand motion, indicates a pause or idle state.",r002,Desk Work,,1238.2524586,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,5,5476,,no,0,0.0,0,#C C rubs both hands together.,rubs both hands together,"Low body/hand motion, likely a preparatory or idle action.",r002,Desk Work,,1409.6694186,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,3,11612,,no,0,0.0,0,#C C places both hands on the ground beside the mat.,places both hands on ground beside mat,"Placing hands beside the mat indicates a preparatory or stationary position, with minimal movement.",r002,Desk Work,,1517.8985586,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,4,7311,,no,0,0.0,0,#C C places both hands on his chest.,places both hands on his chest,"Low body/hand motion, indicative of a paused or idle action.",r002,Desk Work,,1674.1282186,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,3,8750,watchlist_verb,yes,0,0.0,0,#C C holds both legs with both hands.,holds both legs with both hands,"Low body/hand motion, holding position.",r002,Desk Work,,1691.9476586,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,yes
Stationary,3,,3,11711,,no,0,0.0,0,#C C places his hands by his side.,places his hands by his side,"Low body/hand motion, indicating a resting or idle state.",r002,Desk Work,,1752.8338586,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Stationary,3,,3,10389,,no,0,0.0,0,#C C lifts his left hand towards his head. #Unsure,lifts his left hand towards his head,"Low body/hand motion, likely adjusting something on his head.",r002,Desk Work,,2202.401470954664,Gold,34f1149c-d8d5-467c-9e3c-3b59d6393f41,no
Task Operation,3,,3,9311,watchlist_verb,yes,0,0.0,0,#O producer X adjusts hands.,producer x adjusts hands,Core task involving fine hand movements.,r002,Playing Instrument,,1.9361086,Gold,35b37e37-6bb1-4131-be37-693e9b794a97,yes
Stationary,3,Task Operation,11,1225,,no,0,0.0,0,#O producer X operates the computer.,producer x operates computer,Operating a computer does not involve significant body or hand motion.,r002,Playing Instrument,,77.1220286,Bad,35b37e37-6bb1-4131-be37-693e9b794a97,no
Stationary,3,,4,6184,watchlist_verb,yes,0,0.0,0,#O producer X adjusts the #unsure,producer x adjusts,Adjusting an instrument typically involves fine-tuning and is often associated with low body and hand motion.,r002,Playing Instrument,,145.54811859999998,Gold,35b37e37-6bb1-4131-be37-693e9b794a97,yes
Stationary,3,,13,792,watchlist_verb,yes,1,1.0,1,#C C adjusts the mbira.,adjusts mbira,"Adjusting an instrument typically involves fine, precise movements which are not characterized by high body acceleration or irregular hand acceleration.",r002,Playing Instrument,Task Operation,161.73884859999998,Gold,35b37e37-6bb1-4131-be37-693e9b794a97,yes
Stationary,3,,3,8650,watchlist_verb,yes,0,0.0,0,#C C adjusts the sound system.,adjusts sound system,Adjusting the sound system involves minimal body movement and is a relatively stationary activity.,r002,Playing Instrument,Task Operation,471.3939074820286,Gold,35b37e37-6bb1-4131-be37-693e9b794a97,yes
Object Transfer,3,Stationary,3,8630,watchlist_verb,yes,0,0.0,0,#C C adjusts a paper on work desk.,adjusts paper on work desk,Logistics action involving picking up or putting down an object.,r002,Playing Instrument,,756.9445021677084,Bad,35b37e37-6bb1-4131-be37-693e9b794a97,yes
Stationary,3,,3,8624,watchlist_verb,yes,1,1.0,1,#C C adjusts a #unsure on the work desk.,adjusts on work desk,Adjusting an object typically involves fine motor skills and is often associated with low body and hand motion.,r002,Playing Instrument,Task Operation,860.5288327881419,Gold,35b37e37-6bb1-4131-be37-693e9b794a97,yes
Stationary,3,,3,10213,,no,0,0.0,0,#C C gestures with a hand.,gestures with hand,"Low body/hand motion, likely indicating a pause or a preparatory gesture.",r002,Playing Instrument,,910.618642788142,Gold,35b37e37-6bb1-4131-be37-693e9b794a97,no
Object Transfer,3,,3,8618,watchlist_verb,yes,0,0.0,0,#C C adjusts the mic stand,adjusts mic stand,Logistics/Adjustment step involving the mic stand.,r002,Playing Instrument,,1058.100722788142,Gold,35b37e37-6bb1-4131-be37-693e9b794a97,yes
Stationary,3,Task Operation,5,4820,,no,0,0.0,0,#O a man Y operates the computer,man y operates computer,Operating a computer typically involves minimal body movement and can be classified as a stationary activity.,r002,Playing Instrument,,1613.635464786405,Bad,35b37e37-6bb1-4131-be37-693e9b794a97,no
Object Transfer,3,,4,6443,,no,0,0.0,0,#C C drops box in the bag.,drops box in bag,"[CtxFixed] The action involves deliberately placing the box into the bag, which fits the definition of an Object Transfer.",r002,Cleaning,,0.0070286,Gold,3787c0d0-4350-4008-ae4c-0544d439677c,no
Object Transfer,3,,3,9948,,no,0,0.0,0,#C C drops it in the dustbin.,drops it in dustbin,Movement of an object to a destination.,r002,Cleaning,,229.7042486,Gold,3787c0d0-4350-4008-ae4c-0544d439677c,no
Object Transfer,3,,3,9866,,no,0,0.0,0,#C C drops boxes in the bag.,drops boxes in bag,"[CtxFixed] The action involves deliberately placing the boxes into the bag, which fits the definition of a deliberate placement.",r002,Cleaning,,285.5939195863282,Gold,3787c0d0-4350-4008-ae4c-0544d439677c,no
Object Transfer,3,,3,11138,,no,0,0.0,0,#C C picks container from the bag.,picks container from bag,Logistics step involving picking up an object.,r002,Cleaning,,295.17956958632817,Gold,3787c0d0-4350-4008-ae4c-0544d439677c,no
Object Transfer,3,,3,9900,,no,0,0.0,0,#C C drops container in the dustbin.,drops container in dustbin,"[CtxFixed] The action of dropping the container into the dustbin is a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Cleaning,,296.72189958632816,Gold,3787c0d0-4350-4008-ae4c-0544d439677c,no
Search,3,,3,10464,,no,0,0.0,0,#C C looks at the instructional video on the phone,looks at instructional video on phone,"Head movement (visual search), hands mostly still.",r002,Desk Work,,40.9287696,Gold,398ad750-86ea-4298-a97a-b6b689f1ad13,no
Stationary,3,,4,6744,,no,0,0.0,0,#C C listens to the instructional video on the phone,listens to instructional video on phone,"Low body/hand motion, primarily listening.",r002,Desk Work,,145.7595696,Gold,398ad750-86ea-4298-a97a-b6b689f1ad13,no
Object Transfer,3,,7,2689,,no,0,0.0,0,#C C lifts up the measuring jug,lifts up measuring jug,Logistics step involving picking up an object.,r002,Cooking,,19.5825186,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Task Operation,3,,4,7456,,no,0,0.0,0,#C C pours floor in the measuring jug,pours floor in measuring jug,Core task involving manual activity with the hands.,r002,Cooking,,28.1445186,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Task Operation,3,,5,4835,,no,0,0.0,0,#C C mixes floor on the glass bowl with chopsticks,mixes floor on glass bowl with chopsticks,Core manual task involving high hand activity.,r002,Cooking,,115.4865586,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Object Transfer,3,,6,3693,,no,0,0.0,0,#C C picks up the electric kettle,picks up electric kettle,Logistics step involving picking up an object.,r002,Cooking,,162.35014859999998,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Object Transfer,3,,4,7246,,no,0,0.0,0,#C C picks up the cup from the table,picks up cup from table,Logistics step involving picking up an object.,r002,Cooking,,231.9417786,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Task Operation,3,,8,2369,,no,0,0.0,0,#C C spreads floor on the table with the hand,spreads floor on table with hand,Core task involving high hand activity.,r002,Cooking,,379.0948692852933,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Object Transfer,3,,4,7509,,no,0,0.0,0,#C C pulls a drawer in the fridge,pulls drawer in fridge,Logistics step involving drawer operation.,r002,Cooking,,711.4673476136719,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Object Transfer,3,,4,5885,watchlist_verb,yes,0,0.0,0,#C C closes the drawer in the fridge,closes drawer in fridge,Logistics step involving a drawer action.,r002,Cooking,,725.5685576136719,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,yes
Object Transfer,3,,6,3862,,no,0,0.0,0,#C C puts onion cover on the table,puts onion cover on table,"Logistics step, moving object to a location.",r002,Cooking,,764.652517613672,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Task Operation,3,,5,5439,,no,0,0.0,0,#C C removes the onion cover,removes onion cover,"Core task, high hand activity.",r002,Cooking,,766.6515076136719,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Object Transfer,3,,5,4472,,no,0,0.0,0,#C C collects onions on the chopping board,collects onions on chopping board,Logistics step of picking up and placing onions on the chopping board.,r002,Cooking,,848.9402731444666,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Object Transfer,3,,3,11144,,no,0,0.0,0,#C C picks cooking oil bottle from the table,picks cooking oil bottle from table,Logistics step involving picking up an object.,r002,Cooking,,879.3007831444667,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Stationary,3,,3,8779,watchlist_verb,yes,0,0.0,0,#C C holds the cooking pot handle with left hand,holds cooking pot handle with left hand,"The action involves holding an object without moving, indicating low energy and stationary behavior.",r002,Cooking,,934.2654531444666,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,yes
Task Operation,3,,4,6074,watchlist_verb,yes,0,0.0,0,#C C moves carrot on the chopping board,moves carrot on chopping board,"Core task involving manipulation of the carrot on the chopping board, indicating high hand activity.",r002,Cooking,,1176.887007144922,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,yes
Task Operation,3,,5,5686,,no,0,0.0,0,#C C turns carrots on the chopping board,turns carrots on chopping board,Core task involving high hand activity.,r002,Cooking,,1201.288307144922,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Task Operation,3,,5,4280,watchlist_verb,yes,0,0.0,0,#C C moves chopped carrots on the chopping board using a knife,moves chopped carrots on chopping board using knife,Core task involving manual manipulation with high hand activity.,r002,Cooking,,1217.3484771449218,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,yes
Task Operation,3,,5,5780,,no,0,0.0,0,#C C wipes chopped carrots from the knife with the left hand,wipes chopped carrots from knife with left hand,Core task involving high hand activity.,r002,Cooking,,1219.8774371449215,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Task Operation,3,,4,8013,,no,0,0.0,0,#C C rotates the frying pan to spread the egg,rotates frying pan to spread egg,Core task involving high hand activity to manipulate the frying pan.,r002,Cooking,,1424.978347203911,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Object Transfer,3,,3,11310,,no,0,0.0,0,#C C picks pepper from the table,picks pepper from table,Logistics action of picking up an object.,r002,Cooking,,1496.0419472039111,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Task Operation,3,,3,9129,watchlist_verb,yes,0,0.0,0,#C C moves pepper on the chopping board with the knife,moves pepper on chopping board with knife,Core task involving high hand activity with the knife.,r002,Cooking,,1543.145857203911,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,yes
Task Operation,3,,3,9603,,no,0,0.0,0,#C C chops the broccoli,chops broccoli,Core task involving repetitive hand movements.,r002,Cooking,,1742.085013106836,Gold,3a9464f8-5025-4a79-ac94-9e3d51f1ef49,no
Task Operation,3,,6,3565,,no,0,0.0,0,#C C mops the floor using a moper,mops floor using moper,Core manual task with high hand activity.,r002,Walking Outdoors,,467.9496309546634,Gold,3b021bad-6945-4be2-a7db-44af3db1eae8,no
Task Operation,3,,4,8222,,no,0,0.0,0,#C C sweeps the floor using the push broom,sweeps floor using push broom,Core manual task involving high hand activity.,r002,Walking Outdoors,,565.7461209546634,Gold,3b021bad-6945-4be2-a7db-44af3db1eae8,no
Task Operation,3,,4,6928,,no,0,0.0,0,#C C mops the stairs using the moper,mops stairs using moper,Core manual task with high hand activity.,r002,Walking Outdoors,,878.7538909546633,Gold,3b021bad-6945-4be2-a7db-44af3db1eae8,no
Locomotion,3,Object Transfer,3,9002,watchlist_verb,yes,0,0.0,0,#C C move the bucket down the stairs,move bucket down stairs,"Body moving through space (down the stairs), high body acceleration.",r002,Walking Outdoors,,946.1893209546632,Bad,3b021bad-6945-4be2-a7db-44af3db1eae8,yes
Task Operation,3,,3,10832,,no,0,0.0,0,#C C mops the floor with the moper clothe,mops floor with moper clothe,Core manual task involving high hand activity.,r002,Walking Outdoors,,1232.8429509546634,Gold,3b021bad-6945-4be2-a7db-44af3db1eae8,no
Stationary,3,,3,11978,,no,0,0.0,0,#C C presses the Television remote,presses television remote,Pressing the remote is a brief action with low body and hand motion.,r002,Walking Outdoors,,1397.4079509546632,Gold,3b021bad-6945-4be2-a7db-44af3db1eae8,no
Object Transfer,3,,3,11356,,no,0,0.0,0,#C C picks remote from the sofa,picks remote from sofa,Logistics action of picking up an object.,r002,Walking Outdoors,,1702.810400954663,Gold,3b021bad-6945-4be2-a7db-44af3db1eae8,no
Search,3,,3,10504,,no,0,0.0,0,#C C looks through the windshield,looks through windshield,"Head movement (visual search), hands mostly still.",r002,Mechanical Repair,,9.413,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Search,3,,4,6749,,no,0,0.0,0,#C C looks at the containers on the shelf,looks at containers on shelf,"Head movement (visual search), hands mostly still.",r002,Mechanical Repair,,577.52103,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Stationary,3,,3,8844,watchlist_verb,yes,0,0.0,0,#C C holds the okra packet,holds okra packet,Holding an object without moving it corresponds to a low energy state.,r002,Mechanical Repair,,665.44188,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,yes
Stationary,3,,4,6027,watchlist_verb,yes,0,0.0,0,#C C holds the yoghurt,holds yoghurt,Holding an object with minimal movement.,r002,Mechanical Repair,,718.65865,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,yes
Object Transfer,3,,12,1009,,no,0,0.0,0,#C C picks up the oranges,picks up oranges,Logistics step of picking up objects.,r002,Mechanical Repair,,1530.07371,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Object Transfer,3,,7,2955,,no,0,0.0,0,#C C puts the oranges in the bag.,puts oranges in bag,Logistics step involving placing objects into a container.,r002,Mechanical Repair,,1532.5863,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Object Transfer,3,,3,11478,,no,0,0.0,0,#C C picks up the apples.,picks up apples,"Logistics step, picking up objects.",r002,Mechanical Repair,,1577.89218,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Object Transfer,3,,4,7546,,no,0,0.0,0,#C C puts the apples in the bag.,puts apples in bag,Logistics step of placing objects into a container.,r002,Mechanical Repair,,1579.61221,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Object Transfer,3,,3,11503,,no,0,0.0,0,#C C picks up the cucumber.,picks up cucumber,Logistics step of picking up an object.,r002,Mechanical Repair,,1706.57995,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Object Transfer,3,,14,735,,no,0,0.0,0,#C C picks up the tomatoes,picks up tomatoes,Logistics step of picking up an item.,r002,Mechanical Repair,,1751.1148,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Object Transfer,3,,4,7677,,no,0,0.0,0,#C C puts the garlic in the bag.,puts garlic in bag,"Logistics step, picking up and putting down the garlic.",r002,Mechanical Repair,,1826.80691,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Locomotion,3,Object Transfer,7,2903,,no,0,0.0,0,#C C pushes the trolley around the supermarket.,pushes trolley around supermarket,"Body moving through space, pushing a trolley.",r002,Mechanical Repair,,1881.07591,Bad,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Stationary,3,Task Operation,4,7975,,no,0,0.0,0,#C C returns the greens.,returns greens,"The action 'returns the greens' is vague and could imply a stationary activity like placing an item back, which involves low body and hand motion.",r002,Mechanical Repair,,1944.7645,Bad,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Object Transfer,3,,4,7684,,no,0,0.0,0,#C C puts the greens in the paper,puts greens in paper,Logistics step involving picking up and placing the greens in paper.,r002,Mechanical Repair,,1956.86146,Gold,3e7e162a-1cb3-4bdc-b6c2-e14845298360,no
Stationary,3,Object Transfer,7,2537,watchlist_verb,yes,0,0.0,1,#C C opens the paper.,opens paper,The action of opening a paper is a low-energy activity.,r002,Mechanical Repair,,1983.03419,Bad,3e7e162a-1cb3-4bdc-b6c2-e14845298360,yes
Stationary,3,,3,9388,watchlist_verb,yes,0,0.0,0,#C C touches the scooter bike engine cooling fan cover with both hands.,touches scooter bike engine cooling fan cover with both hands,"The action involves touching an object with hands, which indicates a low level of body and hand motion.",r002,Mechanical Repair,,26.43899,Gold,3fa54ca6-3988-4a7f-9295-41236f4ee925,yes
Object Transfer,3,,6,3600,,no,0,0.0,0,#C C picks a bolt with his right hand from the bolt box.,picks bolt with his right hand from bolt box,"Logistics/Setup step, picking up an object.",r002,Mechanical Repair,,164.93805,Gold,3fa54ca6-3988-4a7f-9295-41236f4ee925,no
Object Transfer,3,,5,4542,,no,0,0.0,0,#C C drops the bolt in his right hand inside the bolt box.,drops bolt in his right hand inside bolt box,"[CtxFixed] The action of dropping the bolt inside the bolt box is a deliberate placement, which fits the criteria for Object Transfer.",r002,Mechanical Repair,,165.64799,Gold,3fa54ca6-3988-4a7f-9295-41236f4ee925,no
Object Transfer,3,,3,10262,,no,0,0.0,0,#C C hangs cloth on the hanging rack,hangs cloth on hanging rack,Logistics step involving picking up and placing an object.,r002,Cleaning,,482.029308365625,Gold,3fe7b8aa-51ea-4f9f-b7e5-94f752a85690,no
Object Transfer,3,,4,7373,,no,0,0.0,0,#C C places the phone on the chair,places phone on chair,"Logistics step, placing an object.",r002,Cooking,,10.3780896,Gold,408cd48d-2156-4d5c-b8fd-8beccf301066,no
Object Transfer,3,,3,9689,,no,0,0.0,0,#C C collects the dirt in the dustpan,collects dirt in dustpan,Logistics/Setup step involving picking up and moving objects.,r002,Cooking,,386.3558009546634,Gold,408cd48d-2156-4d5c-b8fd-8beccf301066,no
Object Transfer,3,,3,9691,,no,0,0.0,0,#C C collects the dirt with a dustpan,collects dirt with dustpan,Logistics action involving picking up or moving objects.,r002,Cooking,,659.1348809546635,Gold,408cd48d-2156-4d5c-b8fd-8beccf301066,no
Object Transfer,3,,9,1772,,no,0,0.0,0,#C C picks the dust pan,picks dust pan,Logistics step involving picking up an object.,r002,Cooking,,990.9828409546634,Gold,408cd48d-2156-4d5c-b8fd-8beccf301066,no
Object Transfer,3,,3,11679,,no,0,0.0,0,#C C Places down the shoes,places down shoes,"Logistics step, placing down an object.",r002,Cooking,,1207.9630009546634,Gold,408cd48d-2156-4d5c-b8fd-8beccf301066,no
Object Transfer,3,,4,7153,,no,0,0.0,0,#C C Picks a package of #unsure,picks package of,"Logistics step, picking up an item.",r002,Cooking,,1392.7195809546631,Gold,408cd48d-2156-4d5c-b8fd-8beccf301066,no
Object Transfer,3,,4,8264,,no,0,0.0,0,#C C takes the oil,takes oil,Logistics/Setup step.,r002,Cooking,,195.2841796,Gold,457ddf5b-8154-4099-aadf-df0c08fe15a4,no
Object Transfer,3,,3,10019,,no,0,0.0,0,#C C drops the remote,drops remote,"[CtxFixed] The action of dropping the remote onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Cooking,,820.1132409546634,Gold,457ddf5b-8154-4099-aadf-df0c08fe15a4,no
Object Transfer,3,,10,1490,,no,0,0.0,0,#C C puts a pliers on the floor,puts pliers on floor,Logistics step of placing an object.,r002,Carpentry,,65.07628,Gold,47c9a6a5-b6e4-4d09-8916-da61344e94cf,no
Task Operation,3,,10,1514,,no,0,0.0,0,#C C screws the switch,screws switch,Core manual task involving high hand activity.,r002,Carpentry,,98.00896,Gold,47c9a6a5-b6e4-4d09-8916-da61344e94cf,no
Object Transfer,3,,7,2909,,no,0,0.0,0,#C C puts the cables on the switch,puts cables on switch,Logistics step involving placing objects.,r002,Carpentry,,103.21066,Gold,47c9a6a5-b6e4-4d09-8916-da61344e94cf,no
Task Operation,3,,5,4683,,no,0,0.0,0,#C C inserts the screw on the switch,inserts screw on switch,Core manual task involving high hand activity.,r002,Carpentry,,191.55625,Gold,47c9a6a5-b6e4-4d09-8916-da61344e94cf,no
Task Operation,3,,6,3783,,no,0,0.0,0,#C C pulls the cables,pulls cables,Core manual task involving high hand activity.,r002,Carpentry,,223.05426,Gold,47c9a6a5-b6e4-4d09-8916-da61344e94cf,no
Search,3,,3,10448,,no,0,0.0,0,#C C looks at the cables,looks at cables,"Visual inspection, likely involves head movement and minimal hand activity.",r002,Carpentry,,509.10896,Gold,47c9a6a5-b6e4-4d09-8916-da61344e94cf,no
Search,3,,5,4740,,no,0,0.0,0,#C C looks at the switch,looks at switch,"Head movement (visual inspection), hands mostly still.",r002,Carpentry,,646.6084166666667,Gold,47c9a6a5-b6e4-4d09-8916-da61344e94cf,no
Task Operation,3,,4,8064,,no,0,0.0,0,#C C separates the cables,separates cables,Core task involving manual dexterity and fine motor skills.,r002,Carpentry,,970.1370566666668,Gold,47c9a6a5-b6e4-4d09-8916-da61344e94cf,no
Stationary,3,,11,1280,,no,0,0.0,0,#C C stares at a woman X,stares at woman x,"Low body/hand motion, focused gaze.",r002,Playing Instrument,,10.3942186,Gold,4b5de875-cc82-494e-b768-8ac0ae3bb279,no
Stationary,3,,7,3086,,no,0,0.0,2,#C C types on the keyboard,types on keyboard,Typing on a keyboard is a fine motor skill with minimal body movement.,r002,Playing Instrument,Task Operation,28.9152986,Gold,4b5de875-cc82-494e-b768-8ac0ae3bb279,no
Stationary,3,,27,224,,no,0,0.0,0,#C C uses the computer mouse,uses computer mouse,"Low body/hand motion, primarily hand activity on a stationary object.",r002,Playing Instrument,Task Operation,40.2683386,Gold,4b5de875-cc82-494e-b768-8ac0ae3bb279,no
Task Operation,3,,8,2159,,no,0,0.0,0,#C C operates a computer keyboard,operates computer keyboard,Core manual task involving high hand activity.,r002,Playing Instrument,,287.88395864583333,Gold,4b5de875-cc82-494e-b768-8ac0ae3bb279,no
Object Transfer,3,,3,11180,,no,0,0.0,0,#C C picks ear phones,picks ear phones,Logistics step of picking up an object.,r002,Playing Instrument,,368.0138086458333,Gold,4b5de875-cc82-494e-b768-8ac0ae3bb279,no
Stationary,3,Task Operation,5,4843,,no,0,0.0,0,#C C operates the computer using a mouse,operates computer using mouse,Using a mouse involves minimal body movement and is primarily a hand task with low acceleration bursts.,r002,Playing Instrument,,422.8680486458333,Bad,4b5de875-cc82-494e-b768-8ac0ae3bb279,no
Stationary,3,,3,9353,watchlist_verb,yes,0,0.0,0,#C C touches a guitar,touches guitar,"The action of touching a guitar does not involve significant movement, indicating a low-energy, stationary state.",r002,Playing Instrument,,430.5702586458333,Gold,4b5de875-cc82-494e-b768-8ac0ae3bb279,yes
Task Operation,3,,3,10356,,no,0,0.0,0,#O lady X rotates decoder knob,lady x rotates decoder knob,"Core task involving manipulation of an instrument, high hand activity.",r002,Playing Instrument,,562.2779821677084,Gold,4b5de875-cc82-494e-b768-8ac0ae3bb279,no
Task Operation,3,,3,10355,,no,0,0.0,0,#O lady X presses wooden box,lady x presses wooden box,"Core task involving interaction with the instrument, high hand activity.",r002,Playing Instrument,,666.3169721677084,Gold,4b5de875-cc82-494e-b768-8ac0ae3bb279,no
