action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Stationary,11,,5,5306,,no,0,0.0,0,#C C puts hand on post,puts hand on post,"The action describes a static interaction with an object, indicating low energy and motion.",r002,Mechanical Repair,,348.8495509546634,Gold,466019aa-4c4c-415a-b8b6-a87c0a61fe8f,no
Search,11,,3,10446,,no,0,0.0,0,#C C looks at brush,looks at brush,"Head movement (visual search), hands mostly still.",r002,Mechanical Repair,,376.9948809546634,Gold,466019aa-4c4c-415a-b8b6-a87c0a61fe8f,no
Stationary,11,,3,10189,,no,0,0.0,0,#C C folds leg,folds leg,The action 'folding leg' implies a static motion without significant body or hand acceleration.,r002,Mechanical Repair,,662.1481452666667,Gold,466019aa-4c4c-415a-b8b6-a87c0a61fe8f,no
Object Transfer,11,,5,4928,,no,0,0.0,0,#C C picks chair,picks chair,Logistics action involving picking up an object.,r002,Mechanical Repair,,984.7528452666668,Gold,466019aa-4c4c-415a-b8b6-a87c0a61fe8f,no
Stationary,11,,7,2735,,no,0,0.0,0,#o man y speaks to c,man y speaks to,"Low body/hand motion, likely involves speaking.",r002,Mechanical Repair,,69.65547,Skip,4884c61e-a61b-4ba6-8071-4314c6c217b6,no
Stationary,11,,9,1916,,no,0,0.0,0,#c c stops on the road,stops on road,"The action describes stopping, which implies a state of rest with low body and hand motion.",r002,Mechanical Repair,,274.54112,Gold,4884c61e-a61b-4ba6-8071-4314c6c217b6,no
Locomotion,11,Task Operation,4,6955,,no,0,0.0,0,#c c parks the bicycle,parks bicycle,"The action involves moving the bicycle to a stationary position, which is a form of locomotion with high body acceleration.",r002,Mechanical Repair,,652.0257033333334,Bad,4884c61e-a61b-4ba6-8071-4314c6c217b6,no
Object Transfer,11,,3,11149,,no,0,0.0,0,#C C picks a cotton wool from the table with his right hand,picks cotton wool from table with his right hand,Logistics step involving picking up an object.,r002,Cleaning,,10.923819599999998,Gold,4e3fc1e9-424f-4921-9068-d468c135f347,no
Task Operation,11,,16,552,,no,0,0.0,0,#C C cleans the camera,cleans camera,Core task involving manual cleaning activity.,r002,Cleaning,,107.7219796,Gold,4e3fc1e9-424f-4921-9068-d468c135f347,no
Object Transfer,11,,5,4980,,no,0,0.0,0,#C C picks an object from the table with his right hand,picks object from table with his right hand,Logistics step of picking up an object.,r002,Cleaning,,126.1989996,Gold,4e3fc1e9-424f-4921-9068-d468c135f347,no
Object Transfer,11,,5,4855,,no,0,0.0,0,#C C passes the object to his left hand,passes object to his left hand,"The action involves passing an object, which is a logistics step.",r002,Cleaning,,126.5948696,Gold,4e3fc1e9-424f-4921-9068-d468c135f347,no
Locomotion,11,,5,5722,,no,0,0.0,0,#C C walks in the pitch,walks in pitch,"Movement through space, likely involves walking.",r002,Mechanical Repair,,287.953,Gold,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Stationary,11,,11,1278,,no,0,0.0,0,#C C stares at the pitch,stares at pitch,"Low body/hand motion, focused attention.",r002,Mechanical Repair,,313.085,Gold,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Search,11,Locomotion,3,9031,watchlist_verb,yes,0,0.0,0,#C C moves the camera around,moves camera around,"Head movement (visual inspection), hands mostly still.",r002,Mechanical Repair,,323.88562,Bad,584fd34c-9bd5-44fd-8266-9d3161d8c790,yes
Locomotion,11,,4,8440,,no,0,0.0,0,#C C walks towards the post,walks towards post,"Body moving through space, indicative of walking.",r002,Mechanical Repair,,1960.83955,Gold,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Object Transfer,11,,79,27,,no,0,0.0,0,#C C picks the ball,picks ball,Logistics step of picking up an object.,r002,Mechanical Repair,,2313.591813333333,Gold,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Object Transfer,11,,6,3687,,no,0,0.0,0,#C C picks up the ball,picks up ball,"The action involves picking up an object, which is a logistics step.",r002,Mechanical Repair,,2649.6730933333333,Gold,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Locomotion,11,,34,134,historical_bad,yes,2,0.6667,3,#O a man X hits the ball,man x hits ball,"[CtxFixed] The action 'hits the ball' is part of playing tennis, which is a form of locomotion involving movement and physical activity.",r002,Mechanical Repair,,2715.132196666667,Bad,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Locomotion,11,,21,324,historical_bad,yes,2,0.6667,3,#C C hits the ball,hits ball,"[CtxFixed] The action of hitting the ball is a continuation of the previous locomotion action (throwing the ball up) and involves movement, thus it is classified as Locomotion.",r002,Mechanical Repair,,2723.0739366666667,Bad,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Object Transfer,11,,9,1600,historical_bad,yes,2,0.6667,3,#O a man X hits the ball,man x hits ball,"[CtxFixed] The action of hitting the ball can be considered as part of a sequence involving the transfer of the ball from one location to another (in this case, hitting it). This is a deliberate action and not an error or correction.",r002,Mechanical Repair,,2766.267926666667,Skip,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Object Transfer,11,,15,609,historical_bad,yes,2,0.6667,3,#C C hits the ball,hits ball,"[CtxFixed] The action involves a person hitting a ball, which can be interpreted as transferring the ball from one location to another. This action is deliberate and involves the movement of an object.",r002,Mechanical Repair,,2772.2269066666668,Skip,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Stationary,11,,8,2146,,no,0,0.0,0,#O a man X drinks water,man x drinks water,Drinking involves minimal body and hand movement.,r002,Mechanical Repair,,2962.649096666667,Gold,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Stationary,11,,23,303,,no,0,0.0,0,#C C raises hand up,raises hand up,The action of raising a hand is a brief movement and does not involve continuous motion or high activity.,r002,Mechanical Repair,,3319.571550000001,Gold,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Task Operation,11,,3,10281,,no,0,0.0,0,#C C hits in the ball,hits in ball,"[CtxFixed] The action of hitting a ball is a deliberate and intentional movement, which falls under the category of an essential operation.",r002,Mechanical Repair,,3783.9522893333337,Skip,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Locomotion,11,,14,785,,no,0,0.0,0,#C C walks on the field,walks on field,Body moving through space (walking).,r002,Mechanical Repair,,3799.587363333334,Gold,584fd34c-9bd5-44fd-8266-9d3161d8c790,no
Object Transfer,11,,10,1466,,no,0,0.0,0,#C C places a chopping board on the counter,places chopping board on counter,Logistics step involving placing an object.,r002,Cooking,,4.3152286,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,8,2248,,no,0,0.0,0,#C C places a jug on the counter,places jug on counter,Logistics step involving placing an object.,r002,Cooking,,15.0758186,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,11,1197,,no,0,0.0,0,#C C picks a lid from the counter,picks lid from counter,"Logistics/Setup step, picking up an object.",r002,Cooking,,28.2569686,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,5890,watchlist_verb,yes,0,0.0,0,#C C closes a jug with a lid,closes jug with lid,Logistics step involving closing an object.,r002,Cooking,,28.5385686,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,yes
Object Transfer,11,,14,739,,no,0,0.0,0,#C C places a knife on the counter,places knife on counter,"Logistics step, placing an object.",r002,Cooking,,41.3817386,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,5,4921,,no,0,0.0,0,#C C picks a can from the counter,picks can from counter,Logistics/Setup step involving picking up an object.,r002,Cooking,,146.6165786,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,9,1812,,no,0,0.0,0,#C C places a can on the counter,places can on counter,Logistics step involving picking up and placing an object.,r002,Cooking,,148.1623286,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,3,11123,,no,0,0.0,0,#C C picks a chopping board from the counter,picks chopping board from counter,"Logistics/Setup step, picking up an object.",r002,Cooking,,184.0164086,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,14,738,,no,0,0.0,0,#C C places a cooking stick on the counter,places cooking stick on counter,Logistics step involving placing an object.,r002,Cooking,,233.0760186,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,5,4912,,no,0,0.0,0,#C C picks a bowl from the counter,picks bowl from counter,Logistics step involving picking up an object.,r002,Cooking,,330.4965139515625,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,6,3709,,no,0,0.0,0,#C C places a bowl on the chopping board,places bowl on chopping board,"Logistics step, moving an object to a location.",r002,Cooking,,331.4704439515625,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,7406,,no,0,0.0,0,#C C places sweet potato in the bowl,places sweet potato in bowl,Logistics step involving placing an object.,r002,Cooking,,332.0524039515625,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Task Operation,11,,12,955,,no,0,0.0,0,#C C cuts a sweet potato into pieces,cuts sweet potato into pieces,Core task involving repetitive hand movements.,r002,Cooking,,338.2166339515625,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,7407,,no,0,0.0,0,#C C places a sweet potato on the chopping board,places sweet potato on chopping board,Logistics step involving picking up and placing the sweet potato.,r002,Cooking,,393.6748039515625,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,8,2204,,no,0,0.0,0,#C C picks a glass from the counter,picks glass from counter,Logistics step involving picking up an object.,r002,Cooking,,577.9966681113877,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,8,2025,watchlist_verb,yes,0,0.0,0,#C C opens another drawer,opens another drawer,Logistics/Setup step.,r002,Cooking,,623.2705181113877,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,yes
Task Operation,11,,5,5662,,no,0,0.0,0,#C C tears the box,tears box,"[CtxFixed] Tearing a box is an action that typically serves a functional purpose, such as opening the box to access its contents. This action is not about moving from one place to another (locomotion), nor is it about transferring an object from one place to another (object transfer). It is a deliberate action to access the contents of the box, which falls under the category of an essential operation.",r002,Cooking,,668.0561581113877,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Task Operation,11,,9,1703,,no,0,0.0,0,#C C hits a pan with a cooking stick,hits pan with cooking stick,Core task involving high hand activity.,r002,Cooking,,809.1905081113878,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Task Operation,11,,3,11946,,no,0,0.0,0,#C C pours water in food,pours water in food,Core task involving high hand activity.,r002,Cooking,,819.8074381113877,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,7,2867,,no,0,0.0,0,#C C places a glass on the counter,places glass on counter,"Logistics step, placing an object.",r002,Cooking,,822.1396881113876,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,5895,watchlist_verb,yes,0,0.0,0,#C C closes a pan with a lid,closes pan with lid,Logistics action involving picking up and placing the lid on the pan.,r002,Cooking,,896.226967613672,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,yes
Object Transfer,11,,3,11234,,no,0,0.0,0,#C C picks a jug from the counter,picks jug from counter,"Logistics/Setup step, picking up an object.",r002,Cooking,,923.247227613672,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,3,11668,,no,0,0.0,0,#C C places dirt in the bin,places dirt in bin,Logistics action of putting the dirt into the bin.,r002,Cooking,,977.963977613672,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Task Operation,11,,5,4675,,no,0,0.0,0,#C C hits a spoon on the pan,hits spoon on pan,Core task involving high hand activity.,r002,Cooking,,1143.536907613672,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,5,4913,,no,0,0.0,0,#c C picks a bowl from the drawer,picks bowl from drawer,Logistics/Setup step involving picking up an object.,r002,Cooking,,1293.351667613672,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,8287,,no,0,0.0,0,#C C takes a thread,takes thread,"Logistics/Setup step, picking up an item.",r002,Cooking,,1349.180298266755,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Stationary,11,,3,9396,watchlist_verb,yes,0,0.0,0,#C C touches the utensils,touches utensils,"Low body/hand motion, likely inspecting or feeling the utensils.",r002,Cooking,,1363.9642182667549,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,yes
Object Transfer,11,,6,4025,,no,0,0.0,0,#C C takes the mushroom,takes mushroom,Logistics step involving picking up an object.,r002,Cooking,,1377.344148266755,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,7732,,no,0,0.0,0,#C C puts the mushroom in the pan,puts mushroom in pan,Logistics step involving picking up and placing an object.,r002,Cooking,,1377.830498266755,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Locomotion,11,Task Operation,11,1273,,no,0,0.0,1,#C C shakes the pan,shakes pan,"Shaking the pan involves movement through space, likely with significant body acceleration.",r002,Cooking,,1379.6072982667552,Bad,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Stationary,11,Task Operation,8,2359,,no,0,0.0,1,#C C shakes the pan,shakes pan,Shaking the pan involves minimal movement and can be considered a stationary action with low overall energy.,r002,Cooking,,1425.771658266755,Bad,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Task Operation,11,,8,2383,,no,0,0.0,0,#C C stirs the mushroom,stirs mushroom,"Core task, high hand activity.",r002,Cooking,,1435.690668266755,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Stationary,11,,4,6218,watchlist_verb,yes,0,0.0,0,#C C touches the sweater,touches sweater,"Low body/hand motion, likely involves minimal movement.",r002,Cooking,,1471.775828266755,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,yes
Stationary,11,,12,921,watchlist_verb,yes,0,0.0,0,#C C holds a pan handle,holds pan handle,"Low body/hand motion, holding an object.",r002,Cooking,,1632.3727951722656,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,yes
Object Transfer,11,,3,11526,,no,0,0.0,0,#C C picks up a measuring bowl,picks up measuring bowl,Logistics/Setup step involving picking up an object.,r002,Cooking,,1642.5280851722655,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,3,9222,watchlist_verb,yes,0,0.0,0,#C C opens the cooking pan,opens cooking pan,Logistics step involving opening an object.,r002,Cooking,,1652.6345351722655,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,yes
Object Transfer,11,,5,5307,,no,0,0.0,0,#C C puts the jug on the counter,puts jug on counter,Logistics step involving picking up and placing an object.,r002,Cooking,,1738.7818651722655,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Stationary,11,,6,3390,,no,0,0.0,0,#C C dries his hands with a towel,dries his hands with towel,"Low body/hand motion, hands being dried.",r002,Cooking,,1843.7834751722653,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,9,1805,,no,0,0.0,0,#C C picks up a pan,picks up pan,"Logistics/Setup step, involves picking up an object.",r002,Cooking,,1895.1199051722656,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,9,1875,,no,0,0.0,0,#C C puts the tin in the cabinet,puts tin in cabinet,Logistics step involving picking up and putting down an object.,r002,Cooking,,1904.6802151722648,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Task Operation,11,,6,4114,,no,0,0.0,0,#C C wipes the counter with a paper towel,wipes counter with paper towel,Core task involving high hand activity.,r002,Cooking,,1936.091134821224,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,7128,,no,0,0.0,0,#C C picks a lid from the cooking pot,picks lid from cooking pot,Logistics step involving picking up an object.,r002,Cooking,,2236.496969820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,7834,,no,0,0.0,0,#C C puts the spoon on the countertop,puts spoon on countertop,Logistics/Setup step involving placing an object.,r002,Cooking,,2247.966409820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,7073,,no,0,0.0,0,#C C picks a cooking pot from the cooker,picks cooking pot from cooker,Logistics step involving picking up an object.,r002,Cooking,,2250.867369820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,6,3882,,no,0,0.0,0,#C C puts the rice in the bowl,puts rice in bowl,"Logistics step, moving the rice to the bowl.",r002,Cooking,,2279.934689820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,5,5401,,no,0,0.0,0,#C C puts the wooden spoon in the cooking pot,puts wooden spoon in cooking pot,Logistics step involving picking up and placing an object.,r002,Cooking,,2327.584029820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,7,2852,,no,0,0.0,0,#C C picks a wooden spoon from the cooking pot,picks wooden spoon from cooking pot,Logistics step involving picking up an object.,r002,Cooking,,2331.736639820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,9,1846,,no,0,0.0,0,#C C puts the food in the bowl,puts food in bowl,Logistics step involving the transfer of an object.,r002,Cooking,,2353.844069820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,3,10377,,no,0,0.0,0,#C C lift the bowl,lift bowl,Logistics step involving lifting an object.,r002,Cooking,,2377.793889820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Stationary,11,,3,8856,watchlist_verb,yes,0,0.0,0,#C C holds the peanut with his left hand,holds peanut with his left hand,"Low body/hand motion, holding an object.",r002,Cooking,,2407.450119820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,yes
Object Transfer,11,,3,11304,,no,0,0.0,0,#C C picks a peanut from the countertop,picks peanut from countertop,Logistics step involving picking up an object.,r002,Cooking,,2409.452879820703,Gold,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,no
Object Transfer,11,,4,6163,watchlist_verb,yes,0,0.0,0,#C C opens the rice cooker,opens rice cooker,Logistics step involving opening a container.,r002,Cooking,,40.5353386,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,yes
Task Operation,11,,4,6916,,no,0,0.0,0,#C C measures the rice,measures rice,Core task involving precise hand movements.,r002,Cooking,,108.2962686,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Object Transfer,11,,4,7801,,no,0,0.0,0,#C C puts rice in the cooking pot,puts rice in cooking pot,"Logistics/Setup step, involves picking up and placing the rice.",r002,Cooking,,110.2251386,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Object Transfer,11,,5,4181,watchlist_verb,yes,0,0.0,0,#C C closes the rice cooker,closes rice cooker,"Closing an object, a logistics step.",r002,Cooking,,270.4896886,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,yes
Object Transfer,11,,4,6135,watchlist_verb,yes,0,0.0,0,#C C open the rice cooker,open rice cooker,Logistics step involving opening a container.,r002,Cooking,,272.7725886,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,yes
Object Transfer,11,,4,6153,watchlist_verb,yes,0,0.0,0,#C C opens fridge with hand,opens fridge with hand,Logistics step involving opening a fridge.,r002,Cooking,,458.5241886766179,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,yes
Task Operation,11,,4,8044,,no,0,0.0,0,#C C scoops rice with spoon,scoops rice with spoon,Core task involving high hand activity.,r002,Cooking,,659.2507021677084,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Object Transfer,11,,3,9212,watchlist_verb,yes,0,0.0,0,#C C opens bowl with hand,opens bowl with hand,Logistics/Setup step (opening an object).,r002,Cooking,,756.8397121677084,Skip,5baf4e1b-582a-4fbc-9391-3e794057c759,yes
Task Operation,11,,3,10144,,no,0,0.0,0,#O female B stirs food with cooking stick,female b stirs food with cooking stick,Core task involving manual operation with high hand activity.,r002,Cooking,,774.1490021677084,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Object Transfer,11,Task Operation,5,5513,,no,0,0.0,0,#C C serves food in the bowl,serves food in bowl,Logistics step involving the transfer of food to a bowl.,r002,Cooking,,814.2868021677084,Bad,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Object Transfer,11,,3,9434,,no,0,0.0,0,#C C adds soup in the plate.,adds soup in plate,"The action involves transferring soup from one container to a plate, which is a logistics step.",r002,Cooking,,859.0305686458333,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Object Transfer,11,,3,9934,,no,0,0.0,0,#C C drops garlic peel in the dustbin.,drops garlic peel in dustbin,"[CtxFixed] The action involves deliberately placing the garlic peel into the dustbin, which fits the criteria for Object Transfer.",r002,Cooking,,899.2564686458334,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Task Operation,11,,4,8189,,no,0,0.0,0,#C C stirs garlic in the pan.,stirs garlic in pan,Core task involving high hand activity.,r002,Cooking,,973.5531086458334,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Locomotion,11,,7,2761,,no,0,0.0,0,#O person Q walks in the room.,person q walks in room,"Movement through space, indicative of walking.",r002,Cooking,,982.1962986458334,Gold,5baf4e1b-582a-4fbc-9391-3e794057c759,no
Stationary,11,Search,5,4691,,no,0,0.0,0,#C is browsing on the laptop,is browsing on laptop,"Low body/hand motion, primarily visual engagement.",r002,Desk Work,,287.7485352666667,Bad,5dc1c853-352d-49ae-886a-b72f6d6e70a4,no
Task Operation,11,,4,6682,,no,0,0.0,0,#C is eating cake.,is eating cake,"Core task involving hands, potentially with utensils.",r002,Desk Work,,429.9087452666667,Gold,5dc1c853-352d-49ae-886a-b72f6d6e70a4,no
Object Transfer,11,,4,7201,,no,0,0.0,0,#C C picks the skateboard,picks skateboard,"Picking up an object, logistics step.",r002,Mechanical Repair,,10.34358,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,no
Locomotion,11,,11,1108,watchlist_verb,yes,0,0.0,0,#C C moves skateboard with the leg,moves skateboard with leg,Body moving through space using leg movement.,r002,Mechanical Repair,,78.26632,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,yes
Locomotion,11,,3,9681,,no,0,0.0,0,#C C climbs the ramp,climbs ramp,Body moving through space (climbing). High body acceleration expected.,r002,Mechanical Repair,,302.54165,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,no
Locomotion,11,,4,8415,,no,0,0.0,0,#C C walks on the deck,walks on deck,Body moving through space (walking).,r002,Mechanical Repair,,310.79794,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,no
Locomotion,11,,3,10751,,no,0,0.0,0,#O man X runs on the pavement,man x runs on pavement,"Movement through space, high body acceleration.",r002,Mechanical Repair,,329.11992,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,no
Locomotion,11,,5,4809,,no,0,0.0,0,#O Man X skates,man x skates,"Body moving through space, likely involves movement and balance.",r002,Mechanical Repair,,331.14711,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,no
Stationary,11,,5,4224,watchlist_verb,yes,0,0.0,0,#C C holds the railing,holds railing,Holding onto a railing typically involves minimal movement.,r002,Mechanical Repair,,382.01194,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,yes
Locomotion,11,,5,4810,,no,0,0.0,0,#O man X skates on the ramp,man x skates on ramp,"Body moving through space (skating), high body acceleration.",r002,Mechanical Repair,,448.29784,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,no
Locomotion,11,,3,10750,,no,0,0.0,0,#O Man X runs after the skateboard,man x runs after skateboard,Body moving through space at a fast pace.,r002,Mechanical Repair,,735.7343933333334,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,no
Locomotion,11,,3,8985,watchlist_verb,yes,0,0.0,0,#O Man X moves skateboard with the leg,man x moves skateboard with leg,Body moving through space using leg movement.,r002,Mechanical Repair,,745.7864933333333,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,yes
Locomotion,11,,4,6050,watchlist_verb,yes,0,0.0,0,#O man X moves the skateboard,man x moves skateboard,"Movement of an object through space, likely involves high body acceleration.",r002,Mechanical Repair,,1514.0864466666667,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,yes
Locomotion,11,,3,10718,,no,0,0.0,0,#O Man X drives on the road,man x drives on road,Body moving through space (driving). High body acceleration.,r002,Mechanical Repair,,1969.244316666667,Gold,5e97e33c-b3ca-48b2-9e7e-069fe39199fb,no
Stationary,11,,6,3296,watchlist_verb,yes,0,0.0,0,#C C watches move on the phone.,watches move on phone,"Low body/hand motion, focused attention.",r002,Cooking,,813.1282409546634,Gold,5e9e692b-dd68-4618-bfa3-012a7934abc2,yes
Object Transfer,11,,3,11111,,no,0,0.0,0,#C C picks a cardboard box on the fridge shelf,picks cardboard box on fridge shelf,Logistics step involving picking up an object.,r002,Mechanical Repair,,4.6284386,Gold,655e0641-f92b-4db0-acb3-223525247c90,no
Object Transfer,11,,5,5037,,no,0,0.0,0,#C C picks a tin drink in the cardboard box,picks tin drink in cardboard box,Logistics step involving picking up an object.,r002,Mechanical Repair,,10.2865486,Gold,655e0641-f92b-4db0-acb3-223525247c90,no
Object Transfer,11,,5,5389,,no,0,0.0,0,#C C puts a tin drink on the fridge shelf,puts tin drink on fridge shelf,Logistics step involving moving an object to a specific location.,r002,Mechanical Repair,,10.9810286,Gold,655e0641-f92b-4db0-acb3-223525247c90,no
Object Transfer,11,,17,505,,no,0,0.0,0,#C C picks #unsure on the fridge shelf,picks on fridge shelf,Logistics step involving picking up an object.,r002,Mechanical Repair,,43.1585286,Gold,655e0641-f92b-4db0-acb3-223525247c90,no
Object Transfer,11,,10,1344,watchlist_verb,yes,0,0.0,0,#C C moves #unsure on the fridge shelf,moves on fridge shelf,"[CtxFixed] The action involves moving an object (previously labeled as 'unsure') on the fridge shelf, which indicates a deliberate placement or transfer of the object.",r002,Mechanical Repair,,57.0760686,Gold,655e0641-f92b-4db0-acb3-223525247c90,yes
Object Transfer,11,,9,1858,,no,0,0.0,0,#C C puts #unsure on the fridge shelf,puts on fridge shelf,"Action involves placing an object, indicating logistics.",r002,Mechanical Repair,,65.2069186,Gold,655e0641-f92b-4db0-acb3-223525247c90,no
Object Transfer,11,,3,11297,,no,0,0.0,0,#C C picks a paper on the fridge shelf,picks paper on fridge shelf,Logistics step involving picking up an item.,r002,Mechanical Repair,,115.3827486,Gold,655e0641-f92b-4db0-acb3-223525247c90,no
Object Transfer,11,,3,11230,,no,0,0.0,0,#C C picks #unsure in the cardboard box,picks in cardboard box,Logistics step involving picking an object.,r002,Mechanical Repair,,217.1234586,Gold,655e0641-f92b-4db0-acb3-223525247c90,no
Stationary,11,,3,8764,watchlist_verb,yes,0,0.0,0,#C C holds the cardboard box with her hands,holds cardboard box with her hands,Holding the box indicates a static posture with minimal motion.,r002,Mechanical Repair,,236.4529686,Gold,655e0641-f92b-4db0-acb3-223525247c90,yes
Object Transfer,11,,7,2956,,no,0,0.0,0,#C C puts packages of #unsure in the fridge,puts packages of in fridge,Logistics step involving moving objects.,r002,Mechanical Repair,,9.6853686,Gold,671a4c5a-1ab5-4ea1-8940-c2983e2edb25,no
